@relation data

@attribute id string
@attribute 8833 numeric
@attribute 5471 numeric
@attribute 10606 numeric
@attribute 471 numeric
@attribute 2618 numeric
@attribute 159 numeric
@attribute 5198 numeric
@attribute 158 numeric
@attribute 122622 numeric
@attribute 3614 numeric
@attribute 3615 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.1648,0.553,0.409,1.1537,1.6462,1.3164,0.5243,1.7105,0.2112,0.5033,1.0152,Control
A02,1.0473,0.3758,0.2313,1.0003,1.4059,1.1559,0.3745,1.304,0.151,0.5044,0.8194,Control
A03,1.1249,0.3408,0.2058,0.9906,1.6496,1.2061,0.3803,1.4849,0.1686,0.6118,0.758,Control
A04,1.2341,0.3324,0.3035,0.9999,1.3791,1.2234,0.366,1.3608,0.1309,0.5207,0.8972,Control
A05,1.2178,0.3646,0.3216,0.8837,1.5537,1.2401,0.4359,1.4323,0.2001,0.6709,0.901,Control
A06,1.0599,0.395,0.2784,0.937,1.4632,1.1977,0.4588,1.4904,0.1771,0.5289,0.8497,Control
A07,1.1435,0.4474,0.2637,0.964,1.5521,1.4309,0.3523,1.5167,0.1871,0.5721,0.8643,Control
A08,1.1395,0.4723,0.2635,1.0058,1.4271,1.5677,0.4,1.4212,0.1608,0.4779,0.907,Control
A09,1.1484,0.2856,0.2476,0.8703,1.4832,1.257,0.3162,1.5525,0.1523,0.5631,0.8991,Control
A10,1.1929,0.3792,0.244,0.9354,1.5389,1.4537,0.3012,1.3979,0.1464,0.6058,0.8316,Control
A11,0.9962,0.165,0.0868,0.6717,1.3678,1.0501,0.3478,1.4053,0.1953,0.3906,0.6258,Control
A12,0.8739,0.1174,0.0912,0.7499,0.9558,0.8662,0.1704,1.1264,0.1799,0.4237,0.8667,Control
B01,0.9161,0.382,0.2527,0.9434,1.3163,1.3012,0.2994,1.415,0.1669,0.4708,0.9245,Control
B02,1.1345,0.3988,0.3479,1.1004,1.4991,1.3356,0.3986,1.6194,0.2632,0.6219,0.9604,Control
B03,1.0527,0.3732,0.2744,1.0415,1.4018,1.4255,0.3212,1.4558,0.2034,0.4947,0.8005,BRCACancer
B04,1.0241,0.319,0.137,0.9047,1.2215,1.5042,0.2721,1.1195,0.1512,0.5438,0.6229,BRCACancer
B05,0.8719,0.1531,0.2302,0.8551,1.2584,1.2056,0.2893,1.5063,0.201,0.5328,0.8331,BRCACancer
B06,0.6286,0.2735,-0.092,0.6329,1.055,1.1105,0.0781,1.0749,-0.0231,0.3575,0.599,BRCACancer
B07,1.1124,0.4292,0.3138,1.0448,1.581,1.4295,0.3239,1.5548,0.1509,0.6646,0.9659,BRCACancer
B08,1.0461,0.2832,0.1644,0.8681,1.4789,1.048,0.3426,1.4992,0.2789,0.5143,0.6652,Control
B09,0.867,0.1423,0.0826,0.7716,0.9803,1.4304,0.324,1.0679,0.04,0.4265,0.561,Control
B10,0.9241,0.2478,0.1384,0.7781,1.0552,1.3342,0.2072,0.9101,0.0297,0.4541,0.6722,Control
B11,1.0512,0.2652,0.2289,0.8609,1.4089,1.1177,0.2698,1.535,0.1215,0.6077,0.8833,Control
B12,0.5898,0.0836,-0.051,0.5027,0.5847,1.0191,0.2034,0.7609,0.053,0.4139,0.4051,Control
C01,1.012,0.3241,0.1977,0.7697,1.3674,1.0745,0.4298,1.4246,0.2223,0.7115,0.8593,BRCACancer
C02,1.1233,0.3694,0.2721,1.0246,1.3066,1.0454,0.3895,1.4555,0.1298,0.602,0.9432,BRCACancer
C03,1.1522,0.38,0.2326,0.9014,1.3966,1.2339,0.4566,1.4321,0.1942,0.9034,1.011,BRCACancer
C04,0.6379,0.1812,0.0116,0.6505,0.8055,0.6713,0.3574,0.9446,0.2205,0.4515,0.4782,Control
C05,0.6899,0.2007,0.0596,0.6051,0.8725,0.8256,0.3956,0.9492,0.1384,0.4939,0.503,BRCACancer
C06,0.1031,0.0361,-0.1868,0.0534,0.1722,0.1262,0.2275,0.3094,0.2207,0.1961,0.3267,Control
C07,0.9352,0.2604,0.0941,0.7285,1.1298,0.8931,0.318,1.0228,0.1189,0.5262,0.6367,Control
C08,1.0388,0.4362,0.1815,0.9193,1.3679,0.8858,0.3898,1.342,0.2198,0.5427,0.8582,Control
C09,0.9721,0.2696,0.185,0.7908,1.0783,0.8712,0.3857,1.0416,0.1889,0.4069,0.6278,Control
C10,1.0687,0.2348,0.2517,0.9372,0.9435,0.9722,0.2681,1.0145,0.1381,0.6216,0.8439,BRCACancer
C11,0.9979,0.2398,0.1737,0.8667,1.3661,0.925,0.4622,1.3891,0.1897,0.5769,0.8528,Control
C12,0.6626,0.1219,0.0276,0.6149,0.8518,0.5898,0.3249,0.8939,0.1226,0.3188,0.5777,BRCACancer
D01,0.7705,0.2058,0.0438,0.671,0.9886,1.2099,0.312,1.178,0.2317,0.592,0.6268,BRCACancer
D02,0.8926,0.2593,0.1745,0.7824,1.0492,0.8572,0.4829,0.8923,0.192,0.4267,0.7906,BRCACancer
D03,0.885,0.1588,0.1062,0.6617,1.0182,0.8475,0.355,0.9218,0.1291,0.4788,0.5188,BRCACancer
D04,0.9806,0.2491,0.1354,0.7614,1.2021,0.9159,0.3989,1.1548,0.1327,0.5785,0.676,BRCACancer
D05,1.0327,0.2135,0.1689,0.6743,1.0435,0.922,0.2699,0.9361,0.1426,0.5538,0.8069,BRCACancer
D06,1.0403,0.3661,0.2543,0.8955,1.35,1.0141,0.4607,1.3625,0.2039,0.6013,0.9652,BRCACancer
D07,1.0042,0.2427,0.1361,0.7593,1.1907,0.9043,0.3816,1.1186,0.1707,0.5766,0.7705,Control
D08,0.7474,0.1325,0.0022,0.5086,0.9077,0.8168,0.2483,0.8901,0.1857,0.4314,0.694,Control
D09,1.0277,0.3565,0.1992,0.8545,1.2648,0.9618,0.4356,1.2353,0.253,0.4881,0.9268,Control
D10,0.8588,0.1264,0.0856,0.7876,1.3342,0.8387,0.2688,1.4832,0.1351,0.3522,0.9085,Control
D11,0.3605,-0.0045,-0.1556,0.3252,0.5321,0.4779,0.2462,0.5447,0.1672,0.2165,0.5391,Control
D12,0.6918,0.2507,0.0745,0.6057,1.0088,0.6456,0.335,0.9154,0.117,0.4453,0.5644,Control
E01,0.7584,0.145,0.1222,0.6535,1.0879,0.8634,0.2069,1.0678,0.0927,0.4413,0.6839,BRCACancer
E02,1.2016,0.3706,0.3013,1.0054,1.227,1.0207,0.3955,1.1519,0.1755,0.4771,0.9939,Control
E03,0.9303,0.2724,0.1739,0.7755,1.2436,0.9049,0.3877,1.2286,0.1912,0.432,0.7527,Control
E04,1.1274,0.3985,0.3658,1.0214,1.2503,0.9994,0.5512,1.3618,0.194,0.6539,1.0734,Control
E05,1.0313,0.4056,0.1887,0.9898,1.1698,1.0334,0.3544,1.0615,0.1877,0.413,0.9491,Control
E06,0.6711,0.0991,0.0912,0.557,0.9009,0.966,0.1684,0.8228,0.1918,0.568,0.6712,BRCACancer
E07,1.0451,0.2431,0.2103,0.8118,1.1328,1.028,0.4558,1.1,0.1354,0.5681,0.8312,BRCACancer
E08,0.9916,0.3596,0.2437,0.9183,1.3058,1.0024,0.4175,1.2234,0.1376,0.5164,0.8421,Control
E09,1.0028,0.2985,0.2361,0.945,1.3247,0.9074,0.3924,1.5108,0.1656,0.447,0.9474,BRCACancer
E10,1.1429,0.4005,0.272,0.9752,1.387,1.1331,0.4115,1.307,0.0945,0.5488,1.0056,BRCACancer
E11,0.8521,0.223,0.1493,0.7002,1.0987,0.7755,0.2886,0.9922,0.19,0.4085,0.7196,Control
E12,0.8038,0.165,0.0693,0.5472,0.8388,0.7967,0.2489,0.9433,0.0236,0.3281,0.5449,BRCACancer
F01,1.0308,0.3275,0.3328,1.0024,1.4067,0.9983,0.5369,1.5431,0.1804,0.6075,0.9357,Control
F02,1.1428,0.3687,0.3866,1.1489,1.4517,1.0206,0.4663,1.4851,0.1931,0.6318,1.0675,Control
F03,0.962,0.4135,0.1068,0.8627,1.2166,0.9923,0.3704,1.0944,0.134,0.5629,0.7678,Control
F04,0.8342,0.1941,0.0521,0.6468,1.2578,1.0287,0.3777,1.2837,0.1782,0.5282,0.8343,Control
F05,1.1998,0.2251,0.3021,0.9491,1.3426,0.9254,0.4469,1.3472,0.2682,0.5066,1.0013,Control
F06,0.8406,0.1658,0.2028,0.5878,1.1613,0.8525,0.2567,1.2467,0.2156,0.4524,0.7895,Control
F07,1.1442,0.3573,0.2222,1.0207,1.2933,1.1541,0.52,1.2049,0.2074,0.4967,1.0209,Control
