@relation data

@attribute id string
@attribute 103 numeric
@attribute 10621 numeric
@attribute 10622 numeric
@attribute 10623 numeric
@attribute 11035 numeric
@attribute 11128 numeric
@attribute 11277 numeric
@attribute 1147 numeric
@attribute 171568 numeric
@attribute 23586 numeric
@attribute 29108 numeric
@attribute 29110 numeric
@attribute 340061 numeric
@attribute 3439 numeric
@attribute 3440 numeric
@attribute 3441 numeric
@attribute 3442 numeric
@attribute 3443 numeric
@attribute 3444 numeric
@attribute 3445 numeric
@attribute 3446 numeric
@attribute 3447 numeric
@attribute 3448 numeric
@attribute 3449 numeric
@attribute 3451 numeric
@attribute 3452 numeric
@attribute 3456 numeric
@attribute 3551 numeric
@attribute 3553 numeric
@attribute 3569 numeric
@attribute 3606 numeric
@attribute 3627 numeric
@attribute 3661 numeric
@attribute 3665 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 51082 numeric
@attribute 51728 numeric
@attribute 5435 numeric
@attribute 5437 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 55703 numeric
@attribute 57506 numeric
@attribute 5970 numeric
@attribute 6351 numeric
@attribute 6352 numeric
@attribute 661 numeric
@attribute 81030 numeric
@attribute 834 numeric
@attribute 84265 numeric
@attribute 8517 numeric
@attribute 8737 numeric
@attribute 90865 numeric
@attribute 9447 numeric
@attribute 9533 numeric
@attribute 9560 numeric
@attribute 9641 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,9.49406042267,7.249542819,5.387685194,11.20928598,7.71285561,9.8043528365,5.87021932,9.004698798,7.18041707467,8.060846036,8.6692166245,9.933381255,10.85219028,5.354567863,6.044837379,5.0543267795,5.014814152,5.201056716,5.4215640985,6.871070863,6.651271039,5.3506274835,5.658749018,4.703229265,4.835685705,6.078210195,5.011016147,7.1307406325,9.000106455,13.60771409,13.61228456,6.82947262,8.946146814,7.73691741833,12.34771002,15.00532806,6.709066159,11.24585035,8.232374306,12.07353083,10.33896506,6.365977347,9.950818724,9.364594933,6.8505075995,8.69026092,4.821724589,10.4288009025,6.894093582,7.739951234,8.56617106,11.75195417,10.2072374,9.943694688,7.92875857,5.8951261415,9.5565740325,8.18016022,7.228436626,Control
GSM427159,9.87027283533,7.575484648,5.1376999325,11.33246195,8.347268264,10.498619,5.493795616,8.974945912,7.50315837667,8.140089864,9.098563184,9.982976156,10.91242928,5.219566658,5.478414715,5.327514764,5.061464353,5.291687581,4.9587270735,6.6842028225,5.563242994,4.9970528975,5.6106940585,4.964758163,5.488009811,5.862210374,4.332418168,7.787354885,8.25032344,8.608616259,14.36769016,7.632470217,9.581525964,7.666754807,12.34109771,13.91249272,6.373840507,11.464696472,8.821854583,12.14356347,11.03103278,6.504704302,8.536044277,9.290140483,7.2066360335,8.669346719,4.502465777,12.30387242,6.900809838,8.131781256,8.401474517,11.53538974,10.39985497,10.07879165,7.5881807675,5.6401235585,10.167654931,6.796415491,7.843734423,BRCA
GSM427160,9.86785402567,7.152236984,5.2427211675,11.60457421,7.404633079,10.405535215,5.552827477,8.986710369,7.97371610967,8.093075668,9.732323889,9.744102689,10.44311479,5.263044971,4.976605648,5.4573624,5.079816751,4.590579306,5.3621290075,6.8233511245,5.403788568,5.222586232,5.517492933,4.883878898,4.77953729,5.887958531,4.538726271,7.4532495275,8.349592102,7.664022547,14.05593823,8.220428059,9.456519276,7.87360212033,12.51631937,14.51605303,6.74855168667,11.549943721,8.756123553,12.38193096,11.02625388,6.401780305,8.618450775,9.591859431,7.2623905925,9.073024297,4.939944983,12.58270474,6.986414135,8.14845259,8.934581571,11.08706186,10.04121461,9.929872764,7.633382216,6.1097415165,10.62316706,7.0276220585,8.306085763,BRCA
GSM427162,9.39295682233,7.831847361,5.094490614,11.57740772,8.22327909,10.250042477,5.911398021,8.742495656,7.510065876,8.253966966,10.052999537,9.64111297,9.962643412,5.139460541,4.881923051,5.2132995425,4.808914358,5.233822166,5.3158143595,6.9777711105,5.332538997,4.8613276055,5.669162448,5.771893004,4.542431156,5.89251929,5.123512303,7.4011955135,7.718260793,6.879402901,14.45988849,7.309115066,9.983528472,7.80810919733,12.26985874,14.35403309,6.91424652367,11.93111194,9.253954487,12.34948589,11.73846187,6.648325671,8.674016666,10.23508114,7.397313198,7.67194989,5.161495975,11.83266708,7.782574222,7.797663349,8.63013770333,11.51246655,10.50969117,10.01119619,6.740794097,5.7107464535,10.513492295,6.7894826405,8.656300723,Control
GSM427163,9.80426931533,7.400753782,5.5087636715,11.28654637,7.77152434,10.208315995,5.557249831,8.684828488,7.962433783,8.02800428,9.1340125955,9.776844695,10.34647526,5.238033268,5.356153716,5.2436498175,5.301780818,4.656091707,5.2617446345,6.7136501485,4.805822905,5.503545594,6.0893232935,4.590429601,5.256266489,5.429625378,4.173910121,7.5245616955,7.361595391,6.192791506,13.90840625,7.736623688,9.290572499,7.96197416633,12.37603319,13.73047547,6.52162721267,11.566212065,8.807557082,12.13760287,10.79386361,6.908516092,7.919118257,9.122466386,7.473634177,9.268495874,4.894103816,12.41216051,7.464221286,8.901380658,8.69594604867,11.62934992,9.78258103,9.484878832,7.479813654,5.6419517095,10.43283582,7.070038948,7.862251644,BRCA
GSM427164,9.856396526,7.40164993,5.15526288,11.2838525,8.624376132,9.945088254,5.3301724355,9.33884841,7.87121052,7.902316508,8.213522212,10.23622984,11.1461265,4.795989381,5.30196368,5.401291859,5.582714993,4.426911827,5.1754247695,6.6960949355,5.334685584,5.2199386105,5.0626553085,5.036295892,5.268482349,5.917677146,4.785303823,7.5689740425,8.525208673,10.84461576,13.58466312,7.593057023,8.952931307,7.74172589367,12.87483063,13.77694807,6.160625593,10.8946986805,7.778571841,10.92233559,9.875964751,5.738505243,7.686957644,9.056692662,6.95764412,9.673230059,4.812512701,10.266671617,7.002424408,8.093339815,8.58775556733,11.08816233,10.54285319,10.12499078,7.9087803435,5.499045241,10.116303033,7.1948276865,7.763247437,BRCA
GSM427165,9.85893180967,7.827423888,5.244422522,11.7646924,8.248996236,10.7566257285,5.7905307875,8.17437786,7.182888171,8.234603256,9.0006131315,9.349160193,10.48569377,5.622938584,5.135259094,5.7024927665,5.041123858,4.165745758,5.327936796,6.8321013245,5.495384375,4.994868922,5.2920496255,5.183299167,4.73770262,6.029238215,5.019714421,7.550193916,5.250782787,6.331772944,14.600699,6.750811228,9.883896123,7.47824938267,12.52075501,15.02279519,6.344653246,11.312399139,8.45893061,12.15346979,11.62683849,6.973327498,8.661565351,10.36118197,7.5213110635,7.262755244,4.634915478,11.861831105,6.992431746,8.634194938,8.637746395,11.68808867,10.10111594,9.601752743,6.927392908,6.7895736585,10.071555317,7.337118384,9.040817876,BRCA
GSM427166,9.399327216,6.932040865,5.4773824495,11.40309208,7.863769878,9.119467449,5.6887246225,8.824657385,6.99379720133,8.166842364,9.0519777865,9.949994866,10.62715107,5.093191733,5.675118156,5.08118968,4.613868688,4.538416354,5.2025205445,6.7420330795,6.06512595,5.43080309,5.2313520945,5.069327579,5.256643908,6.138635948,4.424648213,7.4520617975,7.134583224,10.45145612,13.48222565,8.244793279,9.325693977,7.75431426067,12.20475003,14.22362506,6.20271008933,11.564517125,9.156570504,12.42339047,11.02111204,7.098982487,8.961436038,9.30874921,6.2865110715,9.194320487,4.699347423,11.332869705,7.064530251,8.374660375,8.48783089,11.31960737,10.4077487,9.671351374,8.1788283395,5.910214682,10.1825281605,7.4371195015,7.068028862,Control
GSM427167,9.86422058467,7.828646059,5.0990201605,11.48747845,8.038728526,9.9593763655,5.684742048,8.659854224,7.78974217033,7.862360143,9.4427257855,9.676706901,10.46181223,4.805564985,4.991194438,5.116365655,5.054860683,5.30196368,5.7092674115,6.707944973,5.474445169,5.2462827195,5.433238186,4.66791382,4.711787202,5.650485447,4.440788181,7.530604743,9.153147365,10.12252426,13.46969908,8.20808938,9.246806572,7.81817800833,12.42766909,14.37348409,6.496869675,11.68681288,8.689964021,12.19349773,11.34089896,6.517673816,8.771812245,9.392951213,7.3159539245,9.012625324,5.250403832,11.24078509,7.398275809,8.637277967,8.65269777133,11.3029546,9.861979055,9.108531726,7.2657366975,5.7919212205,10.60652329,8.518697348,8.034195249,BRCA
GSM427169,9.71172693533,7.766597025,4.9622219385,11.36168902,8.223556644,10.267476237,5.6883449515,8.645245129,7.77215312133,8.169275047,9.1572786545,9.482556459,9.762390812,5.476390801,5.207806241,5.5409467745,4.963487128,4.482788153,5.1042067495,6.8418171705,4.753833848,4.6593034315,6.0474693455,4.667062321,5.122891393,5.86561652,4.131934652,7.6541093245,6.678428044,7.723389827,14.24008548,7.282164373,9.779978297,7.855507611,12.09766027,13.54172225,6.537366551,11.1421601825,8.971644945,12.31595909,11.14633337,6.645878602,9.146391192,9.308419312,7.2279135265,8.33670864,5.622938584,11.69471429,6.747357606,8.251531081,8.40102196767,11.54512148,10.22738163,9.863923404,7.2272128895,5.66988391,9.9652216585,6.4224586595,8.031881916,BRCA
