@relation data

@attribute 8317 numeric
@attribute 7298 numeric
@attribute 8318 numeric
@attribute 9861 numeric
@attribute 10926 numeric
@attribute 81620 numeric
@attribute 23649 numeric
@attribute 1719 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 6500 numeric
@attribute 5422 numeric
@attribute 84515 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 5427 numeric
@attribute 23594 numeric
@attribute 4173 numeric
@attribute 4172 numeric
@attribute 4175 numeric
@attribute 4174 numeric
@attribute 890 numeric
@attribute 4176 numeric
@attribute 5426 numeric
@attribute 10213 numeric
@attribute 26271 numeric
@attribute 4171 numeric
@attribute 55388 numeric
@attribute 993 numeric
@attribute 990 numeric
@attribute 891 numeric
@attribute 898 numeric
@attribute 23595 numeric
@attribute 6657 numeric
@attribute 1869 numeric
@attribute 7027 numeric
@attribute 5682 numeric
@attribute 5686 numeric
@attribute 5685 numeric
@attribute 5684 numeric
@attribute 5683 numeric
@attribute 983 numeric
@attribute 9491 numeric
@attribute 10197 numeric
@attribute 6117 numeric
@attribute 6119 numeric
@attribute 6118 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5691 numeric
@attribute 5704 numeric
@attribute 5690 numeric
@attribute 5705 numeric
@attribute 5693 numeric
@attribute 5702 numeric
@attribute 5692 numeric
@attribute 5925 numeric
@attribute 5695 numeric
@attribute 5700 numeric
@attribute 7314 numeric
@attribute 5694 numeric
@attribute 5701 numeric
@attribute 6502 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 8454 numeric
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 4331 numeric
@attribute 5719 numeric
@attribute 5710 numeric
@attribute 6241 numeric
@attribute 5711 numeric
@attribute 1026 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 8900 numeric
@attribute 5460 numeric
@attribute 5111 numeric
@attribute 7084 numeric
@attribute 29935 numeric
@attribute 1017 numeric
@attribute 5720 numeric
@attribute 7465 numeric
@attribute 5721 numeric
@attribute 1871 numeric
@attribute 1870 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 5000 numeric
@attribute 9134 numeric
@attribute 1022 numeric
@attribute 79923 numeric
@attribute 5001 numeric
@attribute 1163 numeric
@attribute 902 numeric
@attribute Class {Control,BRCA}

@data
5.510179653,7.62454166,6.299304767,10.66538909,5.334864322,5.957224679,9.058425498,5.63902319,7.9259666445,5.97561041567,8.3326087685,7.122160823,8.00728757867,12.26010515,7.8586641855,7.168850407,9.9652661335,8.5947996215,10.884339601,10.54158093,9.155963663,5.739045575,7.993275958,7.905163024,9.389707223,6.388848544,8.086681778,6.161646774,5.7113333935,4.932168974,5.331285345,5.7706733955,8.595435709,5.191142987,5.763286242,10.489828235,8.68690091133,11.45443311,10.773474255,9.0509661315,8.849890707,5.5594032075,8.2518409835,9.5130720155,10.83471386,10.66108355,11.61752958,10.88129775,8.320869495,8.2415367635,10.75119697,12.5173582,9.52802259133,12.00076422,10.76621026,11.63501532,11.29749826,12.3793121,8.976299993,12.69883927,13.19976669,14.001314075,12.8865864,11.75625619,8.34029139833,8.79769619475,12.01088989,6.854560258,13.16916718,8.851515697,7.502913581,7.6478096268,6.69676284,7.1263324395,9.99408498,4.443820456,9.139564862,11.459753229,11.29559693,11.16207045,8.474680533,9.08037601133,6.796886882,5.98608559533,7.30666968733,9.78453716,6.59544818,9.26596478,9.3046709605,10.19591385,10.57043948,9.274157466,7.6916757,5.790192895,8.8794769,6.798021749,5.353672182,9.361681261,4.993687096,6.47162143767,11.44575279,8.45525079,Control
5.853378958,6.968670032,5.648473532,10.285160686,6.001414528,6.483780011,9.413279443,5.748737112,7.9503875055,6.06639047267,8.2971822775,6.409474951,8.600459581,12.49390804,8.003615916,7.041826475,10.6067005385,9.53925189,10.9670802135,10.45125262,9.501827795,5.943517738,9.089962561,7.56639873,8.918073954,6.0430433815,8.805543271,5.2412686305,5.580948299,4.948847562,5.309804873,5.8681879535,8.901380658,4.893623881,6.058322584,10.46698639,8.564460088,11.70800194,10.448362625,8.663920189,8.687945234,5.1000844475,8.6470158575,9.4460828095,10.800436875,10.48441034,11.88379655,10.53048708,8.224437221,7.999641059,10.11183374,12.82483353,8.66293534567,11.8759414,11.05745385,11.39179686,11.41436827,12.13981521,7.958452847,12.80741335,13.22888561,13.81882705,12.81758135,11.4706641,7.753678639,8.9447929715,12.096668015,6.785227259,13.26600764,9.109152314,7.829676956,7.6935621724,7.086882265,7.061510218,9.75457026633,4.95444207,8.317719126,8.288611166,11.49325267,10.64810838,7.798165773,8.49440965167,6.077889871,6.29416571267,7.18042006333,8.951489538,6.81198833,8.958604237,9.371998932,10.02692145,10.25218676,9.646289192,6.931656836,5.868397398,9.341663989,6.6596432,5.877209297,9.155780297,5.402083668,6.35138548033,11.425026115,7.832012647,BRCA
5.877014897,9.100820741,7.716204063,10.525857853,5.194176951,7.625491737,9.650235514,4.620332194,8.517100268,5.72399821567,8.6127798505,7.180493836,8.39000280033,12.68497545,7.9306158695,8.010949209,10.261247663,10.065924884,11.361670225,11.09109172,10.31119801,6.874400849,9.42760480833,8.099283532,8.923536316,6.6995400145,10.14873431,5.928972672,6.1523191905,5.447257868,5.932280461,6.213232041,8.838747853,5.216164312,6.031886566,10.89809876,8.90620358967,11.79340834,10.50004144,8.7410247875,9.15137249,6.018363896,8.6963432705,10.021838884,11.330452225,10.72737618,12.02968073,10.68183161,8.504323566,8.1305872305,9.852580664,12.78740681,9.13019918967,12.08449626,10.82365605,11.56454026,11.41436827,12.29328779,8.409052632,13.11183912,13.26600764,13.884698385,12.81545941,11.44340995,7.893025841,9.05267110725,12.02999728,6.345720697,13.02126635,8.792189283,7.058590127,7.6312576694,6.839081327,7.367369481,10.049331671,5.605858198,8.895644291,8.320702773,11.34727825,10.9447818,8.203655262,8.73865177933,6.720350724,6.17222257433,7.63223048933,8.660175215,6.899994664,9.1433668585,9.657715067,9.985543523,10.74375964,9.837470696,8.360672771,6.760291233,9.113990271,7.16277178,5.7851863155,9.394656215,5.214718599,6.817579064,11.75554025,7.667131787,BRCA
6.090118375,8.900701647,8.225232898,9.7075407315,5.818781073,8.354404912,10.18060575,5.372439586,8.4986833315,5.36854192167,8.522296209,7.023923823,8.72557625633,12.81400365,7.136446259,7.627900667,10.6087782065,9.7613002345,10.974153029,10.85352421,10.38957787,6.979113971,10.2614579577,8.251862414,9.204339515,6.458095163,10.15416657,5.8136325105,5.697363916,5.182703468,6.555360353,5.99736739975,8.994142056,5.064542934,5.460424154,10.14224707,8.06062747867,12.05836733,10.45335816,8.2768542615,9.228182036,6.0392399955,8.687436261,9.9727633615,11.057611095,10.83441597,12.38193096,10.97310559,8.773914859,7.5951142215,10.1206141,12.79764436,6.501491522,11.77387079,11.3345919,11.41998139,11.84795592,12.28120423,6.610216975,12.80568549,13.52332736,13.10949585,13.13613647,11.21903252,7.88025638267,8.8475481605,11.55921065,5.846751073,13.30543127,9.609927196,7.779327238,7.8421414368,7.265055029,7.3093172695,9.861676143,5.525294697,8.699078855,8.2000896335,11.25835125,10.95004389,7.961624956,7.931835366,6.183293584,6.501395163,6.55166353833,8.434608552,7.123296633,7.7178678995,9.7106639285,9.827049342,10.40029272,10.27390663,8.162745192,5.972354482,9.441502737,6.651773306,5.83079519,9.99050151,5.62000808,6.714916353,11.53758354,7.517316273,Control
7.431708874,8.422297266,6.134329409,10.5959512115,5.07693448,6.99492227,9.590110341,5.333791561,8.3791173545,5.95280065933,8.478964386,6.9330908945,8.393809981,12.58797677,8.101565847,7.098298285,10.471142841,9.919961329,10.972083198,10.66574031,9.989394899,6.370125583,8.69428477733,7.31664612,9.125523977,6.4112323765,9.39316579,5.484010067,5.9046360085,5.455665247,6.520190915,6.29992863125,9.287309018,5.173760478,6.053008806,10.17761519,8.484101233,11.70232867,10.78654813,9.400933638,9.234303192,6.028693113,8.7242702675,9.670002224,10.93374845,10.45090222,11.96009799,10.89071479,8.821105186,8.129256569,9.671351374,12.83066776,8.92179205133,11.8407859,11.59208337,11.45657274,11.30008097,12.07828769,8.022008655,13.06098469,13.05669872,13.92393915,12.99332148,11.83572685,7.56329023367,9.56101011525,12.108842315,6.117700885,13.09561052,9.330659861,8.209881145,7.9014979902,6.867961695,7.0417430505,9.89827133933,6.326164856,8.485629214,7.875076566,11.22756798,10.76553912,7.495377629,8.806992301,6.125780878,6.24460528467,7.35432909133,8.805970434,6.667115534,9.123941273,9.527273459,9.868004973,10.51648826,9.962375907,7.617800091,5.712603517,9.666615087,6.921011149,5.8087825485,9.627078354,5.403788568,6.839917773,11.770218125,8.195898639,BRCA
6.626224195,8.099138854,6.828996845,10.848082905,5.409400483,6.399090431,9.225973251,6.048220516,8.4061773715,6.237969269,8.648627771,6.8500213875,8.15974847467,11.77234975,7.2109038415,7.395150919,10.338767298,9.3913479745,11.3658813,10.61958751,9.829620128,6.893577983,8.713813284,8.336909437,8.95814749,6.7187801615,9.344385311,5.580582579,6.113079114,5.342529189,6.429495141,5.7160804985,9.318577337,5.214330049,5.770572224,10.807258755,8.26577764633,11.41892796,10.42774834,8.8631824515,9.000521984,6.0648074825,8.4071374385,9.9087425115,11.641461875,9.132050545,11.54965727,11.24345683,8.70989467,8.3982787515,9.965402326,12.17902899,9.583846924,11.19443078,10.94250372,10.96486087,11.24631027,11.73846187,9.286795183,12.48456748,13.24583793,13.72048402,12.26689494,11.8734596,7.44991218067,8.584152548,12.005052055,6.573651447,12.5801856,9.684319572,7.178518271,7.7061769544,6.499332184,6.9303711535,9.731642715,6.953443134,8.698601474,10.112371314,11.64123906,10.52858624,7.914237304,8.989253179,6.672712173,5.83327130167,7.408697217,9.048637487,6.578490159,9.3759597995,9.187016555,11.87540007,9.789085739,10.05069253,7.123969084,6.146803484,9.241638294,6.784605811,5.840659366,9.01498366,5.170937787,6.41271170433,10.809279835,8.0884774495,BRCA
5.95855924,7.317731701,7.527244602,8.8728375605,5.361953639,7.423118274,9.935902096,4.998433881,7.114956815,5.788693131,8.47178547,6.349361739,8.69044413033,12.88210333,6.83554656,6.452575359,11.251370817,9.8864762635,10.2529778765,11.31896656,9.718905756,6.18408747,10.761045422,7.690279365,8.944917819,6.686202902,8.860746456,5.98214856,5.5721428055,4.998433881,7.168173481,6.32124444525,8.337779235,5.1499802045,6.146803484,10.526885685,7.627110972,11.62934992,10.644018325,7.3785163565,9.48265729,5.427401159,8.4601267675,9.738500574,10.3458464955,10.38702135,12.52245777,10.65680049,7.511675823,7.4298346275,9.622015717,13.1007987,6.90693820733,11.15733448,11.56978693,10.89071479,11.96287081,11.31322333,8.555107826,12.56435203,13.63630348,13.157660585,13.20290364,11.13455645,8.50044386867,8.5786057585,11.7354617665,5.765011707,13.15586736,8.84970309,8.323506447,7.875467798,5.895672973,6.686317724,8.73350074767,5.268482349,8.039907589,7.8281740715,10.82348291,10.5206165,7.950470054,7.89073473833,6.268944869,6.55679907567,6.44602920733,8.448282691,6.497057936,7.9728052855,9.300249878,9.557684409,9.808852038,11.29154789,7.972134198,5.301415026,9.669098149,5.968327676,5.8821083545,9.547121611,5.032113243,6.868407698,10.93470576,7.0980443305,BRCA
5.6227922,8.193452823,6.264072495,10.79613101,5.64530627,6.126245653,9.369358036,5.297935366,8.4155051985,6.32473713233,8.7601337405,7.048256226,7.79524891633,12.21574693,8.2246126895,6.995289824,10.1636613075,8.483937859,10.8098750475,10.45750942,9.461746027,6.544273338,8.35263474667,7.956610113,9.321866737,6.644794773,8.42352683,5.608752813,5.5654738825,5.346169084,5.149148835,5.7012189585,8.482577193,5.1226906155,5.920180882,10.77234512,8.898296117,11.64258438,10.769831575,9.1253842295,9.291090747,5.6375433755,8.620017522,9.2760823915,11.06229666,10.88785292,11.90810746,10.69844447,8.336351598,8.211239684,10.03091577,12.69358176,9.79916599967,12.15122597,11.0497977,11.82808501,11.45279735,12.50318977,9.023671978,13.11366653,13.00161496,14.498215135,13.09426251,11.70725139,7.73968605067,8.783384793,12.028265245,6.573196985,13.21631242,8.496295686,7.77748732,7.6144880158,6.573196985,7.234214257,9.853346974,5.540872931,9.248106134,9.436657679,11.40859261,11.11113911,7.468178286,9.42022077033,6.986072764,5.59058362833,8.02092389867,8.801652691,6.167122676,9.321425499,9.5777333365,9.923803275,10.40712464,9.654399345,6.945271536,5.120093989,8.795261354,6.659429135,5.6699833785,9.825825817,5.364932404,6.90348309733,11.698293945,8.2150115435,Control
6.783656769,9.814767147,7.900868506,10.937703845,5.157459364,8.000734017,9.357783524,5.681878783,9.0643521695,6.02795948867,8.403286026,7.4543940705,8.29143898133,12.7295762,8.2093419145,7.782983675,10.517727571,9.9714342365,11.446472425,11.10430408,10.12722736,7.745155171,9.039656623,8.048106907,9.43457148,6.7867375125,10.16944939,5.9714513915,6.648397732,5.620154746,6.342257494,6.42728370275,9.139008401,5.078956662,5.598879718,10.885151175,8.88636976267,11.79600727,11.171571995,9.5892770755,9.326081763,6.505547144,9.0434887545,9.7701113155,11.49735519,10.77226531,11.92126273,10.77621939,8.72948575,8.18494516,9.475936612,12.70613234,9.37684093033,12.05268701,11.46641824,12.04345466,11.52775569,12.32769025,8.717951507,13.2409799,13.12983363,14.242274775,12.64414927,11.69149721,8.04826253967,9.38378296975,12.202062635,6.4876838,13.25798962,9.363686411,7.904907218,7.5683183254,7.327824597,7.654837992,10.185042339,6.760856726,8.543090924,8.6840196725,11.32669367,10.87349431,7.617451165,8.972024704,6.059891283,6.39055891833,7.82590120133,8.745490404,6.640032041,9.1526830635,9.713952053,9.902390614,11.33112984,10.12192882,8.258590913,6.614640376,8.989182391,6.944217536,5.731781437,10.15470456,5.474445169,6.783116074,11.638889645,8.2231503775,BRCA
5.564234295,7.322741917,5.634020526,10.2426533225,5.619861398,6.420975498,9.162543096,5.104977394,8.3222045595,5.43016628233,8.7247164775,7.011695558,8.821606451,12.50251243,7.317170943,6.840718531,10.3375133275,9.5799737185,10.736889649,10.32795428,9.648331121,5.748737112,8.80992016633,7.391761545,9.153799716,6.169236535,8.675799285,5.6783599625,5.7118445555,5.096358059,5.2209212,5.859119673,8.823646775,5.3379549615,5.672857555,9.9169571465,8.19283079433,11.47931054,10.75364457,8.8337158815,9.010990369,5.4053195205,8.7916525815,9.6858681675,10.656153568,10.47860813,12.52742331,10.99939073,8.330638085,8.0296321255,10.32115896,12.93429355,8.551578614,12.03287579,11.10029786,11.70928645,11.5798723,12.25199131,7.473200667,13.04382794,13.33363132,13.80215118,12.97797754,11.50843622,7.581904447,8.625664425,11.91235316,5.980660139,13.283571,9.078305028,8.023866778,7.5810767716,6.996504912,7.3863176745,9.840100938,5.447092526,8.590662948,8.5305745065,11.35860878,11.21306793,8.383500319,8.73795495033,5.906897358,6.14861521567,7.315615812,9.25541878,6.536368163,8.766958367,9.4034636305,9.707877238,10.61404749,9.387097072,6.888624921,5.431298057,8.984704068,6.773670433,5.3856671345,9.154553037,4.535627553,6.49954063167,11.236168595,8.1149854775,BRCA
