@relation data

@attribute id string
@attribute 10163 numeric
@attribute 10458 numeric
@attribute 10580 numeric
@attribute 10810 numeric
@attribute 117178 numeric
@attribute 1387 numeric
@attribute 1457 numeric
@attribute 1459 numeric
@attribute 1460 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1500 numeric
@attribute 1956 numeric
@attribute 2033 numeric
@attribute 2064 numeric
@attribute 2241 numeric
@attribute 2260 numeric
@attribute 2534 numeric
@attribute 25945 numeric
@attribute 29119 numeric
@attribute 3480 numeric
@attribute 3643 numeric
@attribute 387 numeric
@attribute 4008 numeric
@attribute 4087 numeric
@attribute 4088 numeric
@attribute 4089 numeric
@attribute 4233 numeric
@attribute 4301 numeric
@attribute 51176 numeric
@attribute 51701 numeric
@attribute 52 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56288 numeric
@attribute 5770 numeric
@attribute 5777 numeric
@attribute 5787 numeric
@attribute 5792 numeric
@attribute 5795 numeric
@attribute 5797 numeric
@attribute 5818 numeric
@attribute 5819 numeric
@attribute 5879 numeric
@attribute 5880 numeric
@attribute 5881 numeric
@attribute 60 numeric
@attribute 6591 numeric
@attribute 6615 numeric
@attribute 6714 numeric
@attribute 6885 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7046 numeric
@attribute 7048 numeric
@attribute 7082 numeric
@attribute 71 numeric
@attribute 7414 numeric
@attribute 7454 numeric
@attribute 7525 numeric
@attribute 81 numeric
@attribute 81607 numeric
@attribute 83439 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 8826 numeric
@attribute 89 numeric
@attribute 8936 numeric
@attribute 8976 numeric
@attribute 9855 numeric
@attribute 998 numeric
@attribute 999 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.6736735404,0.1746962667,0.0070921798,0.9597033427,0.9010214172,0.6728254087,1.1127546282,1.1499698796,2.6122123597,1.3338098931,0.0430910574,0.9433099893,1.1013892478,0.4345339728,1.8174475579,0.1590662479,0.3516118782,0.0155811251,-0.0119043016,-0.0533231168,-0.0925974851,0.4079252350,0.7189722441,1.9894220193,0.3075338700,1.1178892617,0.5446012229,0.5766988737,0.8759700277,0.3362823766,-0.0609185226,0.3864522146,0.8848175062,0.5276523813,0.4586358647,0.3152182770,0.0424724815,0.9600990878,0.0751154200,1.3168229507,0.1199507240,0.3440240243,-0.0112638130,0.0574635073,2.7923812542,0.8595501635,-0.0037733043,1.9831620881,0.7852726547,-0.1163299877,-0.0230143287,0.9587464938,0.4610165383,0.7218863406,0.1275436449,0.9388387937,0.6034259981,3.6226621756,1.4682459658,-0.0741785883,0.7800528712,0.8557089394,0.4693126697,0.2154807355,1.9086507757,-0.1027024567,2.4709064865,-0.1061069645,1.4890702023,0.4649006747,0.3954843936,0.2693405723,1.3886794052,BRCA
GSM480985,0.6049104594,0.0721582640,0.3597597223,0.7307912429,0.5349141902,0.6472114695,0.9595143553,1.0797404014,2.4052719473,1.3528159242,-0.0195940898,1.1109306672,1.2430446778,0.3325850749,1.6404941344,0.2177298777,0.2348485617,-0.0234685913,0.0315317513,-0.0277138369,-0.1231202414,0.3550249918,1.4519709642,1.8852531751,0.0602690545,1.0813777246,0.7802793039,0.5756055410,0.7798522333,0.3662796632,-0.1205094834,0.3446538975,0.6521622421,0.4521202200,0.5649788797,0.3989806053,0.0475079711,0.9672667549,-0.0672678714,1.6333781611,0.2369501384,0.2585725679,-0.0125790390,0.1497217030,2.9129755730,0.7016111224,-0.0928695901,1.6668235234,0.6311634494,0.0769214098,-0.0673303304,0.8959703881,0.8030626381,0.8713486481,0.1747616115,0.9513775854,0.4959358562,3.7874552336,1.6274614056,-0.0303147019,0.8774375688,0.7819419997,0.5670532434,0.7328280286,2.2563728540,-0.1399921106,2.5610943698,-0.0963063285,1.2682979496,0.4061208683,0.2582431258,0.2437138550,1.4782442701,BRCA
GSM480986,0.7301793056,0.1905878968,0.0685952692,1.0600070805,0.6040159177,0.7199448316,1.1313685492,1.3173312434,2.5643588604,1.2520638189,0.0057316652,0.9477347201,1.0870863236,0.3517915079,1.9671993852,0.1366518380,0.2575013738,-0.0139470198,0.0265829566,-0.0433475760,-0.1365387179,0.3144797006,0.6305229344,2.0062507787,0.1359405800,1.1264370113,0.6759647951,0.5589410135,0.9021996147,0.3136572798,-0.0845531220,0.3507614940,0.7300218696,0.5276161861,0.5706250406,0.2756254022,0.0863987993,1.1775063474,-0.0223345110,1.4314503604,0.1131484282,0.2492053172,0.0518422806,0.1392051461,3.0052631994,1.0316260259,-0.0443309298,1.5463190164,0.7762717770,0.1835950147,-0.0464315283,0.6764137213,0.8296508626,0.6392725903,0.1427664678,0.9698652430,0.4868997302,3.6462782948,1.6394084916,0.0055816652,0.7563692387,0.5835656012,0.4503057794,0.3681067234,2.0866372263,-0.1202194508,2.4811956548,-0.1493002576,1.6463169577,0.5008925419,0.3640871997,0.2337614380,1.5077302921,BRCA
GSM480987,0.5890560355,-0.0424473731,-0.0648332675,2.1066454949,0.4855767399,0.6522740087,1.1919919963,1.3380208499,2.6639342307,0.8798748336,-0.0108929942,0.7213038760,0.6097315177,0.1587947994,1.9626392814,-0.0431674495,0.1712322154,0.4268204676,0.6367091207,0.4941993632,-0.0598773921,0.2098507082,0.6401312158,1.8972162525,-0.0392304125,0.9669655142,0.4236518566,0.5155373554,0.2276951068,0.2183740184,0.2274401900,0.3041801918,0.6564520150,0.4570317386,0.5260457562,0.1251903196,0.0599899064,-0.0128968786,-0.0783958769,0.7203816462,0.1649762476,0.5026297693,-0.0502896028,0.0809503158,3.1002503070,0.6193592016,-0.0792779010,1.5882334240,2.3205069833,0.1753959997,-0.0569087189,0.5847795974,0.0737067636,0.5214755582,0.2637792878,0.9319546315,0.3342415194,3.9579671080,1.4971761177,-0.0223641238,0.6409627702,0.1960985186,0.0064895833,-0.0026901963,1.9076936618,-0.1064028313,2.2449264669,-0.1212047814,2.1800480800,0.3895272783,0.3494633513,0.2226472523,0.2715312235,BRCA
GSM480988,0.3658291007,0.1151512752,0.0275237960,1.0536816670,0.6895619098,0.6896800634,0.8136572200,1.1532205920,2.1271859109,1.1278576067,-0.0657405690,0.8318137222,1.0525626070,0.1726689534,1.8828163351,0.1687270667,0.2167692303,-0.0280802871,-0.0273392516,-0.0743239634,-0.0767603731,0.2816516543,0.7942385866,1.6231118301,0.0682088333,0.8865574253,0.5082072364,0.3915546862,0.6423381358,0.2851979729,-0.0362709062,0.2564665851,0.7028577113,0.4923907940,0.4829891018,0.3105019539,0.0438732898,1.1087291342,0.0802593522,1.5933997975,0.1588326114,0.2744116403,-0.0138245839,0.1457537254,3.0203843170,1.0542960657,-0.0808153128,0.7069784941,0.1129205342,0.3615004320,-0.0468429086,0.5952524423,0.7221334199,0.5751020640,0.0900074829,1.1429302327,0.3951769205,4.0240748362,1.5831342597,-0.0711560368,0.6908179715,0.6675415863,0.2790030004,0.4379166936,1.9844101221,-0.1170340794,2.2511483264,-0.1168790694,1.4418734162,0.3321739982,0.2677084334,0.1930281139,1.3151372973,BRCA
GSM480989,1.0070855880,0.2775663543,0.0320821015,0.7861301171,0.3449375481,0.5010443183,1.0008007305,1.0863352214,3.0241998434,1.0870941328,-0.0125926176,0.9154817797,1.0993140891,0.2135165615,1.8141472619,0.1614523797,0.0426166927,-0.0391627001,-0.0600568494,-0.0183151800,-0.0675425700,0.3475496019,0.9314647937,2.4842128198,0.0549601771,0.7130339662,0.7708667126,0.3272314875,0.7024636094,0.2684092492,-0.1170667829,0.2353863288,0.4619746738,0.4168803811,0.8519349658,0.1698386624,0.0027866456,1.3148517542,0.0223211327,1.6847595048,0.1062862069,0.1159869889,-0.0261403982,0.2048680367,3.3091132243,1.1131860649,0.0289643569,2.0641681383,0.2172740846,-0.0026250867,-0.0013073004,0.3143859178,0.7278628971,0.7589532104,0.0743520494,0.9059117025,0.3290606150,4.1692070311,1.4356221762,-0.0050318572,0.5851182255,0.4191104986,0.6739893489,0.7552782409,2.0251179983,-0.0949734952,2.1610401582,-0.1589803841,1.3438190445,0.3012315244,0.3156086569,0.2852107126,1.6750301521,BRCA
GSM480990,0.9728779084,0.1537062656,-0.0367719887,1.1202202755,0.4191135511,0.6429370626,1.0906922513,1.1213806719,3.2402946057,0.8238437675,-0.0171639838,0.8344820888,1.0458366102,0.2635990058,2.2293557487,0.1174184632,0.1736896890,0.2105314958,0.2139598701,0.0430891197,-0.0802404377,0.4230530610,0.4862133904,2.3151370526,0.0491362437,0.8848261701,0.6777075047,0.2867155222,0.5615265150,0.2868320285,-0.0439781166,0.3080648652,0.4724197954,0.4040678319,0.5468216389,0.1310873326,0.1731044282,0.9472869369,-0.0724993687,1.5769016763,-0.0186613725,0.3077447213,0.0882562398,0.1954480700,3.4219261243,2.0059911716,-0.0021857500,2.1704076527,2.1683758364,0.0111486303,0.0237829644,0.4204747106,0.5914152316,0.6402914647,0.2597094051,1.0702363388,0.4179667185,4.4571284381,1.4810826326,0.0013626597,0.6584669696,0.4373111957,0.4875680120,0.4931352758,2.5694656123,-0.1425240105,2.1633502162,-0.1736178855,1.7045574429,0.3934687308,0.2514480362,0.1617002876,1.5135529946,Control
GSM480991,0.9057021662,0.2601008879,0.0815169979,0.9009079260,0.3618585103,0.7013037075,0.9955256260,1.0566347689,2.7661756575,1.2444188044,0.0007367029,0.9456861730,1.0857336445,0.2092083807,1.8172405640,0.2442998450,0.0842947261,0.0341689920,0.0233230338,-0.0465360062,-0.0783212237,0.2360625108,0.9853625956,2.0687043151,0.0563968020,0.9091269938,0.8510372681,0.3461920900,0.7570488190,0.3089245566,-0.0690634400,0.3406172249,0.5386260174,0.5071865046,0.6482640730,0.2417833404,0.0574075645,1.2950893441,-0.0456426045,1.6095812493,0.1487614265,0.2183984847,0.0737969124,0.1881264911,3.2534763878,1.3671808253,-0.1098704728,1.9666513886,0.8001489023,0.0944219215,-0.0323408361,0.5598204840,0.7624848227,0.5888127228,0.1632871340,0.9895387815,0.4793805461,4.1061814696,1.7032585504,0.0026141801,0.6573056395,0.5193989678,0.7627263739,0.2542020941,2.2730862697,-0.1247259681,2.3563058066,-0.1255262513,1.5119326300,0.4812086169,0.2942492560,0.2150321878,1.6498906129,Control
GSM480992,1.3173194454,0.3542206938,0.0142613604,0.8360915230,0.1772336661,0.7777832307,1.0083798761,1.3963052741,3.3002764284,1.0113575603,0.0015844545,0.7282237562,1.0853888872,0.2100246319,2.5581991299,0.2473429202,0.0671510891,0.0771578398,0.0886958316,-0.1057335104,-0.0834993222,0.3775521221,0.7437479255,2.4234709023,0.1037658175,0.7785944211,0.6149415073,0.2245497412,0.4905067957,0.3569695423,-0.0951844001,0.1778322738,0.4703119354,0.4130200728,0.9082788116,0.1502051424,0.0905741918,1.1846827931,-0.0494922123,1.9634819655,0.1602149068,0.1730403567,0.1829184337,0.2318742438,3.4460021522,1.7252863166,-0.0008847047,2.2779652900,1.0531348758,0.3137579930,0.0106290712,0.4415234548,0.9665290049,0.7228339593,0.1224954221,0.9142842770,0.5257718921,4.3697378854,1.4694966279,0.0179363688,0.7759747594,0.5446243411,0.7518590033,1.0624874607,2.6207809300,-0.0727681645,2.3458520478,-0.1352880218,1.9600874623,0.4017187652,0.2524711868,0.2135051408,1.6639675334,Control
GSM480993,0.8879576809,0.1949088337,0.0726560526,1.0563125461,0.4321485659,0.7884631976,1.1333396416,1.2917188630,2.9209040999,1.0947239722,0.0116211618,0.8789024687,1.0474673129,0.2942363708,2.1836648658,0.1737629565,0.2248606586,0.0609922022,0.0776393937,0.0002155742,-0.0930884073,0.3445043971,0.7982850877,2.1975401044,0.0742583586,0.9887021055,0.6775370245,0.4767308229,0.6604025472,0.2916397543,0.0113864971,0.2355947277,0.6588223914,0.4741801064,0.7940912880,0.2836307050,0.1039075791,0.9989973042,-0.0143401860,1.5985970840,0.1606318176,0.1652148219,0.0702447227,0.2080406723,3.0886874926,1.2646617638,-0.0278967686,1.8648449523,0.9229028581,0.1380259867,-0.0135325677,0.4999517977,0.9945722132,0.7452751833,0.1472219157,0.9366969699,0.4565247414,3.9780380943,1.5233000448,0.0145993035,0.7262342881,0.6452427769,0.6351050908,0.3979237766,2.3483436903,-0.1020554529,2.2471527982,-0.1202466939,1.7876102989,0.3928130415,0.2980508415,0.2080415856,1.5387369182,Control
