@relation data

@attribute id string
@attribute 10319 numeric
@attribute 107 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1288 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1301 numeric
@attribute 1302 numeric
@attribute 1437 numeric
@attribute 1511 numeric
@attribute 1992 numeric
@attribute 22798 numeric
@attribute 23236 numeric
@attribute 2335 numeric
@attribute 23533 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2774 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 284217 numeric
@attribute 2919 numeric
@attribute 3458 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3593 numeric
@attribute 3684 numeric
@attribute 3689 numeric
@attribute 383 numeric
@attribute 384 numeric
@attribute 3908 numeric
@attribute 3909 numeric
@attribute 3910 numeric
@attribute 3911 numeric
@attribute 3912 numeric
@attribute 3913 numeric
@attribute 3914 numeric
@attribute 3915 numeric
@attribute 3918 numeric
@attribute 4583 numeric
@attribute 4790 numeric
@attribute 50509 numeric
@attribute 5055 numeric
@attribute 5269 numeric
@attribute 5272 numeric
@attribute 5273 numeric
@attribute 5275 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 5747 numeric
@attribute 5868 numeric
@attribute 5869 numeric
@attribute 5878 numeric
@attribute 5970 numeric
@attribute 6317 numeric
@attribute 6318 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 731 numeric
@attribute 732 numeric
@attribute 733 numeric
@attribute 735 numeric
@attribute 7414 numeric
@attribute 7850 numeric
@attribute 7879 numeric
@attribute 81 numeric
@attribute 836 numeric
@attribute 8503 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 912 numeric
@attribute 929 numeric
@attribute 9630 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1394813937,-0.0213125190,2.9477137673,3.3302642488,-0.0562563692,2.4378420075,1.3562680283,1.0692472836,0.6954617752,0.0901343941,-0.1366589189,3.3214588762,3.1169205132,0.0337220106,-0.1127450868,-0.0995073779,-0.1027957866,1.1834158024,-0.1018378220,0.2858521625,1.4465033908,-0.0131690648,1.2075416012,-0.1898532445,0.0672894034,0.4478188096,1.6287773193,-0.1391245514,0.2249896690,-0.1280158754,0.4983481401,0.9742537492,2.1287122038,0.1075109721,-0.2486633961,-0.1095083857,-0.2430928978,-0.0077028284,-0.1962938794,-0.1553723481,0.6959970114,0.0194208432,-0.0295589651,0.0036320932,0.6301124477,1.0342899432,2.2377312580,0.0040578440,1.5254462504,0.0960825731,-0.1492675369,0.0372776528,0.2637911281,0.0316217320,1.3131279051,0.2934697437,-0.0060078881,-0.1225699021,0.3417825494,-0.1444193100,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,-0.0931709614,1.4761069679,-0.1197500205,0.9091838176,0.8322542454,-0.0220457165,0.2608651281,-0.0981862237,-0.0750473595,0.0696381372,0.3568962877,0.3991677657,2.6158205696,1.3179632139,1.2157194917,0.0294921907,-0.1536637612,0.4776154854,0.8690730108,0.3435973456,-0.1099566451,0.0593719746,-0.1203307158,-0.0982164078,-0.0094479186,-0.1610758412,-0.2398920687,1.9876758964,-0.0713908102,1.6969453533,0.6204384394,0.0052920096,-0.0795126762,3.1035592704,-0.1123077593,-0.1734718121,0.2028842934,0.1341017106,-0.0793503276,BRCA
GSM481003,-0.0356606328,-0.0692073683,2.8340364515,2.8298389578,-0.0168115216,1.9479507021,1.6561109704,1.4205356702,0.8810701189,0.5269208746,0.1575464376,2.5899904335,2.1965385535,0.1177881463,-0.0777453223,-0.1960046216,-0.0200218355,0.6663432529,-0.0995551156,0.1101227322,1.7436893397,-0.0067144994,1.3259332918,-0.2042405328,0.0914481967,0.2624370770,1.5822581693,0.0087334861,2.1420781876,-0.1236682045,1.0770822940,0.5958689200,0.8208781174,1.4715424657,-0.1257941105,-0.1299268159,-0.1419386838,0.4208200202,-0.1556896888,-0.1428836455,0.4579708803,-0.0328395913,-0.0444865897,0.1765915828,2.0538306646,0.8503854788,2.2847959068,0.5571988040,1.2720754503,0.6615031065,-0.1417276431,0.0608519517,-0.0582207811,3.0802933110,1.0142554732,0.2244583573,0.0399211654,-0.0948837624,0.1791957579,-0.1042557524,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,-0.1266500411,1.5995909609,0.2789530126,0.9189770192,0.6319902162,0.0102665505,0.2829620648,-0.0518483993,-0.0337643415,0.3544240996,0.1244303655,0.2197816760,2.8361043417,1.3795744317,1.5458108518,0.0819899047,-0.1002175938,0.5876617368,1.5404983274,0.3926736576,-0.1016684996,0.1131282425,0.3678463830,-0.0294029896,0.0220542894,-0.0326806614,-0.1132884906,2.0270914505,-0.0971855707,1.8905209085,0.2403456947,0.0413504756,0.1190332978,3.0309254428,-0.0698178071,-0.1936960090,-0.0003069974,0.4719330388,-0.0319829624,BRCA
GSM481004,-0.0579384067,-0.0682730252,2.8812906135,3.3228280151,-0.0280073428,2.6869005096,1.0971618332,0.9931254410,0.2368830724,0.1771072398,-0.0938690958,3.1213526831,3.0022276709,-0.1046304529,0.0051589886,0.0166177656,-0.0992154745,0.5991191034,-0.1237937431,0.4210706907,1.6591458448,-0.0146582856,1.0587875816,-0.2011653437,0.0321022126,0.3193705141,1.6611578276,0.3029319560,3.2712488703,-0.1066800437,2.5220021768,0.8160913169,2.5183840991,1.6739334250,-0.1977293875,-0.2246398431,-0.1927705000,0.0661285739,-0.1854128705,-0.1380196756,0.6230901932,0.0108777339,-0.0045115026,0.1656023277,0.8610585549,0.9655339218,2.3024242322,0.1133841245,1.5119729768,-0.0244960285,-0.1187709257,0.1890115326,0.3039806325,2.6853998104,0.9482750498,0.3327638472,-0.0207352091,-0.1032591532,0.1934292825,-0.0326631340,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,-0.1195634382,1.5031896006,-0.0322893260,0.6950635329,0.6800325786,-0.0396932616,0.4684481415,-0.1085750333,-0.0723416345,-0.0129986513,0.2292358492,0.2675627119,2.5189883709,1.2333059513,1.4715695732,0.1467519280,-0.1102465935,0.4072908132,1.1630562656,0.3364432512,-0.0486927830,0.0708280785,-0.0368083989,-0.0807708470,0.0114771891,-0.0679523770,-0.1685048441,2.0022565522,-0.0289039051,2.0368264179,0.3593561060,0.0227122911,0.1043470586,2.9765772323,-0.0699493475,-0.1124212400,0.0960486096,-0.0484577012,0.1464914267,BRCA
GSM481005,-0.0014468521,-0.0925683750,2.7405024894,3.2620702840,-0.0593194782,2.4558128611,1.8150000396,1.4181458082,1.1270609973,0.1795111609,-0.1050687485,2.8658523086,2.8158727603,0.2318697970,0.0319281380,-0.2197902050,-0.0642883210,0.4539763847,-0.1119580797,0.2068608563,2.2389136498,0.0304015636,1.3188462358,-0.1832310853,0.0770652426,0.5904648845,1.4807582746,-0.0073896220,0.2335637546,-0.1683066803,0.5863126215,0.5047849688,2.3123772144,0.3897922044,-0.2033722807,-0.1439297993,-0.1125736402,-0.0715960995,-0.1542207042,-0.1061167095,0.4855109365,0.0476533229,-0.0103743019,0.2992679748,0.3299998800,0.6181160491,1.6673124234,0.0235497485,1.6468504383,0.1330914763,-0.0781125254,0.0661443981,0.1189518181,1.7356403007,1.5772268087,0.1682769155,0.0060148966,-0.0940720980,0.2936143763,-0.0949890131,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,-0.0819878108,1.3645848670,0.4609039199,0.7765841372,1.2306991819,-0.0333261071,0.3166812967,-0.0871069950,-0.0307554886,0.0699015529,0.2669062797,0.5047304571,2.5689270239,1.3360222653,1.2129281088,-0.0184783900,-0.1540008408,0.3632583721,1.1279461384,0.4534288727,-0.0665274850,0.1918886058,-0.1027448054,-0.1121824553,-0.0590055577,-0.0516821090,-0.0553203123,1.9694497985,-0.0732166236,1.7664486039,0.2900286220,0.1452049680,0.0457376592,2.9770357410,-0.0723469267,-0.0312545513,-0.0232913301,-0.0719963970,0.0748881821,BRCA
GSM481006,-0.0007490609,-0.0610226503,2.8867894266,3.2151531601,-0.0843630171,2.4499495951,1.6152172529,1.2114373708,0.9583237404,0.3363696632,-0.0050217971,2.9065673860,2.5407304203,0.0470060803,-0.1254672623,-0.1641713104,-0.0758794380,0.4474291287,-0.1186605004,0.1912894818,1.5292125387,0.0247047886,1.4356097507,-0.2291768656,0.0934248020,0.6643883944,1.3146320589,-0.1195090415,1.4858867040,-0.2032751216,0.4520055540,1.0806472635,1.9709999030,0.7345458053,-0.1049547011,-0.1509048072,-0.1688726571,-0.0732725291,-0.1855151630,-0.1140458325,0.7017044175,-0.0580684363,-0.0376293164,0.1834406240,1.1249350198,0.9320403730,1.7301007246,0.1485381091,1.3316771426,0.1669163561,-0.0892395342,0.1223146532,0.0057128535,1.8612661759,0.9961039694,0.2878932442,-0.0591816095,-0.1359453398,0.2433270854,-0.0674328190,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,-0.1256054163,1.5441306196,-0.0461319976,1.0743387982,0.9264100611,-0.0789564253,0.2588561041,-0.1044239603,-0.0489088737,0.2576344930,0.2529420034,0.3324119622,2.8120658739,1.5946889372,1.3122026393,-0.1375364982,-0.1125722507,0.3491632068,1.0640574322,0.3380506146,-0.0274221951,0.0774115979,-0.0591356744,-0.0683669964,-0.1299533620,-0.1136782347,-0.0892744577,2.0552903512,-0.0937931580,1.9374995906,0.4171033552,0.0978846997,0.1659671659,2.9921479324,-0.0484193605,-0.0279526840,0.0184563075,0.1540413657,0.4044486584,BRCA
GSM481007,-0.0085779223,-0.1091924483,2.2292472782,2.5777011716,-0.0799007659,2.0245406918,0.9191657707,0.7993544181,1.7868117746,0.7346229159,0.0486251524,2.0481901239,1.7604704711,0.1388381731,0.0108831633,-0.1757316024,-0.1121185161,0.8351617755,-0.1158432258,0.1294501655,1.5117607714,0.0693962222,1.2181181839,-0.0446292206,0.0187699569,0.3499374598,1.4150039667,-0.0579408988,1.4503712456,-0.1352403009,0.3051382034,1.0442474703,1.5888246496,0.3815329463,-0.1695612810,-0.1511262000,-0.1798202869,0.6109497668,-0.0165134667,-0.1232596970,0.3472900528,-0.0491684911,-0.0041883740,0.1476735994,1.8755513616,0.6828390168,1.7906686067,0.0134124934,0.7626510071,0.1753206743,-0.1237540390,0.0016019143,-0.1257624757,1.3548268082,0.7208689771,0.5195514908,-0.0542796973,-0.1001304800,0.1014056848,-0.0381952070,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,-0.0836514095,1.4868055220,0.1430614591,0.9259418572,0.7558958770,0.0370700779,0.2214731303,-0.0580448157,-0.0014222495,0.1321595838,0.1849544916,0.3224442709,2.9854580163,1.6097912267,1.4910032429,0.1292054063,-0.1032227448,0.3947684393,0.2169134759,0.6869849099,-0.0349783328,-0.0378676735,0.1398046748,-0.0893463434,-0.0476985401,0.0006906012,-0.1420604883,1.7478359239,0.2278721504,2.0205136507,0.2029048486,0.0586705186,0.0523188741,2.7754765402,-0.0557559649,-0.0461757071,-0.0180297549,2.0794822507,0.3768923105,BRCA
GSM481008,-0.0579983427,-0.1022847509,2.5394418168,2.5605059044,0.0079253788,1.6408250687,0.8718084935,0.9113662258,-0.0916348136,0.1426806316,-0.0707130831,2.2619196176,2.1190208337,-0.0638021454,-0.0826456735,0.3109835955,-0.1888690405,0.2901053136,-0.1200483161,0.1979250253,1.4054096226,-0.0033952392,1.2615825528,-0.1406718484,0.0071927985,0.3171693577,1.5773606507,0.3611919189,3.6487765047,-0.2036045082,3.7100130320,0.1960139611,2.6366142299,2.2164069593,-0.1578689768,-0.0432277814,-0.1796682819,0.0155054001,-0.1834583134,-0.1188538382,0.3549947879,-0.0300334332,-0.0687890704,0.3014629679,0.9092945886,1.0184057851,2.0192799172,0.6177201922,1.6720022468,0.2470208729,-0.1460499054,0.2086261566,0.0879000972,2.9136683676,0.6780813058,0.2190108426,-0.0431850016,-0.1003093703,0.1758980179,-0.0852505426,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,-0.1060613890,1.6687167920,0.0366716310,0.9102283842,0.7458980968,0.0274709704,0.2738108856,-0.1056714096,-0.1196029719,0.1268309088,0.2445528730,0.3914852613,2.2747382799,1.2441011212,1.3571830794,0.2336841798,-0.1329050525,0.9020165747,1.0231049003,0.0843056362,-0.0688331930,0.0077770210,-0.0821399172,-0.0987033349,-0.0136270150,-0.0261407105,-0.1014287414,1.7010813361,-0.0390614055,1.7428607056,0.2152396904,0.0279587975,0.0282589524,2.2804966147,-0.0783606052,-0.1216230774,-0.0943048004,-0.0937278436,-0.0837222802,Control
GSM481009,-0.1320605221,-0.1314133674,3.5249541001,3.9238586616,0.0548526612,2.8469472019,1.6929948631,1.1821684615,0.5150820301,-0.0540151667,-0.1416864715,3.1254515244,3.2484655661,0.2520358644,-0.2533573802,-0.2666411584,-0.2802521765,0.6360927406,-0.0997517394,0.2812716372,1.5305498669,-0.0460119554,1.1639748752,-0.3330149019,-0.0072369986,0.4197121219,1.4264966791,-0.2040374607,0.2840830287,-0.2011497214,0.3269794668,0.8982515966,0.9991316413,0.1852908233,-0.2203453198,-0.1940156351,-0.1676231830,-0.0843627745,-0.2835594586,-0.1618761170,0.3895090724,-0.0339920838,0.0095518730,0.0646284357,0.4441059476,0.3826549407,1.5110935570,-0.0383320734,1.3447017482,0.2454960039,-0.0886917233,0.0623427681,0.1958562206,-0.0357677153,0.8316906529,0.3518277240,-0.0591661161,-0.1306477324,0.2437746771,-0.0950082633,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,-0.1955891928,1.2002787294,-0.0985022541,0.6558841348,0.8545450949,0.0046873059,0.3586061170,-0.1066654161,-0.1903911113,-0.0978849678,0.1822121439,0.2759424355,2.4867245299,1.0669086046,0.9630623995,-0.0542998387,-0.1881811592,0.1325173036,0.2427701615,0.4328454778,-0.0637761413,0.0715685539,-0.1245508698,-0.1607266552,-0.0821130227,-0.0717951190,-0.1815179397,2.1447127912,-0.0442889572,1.8641240117,0.1056522256,-0.0766929161,0.0289410084,2.4714063083,-0.2188257759,-0.1782847419,0.0661188532,-0.2243902548,0.0271284135,Control
GSM481010,-0.0243664884,-0.0856121376,2.6051321654,3.0476547671,-0.0676465309,2.3856384558,1.3531419018,1.0112439031,1.6079430990,0.2415605402,-0.0641988151,2.4133067850,2.6714729561,-0.0912274615,-0.0001337928,-0.1030195266,-0.1062122989,0.8203811308,-0.1171173018,0.3067598991,1.2307521165,0.0036142197,1.0892066083,-0.0572229483,0.0062863231,0.6331500416,1.4701154121,0.0406455773,1.1608947913,-0.1147065031,1.3842930889,0.9215106960,1.8094631367,1.6296272655,-0.1438307749,-0.1489029545,-0.0178994006,-0.0250544287,-0.1162023945,-0.0920153197,0.7854542649,0.1641530268,0.0310206853,0.2999567567,0.9963532146,1.0267343833,1.6126908062,-0.0984571710,1.5185710891,0.0799919871,-0.1017672784,0.1809599443,0.1169440016,1.8198508553,1.1468880648,0.5143702098,-0.0591512525,-0.1116111152,0.2892597577,0.0721562371,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,-0.0872663059,1.3031095667,0.0225883950,0.6685453986,1.0751941698,-0.0846129696,0.3844459151,-0.1128206664,-0.0485023446,0.0711872429,0.2743944092,0.4433930765,2.2680879153,1.4093265285,1.2152642781,-0.0501538107,-0.1027789437,0.4001078805,1.3532863502,0.2637763904,0.0407279982,0.3634714415,-0.0689478631,-0.0479057486,0.0375403180,-0.1021153090,-0.1134602569,1.9118974974,0.1234290477,1.7524934667,0.4105417741,0.1088690767,0.2118905579,2.6965886255,-0.0216113908,0.0050617743,0.2909650804,-0.0494453826,0.0420144455,Control
GSM481011,-0.1128528878,-0.0661589997,2.8519130112,3.1823942018,-0.0504243473,2.2762688008,1.4279926800,1.1410529101,0.3086895734,0.0840626457,-0.0575136389,2.5397855622,2.3370346392,-0.0265794931,-0.1090889621,-0.2106334986,-0.1168079233,0.3445880899,-0.0929579279,0.1974606326,1.3498147170,0.0986143788,1.4613334589,-0.2463071451,-0.0361745392,0.2530173084,1.5207398576,-0.1989473014,0.1832046847,-0.0782974666,0.0802930284,0.5540936148,1.6893038817,0.2282059908,-0.1425343341,-0.0954395305,-0.2198452753,0.0269770351,-0.2020389984,-0.1708356790,0.5033565159,0.0366855888,0.0179161032,0.2123180387,0.7542871685,0.5490723029,1.4345255824,-0.0326933586,0.9402506900,-0.0444619791,-0.1536084973,0.0443784665,0.4480175675,2.4655403826,0.8987697477,0.3005992474,0.0301552060,-0.1201434547,0.2223992294,-0.1192103243,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,-0.0478217234,1.4140396192,-0.0093488651,0.8796043668,0.7629880970,0.0440684883,0.2189997299,-0.0728182171,-0.0513703098,-0.0120833156,0.1690626889,0.1468833473,2.8027136156,1.5043537389,1.4994342731,0.0964195600,-0.1012976446,0.5330254723,0.6447139097,0.7929640099,-0.1487344496,-0.0516900792,-0.0423061008,-0.0435392537,-0.0534243657,-0.0791592961,-0.1346279692,1.8810586527,0.0194318666,1.8035778651,0.2505190243,-0.0036057916,-0.0562693753,3.2065094609,-0.0625966244,-0.1695629554,-0.0329972739,-0.1366306342,-0.0041702244,Control
