@relation data

@attribute id string
@attribute 3265 numeric
@attribute 5781 numeric
@attribute 6774 numeric
@attribute 5894 numeric
@attribute 6772 numeric
@attribute 3845 numeric
@attribute 8440 numeric
@attribute 5159 numeric
@attribute 6714 numeric
@attribute 5154 numeric
@attribute 7529 numeric
@attribute 5605 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5604 numeric
@attribute 9564 numeric
@attribute 5921 numeric
@attribute 1398 numeric
@attribute 5290 numeric
@attribute 2889 numeric
@attribute 5291 numeric
@attribute 2886 numeric
@attribute 4893 numeric
@attribute 1399 numeric
@attribute 5335 numeric
@attribute 2885 numeric
@attribute 5595 numeric
@attribute 6777 numeric
@attribute 6776 numeric
@attribute 6778 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 6654 numeric
@attribute 5594 numeric
@attribute 4690 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4236,0.5566,1.4524,1.7841,2.3654,1.5967,0.9437,0.0819,0.3755,0.5166,2.4175,0.4307,0.1685,0.0087,0.7341,0.0389,1.2823,0.9907,1.5746,0.8562,1.5626,-0.0621,2.7938,2.0291,1.7307,1.6355,1.0952,1.495,1.2133,2.362,1.4982,0.2071,1.1256,1.76,0.8713,Control
A02,0.3716,0.4031,1.317,1.5394,2.5389,1.3547,0.6136,0.2443,0.3775,0.6073,2.3201,0.3006,0.1438,0.0454,0.48,0.0582,0.8797,0.7806,1.3014,0.6121,1.4139,-0.0522,2.9993,1.9507,1.247,1.481,1.0379,1.0726,1.1168,2.3107,1.1993,0.1689,0.9005,1.6579,0.7212,Control
A03,0.3757,0.48,1.4815,1.7337,2.8972,1.6527,0.6927,0.4882,0.6195,0.4638,2.5593,0.4986,0.1012,0.0451,0.7059,0.0201,1.0695,0.9451,1.3967,0.9528,1.4596,-0.0224,3.0903,2.0362,1.3323,1.7658,1.0752,1.2059,1.269,2.3941,1.3339,0.2691,1.1275,1.9065,0.8561,Control
A04,0.3609,0.3995,1.3965,1.6705,2.379,1.1951,0.8155,0.1572,0.414,0.4994,2.4235,0.4277,0.196,0.0058,0.5113,0.1022,0.9939,0.8166,1.353,0.7611,1.4002,0.0215,3.0364,2.0492,1.3202,1.4795,1.0602,1.2032,1.1765,2.3202,1.4882,0.2883,1.028,1.7434,0.7593,Control
A05,0.4772,0.4857,1.4478,1.8077,2.648,1.4096,0.7393,0.1976,0.6469,0.7112,2.404,0.5021,0.2167,0.0339,0.726,0.1021,1.1017,0.9618,1.4836,0.8114,1.8548,-0.0322,3.3113,2.1796,1.2108,1.8562,1.2157,1.2305,1.3211,2.5513,1.3381,0.3996,1.0464,1.9721,0.8332,Control
A06,0.2467,0.4941,1.3706,1.7479,2.2254,1.4336,0.5958,0.0664,0.4253,0.3478,2.4712,0.3564,0.0934,0.0181,0.6824,0.0898,0.9595,0.87,1.3845,0.6859,1.4475,-0.1217,2.8748,1.9476,1.2063,1.5705,1.0037,1.1159,1.129,2.4537,1.3761,0.1914,0.8852,1.8749,0.6693,Control
A07,0.364,0.5361,1.4224,1.7697,2.2112,1.7064,0.9159,0.3481,0.359,0.5108,2.4695,0.4096,0.1013,0.0444,0.8669,0.066,1.3399,1.0263,1.5934,1.0563,1.5467,-0.0661,2.9085,2.0664,1.2924,1.8609,0.9863,1.3173,1.0809,2.4066,1.6231,0.2011,1.1765,1.9127,0.926,Control
A08,0.2967,0.621,1.3603,1.7375,2.5672,1.6216,1.1216,0.2918,0.3481,0.3805,2.3332,0.3414,0.1132,-0.0364,0.8829,0.0864,1.5435,0.7391,1.7501,1.1569,1.5683,-0.0779,2.6904,1.7358,1.4821,1.7198,1.0102,1.3652,1.023,2.0624,1.714,0.168,1.467,1.9432,0.9677,Control
A09,0.349,0.4602,1.3413,1.637,2.4187,1.5553,0.9109,0.209,0.4569,0.5645,2.5884,0.356,0.1341,0.0158,0.7767,0.0729,1.182,0.8608,1.4582,1.0474,1.4714,-0.0693,2.8883,2.0087,1.3752,1.8278,1.0062,1.2773,1.0927,2.4285,1.5464,0.1702,0.9988,1.8616,0.8191,Control
A10,0.398,0.5199,1.4577,1.7832,2.7033,1.4415,0.9163,0.1452,0.4388,0.6005,2.4465,0.4749,0.1742,-0.0171,0.8171,0.1025,1.3374,0.8286,1.6941,1.0854,1.7523,0.0212,2.9966,1.9823,1.2657,1.802,0.9394,1.2687,1.0601,2.2558,1.6535,0.2665,1.3316,1.9537,0.932,Control
A11,0.2904,0.4262,1.2392,1.2804,1.4881,1.4146,0.5846,0.2063,0.2186,0.2353,2.3845,0.4262,0.1526,-0.0382,0.6056,0.1324,0.8024,0.6943,1.2025,0.8843,1.0402,-0.0725,2.4753,1.9002,1.1776,1.5523,0.9926,1.1274,0.8919,2.2062,1.2442,0.1945,0.7415,1.8347,0.651,Control
A12,0.2032,0.2625,0.947,1.1644,1.4931,0.8721,0.5585,0.2678,0.1258,0.4062,1.7589,0.1908,0.0502,0.1046,0.3165,0.0949,0.6589,0.3624,0.9215,0.3956,1.1023,-0.0751,2.575,1.4779,0.8519,1.1373,0.6672,0.6719,0.6648,1.6087,1.0289,-0.1111,0.5292,1.3126,0.6444,Control
B01,0.1584,0.5709,1.228,1.6434,2.2112,1.5366,0.8614,0.1125,0.1574,0.1887,2.4393,0.1449,-0.1167,0.0218,0.6567,-0.1428,1.2574,0.7558,1.4577,0.7626,1.3226,-0.1786,2.5536,1.4449,1.4072,1.5002,0.7793,1.1633,0.9454,1.9583,1.5918,-0.161,0.9141,1.5662,0.7997,Control
B02,0.3404,0.4835,1.4313,1.8632,2.5759,1.5341,0.7583,0.2816,0.4168,0.4217,2.6837,0.4126,0.0936,0.012,0.6188,0.0321,1.0685,0.8851,1.4219,0.7706,1.4237,0.0063,3.1429,1.9287,1.4738,1.6034,1.0963,1.2628,1.1624,2.5226,1.7587,0.2193,0.8807,1.7427,0.8942,Control
B03,0.2646,0.5476,1.3534,1.7244,2.399,1.6305,0.7887,0.0957,0.269,0.1054,2.664,0.3093,0.0918,-0.0159,0.6536,0.0342,1.1619,0.8173,1.5109,0.8193,1.3201,-0.0944,2.9071,1.7597,1.4534,1.5674,0.9479,1.2554,1.0886,2.2404,1.9459,0.104,0.9276,1.7521,0.8796,BRCACancer
B04,0.1782,0.6444,1.332,1.7237,2.4126,1.3969,1.1496,0.3197,0.3471,0.4232,2.0315,0.3653,0.124,0.0352,0.8115,0.0708,1.515,0.8769,1.5671,1.3222,1.5308,-0.0184,2.4183,1.6149,1.4041,1.6385,0.7243,1.3129,1.0415,1.9882,1.5967,0.1145,1.4335,1.9229,0.946,BRCACancer
B05,0.2381,0.3925,1.2394,1.4156,2.1061,1.2745,0.6675,0.3151,0.2846,0.2711,2.5651,0.3668,0.0035,0.0372,0.4972,0.0068,0.9054,0.6952,1.1566,0.8667,1.1614,-0.0809,2.3386,1.6948,1.0304,1.4949,0.8239,0.9651,0.9612,2.1262,1.6704,0.0153,0.7814,1.8007,0.6542,BRCACancer
B06,-0.0061,0.4255,1.0958,1.4461,2.2475,1.0451,0.5303,0.0157,-0.0707,0.1626,2.1686,-0.0057,-0.1438,0.0928,0.5394,-0.0807,1.028,0.5208,1.1199,0.4856,1.072,-0.3032,2.0849,1.2628,1.0121,1.1292,0.5177,0.8266,0.6954,1.8997,1.4068,-0.3234,0.7812,1.3023,0.623,BRCACancer
B07,0.38,0.4486,1.4368,1.9525,2.7103,1.5831,0.804,0.3019,0.3629,0.3941,2.5674,0.4908,0.102,0.0426,0.6951,0.0649,1.2913,0.9409,1.5493,0.88,1.4722,-0.1086,2.8997,1.9882,1.6203,1.6266,1.0487,1.3701,1.152,2.4327,1.5879,0.1999,1.1751,1.8217,0.9694,BRCACancer
B08,0.3687,0.4422,1.2927,1.5696,1.6236,1.4559,0.6095,0.0409,0.5462,0.6687,2.5843,0.4491,0.1944,-0.0054,0.682,0.1084,0.9235,0.9072,1.3231,0.6575,1.6166,0.0013,3.0033,2.137,1.2284,1.6339,1.0739,1.2143,1.0455,2.3995,1.1769,0.1944,0.7597,1.7268,0.6804,Control
B09,0.2599,0.7251,1.274,1.5166,2.0819,1.1881,1.0649,0.0382,0.3244,0.481,2.1412,0.3222,0.166,-0.0016,0.7372,0.0368,1.2794,0.6646,1.3758,1.2389,1.4133,-0.0544,2.1589,1.6851,1.2076,1.6507,0.6235,1.2176,0.8033,1.781,1.5101,0.144,1.2186,1.8556,0.8186,Control
B10,0.2443,0.4014,1.1627,1.4615,2.1333,1.2227,0.8376,0.2398,0.2328,0.3289,2.0443,0.1829,0.0891,-0.0362,0.624,0.034,1.1788,0.5494,1.4219,0.9095,1.3009,-0.051,2.6593,1.6997,1.0985,1.509,0.645,1.0332,0.8051,1.8918,1.4831,0.0571,1.0541,1.7685,0.849,Control
B11,0.4126,0.4082,1.2351,1.3717,2.019,1.3354,0.7111,0.1497,0.4267,0.4489,2.3807,0.4011,0.1099,0.0191,0.5479,0.0658,0.9907,0.751,1.3896,0.7272,1.4039,-0.0735,2.6495,2.0807,1.1737,1.7392,0.929,1.0197,0.9661,2.1228,1.2771,0.1549,0.949,1.6655,0.5999,Control
B12,0.223,0.3673,1.0415,1.2848,1.9946,0.938,0.9642,0.0513,0.2132,0.2543,1.8035,0.3052,0.105,-0.0106,0.6269,0.1269,1.0368,0.4361,1.1323,0.899,1.1321,-0.0769,1.1387,1.2003,1.1854,1.3322,0.5105,1.0407,0.7664,1.8557,1.1896,0.0881,1.0091,1.4468,0.6673,Control
C01,0.4383,0.484,1.4279,1.7078,1.9997,1.499,0.7214,0.2779,0.5989,0.4387,2.4614,0.5572,0.1252,0.0115,0.8022,0.0925,1.0946,1.0551,1.3372,1.0671,1.393,-0.0565,2.7168,1.8494,1.2645,1.7966,1.0546,1.2256,1.2149,2.4465,1.2928,0.2341,1.0332,1.9339,0.7684,BRCACancer
C02,0.5255,0.3728,1.2517,1.7071,2.081,1.2044,0.7449,0.2928,0.5092,0.675,2.3715,0.5124,0.2133,0.0846,0.5312,0.0952,0.9351,0.8213,1.3839,0.6419,1.4194,0.0405,2.9549,1.9441,1.4919,1.5019,1.0889,1.1904,1.1704,2.3893,1.3266,0.2982,0.9069,1.6487,0.7315,BRCACancer
C03,0.5881,0.4522,1.4231,1.8793,2.4788,1.3542,0.8185,0.5849,0.541,0.5925,2.4307,0.6953,0.2657,0.0445,0.6598,0.039,1.0926,0.9937,1.4737,0.9198,1.33,-0.0416,2.8229,1.986,1.6126,1.5147,1.1527,1.2795,1.349,2.5792,1.2561,0.4421,1.1291,1.846,0.8888,BRCACancer
C04,0.4087,0.2048,1.1768,1.0478,1.3735,0.8652,0.5057,0.1269,0.433,0.5666,2.1366,0.3635,0.1829,0.0508,0.4523,0.1992,0.5059,0.5307,0.7962,0.4692,1.1358,0.0404,1.7678,1.845,1.1875,1.2632,0.979,0.9356,0.985,1.9597,0.8383,0.3168,0.4603,1.4608,0.508,Control
C05,0.2967,0.2329,1.1573,1.2673,1.8099,0.8837,0.4681,0.1985,0.3517,0.3942,2.1677,0.2836,0.1679,0.0465,0.3624,0.1489,0.5473,0.5951,0.9303,0.4403,1.1334,0.0843,2.1059,1.7049,1.1349,1.1596,0.8706,0.7774,1.0237,2.0705,0.928,0.2336,0.4962,1.5008,0.4415,BRCACancer
C06,0.1841,0.2322,0.5374,0.3671,0.6652,0.3249,0.2661,0.0742,0.2542,0.0886,0.7306,0.1635,0.0694,0.0905,0.1769,0.2636,0.1078,0.1036,0.2515,0.3152,0.2098,0.0632,0.4953,0.7336,0.4391,0.5665,0.3107,0.3509,0.389,0.6969,0.4412,-0.0017,0.0704,0.6402,0.0517,Control
C07,0.3607,0.3212,1.2008,1.3982,1.5005,1.0226,0.5676,0.1532,0.3657,0.5385,2.2581,0.2971,0.1866,0.0133,0.3623,0.1086,0.6682,0.6787,1.1545,0.6021,1.1209,0.0269,2.6198,1.8414,1.1096,1.2704,0.7954,0.8519,0.8866,2.0872,1.0885,0.2044,0.6274,1.6223,0.5696,Control
C08,0.4262,0.3511,1.2679,1.4462,2.1564,1.2852,0.5919,0.2327,0.4913,0.5718,2.3212,0.382,0.2531,0.0466,0.4813,0.1213,0.8183,0.8436,1.2713,0.6191,1.2897,0.027,2.8855,1.9718,1.4179,1.4131,0.9733,1.0566,1.0655,2.2735,1.1859,0.2711,0.8108,1.6232,0.6091,Control
C09,0.3085,0.342,1.1943,1.3897,2.0331,0.9641,0.5792,0.2085,0.3827,0.4076,2.2029,0.3803,0.1833,-0.0048,0.4251,0.1436,0.7024,0.6707,1.1501,0.5554,1.2876,0.0532,2.8108,1.7844,1.2727,1.2526,0.881,0.9083,1.0073,2.083,1.1108,0.268,0.6951,1.5206,0.4695,Control
C10,0.3185,0.2238,1.1373,1.5438,1.9981,1.0153,0.6717,0.2548,0.3594,0.5628,2.1836,0.3152,0.1489,0.0212,0.3825,0.1436,0.7744,0.5971,1.2514,0.4946,1.4217,-0.0411,2.9163,1.9295,1.2658,1.2452,0.854,0.8116,1.023,2.1182,1.0914,0.2323,0.7278,1.5613,0.5882,BRCACancer
C11,0.5101,0.3878,1.3042,1.5467,2.0464,1.346,0.6664,0.2244,0.6349,0.5267,2.3113,0.4665,0.2968,0.0524,0.5718,0.1183,0.8088,0.8783,1.1799,0.7261,1.2941,-0.0052,3.0611,2.0659,1.5555,1.5328,1.0401,1.2001,1.1999,2.2732,1.1242,0.4405,0.8178,1.6979,0.6143,Control
C12,0.3112,0.3824,1.0279,0.9401,1.3457,0.8453,0.6131,0.0767,0.4345,0.5103,1.8188,0.3275,0.1833,-0.0252,0.2652,0.1259,0.4866,0.506,0.7623,0.4455,0.9928,0.0483,2.3063,1.7151,1.1375,1.1452,0.8388,0.7293,0.8569,1.9058,0.6991,0.2261,0.4174,1.4198,0.3954,BRCACancer
D01,0.372,0.5548,1.2466,1.6255,2.1035,1.094,1.2585,0.0748,0.3332,0.1704,2.1268,0.3887,0.1571,-0.0267,0.8801,0.1432,1.2521,0.7902,1.2857,1.2796,1.2195,0.0066,1.9795,1.2956,1.4414,1.5757,0.7586,1.3172,1.0304,2.1613,1.3944,0.0953,1.1288,1.677,0.7231,BRCACancer
D02,0.4568,0.3396,1.1871,1.3262,1.7056,1.0412,0.6265,0.0772,0.5147,0.6371,2.2172,0.4133,0.2339,0.0588,0.4381,0.1875,0.7809,0.7053,1.1494,0.6125,1.7441,0.0608,2.9727,1.9612,1.2024,1.3968,0.9158,0.9813,1.1407,2.2331,1.0319,0.2885,0.7383,1.712,0.5283,BRCACancer
D03,0.3427,0.3205,1.1799,1.3647,1.8676,0.9962,0.6479,0.1577,0.5069,0.6503,2.4228,0.3607,0.1862,0.0248,0.4145,0.1164,0.7014,0.621,1.0202,0.609,1.2292,0.0234,2.4588,1.9175,1.2233,1.412,0.9147,0.9392,0.9649,2.2995,0.8686,0.1917,0.6003,1.6481,0.5479,BRCACancer
D04,0.4717,0.3923,1.2846,1.3557,1.8886,1.0974,0.6251,0.1454,0.5287,0.4961,2.4447,0.3936,0.1982,0.0027,0.5941,0.0989,0.8036,0.8182,1.2215,0.6648,1.3219,0.0106,2.9415,2.0088,1.3274,1.6251,0.9905,1.0958,1.1244,2.3035,1.1519,0.2922,0.8315,1.6749,0.5084,BRCACancer
D05,0.3436,0.2587,1.2773,1.6067,2.2717,1.155,0.6361,0.243,0.5736,0.6252,2.3188,0.3797,0.2312,0.0467,0.5086,0.0725,0.7717,0.7069,1.1295,0.5975,1.4639,-0.0035,3.2242,1.938,1.0651,1.5193,0.8171,0.9351,1.0671,2.4644,1.0518,0.1649,0.7064,1.6996,0.6585,BRCACancer
D06,0.5196,0.4265,1.2601,1.6435,1.8485,1.2333,0.7256,0.1907,0.5301,0.4844,2.4053,0.4386,0.2236,0.0319,0.6168,0.1339,0.8816,0.8535,1.2429,0.7248,1.3996,-0.0274,3.0671,2.0386,1.5069,1.5134,1.0635,1.1695,1.1449,2.347,1.2257,0.3293,0.886,1.7145,0.6604,BRCACancer
D07,0.4464,0.3725,1.361,1.6082,1.9708,1.0653,0.6575,0.4485,0.5619,0.5927,2.3889,0.4559,0.2617,0.03,0.5184,0.1485,0.7651,0.7267,1.2075,0.6869,1.3586,0.0369,2.8966,2.1271,1.2439,1.4296,0.9348,1.0636,1.0955,2.4596,1.2167,0.3002,0.8111,1.7148,0.5666,Control
D08,0.3309,0.2995,1.0759,1.2116,1.8856,1.1195,0.5836,0.2736,0.4029,0.4862,2.1299,0.3521,0.1376,0.0636,0.3849,0.14,0.5799,0.5879,0.9695,0.502,1.1863,0.0177,2.4922,1.725,1.1937,1.2683,0.8146,0.8008,0.9208,2.0043,1.0438,0.1486,0.5506,1.5336,0.4248,Control
D09,0.4244,0.3902,1.1563,1.506,1.8798,1.1819,0.6561,0.1546,0.5661,0.5502,2.1409,0.4165,0.2593,0.0187,0.4905,0.1153,0.7568,0.7495,1.1314,0.5986,1.2944,0.0325,2.9893,1.8983,1.4054,1.4266,1.0398,0.9925,1.1878,2.2575,1.1358,0.2507,0.7371,1.5693,0.579,Control
D10,0.3991,0.3887,1.1741,1.2498,1.5577,1.0901,0.5127,0.1345,0.3731,0.4604,2.2521,0.3482,0.1468,0.0229,0.4452,0.1298,0.5976,0.7225,1.0396,0.5762,1.2117,9e-04,2.5983,2.0184,1.0493,1.581,0.8457,0.8691,0.9727,2.0608,0.9033,0.1782,0.6175,1.6679,0.4184,Control
D11,0.2183,0.2126,0.7649,0.6441,1.0332,0.7018,0.399,0.0463,0.2787,0.2612,1.4691,0.1474,-0.0125,0.0857,0.46,0.2628,0.3478,0.2115,0.5635,0.4109,0.7339,0.0739,1.5273,1.141,0.8394,0.8295,0.3809,0.5453,0.7674,1.0799,0.6526,0.0418,0.2635,0.9471,0.1406,Control
D12,0.352,0.4237,1.1078,1.0526,1.4482,1.0597,0.4376,0.0985,0.3685,0.2633,2.2638,0.3598,0.1076,-0.0252,0.4226,0.1239,0.4714,0.6853,0.8506,0.5244,0.9876,0.0305,2.6901,1.8366,1.1456,1.4151,0.9554,0.8418,1.0716,1.9494,0.8124,0.2464,0.4739,1.4867,0.386,Control
