@relation data

@attribute id string
@attribute 10873 numeric
@attribute 134526 numeric
@attribute 160287 numeric
@attribute 1737 numeric
@attribute 1738 numeric
@attribute 197257 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 2739 numeric
@attribute 3029 numeric
@attribute 31 numeric
@attribute 32 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 3945 numeric
@attribute 3948 numeric
@attribute 4190 numeric
@attribute 4191 numeric
@attribute 4199 numeric
@attribute 4200 numeric
@attribute 5091 numeric
@attribute 5105 numeric
@attribute 5106 numeric
@attribute 5160 numeric
@attribute 5161 numeric
@attribute 5162 numeric
@attribute 5313 numeric
@attribute 5315 numeric
@attribute 55902 numeric
@attribute 84264 numeric
@attribute 84532 numeric
@attribute 92483 numeric
@attribute 9380 numeric
@attribute 97 numeric
@attribute 98 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.1778066119,-0.0586515546,-0.1389097128,1.6538785774,1.9244245523,-0.2327938147,-0.0491912957,0.1755788683,1.8984102209,0.8929987569,2.4200440942,1.0656194354,0.6033823811,0.1486394322,0.4213651722,1.8854160043,2.8475438630,0.0758108609,1.3800994138,1.8093232736,0.6381567940,0.9419576500,0.0773411354,-0.1444264617,0.9376104511,1.8357770517,-0.0267000546,1.4911907650,0.1637492007,1.2124351915,0.6766642820,0.0008011795,-0.1330956006,-0.1208167450,1.8780155158,2.2821983246,0.4506057515,BRCA
GSM480985,0.2768043761,-0.0419723764,-0.2447528872,1.0647046190,1.4256233209,-0.2010714462,0.0875286907,0.1119160410,2.1269488334,0.8534813434,2.2375775575,1.2740326523,0.5125465995,0.5876072253,0.3191318561,1.2370085783,2.6075811633,0.0630558709,1.5971224382,1.2419778732,0.8131826102,0.7066441815,0.1644645732,-0.1927850867,0.6580576253,1.6363720596,-0.0095743922,1.5224317424,0.1821799505,1.2593281625,0.8515447889,-0.0265609649,0.0334283203,-0.1584236623,1.8918537049,1.9195152520,0.6845695245,BRCA
GSM480986,0.0775075213,-0.0549657246,-0.2156682577,1.5110943032,1.7199706966,-0.2261311402,-0.1099596126,0.2063474548,2.3948222002,1.1061738514,2.4290782215,1.0838507580,0.6008922316,0.2495956887,0.3186037661,1.7790332767,2.7397878072,0.5211776586,1.3298391514,2.0394658408,0.8435591151,0.8290156849,0.2019341409,-0.1530094652,0.6324311237,1.5470184610,-0.0332451498,1.7284169421,0.0966888740,1.1911504927,0.6071804908,0.0658611406,-0.0726155119,-0.1647878463,1.7436866710,1.5450485347,0.6474384636,BRCA
GSM480987,0.0560655116,-0.0945100891,-0.1553564064,1.2418197937,1.3682376973,-0.2211565998,1.7816735108,0.3015840252,2.2666113508,0.7192438530,2.6550133080,0.8008062476,0.3403941065,0.6295722475,0.3119321840,0.9624700149,2.9885296028,0.0414810100,1.0459910839,1.9707023876,0.8295429710,0.8270901647,-0.0700598642,-0.0867086934,1.1945999551,1.2487467602,0.0653704754,1.2465465888,0.0097332111,0.7729866667,0.3508882271,0.0466166247,-0.0438883776,-0.1317364947,1.8468685846,1.4180531428,0.6537824054,BRCA
GSM480988,0.2252309679,-0.0750977012,-0.0768744176,1.2724594953,1.4409479541,-0.1089468808,-0.0056832970,0.1369016643,2.2369184494,0.9066358447,2.3078290523,0.9845417240,0.5317130196,0.2871181504,0.2166146619,1.6212292048,2.6940538747,-0.0092998733,1.3926703650,1.9627060518,0.8156360683,0.6228987740,0.0617751969,-0.0916519680,0.7069095158,1.3216555156,-0.0551589184,1.6387961059,0.0375145020,0.9312757205,0.8106647598,-0.1104624631,-0.0380705083,-0.2619446170,1.5183015416,1.1760020330,0.6701219460,BRCA
GSM480989,0.1816364202,-0.0546481634,-0.1002185958,1.1048022897,1.0125810863,-0.3703893440,-0.0242702600,0.2410951006,1.9671972129,0.6953486627,1.8310494574,1.4684206444,0.4634414304,0.3111886349,0.1508772254,1.9305272236,2.1014878023,0.0731121283,0.9073754744,2.1274054347,0.3986203380,0.3234731654,0.3210572358,-0.0624024301,0.9352218139,1.3325026818,0.0393078690,1.3598845712,0.0825043132,1.1754339944,0.7847035028,-0.0338057260,-0.1081529906,-0.1814412623,2.3469190075,1.2177273630,0.6387165291,BRCA
GSM480990,0.0210623332,0.0124621703,-0.2167010738,1.2146143362,1.2734934124,-0.2235174314,-0.0668057338,0.1896004626,1.8043094478,0.6985147433,2.0935949236,0.8695516952,0.3936909323,0.1111741917,0.1760831968,1.1692135798,2.4394841388,0.2768891802,0.7899052416,2.1929190234,0.6094601407,0.4236958775,0.3500844124,-0.1691237926,1.0199502715,1.1622796319,-0.0420805594,1.0332192485,0.0356109999,1.2384746735,0.5519344077,0.0319843026,-0.0877605259,-0.2949720027,1.8913764333,1.0145249255,0.2533159404,Control
GSM480991,0.1539321366,-0.0096451359,-0.1468769998,1.2609957534,1.3897725733,-0.2478831327,-0.0233735611,0.2089695791,2.3212478954,0.8245137883,2.0791337639,1.2097973491,0.4705012386,0.3668206506,0.2123512204,1.3281945321,2.3223583040,0.0602282609,1.0238928092,2.1187055112,0.6815552073,0.6228932196,0.2504915756,-0.1218489380,0.8585999242,1.3495369666,0.0190630361,1.3733915667,-0.0017519026,1.0837592061,0.6588608654,0.0128505107,-0.0089865239,-0.2081959547,1.9262119705,0.9803533966,0.6935763415,Control
GSM480992,0.2001354755,0.0101718399,-0.0915932254,1.4483645946,1.1771644925,-0.2549398508,-0.0362600798,0.1794442621,1.9536824093,0.5097402134,1.5905478150,0.9728788039,0.4933570848,0.2667931284,0.1466532203,1.1854114103,2.2018320063,0.3520118228,0.8901482484,2.3114977999,0.7924845513,0.5014816275,0.6409874708,-0.0546786810,0.9904718334,1.3185275235,0.0208432822,0.9463855718,0.0948297891,1.1784894812,0.6319132452,0.0491361535,-0.0669547870,-0.1428284347,1.7365852098,0.9681108371,0.3549267689,Control
GSM480993,0.1074044931,-0.0149155501,-0.1067345453,1.5150614510,1.2907769317,-0.2692285628,-0.0292226803,0.3845479185,2.2813484934,0.8032673724,2.2744762004,1.1462013654,0.6359579581,0.3015862635,0.2750413289,1.8513873287,2.6810300500,0.1526932196,1.2874530945,2.1363390982,0.7139635566,0.6996669931,0.3881648176,-0.1323098540,1.0226243456,1.5464859531,0.0175786738,1.5108530763,0.0762583770,0.9992275332,0.8072736741,0.0286733661,-0.0100685461,-0.1105909447,1.7737451667,1.4144737942,0.4929063729,Control
