@relation data

@attribute id string
@attribute 1385 numeric
@attribute 1386 numeric
@attribute 1432 numeric
@attribute 1616 numeric
@attribute 1649 numeric
@attribute 2002 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3316 numeric
@attribute 4149 numeric
@attribute 4205 numeric
@attribute 4207 numeric
@attribute 4208 numeric
@attribute 4209 numeric
@attribute 4214 numeric
@attribute 4217 numeric
@attribute 4293 numeric
@attribute 4609 numeric
@attribute 5321 numeric
@attribute 5608 numeric
@attribute 5879 numeric
@attribute 6416 numeric
@attribute 6464 numeric
@attribute 6772 numeric
@attribute 6885 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7046 numeric
@attribute 7186 numeric
@attribute 8550 numeric
@attribute 8569 numeric
@attribute 8717 numeric
@attribute 8737 numeric
@attribute 9252 numeric
@attribute 9261 numeric
@attribute 9693 numeric
@attribute 998 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3960468965,-0.0693077171,0.6466643338,0.6902029403,0.3162898661,0.2797568681,1.3452941188,1.0380567778,-0.0626574926,0.8077240118,0.6293294718,-0.3883404298,-0.0983312302,0.1846735908,0.8951084466,0.5599281276,-0.0706247181,0.5926393938,0.4649290608,-0.0495949284,2.7923812542,0.8519533800,1.9096234484,0.6816845689,0.9587464938,-0.0716510054,1.2115081400,0.2120186358,0.1275436449,-0.0161119644,0.9512396056,1.0459823980,0.4405293713,0.3025678801,0.0787741060,0.5260521080,0.5635507331,0.2693405723,BRCA
GSM480985,0.2730189453,-0.0377684418,0.5214375071,0.5630448351,0.6385892361,0.3031341848,1.1583383579,0.5481084954,0.1498116151,0.7524893099,0.6384879346,-0.2833417452,-0.1254703736,0.2095803749,1.0636305118,0.7985456627,-0.1241579509,0.2717646782,0.5753227008,0.0406736651,2.9129755730,0.9115112276,1.9413004944,0.8107330653,0.8959703881,0.0824852629,2.2415468245,0.3937102099,0.1747616115,0.0039439453,0.5775807301,0.9076532049,0.7702170055,0.3405707169,0.1481528811,0.5768208967,0.5474755693,0.2437138550,BRCA
GSM480986,0.3807973232,-0.0624373969,0.5058162958,0.9167026343,0.1360661163,0.3711583552,1.5127595663,0.9493732134,-0.0490056690,0.8183298335,0.5029104183,-0.3363986726,-0.1237236924,0.2977734730,0.7935199528,0.5228419722,-0.0475382011,0.4492141063,0.4623138313,-0.0793845745,3.0052631994,0.8755208067,2.0243224118,0.8439718666,0.6764137213,0.0753126589,1.7475938090,0.3265607800,0.1427664678,0.0043865108,0.5355760853,1.0086616582,0.8699044535,0.3061211907,0.0273207385,0.5440503550,0.4072087483,0.2337614380,BRCA
GSM480987,0.2020458693,-0.0562811985,0.6135009341,0.8676597425,0.8750442774,0.3778557302,1.4599798470,0.6616964770,-0.0094445280,0.8858692881,0.3049977311,-0.3583539021,-0.0579537458,0.3343636306,0.5396577952,0.3928613255,-0.0989867281,0.7697951637,0.0518714578,-0.0082405777,3.1002503070,0.4823463641,1.9975022057,1.6194223358,0.5847795974,0.1392795458,0.3280445553,0.7380631556,0.2637792878,0.0084098196,0.7091110317,0.3957936416,0.5612895813,0.2509096731,-0.0024105624,0.6721313768,0.4083809396,0.2226472523,BRCA
GSM480988,0.2373043370,0.0156358049,0.4483090917,0.9553799635,0.1136429184,0.1301916772,1.6300611323,0.4589619954,0.0201307433,0.5674343287,0.5119321555,-0.3615671181,-0.1065016748,0.2018256103,0.7586201133,0.5021468532,-0.0919630591,0.4848055529,0.4471929131,-0.0020592896,3.0203843170,0.8547642460,1.9610705971,0.7314281068,0.5952524423,-0.0270612048,1.3875513934,0.3109506394,0.0900074829,0.1082906400,0.7190744116,1.0219744084,0.7674596748,0.2956867596,0.1202236573,0.3245102197,0.2680170471,0.1930281139,BRCA
GSM480989,0.1316228062,-0.1955304281,0.4561344552,0.9731549913,-0.0173105554,0.4043724635,1.6843677122,1.1103506463,-0.0181910403,0.8457646252,0.3381318762,-0.5219548063,-0.1228035998,0.2661028575,0.6540494401,0.2859210503,-0.0771703162,0.3984325587,0.0851336450,0.1581356411,3.3091132243,0.4700387904,1.9755967301,0.5177749856,0.3143859178,0.0133025040,1.2185817174,0.1787676166,0.0743520494,0.0247480945,0.5015020932,0.7987983298,0.9244262918,0.1041393924,0.0127705318,0.7406888563,0.2213795256,0.2852107126,BRCA
GSM480990,0.1244135859,-0.0857716558,0.3805084057,0.9972239329,-0.0729412074,0.4692344638,1.6475978081,1.1067612915,-0.0258172217,0.8937378895,0.3184949082,-0.3183309759,-0.1191736433,0.3583629270,0.6895217888,0.2198563085,-0.0066950272,0.5031338535,0.0535681572,-0.0766200014,3.4219261243,0.3495328669,2.5765053460,0.4939969672,0.4204747106,0.2451527447,0.8158590440,0.1661497030,0.2597094051,-0.0334197225,0.5065199021,0.7315091442,0.9544915450,0.0876675515,0.0599880825,0.7886103518,0.2576280960,0.1617002876,Control
GSM480991,0.1756075131,-0.1043765836,0.4695376563,0.8308391752,0.0590506798,0.3822606292,1.5652074934,0.9763167946,0.0382546291,0.8108098710,0.4219880824,-0.4502119443,-0.0937623682,0.3763658349,0.8135851005,0.4909439993,-0.0248315398,0.3545671447,0.3006239996,-0.0620754509,3.2534763878,0.4903383693,2.1101571236,0.7248970133,0.5598204840,0.1592403697,1.9517531172,0.4247659047,0.1632871340,0.0421075354,0.5246103407,0.9600442277,0.9954326866,0.2397026908,-0.0162790011,0.7169337272,0.3443835624,0.2150321878,Control
GSM480992,0.1568766059,-0.0885431109,0.3800862124,0.9343769022,-0.0686665535,0.4556893493,1.5792976092,1.1827308424,0.0168614296,0.8899831494,0.3865627073,-0.4287381620,-0.1028343947,0.4881010573,0.6908869928,0.3903702807,-0.0224562006,0.5397554174,0.0649529850,-0.0874094128,3.4460021522,0.3735262640,2.4270785623,0.4897415630,0.4415234548,0.2146601245,1.2877959238,0.3493119074,0.1224954221,-0.0174076045,0.4424955289,0.9281852587,1.0342417146,0.2120288617,-0.0542850346,0.8554057643,0.3325802623,0.2135051408,Control
GSM480993,0.2239596708,-0.0518364091,0.5930127984,1.0452470036,0.1652565432,0.3937792435,1.5582134934,0.9945207685,0.0360676149,0.8059639693,0.4360589218,-0.2818559122,-0.1187496406,0.3266614947,0.8665301368,0.3858281619,-0.0388474704,0.5181170303,0.1574272978,-0.0401579579,3.0886874926,0.6978857851,2.0765592329,0.7950845586,0.4999517977,0.1564938422,1.7717089691,0.2084418686,0.1472219157,0.1364159654,0.5505915880,0.8848772769,0.8602189127,0.3169923441,0.1655339871,0.6450165635,0.3754902685,0.2080415856,Control
