@relation data

@attribute 22978 numeric
@attribute 7498 numeric
@attribute 7295 numeric
@attribute 7298 numeric
@attribute 7296 numeric
@attribute 159 numeric
@attribute 158 numeric
@attribute 51733 numeric
@attribute 2745 numeric
@attribute 8833 numeric
@attribute 51727 numeric
@attribute 4860 numeric
@attribute 50484 numeric
@attribute 1723 numeric
@attribute 56474 numeric
@attribute 3251 numeric
@attribute 203 numeric
@attribute 204 numeric
@attribute 978 numeric
@attribute 2618 numeric
@attribute 270 numeric
@attribute 272 numeric
@attribute 56953 numeric
@attribute 1854 numeric
@attribute 271 numeric
@attribute 3614 numeric
@attribute 3615 numeric
@attribute 9153 numeric
@attribute 4833 numeric
@attribute 9154 numeric
@attribute 4830 numeric
@attribute 471 numeric
@attribute 4831 numeric
@attribute 1716 numeric
@attribute 2987 numeric
@attribute 132 numeric
@attribute 2030 numeric
@attribute 2936 numeric
@attribute 51292 numeric
@attribute 6240 numeric
@attribute 6241 numeric
@attribute 26289 numeric
@attribute 2766 numeric
@attribute 1807 numeric
@attribute 51251 numeric
@attribute 1890 numeric
@attribute 1841 numeric
@attribute 1806 numeric
@attribute 3177 numeric
@attribute 1503 numeric
@attribute 7372 numeric
@attribute 7371 numeric
@attribute 64078 numeric
@attribute 7083 numeric
@attribute 4907 numeric
@attribute 7084 numeric
@attribute 122622 numeric
@attribute 7378 numeric
@attribute 100 numeric
@attribute 9615 numeric
@attribute 5198 numeric
@attribute 353 numeric
@attribute 790 numeric
@attribute 93034 numeric
@attribute 5471 numeric
@attribute 10606 numeric
@attribute 84618 numeric
@attribute 30833 numeric
@attribute 1635 numeric
@attribute 1633 numeric
@attribute 83549 numeric
@attribute Class {Control,BRCA}

@data
9.906646791,6.350767395,12.24439068,7.62454166,9.9397481175,9.5476228025,11.70928645,5.599623716,9.467045646,10.20626383,9.4554214295,9.692598558,6.7727345325,6.0997253075,7.6924879005,9.8149994075,8.502494829,9.48158458233,6.680046949,8.06803691033,7.38961225,5.52985442225,6.325985037,8.65628527367,5.16209216667,7.109460079,12.14433968,4.963024656,11.76088636,4.99659442833,8.353270084,11.58929079,7.754491566,9.3864340305,12.30454677,7.436573073,8.940293424,7.2876700085,8.350100294,12.07757191,4.443820456,7.13042064833,7.538462746,5.37209128,9.284095409,9.860836446,7.0835130385,7.836115267,7.166266353,8.048542898,6.347449187,9.20788134,5.66449084,6.468262051,8.013882508,9.78453716,7.00916001233,7.06711799733,9.086873394,5.599623716,8.031881916,10.2846063125,8.449314912,4.8950638875,8.620110863,9.020020571,5.980374532,10.91047056,10.0714380735,7.794851492,7.621431263,Control
10.39822827,7.94301456,11.76666981,6.968670032,8.876516089,9.6123935465,11.59532989,5.737356364,8.727649179,10.02877671,9.563958257,9.25541878,6.530101884,5.7204731125,7.67389439025,9.9325975015,8.292230886,9.79256887233,6.144052107,7.69135888233,7.595390134,4.9417720545,6.508829224,8.86747317133,5.66617813767,7.00556198633,12.72208073,5.244897759,11.23391938,5.329532427,8.50448489433,10.95576997,7.8367885654,9.834607654,12.3968015,7.14692654425,9.13174371233,7.1865161145,8.40855910733,12.36339568,4.95444207,8.47332844233,7.849500691,5.827572151,9.5152625605,9.977156661,6.794023405,7.995118605,7.55297859,7.686152286,6.404294855,8.959249336,10.21155408,7.192468208,7.951694331,8.951489538,6.77223276467,7.216096853,8.635646596,5.301232095,8.705564246,10.41973449,8.559186941,5.400356387,8.290227544,9.08656909833,5.143343669,11.30718958,10.0528315565,7.2347296775,7.51710071,BRCA
10.5013399,8.714658623,12.3181333,9.100820741,8.848649378,9.7215995865,12.23463043,5.144669712,8.343664452,10.84461576,9.6648307085,8.66705043,6.2067188335,6.7995961795,7.78296486275,10.2171466125,7.788622299,9.672572455,6.351120887,7.803674043,6.463855889,5.440003636,6.78934168,9.12384909033,5.508637273,7.10735653367,13.45429804,4.950248224,11.78170407,4.658907841,8.88242373233,11.59290561,8.407538505,9.940736117,12.23093318,7.3406830635,8.836374252,7.466526439,8.753262552,12.44065386,5.605858198,7.78303006933,7.518242268,5.602001935,9.736617121,10.2657529545,7.309012323,7.803939173,8.340875026,8.536228878,6.783656769,10.05314227,8.806808273,8.563578707,7.020066336,8.660175215,6.368644342,6.733041683,8.321388251,5.917677146,9.018381808,11.167651705,9.537820753,5.4349492835,9.23553628,9.50679227233,5.770175754,11.48278541,10.560145025,7.55618079,7.990871388,BRCA
10.88836296,7.607850191,11.4871292,8.900701647,7.780883037,8.856270335,12.55220564,5.077041333,8.780237192,10.81469083,9.2974011565,9.626585664,5.6898668955,5.852535275,7.66565811375,9.1659038605,7.593299842,10.0813840367,5.923393601,7.488430529,7.171229662,5.437023285,6.029900759,9.07992671533,5.39082822733,7.18314271567,13.2092074,4.938534277,11.42477793,5.448978555,8.61081870833,11.75448264,7.815186903,9.8846707345,12.38307791,6.6570584775,8.90382847667,7.339286884,8.59526600767,12.80008194,5.525294697,7.106772301,7.93180289,5.919585149,8.7382979845,10.657609778,6.511223551,6.787808308,8.641538014,8.528103528,6.307661327,10.06753558,8.175575903,8.54325529,6.574181472,8.434608552,6.515340765,6.82095808167,8.618937076,4.754101184,8.960350342,11.02357489,9.358629843,6.1029119045,9.075560123,9.70946775067,5.208879341,11.93949851,9.8959898455,6.9443344805,7.961624956,Control
10.48569377,13.38150649,12.1476375,8.422297266,9.209015634,9.7284822005,11.78113439,4.993460669,8.871074429,10.59878323,10.42538494,9.338569892,6.5280698655,6.032212702,7.63769993875,10.166450049,8.738583034,9.812186321,6.04931016,7.66646509333,7.78560143,5.53521304425,6.555513741,9.132987602,5.48316866233,6.978737646,12.86854581,4.595204309,11.44807772,5.236472042,8.33329569267,11.27014362,8.3137721662,9.73574804725,12.4865699,7.3490163655,8.843634516,7.3898881085,8.78451801467,12.43084983,6.326164856,8.19561097567,7.667078047,5.716724307,10.558272268,10.316016191,7.1899139695,8.132321229,8.082602973,8.070364001,6.590404128,9.175762306,10.47673636,7.95691498,7.625783943,8.805970434,6.829527269,6.850225344,8.133631753,5.358792935,8.825086879,10.962011615,8.493376264,5.0844784145,8.962217233,9.278796971,4.509722249,11.28286272,10.485947909,7.193690502,7.713319706,BRCA
10.09998588,7.77185443,11.148669,8.099138854,10.2691356775,10.562819107,11.69454954,5.342529189,8.312021987,10.57581366,10.327300587,10.89405437,7.459016473,6.6832421315,7.6780103145,10.233049482,7.7743936,9.3927757,7.044998189,8.20934363967,6.340122152,5.321740441,6.156543881,8.45000545933,5.29014491967,6.95766233033,12.97619003,4.639406925,9.879660254,5.56797692,7.975737601,11.31701417,7.381597763,9.2469163055,11.84250171,7.1141425905,8.83170018467,7.228681796,8.23728429667,12.11321645,6.953443134,8.40178766233,8.389159281,4.769786816,9.7294624885,10.967936619,7.111104928,8.462462524,7.144814038,8.945386131,6.905631069,8.730717323,9.460712428,7.624468551,8.440257839,9.048637487,7.06778512333,7.105405007,8.217983287,5.557510609,8.237976077,9.311417059,8.155856887,4.5827648675,8.876809389,9.30535278067,5.159277237,10.43684194,10.5716223565,7.8135609365,7.576259705,BRCA
10.86957864,8.239337323,10.59236386,7.317731701,7.5952523985,8.988691264,11.90579323,5.263890047,8.40714147,10.42828194,8.7842082885,8.950804556,6.8591110825,5.064700557,7.32932741625,8.8978085215,8.137837934,9.89970316267,6.24317934,7.24879049533,8.631760133,5.803419637,6.299579521,9.05641503767,5.33349002367,6.984471973,12.0948349,4.872350143,11.02017803,5.56637320333,8.83704525933,11.60957135,7.0343697216,10.4373536492,12.28023003,6.696314987,9.26831590467,7.250754647,8.38940901367,12.95796723,5.268482349,7.06717162267,7.312545209,5.401230463,9.7555137595,10.3060923515,6.4052164875,6.194663913,8.353809701,7.912427008,5.832707292,9.560209161,10.32885473,7.878788361,7.484019523,8.448282691,6.844981819,7.24682448,7.446217194,5.250782787,8.899554147,10.36134469,9.011158142,5.163737181,7.585190017,9.19443575833,5.025927152,11.88149458,9.413804304,6.574167269,6.508908434,BRCA
10.20970043,6.94866253,12.62053951,8.193452823,9.064093402,9.8667531445,12.10010062,5.032113243,8.517296488,10.53323265,9.498634571,9.030143702,6.5351644145,5.976364507,7.7874836945,10.110040167,8.17986074,9.52227834333,6.887284979,7.94081413333,8.058155641,5.542051272,5.401401144,8.89594887333,5.40203589067,6.63447261633,12.58929307,5.455829609,10.96869939,5.526905936,8.59221350267,11.07399778,8.0646141162,9.880035393,12.28213433,7.624434511,8.592726952,7.829207208,8.698266317,11.78375755,5.540872931,7.541164971,7.578601249,5.30196368,9.667409219,9.5796796905,7.316612918,8.048801705,7.077780077,8.322898347,6.465897452,9.875388873,6.919939268,7.349748135,8.755289134,8.801652691,6.66753475033,6.88791071367,8.743488986,5.247463545,8.290941698,11.04405508,8.488313278,4.968024817,8.573761846,9.14251381767,5.083438106,11.5155078,10.3861212215,7.6913063075,7.713285334,Control
10.54869216,6.74994022,12.57347448,9.814767147,9.074471053,10.0259546485,12.28491381,5.349622922,8.810411873,10.9042999,10.214418501,9.510972362,6.489624237,6.8211182055,7.91479650025,10.40614817,7.861522945,9.83242813033,6.712186921,8.15213927267,7.493537511,5.42342032575,6.694083165,9.38524725133,5.295659432,6.91637538633,13.52808598,4.827579315,11.41351702,5.319191669,9.27878913267,11.55749974,8.3232637688,9.81733611825,12.32274087,7.56480015325,8.67111534333,7.490525055,8.85937791067,12.36339568,6.760856726,7.38587481133,7.589915367,6.134432096,9.51716198,10.768548368,7.439240242,7.880044356,8.308590598,8.292806045,6.585116999,10.05113454,8.037507317,9.023512585,6.969476102,8.745490404,6.42085294333,6.99789632633,8.423768416,4.745656394,9.106668358,11.38681727,8.867071067,5.574872188,9.401680126,9.60618490967,5.244897759,11.41436827,10.710447224,7.3854032445,7.769707491,BRCA
10.3731319,7.084333057,12.25427582,7.322741917,8.662343424,9.249646524,11.66204091,6.304287999,8.867186927,10.13990978,9.820988071,8.525443607,6.544407535,6.1102935065,7.76675220375,9.544101994,8.49584616,9.76223743567,6.764278222,7.63868673067,7.784080438,5.619345899,6.427443278,9.14084531633,5.46293069433,6.97845441,12.49828211,4.810457607,11.49792431,5.282648623,8.690064676,11.61377578,7.9361738904,9.8378405575,12.2610269,7.32034384775,9.17103615667,7.3807040615,8.74876436,12.33572539,5.447092526,7.968922108,7.748010194,5.846751073,9.812887816,10.501705028,7.2967897025,7.463240557,8.163097554,7.337981137,5.745379368,8.740388881,9.833428205,7.010559225,7.206333395,9.25541878,6.76847749733,6.95030749333,7.702122675,5.203799462,8.622675197,10.779486995,8.570644248,5.333155571,8.551228685,8.970061217,5.029686155,11.4871292,10.030438187,6.812584605,7.693210109,BRCA
