@relation data

@attribute id string
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1026 numeric
@attribute 1647 numeric
@attribute 1869 numeric
@attribute 317 numeric
@attribute 4193 numeric
@attribute 472 numeric
@attribute 581 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 596 numeric
@attribute 7078 numeric
@attribute 7157 numeric
@attribute 898 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.2967640855,1.6509813072,3.3594499677,2.2282689957,0.1608625433,0.1030333459,-0.0354759898,-0.0661986022,0.7895966098,0.4170598776,1.4593906332,-0.0618729870,2.9913217402,0.9853307140,1.2872339672,BRCA
GSM481003,0.3862321187,2.0218701660,3.0403829142,2.5227255374,0.3838606802,0.1110656509,-0.0666174864,-0.1056909030,1.1044230957,0.4086979734,1.6346685103,-0.0646676839,1.6111102341,0.9925875762,1.2527999394,BRCA
GSM481004,0.2243766762,2.4203961939,3.0274459125,2.2065015881,0.4496613113,0.0268829770,-0.0436277898,-0.0821350421,0.4883667428,0.2011434678,1.6619296756,-0.0883470983,2.0047412189,0.8802483742,1.4226152879,BRCA
GSM481005,0.2160567825,1.6965493859,3.2873637975,2.4416533410,0.3527724375,0.1940816199,-0.0388047886,-0.0263808509,1.0273913688,0.7030548256,2.1236051734,-0.0833753531,2.8156545472,0.9015575944,1.3357575516,BRCA
GSM481006,0.2957256202,2.0035383105,3.2162807881,2.7716638297,0.3129080268,0.0576291601,0.0404348410,-0.0131001265,0.8656490569,0.6889269474,1.6552993021,-0.0787858003,2.0911859569,1.3752852871,1.1979828272,BRCA
GSM481007,0.2692059731,2.3997609466,3.1362124086,2.7513282745,0.4946888254,0.0884708629,-0.0409890643,-0.0317684311,0.9085509542,0.6629691342,1.2351145123,-0.0395099294,2.0442646882,1.2977375326,1.3696007534,BRCA
GSM481008,0.7145212810,2.6693531871,2.8834402039,1.7389485090,1.5586611688,0.3583017097,-0.0201522052,-0.0287524567,0.9423102802,0.6538910852,1.6781765093,-0.0483734958,0.6920323712,0.9878225434,1.2536895500,Control
GSM481009,0.1897917593,1.6445278376,3.1617967563,1.9796646386,0.0817014255,0.0577980618,-0.0891779845,-0.0741165462,0.5673530965,0.6089003728,0.9449293574,-0.1458780054,1.3165029760,0.9829903326,0.7984491094,Control
GSM481010,0.4230568399,1.7503523453,2.8992610497,2.2337571234,0.3816741023,0.1383740484,-0.0505959386,-0.0522969667,0.8686887410,0.6300583106,1.1449683505,-0.0879259115,1.6856747324,0.7534921082,1.4125341330,Control
GSM481011,0.3164373107,2.3434683681,3.6372286978,2.6004650294,0.7909900944,0.0393868066,-0.0865562696,-0.0514790472,0.8156974314,0.2998918322,2.1114134911,-0.0457399186,2.0230685875,0.9952894231,1.5210852401,Control
GSM481012,0.2761391737,2.0338871329,3.1253992766,2.4064094275,0.1997919092,0.0910889479,-0.0180556478,-0.0600952140,0.7185526043,0.3807823643,1.0900593742,-0.0352481530,1.8779144598,0.8725762112,0.9956590385,Control
GSM481013,0.8216111784,3.3255677223,2.6682964415,2.1278450938,1.7821385400,0.0401316688,-0.0471014409,-0.0336836739,1.1471262296,0.6071917989,1.8421658798,-0.0221938008,0.6871873347,1.3992428302,1.3199703257,Control
GSM481014,0.4313007615,2.3293440788,3.2114973665,2.9123298376,1.7717852605,0.2117750549,0.0069465442,0.0231110066,1.3270182870,0.8343954146,1.7763802502,0.0680477506,0.5159258250,1.0247983021,1.1555345460,BRCA
GSM481015,0.4306591945,2.6663715245,3.6075988710,1.8262575567,0.6783411635,0.0709149898,-0.0056533028,-0.0129703451,1.2028775202,0.6405201038,1.7866000267,-0.0649266290,0.8685219769,1.2436508052,0.5240360164,BRCA
GSM481016,0.5725742598,1.6919438839,2.9940343796,1.8941188306,0.4176016889,0.2513437898,-0.1041934511,-0.0307458420,0.9103207662,0.6720304335,1.9076823832,-0.0723477973,2.6333530116,0.7893344704,1.3356360186,BRCA
GSM481017,0.4536998044,1.1116818788,2.4443219974,2.4450072199,0.3003523043,0.3078446260,-0.0077759603,0.0540303805,0.7321537730,1.1168828047,1.8173271818,-0.0652382017,2.3505842691,0.5631712906,1.1129867397,BRCA
GSM481018,0.4052431551,2.8581576942,3.3114707096,2.0620936007,0.3903010053,0.1387814534,-0.0960641892,-0.0797911159,0.7690533123,0.0730488367,1.0530253495,0.0390249889,1.8151461901,1.3061695902,0.7320231027,BRCA
GSM481019,0.4803836849,2.1261038185,3.0739026516,2.6380962134,0.7822593156,0.2208111041,-0.0218625244,-0.0548910358,1.5309901725,0.7332620420,1.8847912549,-0.0498768420,1.1891392178,0.8534259407,1.2134810296,BRCA
