@relation data

@attribute id string
@attribute 124975 numeric
@attribute 2678 numeric
@attribute 2686 numeric
@attribute 2687 numeric
@attribute 57733 numeric
@attribute 6470 numeric
@attribute 6472 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.7389260001,0.0531607943,-0.0086026280,-0.1419736327,-0.0986819741,0.5246722047,2.3052371189,BRCA
GSM480985,0.2733634697,0.0478654739,0.2124802101,-0.0617751201,-0.1029226040,0.7256048527,1.7081422118,BRCA
GSM480986,0.3922387589,-0.0050161532,-0.0056226428,-0.1102548969,-0.0712000964,0.6107669504,2.1070327232,BRCA
GSM480987,-0.1888656420,0.1459580257,-0.0365067994,0.1948309065,-0.1088984865,0.2295919306,2.7036347436,BRCA
GSM480988,0.1533369240,-0.0272120974,0.0000935336,-0.1269290171,-0.1163688909,0.6576746296,2.0358753547,BRCA
GSM480989,0.6026586369,-0.0204546223,0.0049610597,-0.1865025629,-0.0676279965,0.7404783234,2.5622679087,BRCA
GSM480990,0.1094741772,0.0316379000,-0.0230844764,-0.1539158821,-0.1174538767,0.5637513181,2.5281098990,Control
GSM480991,0.7686269781,0.0913663959,0.0395486145,-0.1462610633,-0.0690932109,0.4546593393,2.1745808675,Control
GSM480992,1.1955761050,0.0516481200,-0.0293508864,-0.1639955076,-0.1226732947,0.5097267514,2.5904553533,Control
GSM480993,0.8555655859,0.0791009124,0.0223074344,-0.0774891284,-0.0978675294,0.6254845240,2.4578503370,Control
GSM480994,0.7960257099,0.0314171280,-0.0508901994,-0.1654959074,-0.0975299121,0.6621451487,2.4663310326,Control
GSM480995,0.0903311556,-0.0207639107,0.0530957756,-0.1277036130,-0.1398484731,0.2151496243,2.2229879820,Control
GSM480996,0.8968750122,0.0014497258,-0.0232581042,-0.1546481726,-0.1287797685,0.5370455124,2.6331050808,BRCA
GSM480997,-0.1899446621,0.1483036267,0.1499800370,0.1130234740,-0.0740982504,0.1419965109,2.9166970528,BRCA
GSM480998,0.3537764226,0.0929609400,0.0755173367,-0.1632151407,-0.0698591600,0.8131052808,2.5935312463,BRCA
GSM480999,0.1213609158,0.0762036621,0.0886791258,-0.2034337418,-0.1191655323,0.8373704250,1.6755527304,BRCA
GSM481000,0.6322665002,0.0994036608,0.1548544340,-0.1445969376,-0.1207526831,0.7257346928,1.7539130014,BRCA
GSM481001,0.0012631093,0.0729066701,-0.0101445213,-0.1800363924,-0.0770424045,0.1917191477,1.8450765655,BRCA
