@relation data

@attribute id string
@attribute 5579 numeric
@attribute 1742 numeric
@attribute 5578 numeric
@attribute 59283 numeric
@attribute 10369 numeric
@attribute 10368 numeric
@attribute 23426 numeric
@attribute 9495 numeric
@attribute 5582 numeric
@attribute 1175 numeric
@attribute 4905 numeric
@attribute 1173 numeric
@attribute 27092 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 2892 numeric
@attribute 2891 numeric
@attribute 2890 numeric
@attribute 4193 numeric
@attribute 80852 numeric
@attribute 1739 numeric
@attribute 161 numeric
@attribute 163 numeric
@attribute 160 numeric
@attribute 4646 numeric
@attribute 2036 numeric
@attribute 9463 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.0586,0.4022,0.5534,0.1778,-0.0876,-0.1115,-0.0152,0.2208,-0.0574,0.6911,0.8275,1.3909,-0.1045,0.1107,0.0018,0.871,0.6395,-0.1027,-0.1559,-0.1013,1.3662,-0.1081,0.7041,0.6255,0.9924,0.9412,0.1522,-0.0562,0.4089,Control
A02,0.7032,0.2515,0.2001,0.1513,-0.144,-0.1857,-0.1007,0.4056,-0.1301,0.7446,0.5764,1.3965,-0.1181,0.2623,0.1255,0.6333,0.4503,-0.128,-0.08,-0.0893,1.1733,-0.0136,0.4667,0.4449,0.7956,0.9788,0.3063,-0.0857,0.2121,Control
A03,0.9762,0.4125,0.1966,0.2451,-0.122,-0.1673,-0.1294,0.2541,-0.1328,0.842,0.871,1.4416,-0.053,0.2189,0.1008,0.8023,0.5131,-0.1402,-0.0855,-0.0914,1.5264,-0.0433,0.5798,0.5451,0.9877,1.1465,0.3141,-0.0734,0.3078,Control
A04,0.82,0.3283,0.3061,0.2315,-0.1764,-0.1088,-0.1012,0.1558,0.0051,0.868,0.5803,1.5436,-0.1461,0.1397,0.0872,0.6998,0.4799,-0.0852,-0.0429,-0.1044,1.155,-0.0323,0.5594,0.4737,0.7969,0.9386,0.2118,-0.0677,0.301,Control
A05,0.9512,0.4891,0.3059,0.2196,-0.1191,-0.1321,-0.0367,0.4368,-0.0102,1.0439,0.811,1.6424,-0.084,0.1933,0.0829,0.7777,0.5432,-0.0873,-0.0927,-0.0863,1.345,-0.0413,0.5875,0.6169,0.9036,1.2436,0.1486,-0.0385,0.4381,Control
A06,0.9045,0.3335,0.296,0.136,-0.0823,-0.1196,-0.0799,0.2352,-0.1858,0.7534,0.7668,1.4526,-0.1007,0.2303,0.0537,0.5939,0.4865,-0.1027,-0.08,-0.0785,1.2339,-0.0774,0.5196,0.4861,0.9066,1.0622,0.1046,-0.0848,0.4165,Control
A07,1.3099,0.3991,0.5102,0.1113,-0.1485,-0.1294,-0.0619,0.5711,-0.1581,0.7397,0.9076,1.5088,-0.0984,0.2357,0.107,0.9005,0.5939,-0.1462,-0.0754,-0.0722,1.3922,-0.0632,0.7014,0.5502,1.0412,1.064,0.156,-0.0982,0.3185,Control
A08,1.4137,0.2459,0.8364,0.1028,-0.1638,-0.1508,-0.0557,0.4035,-0.1612,0.5712,0.9395,1.3102,-0.0805,0.1735,0.0326,1.242,0.6051,-0.1403,-0.143,-0.1318,1.4066,-0.1297,0.9296,0.565,1.1033,0.9477,0.2011,-0.0605,0.3673,Control
A09,1.2508,0.3004,0.5718,0.1088,-0.1012,-0.0743,-0.0737,0.4754,-0.1546,0.7881,0.822,1.4113,-0.0972,0.2185,0.0954,0.8183,0.5577,-0.1085,-0.0608,-0.0688,1.302,-0.0361,0.6366,0.5189,0.968,0.9538,0.1323,-0.0684,0.3596,Control
A10,1.3167,0.3417,0.3781,0.2073,-0.1262,-0.1321,-0.0688,0.076,-0.0174,0.839,0.8405,1.4946,-0.0583,0.096,0.0153,1.0998,0.6079,-0.0946,-0.0835,-0.1004,1.3575,-0.0706,0.7837,0.5151,1.0609,0.9104,0.4571,-0.0558,0.2869,Control
