@relation data

@attribute id string
@attribute 10229 numeric
@attribute 27235 numeric
@attribute 3242 numeric
@attribute 51004 numeric
@attribute 51805 numeric
@attribute 6898 numeric
@attribute 84274 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.5945579405,1.2688080301,-0.1661748589,0.6721121173,1.3296936353,-0.0959256387,0.9642983542,BRCA
GSM480985,0.4314444316,0.8534322198,-0.2325517400,0.7456766938,0.6869948322,-0.0912240379,1.0958774190,BRCA
GSM480986,0.5610295581,1.2735842219,-0.1693687250,0.9071505863,1.3811225229,-0.0775176493,1.1355315248,BRCA
GSM480987,0.4607996160,1.1384769420,0.0682456527,0.4405455292,0.9980743826,-0.0577166219,1.0372454126,BRCA
GSM480988,0.4733888790,1.1172165015,-0.1019367695,1.0992987307,1.2248940337,-0.0697616324,1.3130940927,BRCA
GSM480989,0.6573392947,1.1739015561,-0.2125296551,1.0107401558,0.8443066080,-0.0131793535,1.2040502496,BRCA
GSM480990,0.4333771217,1.0470468966,-0.1352378274,0.6576305710,0.9007879331,-0.0583580705,0.6377037517,Control
GSM480991,0.4728388289,1.0929955711,-0.1801869899,1.0454405397,0.9641836914,-0.0510956025,1.1054612266,Control
GSM480992,0.3117953608,1.0940991553,-0.2258459096,0.6774181500,0.7002657983,-0.0672809145,0.7770569308,Control
GSM480993,0.5891582783,1.1946026476,-0.2645353991,0.9325939243,1.1219389671,-0.0503043692,1.0696915023,Control
GSM480994,0.4323571355,1.0712785944,-0.1891872140,0.8617099872,0.9443592030,-0.0683848297,0.8768073337,Control
GSM480995,0.5963283211,1.0890604499,-0.2248631260,0.4071561303,0.8690647581,-0.0873897151,0.8683961529,Control
GSM480996,0.5268951454,1.1752672251,-0.1890889435,0.7195052008,1.2395749024,-0.0180847987,0.9447360087,BRCA
GSM480997,0.5285496685,0.8863772123,0.0141167501,0.9676364810,0.4228013754,-0.0093979661,1.0268751349,BRCA
GSM480998,0.5938204156,1.3373509180,-0.1802798256,0.4194868070,0.8516086969,-0.0518743016,0.8704107634,BRCA
GSM480999,0.5574598948,1.4465406608,-0.2232354666,0.7472740710,1.0961086286,-0.0748382436,1.2290334702,BRCA
GSM481000,0.5731035312,1.1532981739,-0.2359639464,0.5847045543,1.0080570812,-0.1055358571,1.0371953844,BRCA
GSM481001,0.4304183028,0.8813973055,-0.2206506720,0.4158315777,0.5208319360,0.0147717012,0.8707283502,BRCA
