@relation data

@attribute id string
@attribute 79587 numeric
@attribute 55157 numeric
@attribute 57505 numeric
@attribute 79731 numeric
@attribute 2617 numeric
@attribute 57176 numeric
@attribute 3735 numeric
@attribute 55699 numeric
@attribute 10352 numeric
@attribute 51067 numeric
@attribute 25973 numeric
@attribute 92935 numeric
@attribute 80222 numeric
@attribute 54938 numeric
@attribute 57038 numeric
@attribute 23438 numeric
@attribute 23395 numeric
@attribute 5859 numeric
@attribute 124454 numeric
@attribute 10667 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.7976,0.792,0.4295,0.4617,1.5025,0.3104,0.6022,1.4319,0.2653,0.9742,0.5374,1.3295,0.7794,0.3215,1.1144,1.0655,0.6145,1.6166,0.2724,0.213,Control
A02,0.5607,0.7006,0.2613,0.1544,1.3438,0.2501,0.4613,1.2952,0.1066,0.6529,0.3928,0.9085,0.5927,0.1809,0.8369,0.8901,0.4247,1.5927,0.1252,0.126,Control
A03,0.726,0.849,0.3268,0.2883,1.4721,0.3137,0.6356,1.3302,0.1816,0.8933,0.5407,0.9686,0.7447,0.2925,0.9444,0.9401,0.5885,1.5939,0.2343,0.1737,Control
A04,0.5238,0.6538,0.3878,0.2288,1.4328,0.2709,0.5247,1.3621,0.1723,0.6524,0.4619,0.8945,0.6692,0.2414,0.8273,0.8794,0.4261,1.7123,0.1739,0.1472,Control
A05,0.7546,0.8561,0.4019,0.2598,1.5403,0.3693,0.5494,1.4956,0.2278,0.8081,0.5442,1.0724,0.7712,0.365,0.9512,1.0553,0.5154,1.7642,0.2349,0.1488,Control
A06,0.7145,0.7401,0.314,0.245,1.3647,0.2107,0.5058,1.365,0.1193,0.7289,0.5111,0.8789,0.7062,0.2642,0.919,0.9752,0.5243,1.6921,0.2253,0.0892,Control
A07,0.759,0.8121,0.392,0.3494,1.4572,0.2618,0.497,1.3829,0.2647,0.9205,0.5924,0.8593,0.7292,0.2072,1.0627,1.0663,0.5289,1.7178,0.197,0.302,Control
A08,0.7775,0.7811,0.3414,0.4489,1.5203,0.2914,0.546,1.3326,0.3171,0.7452,0.3986,0.7737,0.7116,0.2847,1.2576,1.0227,0.5866,1.4673,0.2498,0.4801,Control
A09,0.661,0.6345,0.2766,0.3889,1.4504,0.2216,0.4986,1.3243,0.2204,0.7789,0.5286,0.9925,0.6338,0.3082,0.9192,0.9168,0.522,1.4906,0.1872,0.2637,Control
A10,0.7229,0.7775,0.3203,0.3658,1.4756,0.1449,0.5552,1.435,0.255,0.7383,0.512,1.1242,0.668,0.2893,1.0885,1.019,0.6018,1.6055,0.1815,0.3172,Control
A11,0.5025,0.5002,0.1311,0.2606,1.1935,0.0643,0.4091,1.0861,0.0846,0.8031,0.4728,0.749,0.4494,0.1935,0.7646,0.7178,0.4104,1.3499,0.2361,0.1279,Control
A12,0.2941,0.4466,0.1403,0.0816,1.1202,0.2334,0.2946,1.1358,0.0744,0.3513,0.4957,0.6318,0.4503,0.0445,0.6907,0.611,0.3073,1.4516,-0.0745,0.1203,Control
B01,0.6525,0.5383,0.2293,0.3416,1.4383,0.2068,0.6719,1.2534,0.2145,0.6938,0.3029,0.8923,0.6422,0.0409,1.0345,0.9921,0.5157,1.4524,0.0762,0.2006,Control
B02,0.7599,0.7498,0.4636,0.3108,1.5835,0.3073,0.6824,1.4964,0.2127,0.789,0.4505,1.12,0.7837,0.3254,1.0267,1.1962,0.5432,1.9215,0.2491,0.1517,Control
