@relation data

@attribute id string
@attribute 1017 numeric
@attribute 1019 numeric
@attribute 1021 numeric
@attribute 1026 numeric
@attribute 1029 numeric
@attribute 10912 numeric
@attribute 1111 numeric
@attribute 143686 numeric
@attribute 1643 numeric
@attribute 1647 numeric
@attribute 25898 numeric
@attribute 27113 numeric
@attribute 27244 numeric
@attribute 2810 numeric
@attribute 317 numeric
@attribute 3479 numeric
@attribute 3486 numeric
@attribute 355 numeric
@attribute 3732 numeric
@attribute 4193 numeric
@attribute 4194 numeric
@attribute 4616 numeric
@attribute 472 numeric
@attribute 50484 numeric
@attribute 5054 numeric
@attribute 51246 numeric
@attribute 51512 numeric
@attribute 5268 numeric
@attribute 5366 numeric
@attribute 54205 numeric
@attribute 545 numeric
@attribute 55240 numeric
@attribute 55367 numeric
@attribute 56475 numeric
@attribute 5728 numeric
@attribute 575 numeric
@attribute 581 numeric
@attribute 595 numeric
@attribute 6241 numeric
@attribute 637 numeric
@attribute 63970 numeric
@attribute 64065 numeric
@attribute 64326 numeric
@attribute 64393 numeric
@attribute 6477 numeric
@attribute 7057 numeric
@attribute 7157 numeric
@attribute 7161 numeric
@attribute 7249 numeric
@attribute 836 numeric
@attribute 83667 numeric
@attribute 841 numeric
@attribute 842 numeric
@attribute 8493 numeric
@attribute 85417 numeric
@attribute 8795 numeric
@attribute 891 numeric
@attribute 894 numeric
@attribute 896 numeric
@attribute 898 numeric
@attribute 900 numeric
@attribute 901 numeric
@attribute 9133 numeric
@attribute 9134 numeric
@attribute 9538 numeric
@attribute 9540 numeric
@attribute 983 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.5834629533,1.6314720287,0.9198608781,2.1393974684,0.4842657652,-0.1795726134,0.6528888869,0.0294148418,1.2996376786,1.7342155276,0.9514784215,0.0239596368,0.2604858801,3.2241453454,0.2989577477,-0.0297777642,2.4204935879,0.5622643714,0.1984446423,-0.0070708373,0.4333021512,0.2909193650,0.0107741015,1.4295305485,0.4893859166,2.8275855383,0.2161932514,0.9177714602,1.4456629788,0.2962079536,1.1410238634,0.3921754029,0.4387169965,-0.0447013347,0.2529164747,-0.1283563958,0.9030967818,1.5825335458,3.0128963211,0.7954551236,0.1913237815,1.3652462118,0.9454150788,0.7509691571,0.6244735540,0.7807964061,0.8841919228,-0.1360732363,0.1938736673,0.4014198135,0.4177476597,0.2062981343,0.2530695895,0.7251228292,-0.0942341608,1.0897716172,1.6099218839,0.3573680105,1.6426802428,1.8834737148,2.9728415012,1.1643960991,0.4087540737,0.5398516901,2.8402151267,2.1935204401,1.5315232102,BRCA
GSM480985,0.4411996799,1.1038011162,0.7256099795,2.2990302591,0.6616161629,-0.1219023449,0.0609673743,0.0330613129,1.3791755802,2.0508048685,0.9260753068,0.0785158289,0.4618843600,2.3231554627,0.3494800181,-0.0726949804,3.2418710142,0.6094995523,0.5380257235,-0.0835794543,0.4421121594,0.6492180103,0.0400061393,1.6584459842,1.0549763075,2.8351120153,-0.0439845570,0.7506743543,1.1908403144,0.0386221876,1.1142024285,0.3878645698,0.4221771745,-0.0779455331,0.1930055995,-0.0964299352,0.8407814422,1.5935095322,1.2142698060,0.8824251903,0.0231685794,1.5728479561,0.8961783055,1.2828698306,0.5589123735,0.8786496086,0.5955694337,-0.1123524452,0.2345843728,0.3647103445,0.2808068711,0.1230658667,0.2134292614,0.7321500711,-0.1371742317,1.0081416080,0.5083322379,0.1432181572,1.4025407806,0.6753045402,3.3358653918,1.4650840573,0.1234224694,0.0240563192,2.6039947667,1.6360912589,0.5325953874,BRCA
GSM480986,0.4792193069,1.3781034724,0.8395699189,2.2193307467,1.0047740482,-0.1886916590,0.2816253898,0.1666097715,1.0170438231,1.2829225361,0.7559358042,0.0129383448,0.3890630942,3.6006316618,0.2234449131,-0.0318582082,2.7614258825,0.4264019540,0.4508648704,0.0441754822,0.4064571449,0.2591863952,-0.0384828596,1.2813249430,0.3924423939,3.0106205940,0.1504633195,0.9651802514,0.9137061851,0.3220589667,0.9671990033,0.4196192781,0.3619924931,-0.1184266476,0.1655263530,-0.0641313858,0.9887473217,1.9378681357,3.0737281278,1.1835862659,0.3793093090,1.6408988789,0.8102682358,1.0811622637,0.5507296098,0.8583921324,0.8508987498,-0.0763476108,0.2363372804,0.2347654519,0.3407654681,0.1717739808,0.4383908262,0.7703315667,-0.1442476197,1.1387518238,1.5251714177,0.7189214824,1.5648168326,1.0686674790,3.0352695518,1.3859842078,0.3442725355,0.2420500529,3.0161489643,2.4251129099,1.0733144594,BRCA
GSM480987,0.4050084262,2.0535945445,0.2585912426,2.7037154810,0.7178355278,-0.2124087940,0.3051683142,0.0113823364,0.8109706053,2.1893143059,0.7147422472,0.0935844723,0.3272064274,0.8840734573,0.1720295425,-0.0316742232,1.2602842935,0.5515944428,0.0210100447,0.0336754173,0.4441315907,0.5978924480,0.0408815341,1.3640675447,1.1980752184,3.6840206783,0.0435621116,0.0334516965,1.6374730222,0.4047028517,0.5559675838,0.3931879936,0.1971134564,-0.0856536204,0.0919696689,-0.0531627978,0.7455377609,1.2294952867,2.9764761492,1.0083390245,0.0308974551,0.9205546065,0.7699832473,1.1856508434,0.6535952133,0.0778492043,0.8372933389,-0.1383569299,0.0932189133,0.2230391835,0.8192015751,0.1670144839,0.1857093530,0.7155324054,-0.1497241128,1.2204825070,0.9127785694,1.1189205793,1.1219945923,1.3236865311,3.5793297028,0.6211215291,0.1234770612,0.0952624018,3.0057377817,0.8994960189,0.5592251090,BRCA
GSM480988,0.4529012942,1.2271330877,0.7658719721,2.3901760505,0.7294182159,-0.1956971048,0.3160982717,-0.0014642029,1.2589739910,1.1994663142,0.5938316542,0.0499345936,0.5484926486,3.3110941611,0.2048250465,-0.0315514604,2.0492307021,0.2691697425,0.1554807661,-0.0762924356,0.2191124782,0.4193466701,0.0108373413,1.2677349825,0.0990862712,2.6458341280,0.1233951422,0.8692310702,0.5550585359,0.0992772953,0.9577910166,0.4213570772,0.6624170349,-0.0113827313,0.1527773529,-0.0691525397,0.6583364474,1.0011213121,3.0932169936,1.0864184139,0.1430062529,1.5644004906,0.7110780438,0.8081413746,0.5104246637,0.5305066860,0.6972457048,-0.1327985111,0.0900821621,0.1758982928,0.2947188452,0.2149495928,0.4995689597,0.9052450576,-0.1206230048,1.1679295203,1.3155103103,0.1301903638,1.1882289050,1.0074813106,3.1636883682,1.1496196137,0.3815990660,0.1240088557,3.1030424437,2.0033610131,1.2855403286,BRCA
GSM480989,0.6269943672,1.7527057604,0.6320741258,2.7720669135,0.8383054727,-0.2889277301,0.0727118015,0.0504942038,1.2239642664,1.1784485579,0.4388115308,-0.0185529106,0.3304063368,3.5424084142,0.2827313408,-0.0311918096,3.3541794719,0.2305710107,0.6575981652,-0.0633361472,0.3387733076,0.2738936658,-0.0284552162,0.9884952475,0.4122024022,3.4933746653,0.3333907014,0.9066370135,0.5995011515,0.0888926102,0.3942097547,0.5445976930,0.4305575179,-0.0236159911,0.0676769989,-0.1503205599,1.2923590124,1.7276778767,3.2419244376,1.1803532361,-0.0290374983,1.8751004364,0.7885182987,1.0926095081,0.4182397900,0.5293077247,1.2405139033,-0.1284807322,0.2283198774,0.1138846011,0.4658798026,0.1998820402,0.5414225689,0.4714254713,-0.2435024909,1.3942249417,1.5206583849,0.3798023226,1.8467159717,1.4748466095,3.2624063491,1.1405074330,0.2909707397,-0.0059800904,3.3952347437,2.4320995148,0.8374702217,BRCA
GSM480990,0.5995322283,1.6684504000,0.5905319539,2.7343542910,0.8380976487,-0.2177420476,0.1810615500,0.1207346374,1.1196458399,1.7728323936,0.3656486361,0.0284083723,0.3399332191,4.0529878587,0.2409829762,-0.0190866980,2.0700853093,0.3596986547,0.5362766675,-0.0377953903,0.2412416778,0.1207939147,-0.0003517558,1.2802926748,1.3165193795,4.0165597597,0.1570773792,0.9909971293,0.8585260274,0.0356193407,0.6061883210,0.4696572678,0.2679214654,-0.0012739711,0.1218786214,-0.0364910543,1.0487284085,1.6585228148,3.2084340398,0.5828239298,0.1579326764,1.6891548187,0.7618310136,1.0440023556,0.5028847061,0.6818625948,1.1059742302,-0.0759365780,0.2879380461,0.0401264709,0.5574766053,0.0764739330,0.3181734394,0.5103947977,-0.1666872984,1.2203301272,0.9279535208,1.5520711685,1.8123139142,1.1184334419,2.7148304250,1.0800760943,0.1946728425,-0.0066530572,3.5277067027,2.1079163550,0.8005220020,Control
GSM480991,0.2669265534,1.2661320120,0.6244839902,2.7373882608,1.0779144312,-0.2353426981,0.0262369086,0.1846981750,0.8034208903,1.6012346595,0.5281957993,0.0608475572,0.3486147290,3.7690806314,0.1191125174,-0.0214013296,3.0885228514,0.3676016834,0.7790597945,-0.0037197388,0.1550430985,0.2985044836,-0.0229581060,1.3486526558,0.4921195606,3.3572904270,-0.0466245881,0.9261429612,0.8064820518,0.1039387215,0.7214736505,0.4743502087,0.3332256039,0.0024503953,0.1739077011,-0.1054117988,1.0059922760,2.0593645064,2.1157750109,1.2640591513,0.1792929642,1.7451914375,0.8747471648,0.9943769185,0.4459484921,0.8245584206,0.9629745603,-0.1371682588,0.3037084810,0.1772719718,0.4773464942,0.2183779771,0.5430663557,0.6259762578,-0.1262529109,1.1966550216,0.5849728780,0.9200850685,1.7544829695,1.0403012996,2.9550824694,1.3332453389,0.0515380543,-0.0570300089,3.2508301733,2.6912807888,0.3363024906,Control
GSM480992,0.4398213812,1.5023378805,0.5115839695,2.7673748358,0.8590256640,-0.2800916471,0.1720501393,-0.0300080002,1.1721591799,1.2786797881,0.4493742059,0.0887204598,0.2772704529,4.0420022160,0.0999823145,-0.0093784845,1.6980881393,0.1906451891,0.6721777122,-0.0464381419,0.1692674994,0.1954490260,-0.0458585198,1.1035435498,0.5289712192,3.7499197320,0.1904516571,0.9346125510,0.3610368095,-0.0133180718,0.6217993744,0.4421829821,0.5873126095,-0.0167890441,0.1157030584,-0.1115875518,1.2841898705,1.9210771919,3.0597856910,0.7394272332,0.1084338603,1.8387142489,0.7019276484,0.8486150594,0.4623419470,0.6463765361,1.0991194739,-0.0822199088,0.3770529599,0.0732875811,0.5396913646,0.1025927702,0.4716532580,0.7125730894,-0.1869195461,1.2654160160,0.9908523523,0.9034816639,2.0394874661,1.1468315460,2.7266722387,1.2219246477,0.2822151612,0.0095680614,3.4144562087,2.4713798497,0.5412993354,Control
GSM480993,0.6524033558,1.6903067380,0.6702982026,2.7103066743,0.5618893513,-0.2469653262,0.3676773707,0.0105616483,1.1503277836,1.5869673565,0.6440725995,0.0559652076,0.3836846511,3.7246564776,0.2123312633,-0.0238642222,2.3227813169,0.2692942816,0.4421181488,0.0065748730,0.2608894107,0.2596011450,-0.0240370255,1.2759684425,0.4068696729,3.2747609617,0.2532911443,0.9264915146,0.7839237925,0.1211480606,0.6116522995,0.5126175932,0.7033081663,-0.1352934547,0.1433829642,-0.1317574704,1.1132435460,1.8622661701,3.2500903390,1.0875472625,0.1830886959,1.6580684599,0.8975892422,1.0076434334,0.6314778400,0.8519720612,1.0900611624,-0.0950498543,0.2714700667,0.1338819088,0.5947166444,0.1875540034,0.4849967851,0.8091934656,-0.1272781157,1.2428585407,1.7259579934,0.7281148552,1.6855859384,1.2135973303,3.1263792249,1.2967002876,0.4679560592,0.1897053587,3.1621411640,2.1238817639,0.8794380091,Control
