@relation data

@attribute id string
@attribute 10818 numeric
@attribute 117145 numeric
@attribute 1796 numeric
@attribute 1977 numeric
@attribute 1978 numeric
@attribute 1981 numeric
@attribute 208 numeric
@attribute 2246 numeric
@attribute 2247 numeric
@attribute 2248 numeric
@attribute 2249 numeric
@attribute 2250 numeric
@attribute 2251 numeric
@attribute 2252 numeric
@attribute 2253 numeric
@attribute 2254 numeric
@attribute 2255 numeric
@attribute 2260 numeric
@attribute 2261 numeric
@attribute 2263 numeric
@attribute 2264 numeric
@attribute 2475 numeric
@attribute 2549 numeric
@attribute 26281 numeric
@attribute 27006 numeric
@attribute 2885 numeric
@attribute 29904 numeric
@attribute 30849 numeric
@attribute 3265 numeric
@attribute 3643 numeric
@attribute 3667 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5140 numeric
@attribute 51422 numeric
@attribute 5170 numeric
@attribute 51719 numeric
@attribute 5289 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 53632 numeric
@attribute 54106 numeric
@attribute 5494 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 5564 numeric
@attribute 5565 numeric
@attribute 5571 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 57521 numeric
@attribute 57761 numeric
@attribute 5781 numeric
@attribute 5894 numeric
@attribute 6009 numeric
@attribute 6194 numeric
@attribute 6198 numeric
@attribute 64223 numeric
@attribute 6654 numeric
@attribute 6794 numeric
@attribute 7248 numeric
@attribute 7249 numeric
@attribute 7529 numeric
@attribute 8074 numeric
@attribute 81617 numeric
@attribute 8660 numeric
@attribute 8817 numeric
@attribute 8822 numeric
@attribute 8823 numeric
@attribute 92335 numeric
@attribute 9365 numeric
@attribute 9965 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2266074040,1.1373665630,0.2027700551,0.8597522228,1.4740312099,1.6980434832,0.1866127024,-0.0959319441,1.3267614989,-0.1762871710,-0.1062373124,-0.0754071569,0.0168192140,-0.2093641254,-0.1137022495,-0.0477593184,-0.2161553796,0.0155811251,0.2410193356,0.0884061476,-0.1016504577,0.2820005649,0.1568159528,-0.0559755744,-0.1158293262,1.3452941188,1.6441098186,0.1593386951,1.0380567778,0.7189722441,1.7296059516,0.4153290968,1.3243965731,-0.1122980219,0.7942531938,0.7530524665,1.3731179661,0.0643121879,0.6502234032,0.0817053106,0.7694715564,0.5895123826,-0.1903709059,-0.0480750479,1.2078851795,0.6972816498,0.5368377324,0.2999920529,0.5431077458,1.3033668929,0.5276523813,0.4586358647,0.0778244350,0.4376529633,0.3075884084,0.6681025633,0.6409841057,0.5011467330,1.9786010299,1.0731972919,0.4520576176,0.1797246685,0.5271620488,0.7897334355,0.1938736673,2.8649117788,-0.0340924725,0.0081437587,1.7108986220,-0.0951600964,-0.0490889529,-0.1763238942,0.4151548941,-0.1556499716,-0.0372295211,BRCA
GSM480985,0.1961294970,1.1544078001,0.3297663452,0.5953675452,1.3213309200,1.1983822426,0.2867683454,-0.0538758329,1.6304523406,-0.1791539672,-0.2054728947,-0.1222671150,0.0002340721,-0.1571875417,-0.0933386071,-0.0610003807,-0.1521962376,-0.0234685913,0.4042152469,0.2233810304,-0.0598898987,0.2869626373,0.2529188136,-0.0550016502,-0.1193893340,1.1583383579,1.4036846343,0.2231698683,0.5481084954,1.4519709642,1.1172559793,0.4587173745,0.8611773475,-0.1603495777,0.6079364413,0.6827738690,1.2413109362,0.0869224134,0.8534231111,0.1992576002,1.5476133191,0.4284647065,-0.1687008130,-0.0342530832,1.1445890237,0.8830770498,0.5711894630,0.3504684004,0.7091160180,1.2706286577,0.4521202200,0.5649788797,0.0538346215,0.2968498417,0.1706669584,0.5670814931,0.6127393824,0.3480824724,1.3981124721,1.1561554869,0.2324328587,0.2011654340,0.6093504278,0.8176683512,0.2345843728,2.6496851841,-0.0921292175,0.1540126286,1.6925420276,-0.1166461660,-0.0403011199,-0.1682637093,0.6066386350,-0.1143139040,-0.1026618472,BRCA
GSM480986,0.2346157938,1.2318787573,0.2048830986,0.7773986020,1.2712737771,1.6997357923,0.2145363198,-0.1175423815,1.2573384279,-0.1688804598,-0.1045109789,-0.1208768881,0.0297082320,-0.1229179195,-0.1263869470,-0.0555085976,-0.1950162309,-0.0139470198,0.4123239691,0.0827656148,-0.0640060714,0.3590194074,0.1934399384,-0.0422907576,-0.0691066993,1.5127595663,1.7274898837,0.1655364541,0.9493732134,0.6305229344,1.5409271829,0.4106089262,1.3830056341,-0.1157497097,0.8370573357,0.6777039026,1.3210873517,0.0848316987,0.3758222094,0.0859145318,0.9370587028,0.9117966590,-0.1877095143,-0.0651264098,1.2538033398,0.6173110976,0.4924874472,0.3304187802,0.4465487137,1.4931620293,0.5276161861,0.5706250406,0.0844743560,0.5801334640,0.2730668063,0.6322140187,0.4839221177,0.4292566602,2.0648790811,0.9039376048,0.5213745431,0.0952468054,0.6143145962,0.8369606192,0.2363372804,3.0484460116,-0.1015730846,0.0726626408,1.7672813784,-0.1309502897,-0.0894310109,-0.1505208182,0.5164339242,-0.1056222797,-0.0830833364,BRCA
GSM480987,0.1427862405,1.4451843989,0.6448303390,0.6698617379,1.8638020904,1.5315433110,0.2593453904,-0.0469170973,1.9014180861,-0.2013279921,-0.1352347418,-0.0704012527,-0.0109384979,-0.0606106228,-0.0746052922,0.0918128701,-0.1030124710,0.4268204676,0.2331278081,-0.0678577394,-0.1197582111,0.3142830003,0.0150168047,0.0373921808,-0.0468810112,1.4599798470,1.7524254223,0.1034916394,0.6616964770,0.6401312158,1.0927224898,0.2296363310,1.3380605279,0.0265754153,0.4190751875,0.5721121385,0.9581088146,0.0585118207,0.4246866423,-0.0142156617,0.9460729968,0.7047411791,-0.1255765253,-0.1253291883,1.3119391145,0.5598070415,0.1182318989,0.2737920291,0.4880580428,1.2468129198,0.4570317386,0.5260457562,0.0511663564,0.5878419488,0.9264364848,0.4882750814,0.3882937707,0.4548907419,1.7945703094,0.7655862770,0.5380178713,0.0700896732,0.5815484327,0.8187753238,0.0932189133,2.8611823956,-0.1018979139,-0.0177000490,2.1135375007,-0.0837802119,0.0274757206,-0.1828443080,0.4295428320,-0.0388330371,-0.0424048242,BRCA
GSM480988,0.1677499489,1.1129582889,0.0591934148,0.5148736254,1.1551737766,1.0212418811,0.1712146028,-0.0462988595,1.4178638011,-0.1259872242,-0.0637257189,-0.0796364632,-0.0446443974,-0.1480625038,-0.1115790940,-0.0564629030,-0.1611447267,-0.0280802871,0.4604880148,0.0949878236,-0.0479634552,0.3580759724,0.0162218561,-0.0831810653,-0.0769565511,1.6300611323,1.7065514632,0.1689293426,0.4589619954,0.7942385866,1.0320390261,0.2562269165,1.0662603861,-0.0908223533,0.7425629368,0.3119734156,1.2014169749,0.0645759152,0.5025178531,0.1213094126,0.6583551200,0.6638981731,-0.0784951129,-0.0204962117,1.0668525188,0.5218059314,0.4654544679,0.4236023692,0.3572364971,0.7106158957,0.4923907940,0.4829891018,-0.0383270433,0.6544386181,0.2053659119,0.3691913686,0.4704262694,0.2701222841,1.1622598935,1.0328786273,0.2623723376,0.0896705153,0.4373966316,1.0524424439,0.0900821621,2.7963664452,0.0652009845,0.0908581125,1.7855566228,-0.0668676585,-0.0343948951,-0.1233475321,0.7315496320,-0.1844835399,0.0139394299,BRCA
GSM480989,0.0739666941,0.7144241506,0.0306869735,0.4703791842,1.9222560303,1.7066463195,0.2270790681,-0.0535924282,0.8367116956,-0.2903095419,-0.2121142181,-0.1192933159,-0.0509171335,-0.2135716154,-0.0571538649,0.0229482314,-0.2254734385,-0.0391627001,0.5375178966,0.1158289276,-0.0940450271,0.2633598632,0.0295218532,-0.0989547546,-0.1119321744,1.6843677122,1.5978745951,-0.0886837151,1.1103506463,0.9314647937,1.2921628499,0.2400973081,1.2916537300,-0.1544674072,0.8018479110,0.6968581951,1.0167765478,-0.1017395506,0.3040667095,-0.0454611126,0.5104212239,0.8988893313,-0.2168305382,-0.1052780208,0.7920295680,0.4183589999,0.2841369687,0.3537920004,0.3215075144,1.5055198472,0.4168803811,0.8519349658,0.0375365682,0.5023262206,0.1600328848,0.3199180766,0.4437155496,0.4436409829,1.5248417939,0.2883380064,0.4247554607,-0.0037837656,0.6818606048,0.7036933890,0.2283198774,2.9099976381,-0.0588394306,-0.0009576898,1.8098528195,-0.1867110319,-0.1229064960,-0.1142169060,0.4106374845,-0.2680781978,-0.0349673268,BRCA
GSM480990,0.0910253619,1.0394195629,0.3191940224,0.5808486115,1.7020355538,1.8287894392,0.2749733657,-0.0872522743,0.6727853419,-0.2222175428,-0.1309761841,-0.1400111453,-0.0589513931,-0.1293648865,-0.0833524674,0.0638250800,-0.1733144059,0.2105314958,0.7100667811,0.0979461963,-0.0676360452,0.3352952178,0.0224591854,-0.0965109524,-0.0995558684,1.6475978081,1.6698938061,0.0158633405,1.1067612915,0.4862133904,1.1927469964,0.3191353141,0.9421872181,-0.1281781751,0.5004763796,0.6259951810,1.2829894094,-0.0005416643,0.4307222246,0.1950829520,0.5701667320,1.2032701898,-0.1984981659,-0.0677892822,0.9960498380,0.4202362334,0.0393349569,0.2651418656,0.2109162985,1.0926298862,0.4040678319,0.5468216389,0.1245269666,0.4544873537,0.1451181350,0.5040703920,0.3387474729,0.3061526690,1.7433930315,0.6969770806,0.5090261073,0.0120991491,0.8286488369,0.7404210174,0.2879380461,3.0515313069,-0.1150241851,-0.0157510355,1.6690170063,-0.1389606012,-0.0219037483,-0.1160131124,0.5627660641,-0.1529404919,-0.0108622886,Control
GSM480991,0.1959513792,0.9854386886,0.1953912625,0.6048336293,1.6131960900,1.7079852364,0.2449685031,-0.0352110606,1.1469792952,-0.2521384194,-0.0958660329,-0.0922250265,-0.0740444356,-0.0903247270,-0.1747664088,-0.0432925754,-0.1819738280,0.0341689920,0.3747201180,0.1150578033,-0.0892620515,0.3894767673,0.1424582922,-0.0123026431,-0.0949401484,1.5652074934,1.5292178656,0.0660234105,0.9763167946,0.9853625956,1.3663153568,0.3643042232,1.1985398679,-0.1291772951,0.7138718524,0.7252390346,1.1787281285,-0.0071913414,0.3718392522,0.0580118667,0.6246844594,0.9586069049,-0.2136778654,-0.0556087527,1.1397887210,0.5643821552,0.3465647588,0.3778735274,0.3635253890,1.3601767089,0.5071865046,0.6482640730,0.0588836264,0.5647792676,0.1885062516,0.4281628126,0.3654298311,0.4086606375,1.5108800084,0.6293849200,0.5430102912,0.0441448208,0.6071250964,0.8705600685,0.3037084810,2.9438177745,-0.0284166694,0.1331185111,1.6580591199,-0.0867652819,-0.0502093639,-0.1709811002,0.6440939855,-0.0552499257,-0.0384632954,Control
GSM480992,0.1511686269,0.7395304490,0.2604811109,0.5169219855,1.7438820154,2.2112330549,0.3295684198,-0.0409570441,0.5418168694,-0.3057333969,-0.0496722352,-0.1141117830,0.0044208332,-0.1298789143,-0.0933788869,0.0258469840,-0.1743849387,0.0771578398,0.7538120217,0.1903416143,-0.0968927870,0.3958090664,0.1112684448,-0.0833211234,-0.0761886927,1.5792976092,1.6847831909,0.1059529612,1.1827308424,0.7437479255,1.4904017857,0.2580534183,0.6252961718,-0.1213688531,0.6387557607,0.6805748290,1.2440570120,-0.0122369724,0.3555988693,-0.0417928508,0.5310987036,1.3458300016,-0.2237809359,-0.0616170052,1.0353381065,0.3441480973,0.1885730066,0.2391999368,0.2324048330,1.0753398239,0.4130200728,0.9082788116,0.1346057261,0.7170494109,0.3636012536,0.3612510420,0.3105769333,0.2475422347,1.5021562358,0.6317377240,0.7602454607,0.0183351703,0.7492861549,0.7955047986,0.3770529599,3.0823179564,-0.0258921865,0.0003179602,1.8067525298,-0.1190241074,-0.0788008998,-0.1994357212,0.6690385207,-0.1093699600,-0.0851074932,Control
GSM480993,0.2096646776,0.9756929396,0.2342834040,0.6632197241,1.7381645814,1.6924103990,0.3003267815,-0.0459778096,1.2827744316,-0.1487627139,-0.0889869287,-0.1238060605,0.0359701319,-0.1255675115,-0.1186989575,0.0049878068,-0.1411741254,0.0609922022,0.6417816671,0.1216994181,-0.0635286289,0.3445785162,0.1246793050,-0.0222045381,-0.0786250317,1.5582134934,1.9036231869,0.1276676427,0.9945207685,0.7982850877,1.3915128690,0.2800151646,1.2895348594,-0.0900435708,0.7082894048,0.7050229798,1.0560864289,0.0665985894,0.3556248992,-0.0141177758,0.7338769277,0.9450695349,-0.1266901352,0.0025515491,1.1864769247,0.5277534072,0.4264199110,0.3573280849,0.2972319146,1.3913483091,0.4741801064,0.7940912880,0.0415849929,0.6339994388,0.4811750927,0.5473878640,0.3602931440,0.4085757997,1.9926175220,0.5767357118,0.5801787774,0.0562111053,0.6791911472,0.7766399224,0.2714700667,2.9598939657,-0.0719391506,0.0898754366,1.9773138965,-0.0883901569,-0.0246798896,-0.1641326769,0.4197096896,-0.1327597602,-0.0512909564,Control
