@relation data

@attribute 10720 numeric
@attribute 10941 numeric
@attribute 124454 numeric
@attribute 1352 numeric
@attribute 1355 numeric
@attribute 1356 numeric
@attribute 2058 numeric
@attribute 210 numeric
@attribute 211 numeric
@attribute 212 numeric
@attribute 2235 numeric
@attribute 2495 numeric
@attribute 2512 numeric
@attribute 2990 numeric
@attribute 3052 numeric
@attribute 3145 numeric
@attribute 3162 numeric
@attribute 3163 numeric
@attribute 326625 numeric
@attribute 54490 numeric
@attribute 54575 numeric
@attribute 54576 numeric
@attribute 54577 numeric
@attribute 54578 numeric
@attribute 54579 numeric
@attribute 54600 numeric
@attribute 54657 numeric
@attribute 54658 numeric
@attribute 54659 numeric
@attribute 5498 numeric
@attribute 644 numeric
@attribute 645 numeric
@attribute 7363 numeric
@attribute 7364 numeric
@attribute 7365 numeric
@attribute 7366 numeric
@attribute 7367 numeric
@attribute 7389 numeric
@attribute 7390 numeric
@attribute 79799 numeric
@attribute 94033 numeric
@attribute Class {Control,BRCA}

@data
6.6481657865,5.564691589,8.480952861,10.02789602,7.5386734305,7.047454208,11.93257475,7.36196877367,6.25782276433,6.62667217267,7.1172826305,11.18913904,14.87845029,10.82235197,7.050701132,7.78584332667,8.819397657,5.287261033,7.71080837,5.745513828,4.989378887,5.316518,5.692518737,5.34774693033,5.533260613,5.048771569,4.917445181,4.845504173,5.73309076,9.196074082,10.11618835,8.576542096,6.04208923,7.321999924,5.057462456,4.938324343,5.67688054775,11.48188533,10.99741964,5.218245385,5.821079567,Control
7.937870279,5.301232095,8.883942361,9.858261238,7.2299624415,5.796955404,12.02694363,7.02648983233,6.50209327333,5.892864764,7.2842296735,11.62333067,14.61752065,10.97955044,7.2934370115,7.47192459667,8.01368714,5.887288406,9.001190806,6.918449222,4.255773643,5.34066129,5.789606185,4.89087691633,4.569042829,5.420053896,5.442455259,4.95444207,5.773212576,9.898760508,9.50895404,8.180905107,4.716563977,9.04325120967,5.346080415,5.1072423805,5.59827444375,11.20749043,11.21903252,5.033900371,5.359671604,BRCA
5.9412922905,5.932280461,9.116110723,10.06612994,7.5479621785,5.798187446,12.28941816,6.97381672067,6.13966463567,5.783711998,7.1283097005,11.53930922,14.450475135,10.95973052,7.6431044305,7.68393467667,8.045051277,5.038053386,9.583172639,5.001702332,4.277092785,5.275017526,4.689178439,5.20032288667,5.629656239,5.535750687,5.664561948,5.301049141,5.568952692,9.821567177,9.352739287,8.183128085,4.95623024,7.92662426633,4.428384769,5.8333037745,6.06882033,11.38801744,11.30662298,4.7157349535,6.1022441,BRCA
6.1921094465,5.062004299,8.800140445,10.53604832,7.9940687405,5.098254524,12.15122597,7.00642198233,6.50871709333,5.527611444,7.2332195145,11.53607976,14.14542511,10.980761,6.6822851325,7.013151839,8.243960734,5.651059765,9.88996823,5.460424154,4.845002284,5.693773551,4.681187829,5.147294809,4.851263383,5.62000808,4.832651143,5.464840793,5.490579154,10.35580562,10.17076418,9.04992417,4.8851370905,7.682566087,4.978894894,4.908600668,6.086641113,11.1404753,11.62848212,4.9021860855,6.105076296,Control
5.8896958225,5.518229233,8.631578266,9.657506535,7.115237108,6.017928169,12.15122597,7.01563201367,6.35649857967,5.54524183033,7.0495214335,12.13627672,14.71613912,10.81892586,7.646288896,7.656774205,8.214915415,5.330568483,9.352121312,5.185877691,5.022158329,4.694341356,4.980952113,4.743827314,6.02414858,4.854508448,5.409060987,4.708756286,5.902080364,9.764088312,9.387097072,7.887511753,5.519435083,6.35246380333,5.671725924,5.2005104115,5.3441354815,11.47878493,11.43638507,4.401800999,5.521373712,BRCA
10.6100650295,5.79064906,8.278683064,9.407427708,7.233293082,5.963249407,12.35836419,7.003868084,6.484042018,5.54513028567,7.6285967865,11.38730129,14.928466305,11.61638815,7.362391508,7.724721801,9.526274809,6.066633462,8.551228685,10.67589996,4.769786816,5.67695229,4.774802056,5.01757128133,5.688048317,5.291135005,5.186075849,4.63288196,5.591867317,9.503239959,9.464934258,8.022133529,5.5416179735,10.0165137127,6.729624567,5.3544884755,5.24320125275,10.96083116,10.97608812,4.847091857,5.51191964,BRCA
10.034899063,5.98687237,8.85945801,10.38787223,6.972118934,5.68566776,11.52544754,6.39887735333,6.54908244633,5.773175412,7.7819599065,11.32669367,14.13206333,10.39899511,6.943016402,7.50798599767,8.730454109,5.246418775,10.12919321,9.510754836,4.189689145,5.51191964,5.129706745,5.09458734533,4.276931831,5.057462456,4.547045185,5.229406468,5.197326058,10.68629503,10.74240652,8.54193016,5.387177849,9.33237919567,5.391983545,5.1462816115,5.4831119085,10.63162297,12.0995731,4.800901095,4.789483203,BRCA
5.402536842,5.341462114,8.562396156,9.868182506,7.526272682,6.47585956,11.90965135,7.29800001167,6.53147889067,5.51910813,7.0106233195,11.25593456,14.83470255,11.35119339,7.3905678675,7.888921028,8.99689792,4.983234478,8.100900305,5.167931151,5.384232247,5.167931151,5.536217098,5.15894364167,4.937828406,4.348143714,4.840729162,4.867045482,5.384232247,9.698179891,10.09852599,8.570407073,5.5091785575,6.291945442,5.265109838,6.692204361,6.5300702935,11.37964115,11.05050869,4.96422506,4.715635629,Control
9.5456637855,5.0188247,9.161560926,9.960313731,7.763876212,7.173030276,12.43207997,6.78723728067,6.24282418167,5.231512805,7.172056714,11.91235432,14.47509816,11.13292398,7.2691016225,7.99663700567,8.332709192,5.6227922,8.486574735,8.923536316,4.528802152,4.749683847,4.347200447,5.13439949667,5.582188094,5.221694654,5.298485344,5.011910695,5.766072507,9.684481761,9.933705821,8.527478106,5.2415956165,9.392384844,5.836814906,5.208036869,5.400347364,11.45847853,11.26747744,4.6728027165,5.40668228,BRCA
7.292380092,5.2209212,8.516567879,9.865930845,7.800446095,5.516811979,11.92604216,6.83069194233,6.31956175033,6.00599596233,7.2786639995,11.43412272,14.835532695,10.84395463,7.1011275735,7.64952365367,8.350852048,5.468103682,9.101017795,6.730983353,4.618426738,4.656520763,4.799361019,4.71463742167,5.557663769,4.790265497,4.73770262,4.958159726,4.981865493,10.1046155,10.14489117,9.337890083,5.5971585195,8.53381039433,5.888750097,6.387905425,6.45814549825,11.51246655,11.50889917,5.034665276,5.308713308,BRCA
