@relation data

@attribute id string
@attribute 10203 numeric
@attribute 10266 numeric
@attribute 10267 numeric
@attribute 10268 numeric
@attribute 10681 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 1081 numeric
@attribute 10846 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 113091 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 116 numeric
@attribute 117 numeric
@attribute 117579 numeric
@attribute 122042 numeric
@attribute 133 numeric
@attribute 134860 numeric
@attribute 134864 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 1392 numeric
@attribute 1394 numeric
@attribute 1395 numeric
@attribute 151306 numeric
@attribute 153 numeric
@attribute 154 numeric
@attribute 155 numeric
@attribute 1812 numeric
@attribute 196883 numeric
@attribute 2488 numeric
@attribute 2492 numeric
@attribute 2641 numeric
@attribute 2691 numeric
@attribute 2692 numeric
@attribute 2695 numeric
@attribute 2696 numeric
@attribute 27115 numeric
@attribute 2740 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2778 numeric
@attribute 2781 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2788 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 3274 numeric
@attribute 3360 numeric
@attribute 3362 numeric
@attribute 3363 numeric
@attribute 3375 numeric
@attribute 3640 numeric
@attribute 3972 numeric
@attribute 3973 numeric
@attribute 4157 numeric
@attribute 4158 numeric
@attribute 4159 numeric
@attribute 4160 numeric
@attribute 4161 numeric
@attribute 50940 numeric
@attribute 5136 numeric
@attribute 5138 numeric
@attribute 5139 numeric
@attribute 5140 numeric
@attribute 5141 numeric
@attribute 5142 numeric
@attribute 5143 numeric
@attribute 5144 numeric
@attribute 5150 numeric
@attribute 5151 numeric
@attribute 5153 numeric
@attribute 51764 numeric
@attribute 54331 numeric
@attribute 5443 numeric
@attribute 551 numeric
@attribute 554 numeric
@attribute 55811 numeric
@attribute 55970 numeric
@attribute 5729 numeric
@attribute 5732 numeric
@attribute 5734 numeric
@attribute 5739 numeric
@attribute 5741 numeric
@attribute 5744 numeric
@attribute 5745 numeric
@attribute 5746 numeric
@attribute 59345 numeric
@attribute 59350 numeric
@attribute 6019 numeric
@attribute 6343 numeric
@attribute 6344 numeric
@attribute 7252 numeric
@attribute 7253 numeric
@attribute 7432 numeric
@attribute 7433 numeric
@attribute 7434 numeric
@attribute 796 numeric
@attribute 797 numeric
@attribute 799 numeric
@attribute 79924 numeric
@attribute 83551 numeric
@attribute 8622 numeric
@attribute 9038 numeric
@attribute 9287 numeric
@attribute 9288 numeric
@attribute 9340 numeric
@attribute 94235 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1297234917,-0.0998235141,-0.0728455193,-0.1807840254,0.0798089453,-0.0680557761,-0.0785590173,-0.1434850633,-0.1070016746,0.7727496513,-0.1577812994,0.3797550982,0.5154408196,0.0037726344,-0.0726066500,0.1941818817,-0.0701907790,-0.0724355676,-0.1160861949,-0.1273827924,1.5384296871,-0.0754991560,-0.1983100227,0.0774725219,0.8201363743,-0.1055410258,-0.0642588306,-0.1190668897,-0.0499286729,-0.1540361319,0.7734410780,-0.0884746146,-0.1396255618,-0.0095319855,-0.1043151839,-0.1230961437,-0.1739749070,-0.0732375457,-0.1227716133,-0.0083130174,-0.0819764774,-0.1331707616,-0.0448212784,0.9581370279,0.2980682768,1.6708331763,1.1579167798,0.1456661709,0.7260348580,0.4609933963,0.0313797501,0.0069233231,-0.1135279069,-0.1004975033,0.1466962866,-0.1126273656,0.0373789289,-0.0761192118,-0.1268187499,-0.0854375433,0.0025635641,-0.1147158259,-0.0318671571,-0.1640382136,-0.1447723066,0.0120049536,-0.0861883984,-0.1448278818,-0.0945591559,-0.0563500905,-0.0087943960,-0.0815054614,-0.0497451102,-0.0436719163,-0.1122980219,-0.0773280572,0.2824386717,-0.1431920880,0.2769825692,0.3267857726,0.2593759578,-0.0502980826,-0.1072939529,-0.0862014922,-0.2911982873,-0.1985035242,-0.1270831722,-0.1187555007,1.4999495165,-0.1282863365,0.0839136798,0.4228090426,-0.0653884267,-0.0462404340,1.2404639460,-0.0503551566,-0.1265515818,0.7363625108,-0.1119718954,-0.0892857111,-0.0553354076,-0.0611534528,-0.0125411340,-0.1267585891,-0.1323579386,0.4679066009,-0.0956372909,-0.1148672779,-0.1062280273,-0.0585286491,0.2573990274,-0.0867807284,0.2155756652,0.0272687429,-0.0863935660,-0.1037316526,-0.2107823234,-0.0889600241,BRCA
GSM480985,-0.0600614400,-0.1152058991,-0.1697544597,-0.1576315141,0.0826668575,-0.1146877620,-0.1466375627,-0.1042820176,-0.1394424218,0.5223725109,-0.1766650246,0.4228589949,0.3467999483,-0.0503778516,-0.1656008608,0.2055798990,0.2441470384,0.0214900440,-0.1084715103,-0.1488831771,1.1828177604,-0.1337870279,-0.0661567127,0.4339564639,0.6156367002,-0.0775523365,-0.0733916736,-0.0835286653,-0.0887216923,-0.1954244811,0.3510406863,-0.1032906734,-0.1558829480,-0.0878300879,-0.1296455524,-0.0556744324,-0.1718670516,-0.1134955755,-0.0291048641,-0.0108541045,0.1590320946,-0.1136340466,-0.0318454343,0.9909502640,0.3047061024,1.2345138497,1.3204932428,-0.0567095398,0.6644044377,0.2952377253,0.0823840736,-0.0457163846,-0.1205803433,-0.1089069453,0.7772403410,-0.1372473919,0.0545901309,-0.0880245112,-0.1157349650,-0.0994623514,-0.0602359241,-0.1237772507,0.0123731595,-0.1274636294,-0.1031883439,0.0147076429,-0.1358844256,-0.1672823300,-0.1090017704,-0.0519409346,0.0126804350,-0.0769322264,-0.1590753292,-0.1023934945,-0.1603495777,0.0064639583,0.5640930598,-0.1678471444,0.2100930230,0.5721515210,0.1849182128,-0.0094352127,-0.1532745592,-0.0875385542,-0.2368778376,-0.1838939624,-0.1221172726,-0.1401366264,1.8644070503,-0.0830720114,-0.0618888510,0.1670026329,-0.0679283168,-0.1929961804,0.5041391799,-0.0326860100,-0.1419910476,0.4920368270,-0.0716223132,-0.0179354871,-0.1201552339,-0.1126760354,-0.0827654912,-0.1035125735,-0.1212789522,1.1720102629,-0.1317804807,-0.0732507894,-0.1871743721,-0.1347303254,0.2512987772,-0.1208583978,0.3705079535,0.0961359534,-0.1476351983,-0.1131537577,-0.1571180739,-0.1309516296,BRCA
GSM480986,-0.0906090465,-0.0775331960,-0.0700492851,-0.1156257344,0.1311043079,-0.0866454035,-0.1313444398,-0.1055345169,-0.0956476097,0.6232914684,-0.1350317207,0.1785444665,0.5399395962,-0.0899994242,-0.1195620130,0.1296261391,-0.0543583369,0.0117252088,-0.1238577411,-0.1286635292,1.6674548107,-0.1101753937,-0.1797974557,0.0829976448,0.8807082148,-0.1361164167,-0.0776984270,-0.0287304575,-0.0076702302,-0.1762460582,1.0159665872,-0.0845409847,-0.1632568433,0.0055539080,-0.0794397704,-0.1473217906,-0.1276569829,-0.0245654239,-0.0420364086,-0.0863539760,-0.0350234366,-0.1130709748,-0.0659141157,1.1200479176,0.3719062484,1.4959124994,1.3325283364,0.1593226222,0.6901387549,0.3422224569,0.0011673622,-0.0624810754,-0.0875566416,-0.1140261693,0.0591031552,-0.0677840849,-0.0889708259,-0.0913334578,-0.1081842220,-0.0941701749,-0.0331376051,-0.0813144803,-0.0050371011,-0.0445785416,-0.1665534705,0.0038114441,-0.1612325023,-0.1184569240,-0.1283865796,-0.0461207743,-0.0498401588,-0.0940318424,-0.1000505092,-0.0774503118,-0.1157497097,-0.0651868443,0.3051970954,-0.1189691439,0.1904815182,0.2763500656,0.1996228045,-0.0745279166,-0.0778376792,-0.0920514730,-0.2470346874,-0.1376522854,-0.1008414116,-0.1652222122,1.6156421010,-0.1674649212,0.2740200604,0.3756159892,-0.0361951560,-0.1302165947,1.5728661213,-0.0135978699,-0.0879638879,0.8650141478,-0.0561475782,-0.0190245359,-0.0929631639,-0.1287515238,-0.1172388479,-0.1177008505,-0.0909858317,0.3604620762,-0.1554995562,-0.0761147344,-0.1137558411,-0.0782565997,0.2888753246,-0.0904521274,0.1572416521,0.0497593090,-0.1182362447,-0.0699906404,-0.1530897067,-0.0372388086,BRCA
GSM480987,-0.0509485034,-0.0462969414,0.1443002357,-0.1582437981,0.0622019586,0.0948443130,-0.0932495861,-0.0277956750,-0.0976594920,0.9581980763,-0.1124067577,0.0528845680,0.8650637666,-0.0078173448,-0.1120932270,0.1242048581,-0.0721876526,0.0220808359,-0.0906160838,-0.1036222309,2.4535163492,-0.0735598842,-0.1340181207,-0.1137492121,0.6097856956,-0.0896271461,-0.0679220395,-0.0429970954,-0.0485272338,-0.1139230275,0.0490556673,-0.0567029751,-0.1559271504,0.2631349051,-0.0880560033,-0.1187588410,-0.1741403383,0.0025169231,-0.0757948879,-0.0920412516,-0.1125182325,0.1797262737,-0.0470799289,1.4479325302,0.3169702389,1.2553548241,1.2904711387,0.3034752385,0.7412058433,0.2116768266,0.1327404538,-0.0773168238,-0.1215972648,-0.1148385397,2.7066964706,-0.0742860082,0.0348619162,-0.0699271669,-0.0647252265,-0.1099446805,-0.0547632039,-0.0243801988,0.0076887742,-0.1012990114,-0.1705112861,-0.0379636466,-0.0735421639,-0.1752508117,-0.1431732073,-0.0781608822,-0.0943604798,-0.0067829336,0.0637598253,-0.0249245109,0.0265754153,0.0556405628,0.2253400490,-0.1412359689,0.6813656223,0.1077940076,0.2415783526,-0.0345881600,-0.1143018794,0.3232544249,-0.2855707779,-0.1600902959,-0.1506906622,-0.1456769232,1.7940059026,0.1245968121,0.5114473816,0.0566998978,0.0029881798,-0.1463995426,-0.0084226489,-0.0383719670,-0.1060727129,0.9243028046,-0.0540342881,-0.1074146847,-0.0116337152,-0.0744605550,-0.1127715625,-0.0490986898,-0.0814136540,0.0109190640,-0.1416118758,-0.0685463250,-0.0939675437,-0.0671186135,0.1979099324,-0.0642320084,0.0281241781,0.0607803774,-0.1112834404,-0.1268463307,-0.2171476334,-0.1600573949,BRCA
GSM480988,-0.0831183073,-0.0620651530,-0.0295407582,-0.1442795062,0.1375192484,-0.1114876393,-0.0557560889,-0.0943072840,-0.0188849836,0.3484778570,-0.0759397257,0.2434777927,0.2204383947,-0.0208444137,-0.0361867587,0.1508974081,-0.0282300558,-0.0641664564,-0.1281513144,-0.0970734644,1.4580975582,-0.0251966880,-0.1993995457,0.3700415004,0.7435683200,-0.1244380958,-0.0852124200,-0.0546496096,0.0857828360,-0.1390531168,0.6127511181,-0.0682348606,-0.1760987231,0.0293470489,-0.0657663360,-0.1342974594,-0.1276119560,-0.0740840611,-0.1244001398,-0.0049991421,-0.0227140924,-0.0992500307,-0.0000609723,0.7840176249,0.1900400466,1.2965172852,1.4781041429,-0.0280729356,0.5931581249,0.0215888636,0.1052846566,-0.0282164784,-0.0825194422,-0.0999999979,-0.0600983379,-0.1394877574,-0.0426573925,-0.0815421342,-0.1054675940,-0.0771322755,-0.0849022332,-0.0746695759,-0.0507714201,-0.0592949161,-0.0642064656,0.1078912398,-0.0755671573,-0.0841686911,-0.2436080835,-0.1462281649,-0.0083551142,-0.0897923800,-0.0147919913,-0.0471521532,-0.0908223533,-0.0404494236,0.3376429621,-0.1052724042,0.1795026204,0.1485455962,0.2487315452,-0.1184087246,-0.1443745749,-0.0541173976,-0.1893912958,-0.2237228405,-0.1105253156,-0.0798478004,1.2631580537,-0.2209774694,-0.0057037138,0.2592417565,-0.1107961158,-0.0819553540,0.9523426854,0.0131022858,-0.1523862923,0.6169386619,-0.0129014271,-0.0588396068,-0.1537360006,-0.0609668406,0.0112772534,-0.1355067287,-0.1575085779,0.9350457090,-0.1035154312,-0.0655560455,-0.1965670226,-0.0726601979,0.1139610561,-0.0927194763,0.2830253485,0.0578727299,-0.0356722159,-0.0535373480,-0.2042649714,-0.1318603578,BRCA
GSM480989,-0.0746320035,-0.2552715837,-0.0872765069,-0.2687793663,0.1395655114,-0.0620193510,-0.0467369777,-0.1766031547,-0.0864515958,1.0119184052,-0.1447008381,0.2998246142,0.3220232484,-0.0246450062,-0.0685872297,0.2054151728,0.0090446119,0.0034211903,-0.1029851752,-0.0852685239,1.6630005763,-0.0938948681,-0.1497456990,0.5655114608,1.1178768972,-0.1483737589,-0.0705921085,-0.0552785943,-0.1272921266,-0.1974490479,0.5177602072,-0.1188131544,-0.1462729566,-0.1595958304,-0.1344142110,-0.1183528796,-0.1843411558,-0.0683871433,-0.1271433192,-0.0029640446,-0.0727622043,-0.1631268016,-0.0035835049,0.4984121071,0.4542093934,0.9037719321,1.3912816293,0.0612363615,0.7107484369,0.4922151650,0.0310324050,-0.0245108759,-0.1035838998,-0.0584708151,-0.1600497482,-0.2168419232,-0.0442354612,-0.1273836006,-0.0659152189,-0.1003442720,-0.1017118106,-0.0208898943,-0.0117483555,-0.2346195910,-0.1620946396,0.0528537176,-0.1190714989,-0.1686510530,-0.2336654498,-0.1739869658,0.0282505874,-0.0512375880,-0.1188900351,-0.0299912561,-0.1544674072,-0.0027885786,0.2389648877,-0.1146391907,0.1446689652,0.2237635002,0.1059246905,-0.1047446066,-0.2324207872,0.0358164425,-0.3538861063,-0.2803452209,-0.1943601094,-0.1042313027,1.1070811011,-0.1326548461,-0.0813685648,0.1749573688,-0.1354011692,-0.0971149155,1.1433650367,-0.0328025185,-0.0800420021,0.3556060205,-0.1172723442,-0.0820078020,-0.2141683696,-0.1150837363,0.0258769820,-0.2014454178,-0.1331881099,0.3582188007,-0.1350186303,-0.0898016827,-0.2656888747,-0.0920868974,0.2894432713,-0.0389077153,0.2148234883,0.0066270614,-0.0295164973,-0.1020650991,-0.1793756743,-0.1777083731,BRCA
GSM480990,-0.0993302886,-0.0876777684,0.1487602758,-0.2086799862,0.0819088728,-0.0744136228,-0.0817924930,-0.1825207448,-0.1011763981,1.0164559484,-0.1368300982,0.1709839052,0.5393573991,0.0176346284,-0.1056272242,0.2828586080,-0.1287992595,-0.0510665626,-0.1009669622,-0.0649831967,1.5044966978,-0.0812350379,-0.1608445373,0.0151953364,0.9614241302,-0.0996810451,-0.0921870529,-0.0271552328,-0.0136606618,-0.1564650708,1.7105201748,-0.0234184601,-0.0530742330,-0.0106996141,-0.1063128236,-0.0700342306,-0.1080523094,-0.1095336818,-0.1062578605,-0.0441212496,-0.0944767806,-0.1198794317,-0.0162624283,1.2059587278,0.6375199349,1.3057659769,1.4284008093,0.0477641140,0.8782710590,0.5025454419,0.0722035417,-0.0313524033,-0.0925484677,-0.1273939656,0.4092192144,-0.1018510503,-0.0283261156,-0.1109690916,-0.1182378028,-0.0789059810,0.0768050977,-0.1440105753,-0.0012154943,-0.1132930453,-0.1435722977,0.0232784458,-0.0810297495,-0.1976456204,-0.2100702228,-0.0054116296,-0.0600352443,-0.0635686613,-0.0249305890,-0.0607484284,-0.1281781751,-0.0377983449,0.0815545673,-0.1120033448,0.1883396196,0.1800561773,0.0886553800,-0.0343162689,0.0065605761,0.0663741883,-0.2235616860,-0.3086688440,-0.1103549005,-0.1397709613,1.3161279748,-0.0950045240,-0.0006882558,0.2657594111,-0.0787851464,-0.1957298668,2.0995786413,0.0291511765,-0.1875684382,0.7182087007,-0.0900082758,-0.0838382353,-0.1246780211,-0.1028407734,0.0306857960,-0.1303134360,-0.1499796901,0.2390615432,-0.0926142302,-0.0651464954,-0.1493813128,-0.0522515801,0.3045013694,-0.0673524746,0.0019809071,0.0916199539,-0.0451112840,-0.1309264470,-0.1193549211,-0.0808738950,Control
GSM480991,-0.0588687139,-0.0873467464,-0.0063420203,-0.1847149860,0.1006723062,-0.0467888096,-0.0623631008,-0.1340164009,-0.0901873388,0.4249343571,-0.1120446003,0.2858755783,0.5548712921,0.0355910312,-0.1251052238,0.2768006893,0.4818110476,0.0083319196,-0.1740159312,-0.1064090479,1.6601299592,-0.1340060962,-0.1990434877,0.2483421925,0.8357427538,-0.1721689271,-0.0624125468,-0.0383246847,-0.0229709282,-0.1315447598,0.8300022192,-0.0549290951,-0.1006412699,-0.0189355184,-0.1106001484,-0.1122100215,-0.1554298614,-0.0561632879,-0.1271184407,-0.0431071454,0.0002909373,-0.1137968852,0.0183322741,0.8869519606,0.4446749834,1.2026453590,1.4307339596,0.1103065400,0.7888649646,0.5062835034,-0.0499887214,0.0187707844,-0.1110699204,-0.0938462643,-0.0797904123,-0.1039781785,-0.0162116344,-0.1143404209,-0.1397217413,-0.1296535169,-0.0079884587,-0.0535065116,-0.0068347938,-0.1787582317,-0.1759016259,0.0571253589,-0.0950694302,-0.1071473244,-0.1613969593,-0.0809820636,-0.0920642253,-0.0549934143,-0.1587490976,-0.0160636517,-0.1291772951,-0.0276107071,0.3863632803,-0.1227516826,0.2203248852,0.1641438102,0.1094832425,-0.0908362915,-0.0443711671,0.0453277426,-0.3622813711,-0.2208380925,-0.1492491726,-0.1814589084,1.4828155484,-0.1884909941,-0.0976651472,0.3790024589,-0.0956029817,-0.1511516205,1.5611583459,0.0454146853,-0.1507775859,0.5407913685,-0.0650149309,-0.1038111569,-0.0973174037,-0.0705271417,-0.0557563593,-0.1027052605,-0.0447490578,0.4742679083,-0.1177274590,-0.0917430731,0.0136360196,-0.1037198859,0.3275291660,-0.0365040687,0.1244844834,0.0279515069,-0.1531709317,-0.0868795912,-0.1695407380,-0.0904390580,Control
GSM480992,-0.0995505531,-0.0333929167,-0.0551923694,-0.1881519877,0.0885527289,-0.0848685851,-0.1067906695,-0.1276378398,-0.0935289752,0.8758288564,-0.1194200918,0.5049739010,0.4127616239,-0.0036546380,-0.0951718734,0.4200474990,-0.0981029129,-0.0623275186,-0.0716639877,-0.0940468229,1.6542360088,-0.1393316024,-0.2049971820,-0.0050304824,0.8819169734,-0.1279630348,-0.0427536193,-0.0627490056,-0.0464759742,-0.1672715678,0.8816068130,-0.0541668054,-0.1006375997,0.0041698367,-0.1437892863,-0.1053508938,-0.1580686406,-0.0289863581,-0.1061954516,0.0133279748,-0.0747089516,-0.1195754192,-0.0012904106,0.8968451944,0.4867185676,1.0801601244,1.5164660945,-0.0621276819,0.7672556795,0.6768512727,0.0298872434,-0.0393678868,-0.1060098494,-0.1138909129,-0.0873010754,-0.1357910544,0.0018078210,-0.1689091426,-0.1173291723,-0.0600319719,-0.0290950641,-0.0609015253,0.0163163780,-0.1210096584,-0.2017273670,0.0681147246,-0.0911771988,-0.1187865684,-0.1446365755,-0.0614975150,-0.0728262707,-0.0538970183,-0.0676198010,-0.0006323391,-0.1213688531,0.0090294342,0.1327189029,-0.0911198294,0.0213641040,0.1065142889,0.1310370923,0.0133202300,0.0178685737,-0.0904213050,-0.3573909894,-0.1969375982,-0.1652789577,-0.0570242612,0.8826477632,-0.1206804574,-0.0151666982,0.3763480205,-0.0217830098,-0.1320860991,0.8731714242,0.0401536291,-0.0933037151,0.5452613432,-0.0763463156,-0.0616565138,-0.0835059262,-0.0929872735,-0.0419012159,-0.1629451871,-0.1380076199,0.8246982162,-0.1111333866,-0.0886404648,-0.0969599001,-0.0590555657,0.2894102926,-0.0243054992,-0.0354011884,0.0746788130,-0.0489381916,-0.0884548136,-0.1759670166,-0.0972539801,Control
GSM480993,-0.0789160712,0.0174892193,-0.0654001423,-0.0762089528,0.1116843061,-0.0384183934,-0.1120296282,-0.1552988416,-0.1056705242,0.7973100805,-0.1578653891,0.2520091683,0.4410814088,-0.0167441881,-0.0471520076,0.3209931134,0.0618912484,-0.0636433445,-0.1183242598,-0.0692059560,1.4214720779,-0.1106339846,-0.1004772670,0.2474584701,1.0099327438,-0.0981443834,-0.0509835508,-0.0377825817,-0.0834894277,-0.1295311931,1.0313426468,-0.0195234556,-0.1369977660,-0.0442055219,-0.1000100273,-0.0908415168,-0.1616904707,-0.0536224282,-0.0611497865,-0.0808856892,-0.1022757893,-0.0839877682,-0.0230960077,0.9020118648,0.4554820714,1.2183062536,1.3899838875,0.3172836952,0.7363728955,0.4144046013,0.0388465096,-0.0594869954,-0.1183751102,-0.0490935803,0.0096267843,-0.0948902335,0.0077307280,-0.1027387576,-0.1274898401,-0.1222790885,-0.0826303123,-0.0980862210,0.0156343452,-0.1105362216,-0.1210516016,-0.0125160381,-0.1131618853,-0.0745950878,-0.0724150331,-0.0238913607,-0.0281106908,-0.0871394240,-0.0929852524,-0.0456750674,-0.0900435708,-0.0278154881,0.3044779227,-0.1129177868,0.1720744015,0.1969906490,0.1689109552,-0.0170165445,-0.1602199334,-0.0759411633,-0.2516797997,-0.1716663985,-0.1556547169,-0.0986056414,1.3067279573,-0.0807393479,0.1381283163,0.3816441464,-0.0222226616,-0.1241412690,0.9450619053,-0.0940207183,-0.0801951776,0.7518640363,-0.0526251956,-0.0755797648,-0.0636579705,-0.0915380157,-0.0578612518,-0.1346510870,-0.0948750437,0.7515290379,-0.1191537567,-0.0866982938,-0.0364112193,-0.1388629097,0.3014423034,-0.0859601336,0.1330978597,0.1444625974,-0.0820836347,-0.1334649106,-0.1807770556,-0.1367339711,Control
