@relation data

@attribute 10499 numeric
@attribute 10498 numeric
@attribute 9611 numeric
@attribute 8648 numeric
@attribute 8850 numeric
@attribute 1387 numeric
@attribute 2033 numeric
@attribute 3065 numeric
@attribute 7249 numeric
@attribute 6256 numeric
@attribute 8202 numeric
@attribute 5469 numeric
@attribute Class {Control,BRCA}

@data
6.558348481,11.67358746,8.870434945,7.80502360867,5.85450143,9.174412855,9.886672502,11.78440594,7.102536626,12.34948589,8.0533200225,8.142746712,Control
6.186416987,11.93178472,8.091145926,8.123724749,4.916490079,9.719195242,10.41990782,11.91473092,7.8100749315,12.1490422,8.5607915925,8.739072693,BRCA
6.468506443,11.55940591,8.933248873,8.10987543733,5.275017526,9.441990946,9.740911174,12.53830178,7.3984048785,11.75795051,8.6520573845,8.327284429,BRCA
5.745177655,12.13864308,7.275242521,8.21261250933,5.745177655,9.0089772035,9.510601559,12.34480084,7.6503556025,11.71789713,9.193115693,8.444229248,Control
6.486718897,11.70577504,8.511892099,8.662960931,5.144465785,9.6688997565,10.27748534,12.03215778,7.4082400825,11.58147143,8.17611424,9.435868748,BRCA
7.141139297,11.86917365,9.290952566,8.36956528433,5.563776856,9.509274839,9.934575887,12.38876812,7.2581526215,11.56493436,8.0509748775,8.48631327,BRCA
6.019930513,13.15138292,7.161134718,8.53886432533,5.857863615,9.006275549,10.17277787,12.20235811,7.399969872,11.14654022,9.210967199,9.853185215,BRCA
6.898937271,11.37148006,8.858836661,7.88948201833,5.959081123,8.7304792815,9.744439113,12.36089516,7.055090386,11.50810934,8.315574687,7.509302192,Control
6.918777165,11.31896656,8.706548791,8.14837359867,5.863264042,9.1075112315,9.125801619,12.41104094,7.327968466,11.16693525,8.088143933,8.312861547,BRCA
5.741744206,11.78664344,8.064420951,8.287506428,5.076613872,9.532397347,9.827664684,12.70249961,7.271314855,12.29242381,8.616738919,9.174452064,BRCA
5.03343539,11.20993781,8.221068824,8.058169178,5.938762876,8.6873024975,8.279449386,12.2076581,7.5150055545,12.34109771,8.0627685055,7.577959591,BRCA
7.340653781,11.34349681,8.853372818,7.841611827,5.091923254,9.023964326,9.378501395,12.30454677,7.0080930265,11.74803988,8.256272711,8.197119763,Control
6.951287994,11.55392216,8.931846371,7.843108492,5.527485802,8.87704806,9.675384217,12.29242381,7.1460675305,12.29564706,8.2791500545,8.080472632,Control
6.995657284,12.23236854,9.586361839,7.39871487733,5.089171051,8.924929238,9.604664936,13.00770101,7.550712611,12.02662382,8.2194603635,6.088105148,BRCA
6.365365018,12.39411974,8.975390248,7.68990650533,4.719884481,8.787588937,9.80990119,12.8865864,7.16160132,11.1794428,8.5355232925,6.801647336,BRCA
5.500651697,12.23463043,8.884385094,7.66070936333,5.915886099,8.856661681,9.987029866,12.99983714,7.4861186035,12.0344036,8.017877396,5.979345877,BRCA
6.699715154,12.17497101,9.567043945,7.65936062367,4.795210185,9.171450661,9.985543523,13.28052217,7.34171602,12.06390576,7.852127067,6.40650744,BRCA
6.173632793,12.12322914,9.08121786,7.41670072333,5.191218407,8.4836949415,9.618225404,12.86051578,7.2558065975,11.62609927,8.1431344045,5.887653968,BRCA
6.480188868,11.69149721,9.837652027,7.35116571867,5.310713879,8.813489955,9.505712886,12.95454627,7.6189136335,11.68152186,7.940906763,6.240415109,BRCA
5.52701656,12.60891324,8.5572733,7.50833062933,4.916728914,8.456160299,10.42139193,12.5801856,7.146158321,12.60628034,7.9011881695,5.312983894,BRCA
