@relation data

@attribute id string
@attribute 1676 numeric
@attribute 840 numeric
@attribute 1677 numeric
@attribute 3148 numeric
@attribute 3146 numeric
@attribute 2021 numeric
@attribute 7155 numeric
@attribute 7153 numeric
@attribute 836 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.9683,0.5519,0.4112,1.3566,2.0995,0.3546,2.0926,0.3984,1.208,Control
A02,0.8495,0.4575,0.2916,1.0761,1.5418,0.2419,1.8172,0.1114,1.1875,Control
A03,0.9197,0.6306,0.4401,1.2845,1.8509,0.2253,1.8916,0.6776,1.3243,Control
A04,0.8958,0.469,0.3836,1.1978,1.65,0.203,1.9342,0.131,1.1111,Control
A05,1.0382,0.6246,0.4936,1.467,1.7061,0.2803,2.0096,0.377,1.4127,Control
A06,0.9035,0.4706,0.424,1.3279,1.6411,0.2253,1.8037,0.176,1.1328,Control
A07,0.9215,0.5531,0.4549,1.3004,1.6914,0.1753,2.1138,0.4325,1.3997,Control
A08,0.6569,0.4826,0.3883,1.162,1.7665,0.2097,2.2804,0.2199,1.0162,Control
A09,0.8576,0.5294,0.38,1.1143,1.7179,0.2225,1.9868,0.244,1.0099,Control
A10,0.9305,0.553,0.3818,1.2314,1.5997,0.2198,2.1196,0.2011,1.2126,Control
A11,0.5846,0.4989,0.1932,1.1184,1.4495,0.3286,1.6362,0.2552,0.8471,Control
A12,0.4109,0.218,0.2302,0.9357,1.1622,0.1525,1.539,0.032,0.8752,Control
B01,0.5758,0.3345,0.2783,1.1415,2.1064,0.0588,1.9647,0.1611,0.8695,Control
B02,0.9058,0.4544,0.4105,1.5086,2.1395,0.3361,2.0705,0.2126,1.1304,Control
B03,0.8294,0.4569,0.3312,1.3905,2.1222,0.2093,2.1268,0.1281,1.0343,BRCACancer
B04,0.6866,0.4632,0.3861,1.0196,1.5103,0.2031,2.0067,0.2414,1.014,BRCACancer
B05,0.5665,0.2785,0.3089,0.972,1.7241,0.3139,1.7137,0.2907,1.108,BRCACancer
B06,0.2895,0.2988,0.1266,0.8696,1.7826,-0.1955,1.7653,-0.0713,0.9311,BRCACancer
B07,1.0043,0.5256,0.4318,1.4779,2.239,0.2333,2.2014,0.3398,1.2236,BRCACancer
B08,0.7748,0.5234,0.3083,1.2208,1.6658,0.2278,1.8135,0.3249,1.1212,Control
B09,0.3019,0.2695,0.2388,1.2592,1.7767,0.18,1.7716,0.0987,0.9357,Control
B10,0.5803,0.2745,0.2655,0.988,1.1382,0.0909,2.0046,0.1485,0.8552,Control
B11,0.6707,0.3247,0.1709,1.1665,1.1886,0.4702,1.8487,0.3223,0.9833,Control
