@relation data

@attribute id string
@attribute 10461 numeric
@attribute 11136 numeric
@attribute 120425 numeric
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 140885 numeric
@attribute 1525 numeric
@attribute 2147 numeric
@attribute 2207 numeric
@attribute 2335 numeric
@attribute 23428 numeric
@attribute 23539 numeric
@attribute 23657 numeric
@attribute 23759 numeric
@attribute 2534 numeric
@attribute 2621 numeric
@attribute 284 numeric
@attribute 285 numeric
@attribute 2885 numeric
@attribute 2886 numeric
@attribute 2888 numeric
@attribute 3265 numeric
@attribute 338 numeric
@attribute 3635 numeric
@attribute 3655 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3683 numeric
@attribute 3684 numeric
@attribute 3685 numeric
@attribute 3687 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3690 numeric
@attribute 3845 numeric
@attribute 3897 numeric
@attribute 3932 numeric
@attribute 4067 numeric
@attribute 4099 numeric
@attribute 4312 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 4893 numeric
@attribute 4973 numeric
@attribute 50848 numeric
@attribute 51206 numeric
@attribute 51378 numeric
@attribute 51744 numeric
@attribute 5175 numeric
@attribute 5196 numeric
@attribute 5197 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5335 numeric
@attribute 54210 numeric
@attribute 5478 numeric
@attribute 55423 numeric
@attribute 5624 numeric
@attribute 5627 numeric
@attribute 56301 numeric
@attribute 57126 numeric
@attribute 5777 numeric
@attribute 5781 numeric
@attribute 58494 numeric
@attribute 6402 numeric
@attribute 6403 numeric
@attribute 6404 numeric
@attribute 6464 numeric
@attribute 6520 numeric
@attribute 6566 numeric
@attribute 6654 numeric
@attribute 6693 numeric
@attribute 6714 numeric
@attribute 682 numeric
@attribute 7010 numeric
@attribute 7056 numeric
@attribute 7525 numeric
@attribute 8140 numeric
@attribute 83700 numeric
@attribute 857 numeric
@attribute 8832 numeric
@attribute 9046 numeric
@attribute 9056 numeric
@attribute 9057 numeric
@attribute 90952 numeric
@attribute 9123 numeric
@attribute 914 numeric
@attribute 961 numeric
@attribute 962 numeric
@attribute 965 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1355900113,-0.0851923521,0.0344397128,2.9477137673,3.3302642488,0.9341586882,-0.0359320357,-0.2142724890,0.0720853615,1.4465033908,-0.0514682266,-0.0821737260,0.3259155345,0.1589118583,0.4023514937,1.7777387371,-0.1237095016,-0.0336836570,1.6104626348,0.0527806390,0.0712771155,0.8212452234,-0.0645846186,-0.1193558042,0.3311502892,1.2207996887,0.1586799756,3.2670671940,-0.0770992702,-0.0077028284,0.3657026856,0.0733406608,0.1496797397,-0.1962938794,0.1012585052,0.1314761901,0.0100887044,-0.0762471060,0.3161357614,-0.0028573514,0.2335662852,0.5992863820,0.1752267555,0.0748847273,0.8848718814,0.4392703235,0.1721759651,0.0039341146,-0.2391291319,-0.1432283042,-0.0489916427,0.1091476778,-0.3008643703,0.3417825494,-0.1444193100,0.0027666772,1.1555331424,0.8370002049,0.0616019467,1.6142010918,-0.0539097979,-0.0862982028,0.8072675267,0.0453918304,-0.0481118085,0.0470554000,0.2761137816,0.8827619023,-0.0292339090,-0.0841577866,0.0123201861,2.2882412161,1.0642599091,1.7095021830,-0.0234144181,-0.0508844724,-0.0124092440,0.9944728844,0.3395382146,0.0816427182,0.3087368856,3.0958941083,0.8916477740,1.9374832941,-0.1060764893,0.0066796444,1.0533968015,1.2127824357,-0.0278078501,1.4554287446,0.1012033703,0.4193119079,-0.0814857418,-0.0063721439,BRCA
GSM481003,-0.0579563993,-0.0551044716,0.0466573979,2.8340364515,2.8298389578,1.0667782325,0.0919862403,-0.1989544242,0.0724932240,1.7436893397,0.2404067679,0.0039593122,0.1920633167,0.2768452105,0.4055141435,1.6654403575,-0.1438998465,-0.0441295607,1.7524189089,0.1673607436,0.2886425615,0.9474795161,-0.0648675535,-0.0801793431,0.3293958788,2.3638862711,0.0405183853,3.6435139973,-0.1034652738,0.4208200202,0.3869180783,0.0370552308,0.1592926320,-0.1556896888,0.6416629085,0.0738842817,1.9680034484,-0.0751021558,0.1219394536,0.0954876737,0.8987187561,1.2565654757,0.1291358674,-0.0328896525,0.9542065300,0.2231021435,1.5130936287,-0.0737347510,-0.2103614898,-0.1059714395,-0.0421273370,0.1806614782,-0.1891365862,0.1791957579,-0.1042557524,0.0220997693,1.4443705760,0.9900261754,0.0575184648,1.6335785134,-0.0172632602,0.0082387743,0.9846078753,0.0145377032,-0.0451603328,0.4993370962,0.0626567465,1.9043971167,-0.0006815124,0.1046401950,0.1189419298,2.4272642752,1.1784538850,1.2055947242,-0.0553885548,-0.0128483432,-0.0016825477,1.2686502172,0.0311533851,0.6744190734,0.3015425486,2.9693937060,0.7033123184,2.6432794133,-0.0985026573,-0.0800415090,3.3803748786,0.9232766772,-0.0217206167,1.4163959232,0.0149457140,0.5457415416,-0.1130073878,0.0754543012,BRCA
GSM481004,-0.0866761970,0.0352096954,-0.0328533410,2.8812906135,3.3228280151,1.3000196134,-0.0759994730,-0.2138664767,0.0867632077,1.6591458448,0.0579067908,0.0141601939,0.1883889754,0.2097136943,0.6183126943,1.7442713576,-0.1472892468,0.0037216378,1.7306030480,0.0510235026,0.2110238391,0.8814408686,-0.0768726202,-0.0795753457,0.1119323884,1.5380832553,0.1066328658,3.6928061645,-0.1109918706,0.0661285739,0.3344272605,0.0299266201,0.1403264253,-0.1854128705,0.1920933733,0.0657351969,0.8025180521,-0.0586939262,0.3341139361,0.0177135904,1.9385529559,0.4561181011,0.1709414899,0.0339282870,0.9630198516,0.1506486700,0.4297045224,-0.0070545311,-0.1215425981,-0.1510098235,-0.0777788476,0.2221729152,-0.2473456727,0.1934292825,-0.0326631340,0.0015714503,1.2018412555,1.0766678804,0.2643324849,1.5735848994,-0.0608798594,-0.0346012884,0.3461685877,0.1169879233,-0.0879145860,0.0360935164,0.0687684595,1.4681824976,-0.0215440972,-0.0368857761,0.0908161539,2.7043259995,0.8052782305,1.2240804558,-0.0500999228,-0.0158513536,-0.0060122215,0.8000437640,0.1464474518,0.1544832262,0.2554892373,2.5651396421,0.8979108692,2.3045703338,-0.1264309460,-0.0394738114,1.2604891637,1.0612207330,-0.0857841578,1.5334163231,0.0547877369,0.5246835912,-0.0740381815,0.0962770187,BRCA
GSM481005,-0.1259822428,-0.0664451508,0.0217977374,2.7405024894,3.2620702840,0.9486404158,-0.0432044393,-0.1704830490,0.0776338815,2.2389136498,0.0257004828,-0.0285511858,0.2692487397,0.2350599364,0.4258142904,2.2947093237,-0.1101028907,-0.0329493491,1.6458761891,0.0645652690,0.3717137510,0.8521304950,-0.1019479955,-0.0870296289,0.5618593327,1.1360747644,0.2469138296,2.9753657183,-0.0538089833,-0.0715960995,0.4803772003,0.0203093827,0.2270940179,-0.1542207042,0.0977961318,0.1621117626,0.6637284379,-0.0613186934,0.1698534251,0.1275892266,0.9664781862,0.9552678574,0.0784749269,0.3383061767,0.8978069759,0.9381560764,0.3964699985,-0.0088480962,-0.2098380351,-0.1039396772,-0.0867446095,0.1842067655,-0.2400857889,0.2936143763,-0.0949890131,0.3289049813,0.9524374414,0.8211322722,0.0345408391,1.5503114279,-0.1035740769,-0.0004546204,0.7783004943,0.0403998370,-0.1006607768,0.0269206680,0.2919591999,2.9454981752,0.0227117965,-0.0726067910,0.0525205318,2.3308550971,0.8054992631,1.8773303126,0.0180744121,-0.0485308989,0.0075601748,0.8687741740,0.3941102985,-0.0252987838,0.4529013385,2.7982509932,0.8381537139,3.0437032382,-0.1103704556,-0.0492346848,1.0002822811,1.2208243472,-0.0699562378,1.4751920176,-0.0331311966,0.6410431597,-0.0291889987,0.0842258019,BRCA
GSM481006,-0.1123609130,-0.1400582687,-0.0288273651,2.8867894266,3.2151531601,1.2714520984,0.0138008443,-0.1301296197,0.0514071679,1.5292125387,0.1542058216,0.0936677552,0.3078348115,0.3128265191,0.4241999837,2.0404955939,-0.0854085974,-0.0430474782,1.6704388113,0.1920799177,-0.0731335205,0.8876503406,-0.1102072529,-0.1502535146,0.4575556130,1.3974689841,0.1961680456,2.8718997637,-0.1073077497,-0.0732725291,0.4419262721,0.0461871086,0.1351042711,-0.1855151630,0.4037492653,0.1676137317,0.7707452903,-0.1271773895,0.3630817666,0.0080742013,0.1150664893,0.9066364228,-0.0728818892,0.1292292832,0.6079864987,0.2946328922,0.8491318701,0.0322410394,-0.1716687220,-0.0303392145,-0.1171489896,-0.0769754833,-0.1285745370,0.2433270854,-0.0674328190,0.2390861619,1.1112498336,0.9354205676,0.1140910466,1.5043091501,-0.0815787390,0.0351855483,1.4401814540,0.0979890619,-0.0913263095,0.1963789132,0.3084470431,1.2892440821,-0.0354175276,-0.0867700028,-0.0279771370,2.3295555881,1.0298021009,1.6055727230,0.0128678733,-0.0283230268,-0.0179128214,1.6173845207,0.1253304010,0.1641940695,0.4033989467,2.8645694223,0.8024218490,2.7452009917,-0.1270761203,-0.0703892606,2.2209555952,0.7862128724,-0.1095987823,1.5991115668,-0.1143870599,0.5087267723,-0.0810445060,0.0579082811,BRCA
GSM481007,-0.0433839549,0.0348443796,0.1524629632,2.2292472782,2.5777011716,1.3709455188,-0.0372224727,-0.1632449288,-0.0547207209,1.5117607714,0.3943790466,-0.0126183696,0.1472276414,0.2929334389,0.3561066310,2.1647558995,-0.1206124177,-0.0535065675,1.7786090209,0.2972008096,0.0443780513,1.1560421735,-0.0521881684,-0.1095179278,0.5650354502,2.6161405700,-0.0270793494,2.1931279500,-0.0586384583,0.6109497668,0.3823322751,0.2866679903,0.2527581179,-0.0165134667,0.1081938795,0.1433539864,1.0668325206,-0.1056098652,0.3024995799,-0.0374884444,-0.0943317537,1.4007932205,-0.0474682670,0.4021267280,0.8448888773,0.1670121612,1.6583707928,-0.0731941529,-0.1665084747,0.0742588716,-0.0401979054,0.3249432327,-0.1762339041,0.1014056848,-0.0381952070,0.1471414633,1.4279245571,1.0210435065,-0.0298401117,1.4647826232,-0.0487418351,0.0237651202,1.5416547460,0.0408513704,-0.0973150093,0.5863196452,0.0113657976,1.4436864190,0.0545602426,-0.0686965311,-0.0093031861,2.3985712954,1.0760960541,0.6715485687,-0.0621160632,-0.0040131896,0.0468923578,1.3911985458,-0.0112162581,1.5858072854,0.4439487985,2.5395373437,0.6376104003,1.7954202627,-0.0859265881,-0.1290560682,2.8273824750,0.5873558987,-0.0556031376,1.3337551641,0.0499042900,0.4926944801,-0.0337177315,0.1734590463,BRCA
GSM481008,-0.0834473422,-0.0212403164,0.0185703233,2.5394418168,2.5605059044,0.6898982044,-0.0135584233,-0.2231113640,0.2104557655,1.4054096226,-0.0007234304,-0.0236041412,-0.0004364968,0.2665409500,0.5704126423,0.9112263929,-0.1421852960,-0.0745763364,1.6622805248,0.1245033364,0.3448066448,1.2938889639,-0.0646798118,-0.0895309923,0.2387165987,1.0337207864,0.0454254805,3.1072435775,-0.0419190719,0.0155054001,0.4044812041,0.0689848669,0.1197325149,-0.1834583134,0.1811905690,0.1743810166,0.1107529538,-0.1128407006,0.2535372900,-0.0434442862,3.3999134551,0.9785020654,0.2619806110,0.2425652087,0.9191996994,0.0260577202,0.5256794312,0.0825493092,-0.1636393086,-0.1480397912,0.1781776670,0.1463205170,-0.1725571512,0.1758980179,-0.0852505426,0.0879067641,1.1462765579,0.8990125299,0.4633989234,1.1664521774,-0.0028795863,-0.0028021964,0.5202826657,0.0556168473,-0.1896460608,-0.0404729063,0.2813343574,1.1359402404,0.0706649609,-0.0026418858,-0.0581562881,2.4446920753,0.7771752850,1.0202271563,0.0012555714,0.0462581306,-0.0086323968,1.4098071158,0.1412838705,0.5861314064,0.5145754243,2.1163033113,0.7670420547,2.1589759621,-0.0907396024,-0.0447219615,0.2168788342,1.0073654442,-0.0567113046,1.5418518650,-0.0823487298,0.5716199844,-0.1075489186,0.0388940028,Control
GSM481009,-0.1833140593,-0.0643638791,-0.0891626611,3.5249541001,3.9238586616,0.8691193364,-0.0680134477,-0.4358481598,0.0269088492,1.5305498669,-0.0436125312,-0.0344154341,0.5311269546,0.0387978987,0.1867759509,0.5163459674,-0.1250011073,-0.0706363414,1.3427748691,0.0913076709,-0.0329161826,0.5253295350,-0.0399440802,-0.0994991177,0.2941268267,0.2928126499,0.0679936685,2.5266020498,-0.0861537382,-0.0843627745,0.4654109701,0.0061263982,0.0098238778,-0.2835594586,-0.0225474585,0.1793832846,0.1556326580,-0.0767853803,0.1738289398,-0.0246615284,0.1789635189,0.5135420329,-0.1965277056,0.0579115311,0.7767756040,0.4712920986,0.2615423322,-0.0238754778,-0.0906166536,-0.2229678114,-0.0994077928,0.0021183130,-0.2110363509,0.2437746771,-0.0950082633,0.1336468826,0.6547553167,0.4572595951,0.0520869614,1.0990514844,-0.0368872342,-0.0922327613,1.3519374330,-0.0495799313,-0.2683255063,0.0173634809,0.0240920140,0.5117164352,0.0498461842,-0.0233045753,-0.1683658225,2.4154436141,0.6857075765,1.7068337322,-0.0048567386,-0.1836844333,-0.0607615665,0.7800354991,0.4105001807,0.0175878518,0.3678799485,3.5971682007,0.8125889257,2.7093283336,-0.1171796955,-0.1139323252,0.7449432140,0.7954004976,-0.0331778387,0.8068186947,-0.0305082104,0.4286404427,-0.1068590430,0.0381035565,Control
GSM481010,-0.1061383384,-0.0658617180,-0.0248416120,2.6051321654,3.0476547671,0.9757792665,0.1341888807,-0.1824565928,0.0859565825,1.2307521165,0.0074624186,0.0240125361,0.8074283614,0.3756278707,0.7505683312,1.6156946793,-0.1058483474,-0.0645006593,1.7509254467,0.0199369617,0.1397732808,0.9039840400,-0.0716393389,-0.0830957172,0.4107004470,1.5243606313,0.0781252100,2.9012349447,-0.0388701461,-0.0250544287,0.5484455742,-0.0077773408,0.0508783250,-0.1162023945,0.2973005544,0.1744263203,0.9326328587,-0.0627768678,0.5541188944,0.0593307029,1.4462602156,1.1311606698,-0.0669410945,0.1801746006,1.2621549368,0.3203949135,0.8896137413,0.0084920188,-0.1450979222,-0.0622971702,-0.1017693667,-0.0602959712,-0.1180106603,0.2892597577,0.0721562371,0.1319778106,1.1194783820,0.7915824455,0.0292002302,1.5702030094,-0.0751819004,0.0426389943,1.3907128177,0.0307434421,-0.0466447172,0.0461772423,0.3278113926,2.0439955792,0.0549998319,-0.0515904378,0.1343732037,2.2814118394,1.0205671414,1.8637722845,0.0688335455,-0.0914601969,-0.0237400801,1.0571365771,0.4369991691,0.4620715427,0.4962191377,2.7537122732,0.7852419809,2.6743146248,-0.1000954496,-0.0302823241,2.3180541471,0.9637234745,-0.0787758383,1.3977689011,-0.0671264859,0.6379669473,-0.0826643596,0.1591748335,Control
GSM481011,-0.1134577235,0.0216814171,0.0385011928,2.8519130112,3.1823942018,1.2906403503,-0.1040255607,-0.2587490313,-0.0256841576,1.3498147170,0.0076343456,-0.1356548567,0.2880847052,0.2173145843,0.2638565085,2.2757083252,-0.1494356568,-0.0096066794,1.9492786230,0.1810482474,-0.0447297099,1.1300241724,-0.0176463360,-0.0850995498,0.0860105640,1.0867041347,0.0861695422,2.9495386283,-0.0912651223,0.0269770351,0.3337490326,0.0489917260,0.1527878153,-0.2020389984,0.0853694100,0.1905613793,0.1880361112,-0.1187003686,0.1055537684,0.0569281504,0.6921014746,0.5877753954,0.2094058641,0.0234133798,0.7011700384,0.7369502348,0.4734666871,-0.1317520350,-0.2131277679,-0.1783245412,-0.0445245766,0.2238506452,-0.2218957481,0.2223992294,-0.1192103243,0.0018939260,1.3710955015,0.8280705125,0.0203818590,1.4195460750,-0.0416190120,0.0296908381,0.7485146323,0.0386896549,-0.1193872118,0.0494558051,0.0029051673,1.7682299747,0.0696291659,-0.0073142439,0.0862828555,2.8155515152,1.3057676964,0.8642568693,-0.0475626586,-0.0200533266,0.0394449375,0.6952903717,-0.0543000637,0.1256905148,0.1673858481,2.9758513370,0.7720717467,2.1285121442,-0.1305713673,-0.0164760530,1.1891984760,1.0418782898,-0.1505586873,1.6420343631,0.1606687040,0.4642796818,-0.0706818849,0.1026517693,Control
