@relation data

@attribute id string
@attribute 10005 numeric
@attribute 10599 numeric
@attribute 10654 numeric
@attribute 10682 numeric
@attribute 10858 numeric
@attribute 10998 numeric
@attribute 11001 numeric
@attribute 1109 numeric
@attribute 147323 numeric
@attribute 1581 numeric
@attribute 1582 numeric
@attribute 1583 numeric
@attribute 1584 numeric
@attribute 1585 numeric
@attribute 1586 numeric
@attribute 1588 numeric
@attribute 1593 numeric
@attribute 1717 numeric
@attribute 1718 numeric
@attribute 213 numeric
@attribute 2172 numeric
@attribute 2222 numeric
@attribute 23600 numeric
@attribute 28234 numeric
@attribute 3156 numeric
@attribute 3157 numeric
@attribute 3283 numeric
@attribute 3284 numeric
@attribute 3290 numeric
@attribute 3293 numeric
@attribute 3295 numeric
@attribute 3422 numeric
@attribute 3930 numeric
@attribute 4047 numeric
@attribute 4597 numeric
@attribute 4598 numeric
@attribute 50814 numeric
@attribute 51302 numeric
@attribute 570 numeric
@attribute 6307 numeric
@attribute 6309 numeric
@attribute 6342 numeric
@attribute 6554 numeric
@attribute 6555 numeric
@attribute 6579 numeric
@attribute 6713 numeric
@attribute 6718 numeric
@attribute 6770 numeric
@attribute 7108 numeric
@attribute 80270 numeric
@attribute 80765 numeric
@attribute 8309 numeric
@attribute 8647 numeric
@attribute 8714 numeric
@attribute 9023 numeric
@attribute 91734 numeric
@attribute 9420 numeric
@attribute 9453 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.1583450556,-0.1413533064,1.0117489148,1.7102813706,0.0625774410,0.2784195431,-0.1348567970,-0.1123335787,-0.0349269800,-0.1030535959,-0.1336217061,0.2353533340,-0.0011465516,-0.2058887339,-0.0406988340,-0.0615510701,0.0715319318,1.0872531312,2.7672290653,-0.0595724084,-0.0244460450,1.0798113807,0.0281725338,-0.1495076888,1.0463367619,0.4695430771,-0.1008323712,-0.0784336954,0.2430292445,-0.2061913170,0.3759475382,0.6944353282,1.6625673585,0.6633675237,0.1381614186,-0.0745059490,0.9488670863,-0.0882133599,-0.0606667764,1.8935745629,0.5734496641,0.7953496452,-0.0113136096,-0.0148101484,-0.1792979624,0.3843788378,-0.1404375810,0.4221629353,0.0714373262,1.7724647224,0.8290183942,0.7677231033,-0.1628086770,0.0771040086,0.2696458721,0.5320989352,-0.0474441595,0.5564489848,BRCA
GSM481003,0.2427524529,-0.0850330139,1.3685318493,1.9545436680,0.0573642531,0.2128238855,0.0136813014,-0.0203369019,-0.0442318151,-0.1392633299,-0.0756656810,0.7111172624,-0.0518124921,-0.0954000986,0.1459725039,-0.0745473365,0.2198433252,1.2092288473,3.9852187633,-0.0920298565,-0.1203316912,0.9111848972,0.1465320099,-0.1193426646,0.6291390890,0.3187697554,0.0143925741,-0.0891692233,0.0173036371,-0.1003461719,0.3349804746,0.3181874572,1.4128098002,0.7064178815,0.0909844884,-0.0189681922,0.9733677119,-0.0331106990,-0.0825670029,1.1530765075,0.4018722449,0.6196606711,0.0019597570,0.0499008701,-0.0991101504,0.3579062013,-0.1051130742,1.7918880667,0.3680185939,1.7119986746,0.6070648001,0.5512112702,-0.1339951582,0.3060493333,0.3151913424,0.2488596228,-0.1016163770,0.4206332000,BRCA
GSM481004,0.0926654113,-0.1539991341,1.0926267693,1.5265807410,0.1029821911,0.2838316995,-0.0597815148,-0.0677419299,-0.0976428829,-0.1183594408,-0.1941626136,0.2291380776,-0.0486124425,-0.1469067232,-0.0908768072,-0.0855385190,0.1251096083,1.3454526174,3.1568045619,-0.1078802160,-0.0519850161,1.1011453482,0.1055915163,-0.1722387202,0.7739524178,0.4178562876,-0.0555198338,-0.0591964350,0.6162283122,-0.2007689392,0.4265436519,0.5852053574,1.2536366145,1.0412359145,0.0979283709,-0.0192485824,1.0791540552,-0.0645548141,-0.0469225873,1.7071219718,0.5178212522,0.6138951894,0.0315079991,-0.0411641283,-0.1045813715,0.4434435475,-0.2116124396,0.1835680473,0.0928770814,2.1069225668,0.9322015610,1.0803497899,-0.1047051904,0.1657843407,0.5886115990,0.3329800850,0.0299320005,0.3448755359,BRCA
GSM481005,0.1944965629,-0.1272546871,1.0244688634,1.7232549003,0.0945033259,0.1634044311,-0.1239570909,-0.1019843727,0.0194675384,-0.1279284892,-0.1468417553,0.3747484484,-0.0230421538,-0.1113116707,-0.0806143372,-0.0873725256,0.1895176297,0.8981731987,2.7686902881,-0.1202740200,0.0608513966,0.8948938474,0.1830562749,-0.0635095863,1.0189094312,0.2909628841,-0.0642539543,-0.0735476630,0.0278948636,-0.1215889524,0.2842423069,0.5812950134,1.3158960084,0.6100694492,0.0668631497,-0.0229058903,0.9154257624,-0.0564553521,-0.0868857020,1.4348959629,0.6460257634,1.2087476185,-0.0593953016,-0.0361730398,-0.1503753114,0.3003023156,-0.1254797017,0.1129940811,0.0947690334,1.3295535014,1.1078805726,0.8072086539,-0.0651329148,0.0191442488,0.1123408374,0.4851794238,-0.0010479000,0.5899340525,BRCA
GSM481006,0.4293654677,-0.1109472485,1.2193344087,1.8852385303,0.0670482768,0.1842716365,-0.0924731976,-0.0572566260,-0.0703240053,-0.1062638571,-0.0881916923,0.3947202909,-0.0696502582,-0.0606648440,0.1072177865,-0.0895474828,0.4588759800,0.9702975872,3.0783290266,-0.0851389672,-0.0338458509,1.0361446303,0.0805064457,-0.0938818363,0.9419819844,0.5490386851,0.0391537433,-0.0185594172,0.3049068704,-0.0647574978,0.2044927019,0.3896074852,1.8234768139,0.6482967348,0.0886362222,0.0220368845,0.7372830500,-0.0503024641,-0.0449105774,1.7186748920,0.4833974505,1.1400382028,-0.0497276373,-0.0112822313,-0.1129410992,0.3655357733,-0.0814486510,0.7107960421,0.2354301851,2.0131795474,0.8569635400,0.3569010342,-0.1059047535,0.1470446707,0.4819849115,0.2539725440,-0.0968574381,0.5269747172,BRCA
GSM481007,0.2818784366,-0.1506918724,1.7329512239,1.7620930941,0.0891548726,0.7269138694,-0.0209176663,-0.0667885333,-0.0539814127,-0.0845425805,-0.2192281806,0.4647745607,-0.0832454785,-0.1846859630,0.1161774131,-0.0822251005,0.6997567200,1.2628291639,3.9641607703,-0.1193511210,0.0419141387,0.9596918100,0.3123692198,-0.0796898447,0.3803552173,0.3425793419,0.1972282171,0.0714179044,0.2631365154,-0.1258391440,0.1271381912,0.4950721376,1.0356114487,0.9014940295,0.2498091965,0.0103335526,0.9231153154,-0.0668092154,-0.0503672567,1.4739971836,0.6148885294,0.9016285416,0.0121761076,0.0389738131,-0.1269767296,0.4841043766,-0.0743214042,0.9691821571,0.6770689323,2.7455964090,1.0872234372,0.4759125950,-0.0833078953,0.2014444697,0.5387809621,0.2012313420,0.3019062729,0.4701608454,BRCA
GSM481008,0.4345118824,-0.1274202280,1.1314647795,2.2853318447,0.0295363544,0.1103930799,-0.1378777627,-0.0499466189,0.0252186828,-0.1341327794,-0.1343381350,0.4282903372,0.0027285731,-0.1392111134,-0.1198772826,-0.1069629810,0.5413572629,1.1624184491,2.9870448411,-0.0994089692,0.0634492203,0.8686503000,0.0222023945,-0.0666237387,0.9460028196,0.4847780041,-0.0806691619,-0.1258768909,0.7301124186,-0.0762134550,0.3487625188,0.6183053392,2.4594339579,0.6867159665,0.1375256909,-0.0089733885,0.8846102488,-0.0436703770,-0.0768864273,1.4106102043,0.3245397204,0.5435174616,-0.0074994666,-0.0523031238,-0.1298294376,0.4654917667,-0.0796296846,1.5361260134,0.1065035336,1.2501575682,0.3130674469,0.2511612756,-0.1238735995,0.1604642867,0.8368275391,0.2823429145,-0.0795861310,0.4416937227,Control
GSM481009,0.0676959296,-0.1510451870,0.5939610976,1.4353638974,0.0129628717,0.1198115419,-0.1297706649,-0.0918592641,-0.0692628978,-0.0770162962,-0.1045188599,0.0340170670,-0.0578387729,-0.3460302760,-0.1442117528,-0.0590910717,0.3175964427,0.2705127398,2.5858395399,-0.1547436415,-0.0031880905,0.9095447889,-0.0975015905,-0.0178885001,0.7383519929,0.3221676391,-0.1374031717,0.0063918016,-0.0664758910,-0.0923513174,0.1280810363,0.1196733203,1.6207829118,0.4170644781,0.0495502044,-0.1017289292,0.4198439350,-0.0396341757,-0.1164159413,1.7073657897,0.4867388016,1.0387541826,-0.0646118702,-0.1026914186,-0.1366289262,0.2581479821,-0.1058717659,0.0483758183,-0.1853938184,1.3776936706,0.7140303461,0.5817066034,-0.1091945452,0.0047011797,0.2299502184,0.2915769107,-0.0795630024,0.4292149634,Control
GSM481010,0.1779883778,0.0004520494,0.8489065469,1.6005264460,0.0383147076,0.3730173874,-0.0728003109,-0.1122763434,-0.0420868709,-0.1121586697,-0.0900373996,1.8078529462,-0.0518510935,-0.0519541306,0.0544695319,-0.0360162618,0.1583763835,0.9595468267,3.2688643934,-0.0758257368,-0.0730821182,0.9025766569,0.1953275064,-0.1495877210,1.2278093530,0.5623660342,-0.0917901073,0.0257605938,0.3434417891,-0.0117361191,0.3104997477,0.6329999791,1.7125995196,0.6535283341,0.1063028131,-0.0213498691,0.9854935171,-0.0085892293,-0.0754200404,1.7095687892,0.7802865366,1.2021017741,-0.0524206834,-0.0717750007,-0.0959287852,0.3445085838,-0.1613466166,2.4313509124,0.1356011130,1.1802458844,0.6309769617,0.6099121198,-0.0687289572,0.2189647950,0.0662648328,0.4389629220,-0.0177567001,0.6439903346,Control
GSM481011,0.2360765882,-0.1953931396,1.2746944016,1.5029968166,0.0137218451,0.1196272695,-0.0984585712,-0.0791188661,0.0019281577,-0.0867794139,-0.0576767049,0.3851045833,0.0211540704,-0.1216166809,-0.1394117443,-0.0868235235,0.2460802468,1.3188910042,3.0896351635,-0.1134283051,-0.1061748343,0.8975299509,0.0810758065,-0.0531500131,0.3336240983,0.0968475881,-0.0056237284,-0.0059891784,0.2848816049,-0.0736371653,0.2819590319,0.4028944740,1.0880164922,0.7875767450,0.1522067683,-0.0491292407,0.7299160281,0.0543756360,-0.0102698164,1.3926254926,0.5676735845,0.5541670048,0.0006748736,0.0263808413,-0.0839150169,0.3000818562,-0.0882493453,-0.0198881977,0.2229276278,2.3833539487,1.0367441112,0.8523821951,-0.1461803461,-0.0121972784,0.2744442866,0.1225868973,0.1204873909,0.4669736673,Control
