@relation data

@attribute 54700 numeric
@attribute 5437 numeric
@attribute 4331 numeric
@attribute 9533 numeric
@attribute 2071 numeric
@attribute 51082 numeric
@attribute 2068 numeric
@attribute 2966 numeric
@attribute 2965 numeric
@attribute 1022 numeric
@attribute 7343 numeric
@attribute 25885 numeric
@attribute 5440 numeric
@attribute 84172 numeric
@attribute 9015 numeric
@attribute 9014 numeric
@attribute 9013 numeric
@attribute 2968 numeric
@attribute 902 numeric
@attribute 2967 numeric
@attribute Class {Control,BRCA}

@data
6.451380618,10.33896506,6.69676284,9.5565740325,10.0776573,11.24585035,8.220113618,5.474931823,6.107234293,9.361681261,6.89133739275,6.059945345,6.365977347,7.330403606,6.21938280367,7.9988926865,8.34902027133,10.43957668,8.45525079,8.439499644,Control
6.661746482,11.03103278,7.086882265,10.167654931,10.50841903,11.464696472,8.497094498,5.210049084,6.586162299,9.155780297,6.63711005125,5.810964386,6.504704302,8.102501307,6.089878149,8.134060621,8.49419396233,9.94572954,7.832012647,8.965352223,BRCA
6.93378248,11.02625388,6.839081327,10.62316706,10.71269919,11.549943721,8.892012333,5.664561948,6.582656103,9.394656215,6.88471708825,6.241654902,6.401780305,7.9527385875,6.16023407867,7.830854584,8.171456546,10.27514127,7.667131787,8.580466923,BRCA
7.433358274,11.73846187,7.265055029,10.513492295,10.43052602,11.93111194,8.85164062,6.002540089,6.970019164,9.99050151,6.73656485675,5.963942952,6.648325671,7.9984599765,5.893285504,8.2259509515,8.48510287033,10.44466839,7.517316273,7.704562712,Control
7.110460145,10.79386361,6.867961695,10.43283582,9.889641277,11.566212065,8.312657375,5.206341637,7.045217151,9.627078354,7.07141316575,6.07093198,6.908516092,8.015862385,6.31220146167,8.101469808,7.722951479,9.47543003,8.195898639,8.732388881,BRCA
6.806198773,9.875964751,6.499332184,10.116303033,10.75975321,10.8946986805,8.645353223,5.527329405,6.922969386,9.01498366,6.98730767525,6.340656284,5.738505243,7.2078869845,6.310849161,8.2193558725,8.34996221733,9.72642302,8.0884774495,8.769772669,BRCA
7.243509918,11.62683849,5.895672973,10.071555317,10.0173308,11.312399139,8.838495753,6.082580853,6.719438847,9.547121611,6.89760154625,6.00034443,6.973327498,8.7832744555,5.96834731867,9.5309941675,8.25724722233,9.822443813,7.0980443305,8.357575234,BRCA
6.697666542,11.02111204,6.573196985,10.1825281605,10.17798975,11.564517125,7.900747773,5.520745364,6.479895483,9.825825817,6.9809377205,6.238171237,7.098982487,6.9885442035,6.14077220267,7.6093747255,8.127165967,9.751904322,8.2150115435,8.78938784,Control
7.367548257,11.34089896,7.327824597,10.60652329,10.24019539,11.68681288,8.755431019,5.082799703,7.1126508515,10.15470456,6.9504892375,6.263509238,6.517673816,7.844957294,6.175443102,8.029563126,8.24282658067,9.751444107,8.2231503775,8.620110863,BRCA
6.280312026,11.14633337,6.996504912,9.9652216585,10.10676612,11.1421601825,8.379801934,5.287630431,7.07342704,9.154553037,6.9170906935,5.825538406,6.645878602,8.5009800015,6.10008358433,8.0926237145,8.18679204667,10.12301596,8.1149854775,8.305344864,BRCA
7.108213734,11.13855038,7.173305173,10.3078102555,10.65722043,11.1655531365,9.204131621,5.171538364,6.858718118,9.6014742,7.034116831,6.749605076,6.755291951,7.420939128,6.275122917,7.8010773155,8.253742878,10.34768534,8.174296834,7.676452764,BRCA
7.350543933,11.28537059,7.443588263,10.1234981025,10.16944939,11.340439262,7.815256994,5.37574431,6.7861813475,9.65659519,6.73484059675,6.076073353,6.326074949,7.2235212355,6.07402072133,7.7885119,8.463351853,9.399502844,8.4740299995,8.933248873,Control
6.691782333,10.97608812,7.108370574,10.139819903,10.08514084,11.236048345,8.343586732,4.988697465,6.421656707,9.597587563,7.0738854935,5.937527571,6.547978484,7.0414556755,6.00027574333,7.703693316,8.301721586,9.933941823,8.5940360615,8.832795987,Control
6.490574642,11.73219511,5.771628945,10.4328007225,10.93024227,11.49067027,9.167193021,5.292792099,5.456076664,9.617614907,7.03665479875,6.249592888,6.114268757,7.30090884,6.08398569467,7.1833058445,8.84651938833,10.39216207,7.1655308455,8.194979796,BRCA
6.765803652,11.25995523,5.902683368,9.977652487,11.10864878,11.49199224,9.101470918,4.788047896,5.544020716,10.07000053,6.78032995575,6.322338866,6.092128797,7.5037990705,5.89107082267,7.9457875545,8.91495973567,10.23091542,7.126664761,8.73696091,BRCA
6.029679945,11.67585684,6.196042028,10.631508046,10.88769302,11.89898438,9.228344402,5.258529523,5.44209646,10.12919321,6.9761376035,6.083219352,6.016480301,7.6144518565,5.96521717667,7.188564005,8.655959016,10.54330281,7.207971487,8.461204311,BRCA
6.429202197,11.58990637,6.101719008,10.3998119245,10.61346285,11.748239575,9.230129219,5.533727829,5.5223939415,10.19591385,7.0457302765,5.809035744,6.083857569,6.8204785685,6.19171393233,6.9114605075,8.91885998767,10.42417183,7.3753302775,8.260097569,BRCA
6.836117042,11.66436963,5.913853554,10.675982486,10.55979796,11.955401795,9.21184032,5.358089615,5.5364636575,10.21780056,7.08638995375,6.160482208,6.67359573,7.3582236615,6.34640435,7.096072553,8.28497994467,10.32995358,7.5514060975,8.26545228,BRCA
6.595970259,11.62683849,5.669530862,10.504905595,10.83660293,12.062593435,8.758440706,5.286429541,5.15457292,10.13564553,7.135224371,6.2370719,6.104132849,6.6423657785,5.97900323333,6.915839721,8.73884436867,10.54869216,7.2303432025,8.169525606,BRCA
6.310890502,11.67585684,5.781235931,11.04747778,10.83158062,11.95464399,9.785984134,5.052688948,5.321608753,8.777182254,7.1764395195,5.636777762,7.371212794,6.9069378855,6.02592797767,6.85131509,8.934095437,10.32910148,7.3442798615,8.512346531,BRCA
