@relation data

@attribute id string
@attribute 1845 numeric
@attribute 1846 numeric
@attribute 1848 numeric
@attribute 1849 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5528 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,1.0244699529,0.4441164137,1.1324985788,-0.0909400292,1.2238418325,0.1263470764,0.8568766135,0.4705754342,0.4082248776,0.3768321643,1.1201675758,0.9189615026,BRCA
GSM481003,1.2277633964,0.7310000473,1.8401193702,-0.0414867177,1.1675652556,0.2871639269,1.1742187960,0.4250247162,0.4766108626,0.4223379152,1.1333078442,1.4357728958,BRCA
GSM481004,1.0977167466,1.3904105620,2.3421736282,-0.0983294268,1.2944579630,0.2545938927,0.9518654371,0.4821984337,0.4913007603,0.5495924441,1.3982536542,1.3901392981,BRCA
GSM481005,1.2168005084,0.1787978496,1.2925871186,0.0038677968,1.2343815744,0.2552120638,0.9505772538,0.4357714798,0.4139095911,0.4403047296,1.3712493853,1.2902179673,BRCA
GSM481006,1.2472591804,0.7069719799,1.7398537369,-0.0280178951,1.1296645254,0.1889084794,1.1646123734,0.2836388661,0.5408547516,0.3909603753,0.9865753614,1.0867871360,BRCA
GSM481007,1.1558236819,1.3983103838,1.3082489322,-0.0316217209,0.9218534496,0.3395991211,1.3182984778,0.4223469801,0.4194701119,0.2606000659,1.0516917631,0.7857901753,BRCA
GSM481008,0.8731097132,0.5674398514,2.3345407601,-0.0378705933,1.4909315973,0.1817884789,1.0114390291,0.3689072896,0.5476349011,0.4047704326,1.0726860836,1.6272599519,Control
GSM481009,0.5760976375,0.0345721914,0.8611834156,-0.2674835397,1.1786218321,-0.0321731063,0.3147968069,0.2215378080,0.4165385507,0.2795271149,0.7096309500,0.5833375380,Control
GSM481010,1.0656013544,1.0544758518,1.4802741130,0.0228194957,1.5060444668,0.3624949638,0.9558448684,0.5940305018,0.4363746757,0.5158594621,1.1154199801,1.2934316381,Control
GSM481011,1.1674989853,0.1915354563,1.6942934202,-0.1632323786,1.1535155438,0.2241602815,1.2443000358,0.3850660645,0.5114013589,0.3978262835,1.5733309313,1.2464563616,Control
GSM481012,0.7576046945,0.4571779044,1.4667304296,-0.1498713409,1.3597278006,0.2860680085,0.8822318725,0.3920668366,0.3535076357,0.4602609591,1.1019343174,1.0160981191,Control
GSM481013,0.9116536840,0.6105374874,2.0439368443,-0.0291766374,1.2892795144,0.2313623475,1.3117297496,0.3060890788,0.7441220036,0.2502310655,1.2130804397,1.3690940424,Control
GSM481014,0.8101281989,1.3516470437,2.4057987289,0.0150524653,1.2252216004,0.2150466980,0.9707790640,0.2432962107,0.5276021215,0.3728799876,0.7769479156,1.2074112609,BRCA
GSM481015,0.8490604962,0.3861035510,1.4361613205,0.0164695809,1.0082269586,0.0932819522,1.2297174334,0.3018269218,0.5234673281,0.3970232428,1.2662113122,1.0755588859,BRCA
GSM481016,1.1814551888,0.5531727551,2.2518089005,-0.0149765343,1.5074664085,0.2561387029,0.6434297554,0.6140514254,0.4907469776,0.5611247425,1.1607094455,1.0113099486,BRCA
GSM481017,0.9594569574,0.2955041059,1.5479735732,-0.0703519652,1.5126272843,0.3139495140,0.4114410845,0.4207219764,0.2316962342,0.4672802847,0.5629059449,0.7486425608,BRCA
GSM481018,0.7704782887,0.0089924281,1.4761616706,-0.1043126032,1.0993229957,0.1059702978,1.0144634835,0.1866969428,0.7230717252,0.4103365585,0.9598313551,0.9556504101,BRCA
GSM481019,1.3336264914,1.7128690351,2.1828651075,-0.0557191744,1.3119233465,0.1569603040,1.0446465668,0.4828765854,0.6250909567,0.4554223602,1.0253944844,1.4458128795,BRCA
