@relation data

@attribute 107 numeric
@attribute 108 numeric
@attribute 10800 numeric
@attribute 109 numeric
@attribute 11261 numeric
@attribute 1128 numeric
@attribute 1129 numeric
@attribute 113 numeric
@attribute 113026 numeric
@attribute 1131 numeric
@attribute 1133 numeric
@attribute 1139 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 153 numeric
@attribute 154 numeric
@attribute 155 numeric
@attribute 163688 numeric
@attribute 1812 numeric
@attribute 1816 numeric
@attribute 185 numeric
@attribute 1909 numeric
@attribute 1910 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 2064 numeric
@attribute 2065 numeric
@attribute 2066 numeric
@attribute 2149 numeric
@attribute 2185 numeric
@attribute 22953 numeric
@attribute 23236 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2774 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 291 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 292 numeric
@attribute 2925 numeric
@attribute 3269 numeric
@attribute 3274 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 3360 numeric
@attribute 3361 numeric
@attribute 3362 numeric
@attribute 3363 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3973 numeric
@attribute 4638 numeric
@attribute 4842 numeric
@attribute 4843 numeric
@attribute 4846 numeric
@attribute 487 numeric
@attribute 488 numeric
@attribute 489 numeric
@attribute 490 numeric
@attribute 491 numeric
@attribute 492 numeric
@attribute 4923 numeric
@attribute 493 numeric
@attribute 5021 numeric
@attribute 5023 numeric
@attribute 5024 numeric
@attribute 5025 numeric
@attribute 5026 numeric
@attribute 5027 numeric
@attribute 51196 numeric
@attribute 5136 numeric
@attribute 5137 numeric
@attribute 5153 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 51806 numeric
@attribute 5255 numeric
@attribute 5256 numeric
@attribute 5257 numeric
@attribute 5260 numeric
@attribute 5261 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5333 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5350 numeric
@attribute 5481 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5535 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 56413 numeric
@attribute 56848 numeric
@attribute 57105 numeric
@attribute 5724 numeric
@attribute 5731 numeric
@attribute 5733 numeric
@attribute 5737 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 6261 numeric
@attribute 6262 numeric
@attribute 6263 numeric
@attribute 63928 numeric
@attribute 6543 numeric
@attribute 6546 numeric
@attribute 6547 numeric
@attribute 683 numeric
@attribute 6865 numeric
@attribute 6869 numeric
@attribute 6870 numeric
@attribute 6915 numeric
@attribute 7125 numeric
@attribute 7134 numeric
@attribute 7201 numeric
@attribute 7220 numeric
@attribute 7416 numeric
@attribute 7417 numeric
@attribute 7419 numeric
@attribute 773 numeric
@attribute 774 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 777 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 814 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 83447 numeric
@attribute 84812 numeric
@attribute 85366 numeric
@attribute 886 numeric
@attribute 887 numeric
@attribute 8877 numeric
@attribute 8911 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 89869 numeric
@attribute 9127 numeric
@attribute 91807 numeric
@attribute 952 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCA}

@data
8.2081635635,7.149597572,7.519559841,12.63069834,8.635084252,6.201247285,5.09578687625,7.377212971,7.637931018,6.499212576,5.37209128,6.082442738,5.645450388,8.748277668,7.131191071,8.611947979,6.314610999,8.65664038,5.8613367554,5.706262025,11.54446475,5.88497103,5.118745153,5.382244661,5.346435058,9.5608717535,9.788408852,7.2130622655,7.05035509475,10.97207892,7.90862600467,7.72959231833,6.95704725,11.7906038575,6.25614507167,5.5902808058,6.8772890085,12.11539657,8.935666829,5.87181796667,9.668318219,8.533866741,6.288309337,5.73309076,5.84424205,5.451055498,11.25663286,5.2209212,5.631985502,12.88542666,5.756576203,6.468262051,5.428620839,9.720655169,6.832577159,5.044843524,5.517744806,4.927435762,6.037717843,5.7408122665,5.817758343,10.2343328,10.99802289,9.844635599,11.35799469,7.409181146,9.50331156833,5.166124157,5.496412483,8.903363049,5.21451269367,10.368230238,6.201923574,5.612179357,5.08645408233,5.44705215567,5.162704759,10.711809069,12.08048622,6.341279188,5.43527251367,9.13253901,5.198164273,8.814022522,6.134945417,7.51070125725,6.400884238,7.91184304,10.73337264,12.86051578,9.095911979,7.267983118,10.76657469,8.5536358815,7.361419949,7.706221655,7.476788978,5.876585242,6.9141724395,9.078098174,7.6745180755,10.98014335,5.858235414,5.922518679,4.736079505,5.84925574,7.181967161,11.8054921,9.584314798,11.95847307,5.326799101,6.36946717,5.4829326402,5.48205062,8.688181342,6.21136540967,5.313256056,8.2742311235,6.033979735,10.28344757,5.571078532,7.055502416,5.763286242,6.41951729863,6.3744538305,6.499212576,6.38362276,7.4146314195,5.689167221,7.266367548,5.580455499,5.507248571,5.57418573,5.54676977133,6.992431746,6.173532859,5.576016972,6.274453285,5.45627725533,7.14697877,5.88497103,5.57257291,9.13253901,11.50749997,5.536217098,12.60734656,5.584807399,6.743323514,7.11619091,5.857677033,5.135464327,5.536217098,5.682300273,13.11037161,13.59313376,12.33572539,7.680836167,5.12403454,4.967873236,6.3931703428,6.71763387475,8.533227316,6.372956993,6.260125068,6.059945345,5.739045575,5.398154738,7.5696123375,5.404545535,7.8557901895,4.837231409,5.232287804,7.178368875,5.158974417,5.927073476,6.639670365,Control
6.3425008425,6.461320332,7.67246269,13.03258307,8.66542575,6.50008947,5.331657879,7.013074525,7.252336945,7.270111035,4.937593039,5.848189775,5.65593226,8.080472632,7.63001429,8.030503169,6.491216266,7.520129761,5.8814497486,5.908699592,9.806066679,5.301232095,5.98658799,5.143343669,5.62600922,7.7910460485,10.34356359,6.2093410795,6.79791370075,10.9073904,7.97213650833,8.29299504267,7.043905282,11.750443977,6.39478587333,5.6464259156,6.8906417385,12.64178371,9.171240063,5.97456910267,8.930930318,8.84345400733,6.079541724,5.420053896,5.934994833,5.066101302,11.10593342,5.277995204,4.856999696,12.91025583,6.2969789425,5.949949969,5.492262803,10.01043059,6.639091494,4.398221634,5.6261392035,5.110416751,5.415666779,5.828487187,5.309804873,9.714503602,10.75503384,9.525335383,12.08864757,6.975192016,9.09094023867,5.323740468,5.36548732067,8.765461089,5.07406475433,9.85838642367,6.903734634,5.65607024067,5.53068421767,5.37157907167,5.219566658,10.514956205,11.25184942,6.4719236,5.26705319267,9.426946689,5.0473376355,9.609003759,6.936817896,7.302862322,5.76593995,6.962552276,10.73397278,12.72067933,6.451092084,6.491216266,11.09418346,8.28683271975,7.8686273905,7.964515778,7.453231788,6.036839159,7.100683958,9.169130251,7.862876923,10.64134532,5.750691914,5.757461647,5.605858198,5.398154738,7.328338472,11.54241539,9.028818534,11.93616504,4.255773643,6.0929297895,5.5428379012,5.804719114,9.433471275,6.479820979,5.115003321,8.137035193,6.015254046,10.55438287,5.201056716,7.078900987,5.949949969,5.868355027,6.367342964,6.134842767,6.706189056,7.805879323,6.017928169,8.307384266,6.026363672,5.452044542,5.754895016,5.403732866,6.1044474,5.380600673,5.66002483167,5.714802736,5.34176664833,6.4719236,7.987379316,5.5734797425,9.110745023,11.34542758,4.759304314,12.48048484,5.792651171,6.698639127,6.780445033,6.190817922,5.926302666,5.545359333,5.571533663,12.75620088,13.5121695,12.47764072,7.335080175,5.020239923,5.03365563,6.9553527598,6.8818081325,8.715636586,5.424931532,6.425850025,5.301232095,5.115003321,5.254944744,7.745070192,5.985016457,7.5691360645,5.247867249,5.609778043,5.541105329,5.601779143,6.35856824,5.605858198,BRCA
7.5711783515,6.767195028,6.436091549,12.19349773,8.278880489,8.049278334,5.303093715,7.338293201,7.867496711,7.135045173,5.523727581,6.0507552285,6.0290173,8.026856932,7.213617336,8.62477821,6.466305418,5.807877321,5.5415652904,5.149148835,9.953964008,5.81083589,5.757030749,5.535750687,4.924350826,7.459546681,9.604794643,6.11099970075,6.80402066425,9.496554786,8.06895283033,8.61219648367,6.961134568,11.386995669,6.332382502,5.426121966,6.771545835,12.18094263,9.060122471,5.83721516933,9.213384421,9.29076107,6.23418041267,6.089429956,5.79507289,5.387682411,11.037256945,4.95444207,5.93905684,13.44200721,5.44035339,6.198794315,5.72110688,9.824513745,5.816734888,4.602937164,5.22489559925,4.795989381,5.442952823,5.6753024435,5.379561399,9.488011381,11.137683,10.74066222,12.01135666,4.933585915,9.01551201767,4.795989381,5.691198038,7.420257374,5.44803807833,10.260641451,6.4085077895,6.23649684267,5.630551509,5.51588902867,4.725757479,9.46678584833,12.01436934,6.124127129,4.95352379,9.76803588,5.2978870905,8.861599611,6.651414562,5.959958017,6.385953509,6.804231473,10.053395164,11.31253714,8.606850376,7.122365029,11.09221886,8.46248003675,6.8096446665,8.363150402,7.462177348,5.98687237,6.8982166245,9.194154246,7.7021225845,10.4984955,5.1016877175,5.739651027,5.465820435,4.648779865,7.238491368,11.24175993,8.789730168,11.74088764,4.77953729,5.9034588485,5.4641368762,5.527329405,8.48506563,5.889051372,5.434470814,9.1235010805,6.165314669,10.62072869,5.788040457,6.482691508,5.156650685,5.4646551695,5.9023262565,5.748602952,5.942638389,8.508107226,5.664561948,7.505535937,5.379561399,5.194176951,5.062004299,5.59858866967,5.329313116,5.583918611,5.71506711633,6.360369215,5.05988235767,5.885764236,6.212526175,5.580980412,8.713129681,11.86752597,5.332718001,12.52245777,5.7152048405,6.501722262,6.671085011,6.360369215,5.210828387,6.225935832,5.135874705,12.13760287,13.47944813,12.54827894,10.35235277,4.850435434,5.935819934,8.109608713,6.405921396,8.2596790005,5.636777762,6.981998527,5.641120592,5.403788568,5.117498954,7.550108584,5.467208592,6.172665045,4.98581674075,5.844744204,5.492342928,5.391639926,5.519330581,5.95414468,BRCA
7.0913602235,6.763813641,7.112338175,12.23565236,8.829493729,8.150205667,5.305196675,7.478529234,7.131191071,7.91055448,5.139460541,5.5335853985,5.876032641,8.120096744,7.033260895,8.354404912,6.212477538,7.468178286,5.4566664038,6.090118375,9.946928611,5.611623335,6.492979261,5.739855695,5.470383322,6.598545502,10.47331538,6.189703719,6.3257817405,10.39270411,8.41389790167,9.33971037667,8.068094548,10.928805556,6.660246028,5.3789549752,7.226006717,12.07926902,9.612320761,5.83686306467,7.435526765,8.629147321,6.45691638667,5.327517838,6.340211188,4.736756024,10.099114738,4.707928514,5.763551833,13.03973478,5.2681522845,5.842043069,5.646026713,10.06652016,5.66903474,4.95653443,5.54435013675,4.984374307,6.16330311,5.932110032,5.59291388,9.831893516,10.00164081,9.439182162,11.97218475,6.760291233,8.53219426233,4.71357532,5.37344951167,7.314019254,5.544400339,9.32155651667,5.756546821,5.84054187167,5.10139122367,5.10145987467,5.660003917,9.36793236433,12.26010515,6.450638557,5.061920529,9.88281158,5.1311095055,8.201880241,6.715073541,6.01900601475,5.956702124,6.450638557,9.4016975135,11.45985565,9.664661106,7.695456468,11.67358746,8.0701184345,6.944447884,7.992345173,7.601141445,6.1476177,7.2768077175,9.138144503,8.054801422,10.35580562,5.305848328,5.495216821,5.29683478,5.919585149,6.422323287,11.56978693,8.74769044,11.09993968,4.978894894,6.323322532,5.1156792046,5.655216748,9.211511834,6.312672729,5.36790503,9.2078924525,5.144669712,10.78010524,5.660003917,6.056697995,6.015142517,5.79786690863,5.3551809995,5.818781073,6.221350881,8.223337117,5.432467779,7.994100412,5.229406468,5.871850577,5.21345543,5.57249007933,5.549369797,5.797150007,5.47949220033,6.436632951,5.27411230067,6.135766351,5.427950757,5.355773015,8.448096813,11.32280009,5.171138007,12.80095353,5.8742058665,6.951841648,6.621982704,6.966479856,4.645326303,5.515077886,5.397812585,12.20536419,13.35270561,12.76004735,9.938977155,4.9603811275,5.198898037,8.725184586,6.1456479,7.7082282335,6.340211188,7.131191071,5.377480603,5.36300567,5.504788206,7.8570677945,5.9229620685,6.3303552565,4.7957655115,5.833276737,5.273526379,5.150368004,5.693773551,5.391983545,Control
7.084991265,6.854560258,7.517238533,12.7347446,9.132211242,7.726765028,5.28838622575,7.297193996,7.084997347,6.580602003,4.815846004,5.583470887,5.824138541,8.28785217,7.419983608,7.643136691,6.606631454,7.17213025,5.4062698658,5.78869305,10.73333763,5.321306925,4.93618003,4.571466258,5.073618089,8.3965491395,9.897747581,6.64626420825,6.78190965925,9.358629843,8.097692024,8.69692755433,6.876182709,11.7514471335,6.22310588433,6.0453681626,6.848015995,12.56435203,9.312021348,6.009193146,9.924501194,9.35589447533,6.003456948,5.588723066,5.778741634,5.206341637,10.80982341,4.948613986,4.850263431,13.08977243,5.301768609,5.631258011,4.694341356,9.999936995,5.905694616,5.301780818,5.21082737075,5.412113573,5.744774144,5.7835111805,5.283839608,9.455944203,10.864964,9.689574849,11.58766984,4.615340623,9.705586173,5.336650487,5.24425162867,7.122365029,5.409370693,9.71733403867,5.967628998,5.83725275933,6.53015467367,5.347565136,5.596794479,9.855146835,11.34927862,6.090118375,5.40147120767,9.309636147,5.144679589,9.191306713,6.879157806,6.74562531875,5.699476154,6.344522837,10.594310045,11.9729763,6.345898074,6.965037136,10.82382918,8.61352648925,7.689701613,7.954401538,6.773076963,5.887775801,6.6548276045,9.015206735,7.930765467,10.43232295,5.609234798,5.7045875655,5.280873981,5.218210843,7.7125980515,11.00452968,9.157246578,11.83833739,4.801431976,6.52394041,5.466218321,6.407145055,8.977409535,7.50900425433,5.333791561,8.5157239865,6.375652555,10.0483987,4.948613986,6.971431827,5.464840793,5.89492563012,5.8572747,6.158211409,5.305251227,7.765653423,5.601110562,6.940992201,5.458948931,5.559347452,5.111669081,5.48118016167,6.067225269,5.794033208,5.93907181067,6.064156003,5.33256408333,5.859479655,5.671725924,5.380943182,8.352927454,11.94385185,5.228252321,12.19058871,5.812614186,7.678214767,6.262194115,6.091970181,4.940179966,5.375136114,5.60541377,12.34682957,13.37889296,12.45248586,7.089109133,4.957250341,5.062220221,6.9100805066,7.045711086,8.3252183155,5.78869305,6.174132356,5.572595075,5.140381174,5.377654117,7.4928839495,5.256014183,6.2848749,5.411052504,5.0188247,5.530141964,6.198401453,6.617471597,6.316965376,BRCA
6.50402659,6.543500233,7.039744668,12.65857307,8.695716467,6.277711078,5.185918631,7.806535324,7.561290093,6.603185402,5.338256146,5.699345579,6.352798794,8.529822044,6.748397915,8.643875238,6.208922614,7.07087531,5.5970322896,5.849568518,10.69117233,5.684966848,5.660645761,4.959319531,5.206341637,7.6616966005,10.43012873,6.481902885,7.10041818325,10.16002932,8.12132754867,7.78925410167,6.800838843,12.191046306,6.30853884,5.0389899094,6.727722821,12.03287579,9.80023708,5.95830637067,10.54993411,9.078168623,6.12810835567,5.70895367,6.064587171,4.512547026,11.26759678,5.186075849,5.79064906,12.96853095,6.400125813,6.528966337,5.011016147,10.52692981,6.505895394,5.159277237,5.3928922505,5.527329405,5.825856367,5.977993517,5.694818396,9.831165155,11.45443311,9.814991395,12.06588572,6.171632807,9.68830932967,5.377480603,5.431006781,8.804696631,5.35639246467,10.680999606,6.18973244,6.112848442,5.280177379,5.25956805367,5.222467693,10.448206756,10.77554879,7.293842046,5.405208643,9.40102942,5.5004583925,9.207185874,6.906984142,7.72772594175,6.304424909,6.787253282,10.813430195,12.55918115,5.930448326,7.295863332,10.7998525,8.461447756,7.422011788,8.034993039,7.658927519,5.94872421,6.9752829565,9.121838552,7.6687152575,10.6767992,6.3911040965,6.2628525045,5.328415757,5.73607124,7.745704965,11.73619062,9.836169177,12.08138533,5.048989481,5.9174340255,5.6759717936,5.625863148,8.467749328,6.98490046733,4.940884687,8.0343196725,6.33396538,10.54540884,5.825856367,6.860593901,5.934994833,6.06834753163,6.477886041,6.540868574,6.359842333,7.5295794445,5.437137209,7.94892365,5.749206573,5.65836235,5.256643908,5.38838522867,6.472573571,5.972756545,5.93823736033,6.513968847,5.480868779,5.874619476,6.670376976,5.1458107375,9.357079711,12.09904539,4.758105247,12.61421528,4.8024680715,6.546435829,6.244178877,5.840847932,5.066316611,5.895309438,6.156543881,13.11510467,13.71343219,12.66384721,5.996451597,4.630667642,5.093825554,6.3166102882,7.03324440275,8.4054699995,5.628052686,6.751614769,5.930448326,5.424175738,5.433553102,8.1841381205,5.763890444,7.457759025,5.05221140075,4.505933891,5.437137209,5.612213331,6.361510132,6.506966537,BRCA
6.201503818,6.456482249,8.772299004,13.34505663,7.344808806,5.455665247,5.1843836725,7.967285529,7.114005486,8.018076529,5.650629048,5.9088940805,5.779661087,8.167494826,6.384356921,7.758624856,6.314112464,6.986215012,5.3866778896,4.899068355,10.40664113,5.388199225,5.548136995,6.097827379,5.019714421,6.130768332,10.95576997,6.618324161,6.9842760015,9.341019005,8.122738224,8.248939717,8.039907589,12.426379765,6.20690718667,5.6732388936,7.4861886795,12.83993603,9.550891589,5.627851163,7.39744174,8.46320594233,6.32230220733,5.832707292,5.472984221,5.072332275,8.896508464,5.009001383,5.66903474,11.88017861,6.958026148,6.500567552,4.694341356,10.30533535,5.219373048,4.987447357,5.3604199755,4.759703782,5.79064906,5.406306323,5.771893004,9.464617794,9.557684409,7.511675823,12.23463043,5.622938584,9.12043218767,4.85650179,5.26103280633,7.657248993,5.20944767433,9.43648997933,6.2602490325,6.13374709867,5.08308306267,4.97097523667,5.306345413,9.83469568533,12.36339568,5.923393601,5.45148114133,9.303695785,5.834261091,9.144563372,6.169329391,6.68615010625,5.961514085,7.029787251,10.86366497,12.84338824,9.276724119,7.275475337,11.81348272,7.886089094,6.1798565725,7.158208568,6.111350232,5.48205062,6.945356743,8.624156769,8.590203577,10.27409306,5.574907064,6.3463864165,5.268482349,5.046808884,6.5896621115,11.41213066,7.747456426,11.2413041,5.077041333,6.330484187,5.5322651396,6.430289978,9.024558716,6.81582852467,5.832707292,8.079817226,5.486079796,10.503672,5.306345413,6.575997225,6.998198677,5.4667402195,6.3840198935,6.572704489,6.869350546,7.413880613,5.375918034,9.210598979,5.183299167,5.923393601,5.442621133,5.32122041867,5.333433796,5.025927152,5.58890963933,6.488889022,6.24835161833,6.079597448,6.305154876,5.4922330435,8.390922492,10.80763287,5.477281673,12.61421528,5.83224047,7.130238808,6.679695168,7.11691865,5.105815554,5.48205062,5.579701547,12.34260121,13.29267684,12.61750082,10.40794251,5.102706884,5.754494213,9.356122659,6.55286557675,7.7168387545,6.310935931,7.868145216,6.172733142,4.805564985,5.955365844,7.1879549345,5.639815749,6.4446993235,6.44120099525,5.968327676,5.009001383,5.810964386,6.488889022,5.583918611,BRCA
7.6188571805,7.109938036,7.042811547,12.39966386,8.7216983,5.30196368,5.1712950315,7.667823176,7.173505064,6.988971848,5.540872931,5.85114285,5.862458365,8.80888466,7.239171564,8.815768437,6.929261738,8.211646355,5.3795134584,4.5781157,10.37511578,5.372961888,5.655646098,5.110625549,5.047681518,9.289329186,9.948696154,6.94778246125,6.998917209,9.812386363,7.79389694967,8.406559835,7.407227659,12.080271783,6.16225577733,5.4264679788,6.719520862,11.35299256,9.068624547,5.686055121,9.665460782,8.875123686,6.325284749,5.54798282,6.498295252,4.93252334,11.20927755,5.286521953,4.93252334,13.11037161,6.651357489,6.652705625,4.888756945,10.01097599,7.384699851,5.634891802,5.31528533125,5.392842236,5.47558044,5.7481800845,6.04385369,9.582283668,10.66388964,9.583290187,11.37383049,5.544895869,9.486682492,4.759970032,5.32847452233,7.356058229,5.27433675933,10.2767326833,6.092267507,6.107408106,5.33571378767,5.210388539,4.993234206,9.86699508667,12.05538931,6.169830446,5.28004502467,9.528259292,5.595876956,8.562396156,6.677300776,7.47864321375,6.238171237,7.120344487,11.03550101,12.5617021,9.164543144,6.978828057,10.20523766,8.3435434395,6.878481164,7.870643868,6.898937271,6.202570157,6.5861642735,8.781049111,7.7549264415,10.75653988,6.241332814,6.6173046355,5.305616048,5.097833303,7.480559564,11.39154181,9.508320259,11.67233485,4.963487128,5.9718598575,5.3094441946,5.233822166,8.419813926,6.87117032933,5.495064524,8.116304847,5.544895869,10.45055173,4.988243006,6.529434946,6.176228636,6.08510841613,6.254820035,6.686679539,6.483538193,7.821082856,5.563776856,7.30286993,5.064162066,5.672008915,5.190033289,5.51439922367,6.051486983,5.833339995,5.855216663,6.202570157,5.52508715367,7.422655866,5.397641479,5.985742781,9.315874762,11.66916423,5.777032522,12.59315889,5.67851949,7.53871493,6.842353879,6.444274162,5.409145868,5.435637968,5.088959125,12.57155186,13.44200721,12.74796537,9.572823899,4.781675766,5.619127766,7.580338669,6.064234489,8.729778512,6.147312423,6.616552979,6.040898593,4.590728995,4.840729162,7.1838077395,5.434733528,7.70719274,5.4543566225,5.167931151,5.401401144,5.224977213,5.865554662,6.749873197,Control
8.092918242,6.816347305,6.601477856,12.05932765,8.761435816,8.520236718,5.266466504,7.357466507,7.109990256,8.215303806,5.438135838,6.126244822,5.813403636,8.17986074,6.927633167,8.168949256,6.431585876,6.462956685,5.5267731374,5.648042042,9.863040638,4.680203428,5.375570566,5.714802736,5.26866948,7.2542447435,9.36270062,6.37554938625,6.85070537275,9.898586698,8.019000875,8.54260094667,6.640032041,11.6814712815,6.34899972867,5.3853058238,6.995146243,12.07015459,9.270663911,5.66709768233,9.303998235,9.29028807333,6.57114183333,6.068139401,6.179665925,5.172938736,10.857770605,5.438135838,5.596496342,13.62077142,5.501472131,6.363088376,5.178725843,10.18933693,6.009387065,4.353022021,5.55741854525,5.011910695,5.931571523,5.631009671,5.688817657,9.544781489,10.78521972,10.67301333,11.74966846,5.494184569,9.58901573033,4.88668579,5.32697615567,7.29075873,5.12132283167,9.858911688,6.099231096,6.202317279,5.15924877967,5.12111428933,5.284117324,9.016815507,12.37045183,6.218786615,5.19277612967,9.606322445,5.1407112415,8.853201252,6.74167301,6.33624571475,6.101403861,6.507997257,10.45062521,11.93257475,9.148261195,7.207676014,10.58546987,8.54783304475,7.0367038785,8.140562835,7.321975714,5.352274105,7.024481502,8.780376645,8.1175343725,10.57213676,5.384238282,6.146307635,5.637647374,5.123512303,7.5245411315,10.77439198,9.212004536,11.67233485,5.391468086,6.3825279205,5.291675395,5.844493149,8.419971893,6.13414385767,5.606746643,9.095386554,6.263509238,10.42864835,5.40668228,6.904788516,6.059891283,5.71725231162,5.964109779,6.006528756,6.247648082,7.9286738745,5.253432694,7.685311433,5.668822064,5.87615546,5.287261033,5.33365297633,6.116245828,5.404129306,5.244475013,5.998653184,5.74249156433,6.095613938,5.857863615,5.8413417415,8.49064145,12.07584355,5.777032522,12.67203307,5.8641492925,7.0425927,6.535201976,6.015254046,5.427950757,5.915706872,5.264922245,12.3148028,13.70458133,12.4865699,8.367000914,4.710335668,5.662925563,7.4789113804,6.4879534175,8.057131251,5.123512303,5.789736585,6.299945779,5.38371401,4.948613986,7.626962933,5.0775342125,6.139070433,5.27014030875,5.101619875,5.349622922,5.416680376,6.459846026,6.020263967,BRCA
7.599297253,7.016310012,7.764508591,11.61491238,8.594083007,7.237786266,5.0639429545,7.247645413,7.3779504,7.830675431,5.408721412,6.513845116,5.659004925,8.633940747,6.965931792,7.066307529,6.431669443,7.035764447,6.0203434114,6.189237109,10.26842537,5.468103682,5.442621133,5.838328613,4.721115721,7.444947249,10.47035412,6.38882046,6.30061577025,9.608828239,7.913761785,9.331463272,7.229566594,11.2871386965,6.460940443,5.4338657102,6.432879816,12.53965448,8.89464433,5.81929786033,8.352640608,8.55731348,6.591071042,5.538702079,6.031666056,4.049108953,10.844403885,4.35562555,5.312893162,12.51068142,7.279899397,5.862706313,4.987561048,10.02058454,6.097511381,5.582714993,5.5135838255,5.320314304,5.831251023,5.54148106,5.508516797,10.08234238,11.44285036,9.67905828,11.77144213,6.723152797,9.227921381,5.468103682,5.609631797,7.784080438,5.22803032367,9.47126387767,6.0079720495,5.95312868933,5.33830312267,5.07544030967,4.848011004,10.0924974777,12.10466109,6.216993762,5.35892883167,10.09410116,5.5304726745,8.669488455,6.137304345,6.29758044475,5.906897358,6.425178655,10.182966585,11.42963442,8.922124336,7.419119853,11.29816872,8.23486635625,6.9934365385,8.407736325,7.469827229,5.586623085,7.1430110225,9.438885981,8.2287174245,10.09533805,5.73729154,5.8548666145,5.570775033,5.672857555,7.3344224225,11.36752411,9.015945424,11.71789713,4.441438586,6.3457281585,5.3589494338,5.913135501,8.01888328,6.39658479233,5.139972076,8.399665163,5.78136709,10.43451906,5.303973626,6.962234136,5.586623085,6.16399571312,6.0776709075,6.147312423,7.109833592,8.5140109595,5.564234295,7.727105518,5.431298057,5.951990588,5.255511354,5.37345151467,5.368603583,5.745379368,5.50249572767,6.172733142,5.11583337933,6.881056206,6.259701488,5.1365048165,8.489166708,11.56243576,5.368603583,12.40655986,5.2712024945,7.371779094,6.666902575,6.271748387,5.32446073,6.181803869,5.404640262,12.71572616,13.30755735,12.57561022,9.331471853,4.9414115465,4.482788153,7.9155472442,6.59589787525,8.3082798515,5.626228302,7.707257527,5.868644328,5.644152813,4.574191652,6.9257214185,6.002988807,6.6869509515,4.87882925925,5.570775033,5.340750292,4.649642211,5.675964969,5.69321599,BRCA
