@relation data

@attribute 107 numeric
@attribute 108 numeric
@attribute 10800 numeric
@attribute 109 numeric
@attribute 11261 numeric
@attribute 1128 numeric
@attribute 1129 numeric
@attribute 113 numeric
@attribute 113026 numeric
@attribute 1131 numeric
@attribute 1133 numeric
@attribute 1139 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 135 numeric
@attribute 136 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 148 numeric
@attribute 153 numeric
@attribute 154 numeric
@attribute 155 numeric
@attribute 163688 numeric
@attribute 1812 numeric
@attribute 1816 numeric
@attribute 185 numeric
@attribute 1909 numeric
@attribute 1910 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 2064 numeric
@attribute 2065 numeric
@attribute 2066 numeric
@attribute 2149 numeric
@attribute 2185 numeric
@attribute 22953 numeric
@attribute 23236 numeric
@attribute 2767 numeric
@attribute 2769 numeric
@attribute 2774 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2902 numeric
@attribute 2903 numeric
@attribute 2905 numeric
@attribute 2906 numeric
@attribute 291 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 292 numeric
@attribute 2925 numeric
@attribute 3269 numeric
@attribute 3274 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 3360 numeric
@attribute 3361 numeric
@attribute 3362 numeric
@attribute 3363 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3973 numeric
@attribute 4638 numeric
@attribute 4842 numeric
@attribute 4843 numeric
@attribute 4846 numeric
@attribute 487 numeric
@attribute 488 numeric
@attribute 489 numeric
@attribute 490 numeric
@attribute 491 numeric
@attribute 492 numeric
@attribute 4923 numeric
@attribute 493 numeric
@attribute 5021 numeric
@attribute 5023 numeric
@attribute 5024 numeric
@attribute 5025 numeric
@attribute 5026 numeric
@attribute 5027 numeric
@attribute 51196 numeric
@attribute 5136 numeric
@attribute 5137 numeric
@attribute 5153 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 51806 numeric
@attribute 5255 numeric
@attribute 5256 numeric
@attribute 5257 numeric
@attribute 5260 numeric
@attribute 5261 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5333 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 5350 numeric
@attribute 5481 numeric
@attribute 552 numeric
@attribute 553 numeric
@attribute 5530 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 5535 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5613 numeric
@attribute 56413 numeric
@attribute 56848 numeric
@attribute 57105 numeric
@attribute 5724 numeric
@attribute 5731 numeric
@attribute 5733 numeric
@attribute 5737 numeric
@attribute 623 numeric
@attribute 624 numeric
@attribute 6261 numeric
@attribute 6262 numeric
@attribute 6263 numeric
@attribute 63928 numeric
@attribute 6543 numeric
@attribute 6546 numeric
@attribute 6547 numeric
@attribute 683 numeric
@attribute 6865 numeric
@attribute 6869 numeric
@attribute 6870 numeric
@attribute 6915 numeric
@attribute 7125 numeric
@attribute 7134 numeric
@attribute 7201 numeric
@attribute 7220 numeric
@attribute 7416 numeric
@attribute 7417 numeric
@attribute 7419 numeric
@attribute 773 numeric
@attribute 774 numeric
@attribute 775 numeric
@attribute 776 numeric
@attribute 777 numeric
@attribute 778 numeric
@attribute 779 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 814 numeric
@attribute 815 numeric
@attribute 816 numeric
@attribute 817 numeric
@attribute 818 numeric
@attribute 83447 numeric
@attribute 84812 numeric
@attribute 85366 numeric
@attribute 886 numeric
@attribute 887 numeric
@attribute 8877 numeric
@attribute 8911 numeric
@attribute 8912 numeric
@attribute 8913 numeric
@attribute 89869 numeric
@attribute 9127 numeric
@attribute 91807 numeric
@attribute 952 numeric
@attribute 9630 numeric
@attribute Class {Control,BRCA}

@data
6.45574924,7.091120961,6.340567275,12.17610621,9.092031069,6.694257321,5.2250135065,7.499250204,7.707740679,5.729492441,5.186868206,5.779159661,6.134894093,8.179201405,7.840024324,8.126112207,7.13494253,7.584664022,5.6092149268,5.427950757,9.730436649,6.204674452,5.561334729,5.150368004,5.263890047,8.037104493,8.587403553,7.00538986675,6.71360662325,10.90371263,7.93639420467,7.94965001167,7.108213734,11.75733557,6.64403477267,5.512693505,6.4844860445,11.36612562,9.246622521,5.929873502,6.808774778,8.86041017833,6.37665759367,6.065341406,5.659219053,4.924350826,10.951797305,4.928502089,5.71081418,12.76703924,5.3107247265,6.408079715,4.951647528,9.881695635,7.187973374,4.771636575,5.32695371625,4.781374597,5.704879743,5.680315012,5.279388878,10.00748325,9.330368553,8.417642766,11.5968724,6.634452146,7.787443455,5.35386248,5.58811651867,8.130108627,5.05956964533,8.94787588,7.035046431,5.775646151,5.362671217,5.32831684633,4.961289063,9.79097136467,10.19564323,7.215681326,5.60883777867,10.41695085,5.488573603,8.619230612,7.603442983,8.1632269465,5.970630084,6.47585956,10.661861475,12.67483341,9.955032716,7.44240679,10.41875948,8.206890791,8.03434082,8.71258815,7.616550911,5.199683385,6.8672911265,9.646010114,8.709822916,10.37037168,5.7483905525,5.8048837345,4.956069723,5.650772635,7.1793537375,11.41782366,9.789998625,11.54965727,5.880937246,6.5859397695,5.0578073466,6.287994543,8.202296649,6.39932068633,5.996621069,8.521216589,6.490093237,10.40311354,5.438302209,6.966104888,5.431465218,6.1194870425,6.7346491545,6.6596432,6.773076963,7.584700481,4.734319168,6.576072831,5.357737827,5.743832178,5.387510099,5.46683251333,6.722401556,5.557816912,5.19914962767,5.720286161,5.17689135433,7.837282788,6.053714822,5.314463639,8.928622835,11.55993163,5.14385383,12.70943395,5.3939285795,7.098982487,7.242319362,5.911818141,4.879474508,5.584068992,5.573049727,12.72208073,13.38150649,12.59449147,8.258590913,4.650608089,4.893133131,6.6343243228,6.093509969,8.432536035,5.883872025,7.071143553,5.90665689,5.154829498,5.10371924,8.133537761,6.210322882,5.836977951,5.5279279785,4.832651143,5.58030474,4.956069723,7.827931929,6.563429392,BRCA
6.928720816,7.103762836,7.348243763,12.72821502,8.590438399,5.994246645,5.25125808325,7.346604868,7.387201232,6.02879635,5.56918061,6.268661164,6.137304345,8.316509092,6.813848916,7.951592348,6.620517224,7.405505549,5.730090117,5.945216293,10.29166028,5.714253246,5.302694893,5.338612717,4.628224624,9.144707758,10.30371829,6.9143130865,6.904091352,10.62174996,7.69659012467,8.33849148533,6.890845266,11.9564860075,6.47380877667,5.5227583634,6.6696596965,11.23978961,8.878435012,5.92516075967,9.546605663,9.172881566,6.09051144533,6.024591871,6.199285243,4.553801017,11.175192465,5.163711306,5.75402647,13.46969908,5.5926523365,6.368293097,5.26866948,10.29060673,6.714524154,5.079816751,5.41595944875,5.057679059,5.696419023,5.9733128625,5.545359333,9.471543702,10.4353997,9.772677934,11.78113439,5.777032522,9.08050051933,5.343062431,5.54010262667,8.107872385,5.16585882033,10.1216597773,6.1512651555,6.12245617667,5.29712045167,5.22470066433,5.043094288,9.69182657867,10.47933595,6.310163431,4.89133700067,9.229906989,5.107119056,8.669346719,6.897183312,7.642822931,5.904129552,6.81214882,10.824399575,12.56790862,8.659524242,7.062966591,10.73333763,8.66890589975,7.445046312,7.80883731,7.210454923,5.628781795,6.6906065225,8.443027573,7.877739246,10.77070542,6.013460577,5.5259512705,5.622060057,5.218404609,7.4303730355,11.31639767,9.291228915,11.73142947,5.313437469,6.027160675,5.3421536938,5.822227442,8.474558864,6.68769140167,5.507010655,8.191637632,6.055397005,10.44446134,5.142424925,6.942165885,6.396267078,6.23131802412,6.681591298,6.007201809,6.286239501,7.5940448005,6.176228636,7.389762805,5.75402647,5.725271665,5.684686388,5.47344893,6.627793309,6.363088376,5.72231772433,6.142572347,5.525142298,6.740729017,6.915882739,5.3320484465,9.550891589,11.88017861,5.053123557,12.51448113,5.3262067895,6.624178135,6.719187291,6.174282191,4.610627382,5.401230463,5.38008113,12.77087865,13.60583775,12.7232493,7.980483962,4.9725463575,5.487045126,7.4279636484,6.32819879025,8.398001158,5.703219255,6.234487549,5.986189763,5.473633714,4.688199455,7.104354799,5.546980738,7.3844005945,5.44108796275,5.59381033,5.118329873,5.696419023,7.666687588,6.288640599,Control
6.6365159435,7.148098063,7.103002192,12.31128435,9.145690907,5.792927725,5.42464250725,7.516962875,7.372475773,6.658286918,5.615159695,5.805138804,6.679413681,8.597597398,6.646706752,8.989622364,6.038980014,7.771029062,5.6083855834,6.733086946,11.17261832,5.962092758,5.844744204,5.358089615,5.352627229,9.337113062,10.2343328,6.7976455465,6.94855824675,10.76919343,7.61830501433,7.78327094567,7.040347606,11.749596883,6.29282598867,5.4030778232,6.8308282135,11.54241539,8.70989467,5.84291604167,9.998851701,8.796592193,6.40003173433,5.582263377,6.000006339,5.510179653,11.40096386,5.269043668,5.97717186,13.22888561,5.759796294,6.59529898,5.397898131,9.940020302,7.317731701,5.15826759,5.30547931875,5.148742216,5.553369143,5.6243905265,4.880699299,9.730436649,10.86238187,9.630713575,11.47029296,6.909956444,9.62072910933,5.212774804,5.381457097,8.882277076,5.44022144333,10.426308477,6.527023545,6.04769458333,5.39794912367,5.36272845933,5.127851204,10.691017995,11.94030819,6.116245828,5.47027057033,8.990161504,5.236405334,8.676698582,7.338716608,7.398956807,6.108059818,7.821488802,10.677614845,12.74323457,6.415070431,7.494497866,10.95861817,8.66078077925,7.851590076,7.825278619,7.225668073,5.637792259,6.47943359,8.801402107,7.919144247,10.77027594,6.3145716295,5.670786838,5.266422307,5.502084908,7.50153016,11.73097541,9.562295439,11.8233355,4.802724808,6.4244788405,5.4913025734,5.416511492,8.584390499,6.24070564267,5.499695432,8.1047122775,5.972239586,10.46285527,5.694470198,7.243509918,5.800648376,6.45882602775,6.6192459445,5.921550137,6.338696833,7.1085730665,5.587673458,7.357994257,5.655216748,5.781629373,5.550447635,5.392492032,6.958932913,5.965906187,5.80272355333,5.997863257,5.234299088,6.713768404,6.554669905,5.499284588,9.060480541,11.66377168,4.138530853,12.49559531,5.556205022,6.489491255,6.816699294,6.073504957,5.303243061,5.587673458,5.579701547,12.97797754,13.47298527,12.52742331,7.190568257,4.8612079925,5.032994809,6.2234283246,6.3057024235,8.5689651635,5.927073476,6.29655434,6.077355838,5.032994809,5.470871348,7.327991174,5.1478018795,8.093137489,5.347880594,5.139153532,5.259471408,4.721935965,6.413632688,5.916841601,Control
7.5681815995,6.757360421,6.501961052,12.08630553,8.421119265,6.523644771,5.11634727225,7.537142914,8.03086177,5.83390919,5.172738766,5.8839061335,5.930152602,9.210044899,7.582708643,7.559130645,6.563543793,6.93378248,5.4820246922,4.911225686,10.20351353,5.507962085,5.930152602,5.463533568,5.611033099,7.6451809965,9.911706981,6.580641495,6.51319229175,12.10567621,7.976917062,8.832561946,6.56544914,10.9551055265,6.61150973733,5.2200328054,6.0566410755,11.88448737,8.919415413,5.43160010567,9.061277435,8.711268495,6.431251972,5.715352018,5.932280461,4.877021802,11.268357885,5.078643187,5.779332779,13.38809538,6.589061439,5.80774855,5.333791561,9.705624234,6.045055885,4.92221123,5.37734122925,4.976720197,6.003496127,5.769083918,5.784773056,10.69117233,11.40394419,9.432772131,12.30526243,5.535906174,8.49734289867,5.115003321,5.24729020433,9.452334495,5.156833457,10.81211709,6.568823204,5.69206175833,5.27823988733,5.164129077,5.216077698,9.72099418933,12.91025583,7.120836931,5.35766700667,10.31313278,5.3319534155,8.770681338,7.359993557,7.06888056575,7.658516996,7.033371033,9.297859121,12.07757191,8.179338273,7.779327238,10.91699926,8.43499741725,6.822945585,8.903747151,8.314312607,5.427447991,6.1256933725,9.563025162,7.988942668,10.48711175,6.054327236,5.4310929705,5.38008113,5.36790503,6.8933171905,11.62683849,10.13925432,10.92879244,4.945808121,6.619283011,5.4387987878,5.237842121,7.646632733,6.35314852433,5.292792099,9.115932728,6.261818145,11.09524225,5.779332779,7.40476079,6.316105568,5.80483811338,6.01995014,6.2370719,6.304972419,8.493389115,5.337721125,7.414814438,5.810321792,6.261818145,5.078643187,5.38508986367,6.079490783,5.923631295,5.64824892467,6.091917306,6.07044564433,6.777620669,6.523644771,5.46068619,9.537636355,12.32990291,5.094670216,12.63275562,6.0113239085,7.351847208,7.919550328,6.152087694,5.63307605,6.770039856,5.483986029,12.99135537,12.16391545,13.2860567,9.583882482,5.0582051015,5.825792781,7.3891393726,5.77084102,8.8803822835,6.127793825,6.932218074,5.83390919,5.014814152,5.459768685,7.527814853,6.3169873235,8.9999842955,4.955987713,4.998433881,5.144669712,4.982321965,6.189632474,6.469727786,BRCA
8.248473233,6.790319577,7.418888025,12.52742331,8.272374492,7.143360572,5.42420892425,7.828646059,7.293727115,6.405231362,5.511287161,5.760279152,5.826428522,8.774277353,7.291081176,7.931980129,6.314293769,7.548708501,5.709045354,5.281523233,9.777124244,5.541492575,5.560417864,5.229790979,5.144669712,8.1643346865,9.667879322,7.414331295,6.77269984975,10.84257057,8.20196223633,8.41832689567,7.031111531,12.47184107,6.25544650767,5.5351471516,6.1713175965,11.6188926,9.589230319,5.55058593933,9.803614982,9.207844615,6.06765298567,6.307980018,6.073504957,5.805041697,10.658433445,5.30196368,6.319315918,13.27273406,6.940221214,5.954086504,5.337721125,10.32860793,7.309115066,5.102250005,5.57223381375,4.889487232,6.032327486,5.7390993535,6.68067994,9.809000815,10.55627639,10.64514978,12.12065594,6.016591727,8.274334497,4.693784032,5.659962881,9.123811749,5.40363181,10.4451043927,6.60866319,5.92836779967,5.37885203633,5.461291788,5.71411584,10.2021711527,11.68152186,6.248312457,5.35344333167,10.15122941,5.5089902665,8.357311306,7.330471287,7.357786553,5.729968205,7.340408994,10.2596695795,13.7365584,8.639920497,7.342743899,10.52730133,8.584280999,6.7358863095,8.62122874,7.715929611,5.661643617,7.150427771,9.02738156,7.9147536295,10.27293332,5.5251154825,5.962372693,5.421737703,5.701972633,7.408146448,12.04715639,9.726252704,11.9029781,4.73499642,6.1288615465,5.8117429202,5.913135501,7.883225397,6.73899581333,5.670168482,9.223319527,5.520116743,11.13606849,5.425938643,7.156465194,7.668106933,5.7713597945,6.4416914745,6.817754747,7.435464258,7.0653833725,5.407702206,8.351249698,5.892033495,5.560417864,5.569484446,5.43618586933,6.24498752,5.327517838,5.31076004533,5.729968205,5.95986095067,6.94181388,6.1022441,5.628665756,10.01630727,11.49487822,4.802724808,12.36549278,5.243544883,6.85901018,7.855929176,6.347670638,4.959319531,5.78712633,5.263796174,13.22427159,12.44601199,13.16228672,9.387974825,4.8425685345,6.622202397,7.102716789,6.31097129675,9.045054579,5.968327676,7.149902366,5.197719213,5.156043878,5.43588795,6.8623317305,6.075931063,6.598041694,5.9156600895,5.551140106,5.057462456,5.268856586,7.098982487,7.034802057,BRCA
7.7603213985,7.210990588,6.044837379,11.98243759,8.506447554,7.112181766,5.15905485075,7.272725709,8.454752828,6.246413431,4.789744015,5.7035241945,5.809164401,9.115954722,7.541331155,8.262460319,6.236019575,6.8817904,5.594450355,5.661429849,9.77965006,5.571078532,5.561792943,5.76235629,5.571078532,6.9745006025,9.854946719,6.57615410425,6.93725355825,10.00516175,8.116889369,8.91658138567,7.077406246,11.106139519,6.46065986433,5.4132949836,6.211869299,12.24637996,9.006446093,5.73505074233,8.90929393,8.61201467833,6.69733073267,5.976599205,5.61707161,4.936651187,11.498670605,5.307438771,5.971837379,13.6099244,7.106644146,6.258288656,5.342529189,9.571573066,6.213741562,5.310713879,5.692223569,4.662228793,6.043088135,5.930473414,6.405912077,9.948696154,11.43117909,10.02677279,11.98934847,4.847509986,9.17804262733,5.106757903,5.78350582667,7.846651776,5.362457095,10.5698849667,6.526125422,5.456773529,4.955243232,5.32470530933,5.404810541,9.81940436833,12.93429355,7.40164993,5.22558504567,10.43781997,5.243707233,8.741240389,6.976424143,6.955476123,7.473910928,6.887498235,9.9400371915,12.37045183,9.341202521,7.536171678,10.74637599,8.17339065175,6.6465141605,8.944200421,8.095424881,5.276693226,6.6456791705,9.580372172,7.7272309565,10.41229492,5.6613569665,5.343750779,5.52701656,5.777361355,7.1208014865,11.78825759,9.678499404,11.4461297,5.2515404,6.5537420015,5.3283454926,5.754627826,8.420129842,6.39469361333,5.558582385,8.596734373,6.044837379,11.06141864,5.442455259,7.20735878,6.193383055,5.602248277,6.803481465,6.008659014,6.327333135,8.667270974,5.962671199,7.31177357,5.593063327,5.76235629,5.517914408,5.32074107733,6.594328803,5.96947934,5.43296595933,6.108216675,5.73599947067,6.523723172,6.266557588,5.6594357855,9.68790976,12.05027391,5.539477758,12.83993603,5.8757305245,7.203840136,7.990970633,6.201051201,4.965104614,5.65306808,5.874558002,12.53522562,12.2076581,13.15138292,8.224316626,4.860483971,5.504788206,6.7947153724,6.125065043,8.936266678,5.872835683,7.404633079,6.219222378,5.240515881,4.31370602,7.569405018,6.067789424,7.323505318,5.13981051875,5.398154738,5.5828655,5.520666802,6.675890452,6.193383055,BRCA
8.9607456695,6.696275996,6.062645898,11.37035382,8.27586973,6.927633167,5.05028242575,6.904728314,8.033975091,6.152087694,5.469732364,5.9615802635,5.495384375,9.223803305,7.501620515,7.471535256,6.18913825,6.952569817,5.4985915144,5.624694033,10.16002932,5.290397907,6.099195905,5.759829109,5.201448856,6.7422321415,9.997137528,6.3864960675,6.51560473275,10.70640129,8.200041692,8.98031495767,6.400115736,10.837073227,6.65640928767,5.2960292268,5.8868527975,12.05836733,9.226822258,6.04083923667,8.5896522,8.82288182267,6.463463362,5.773740066,6.60526143,5.015929312,11.41652081,5.404129306,5.922204539,13.6548665,6.409840079,5.821079567,5.280688427,9.586061538,5.619861398,5.169936271,5.31228048425,4.613574062,6.039254253,5.94932948,5.86431694,10.16746241,11.63501532,10.62223972,11.82192354,5.754895016,8.42402514667,5.274831217,5.48929581033,8.26545228,5.66515054233,10.74449924,6.882179781,5.654113948,5.00553992433,5.20390445767,5.22343341,9.72600683067,11.24301642,7.288268864,5.588749151,10.84196155,5.1768215875,8.824028821,6.942664411,6.6420054865,6.925528107,6.991921791,8.6710485955,12.18956987,7.609956448,7.620606799,10.7538521,8.15534579075,6.713912422,8.80453531,8.03491053,4.800655715,6.090948927,9.67578115,7.5975884795,10.07347253,5.455766538,5.4386322075,5.584369709,5.331822758,6.752537335,11.72922572,10.00443156,10.69211442,5.293527975,6.61609541,5.4065428568,5.634165776,7.621284726,6.135427533,5.391811746,8.4342113255,6.73478116,11.08196123,5.305251227,6.970109127,5.955365844,5.78656087512,5.941099521,6.427610886,6.682015342,8.3356951715,5.722200446,6.8430452,5.561487483,6.618352922,5.422747045,5.479294038,6.117700885,5.460260315,5.494216472,5.939468289,5.88052338667,7.003043143,6.838514169,4.9724627355,9.006810724,11.94088626,4.867169068,12.76004735,5.3924217755,7.514519035,7.396478754,6.166118507,5.080669653,7.156439912,5.265109838,12.56790862,12.15610687,13.15138292,8.224798947,5.241351489,5.487527549,7.080579106,5.8364187005,9.0825127945,5.806975681,7.700164201,5.582263377,4.907144547,5.529361248,7.4250477045,6.3796933415,7.212813943,4.920165505,5.156650685,5.154424477,5.038272922,5.524354632,6.767724723,BRCA
8.247227253,6.830360313,6.626005113,12.05450776,8.447910911,7.961205305,5.0971049715,7.245317684,7.652183735,7.35297282,4.975688932,5.606856322,5.626885346,8.75759096,7.479903767,7.994411603,6.269038407,7.914327012,5.9268852016,5.127954352,9.667422551,5.281801394,5.735529792,5.658433761,5.013474821,7.4241269665,9.397172503,7.14151275275,6.4814821935,10.12880025,8.184794248,9.01494089033,6.783984095,11.4335031145,6.47103919267,5.5647063854,6.0972822555,11.74635698,9.710479778,5.67987999433,8.886520521,9.12620744833,6.33787006533,5.872835683,6.015700078,5.255511354,10.95046968,4.931459981,6.303055223,13.82374193,7.2032688,6.394210254,5.705018031,9.566906045,6.314293769,5.259471408,5.50317888525,4.693923387,6.003664774,5.892081777,5.549831826,9.854946719,10.51995589,10.68629503,11.43832419,5.500970312,7.96689849,4.948613986,5.788918829,7.995118605,5.28762326367,10.8441442767,6.590560051,5.758330464,5.25379531967,5.24420385367,5.149758548,9.42657950567,11.69692854,7.14491598,5.375663249,10.15840177,5.472134337,8.334319242,7.135609576,6.98194092875,6.512784404,6.930030968,9.7923303465,12.7584086,11.08324847,7.647892114,10.41061594,8.50755986025,6.791946866,8.726661907,7.95691498,5.321757891,6.3105461925,9.217703977,7.531468856,10.26509376,6.2046713925,5.5061486355,5.268482349,6.052139389,7.0698721725,11.42322901,9.577046919,10.78663743,4.868157375,6.6313943815,5.5295343186,5.620154746,7.779918143,6.82794277033,5.446761787,9.083914411,6.272961555,11.2007149,5.887653968,7.167872523,7.224390341,5.87161786012,6.6446364155,6.686574498,6.595597365,7.8418802745,5.136490053,6.90629273,5.705018031,5.897368259,5.467614719,5.56180744033,6.485753349,6.185178351,5.34591837767,5.963191597,5.67454364833,6.905420477,6.669420578,5.6299579965,9.243103231,12.53119874,4.985968557,12.87039849,5.8821249775,7.707257527,7.439417699,6.202227307,5.045717348,5.716724307,5.9029245,12.61931219,12.43207997,13.08540943,9.580758442,5.350576023,5.612213331,7.7021154506,5.76965114525,8.845940063,6.266557588,6.61058611,5.417355711,5.196539425,5.492022402,7.449070484,5.8371864565,6.832735236,5.5678189585,5.541027867,4.892647543,5.159378163,7.21856596,6.442492064,BRCA
9.5775018565,6.904427271,6.603074102,11.82446468,8.586728275,8.01924478,5.19975681175,7.331949525,8.193452823,6.369122367,5.438302209,5.797663721,5.584068992,9.221769032,7.511142096,7.870782555,6.337626919,7.596415509,5.6524072034,5.631403539,8.990643721,5.80723335,5.742552812,5.562403668,4.875302424,7.142113704,8.744817969,6.98129775625,6.70888373325,10.77554879,7.907871456,9.154723532,6.16551567,10.9875720195,6.605324117,5.3859799424,6.0356141115,11.79550409,9.810861239,5.431332113,8.45292188,9.14021016267,6.217912006,6.126297286,6.426353347,5.057462456,11.315994715,5.098675623,6.070878328,13.62684124,6.778465088,5.997072898,5.267920811,9.672500978,5.89561239,5.214135735,5.48460081425,4.667062321,6.372304084,5.8063699115,5.556131441,10.07805442,10.92093732,9.595686927,11.71457622,5.22439848,8.16545528467,5.198898037,5.68083145433,7.619066537,5.05415998467,11.05505062,6.7713449725,5.93546082467,5.10661899833,5.34388082567,5.511603435,9.34224352133,12.00937212,6.833115022,5.41220606133,10.51298018,5.80700465,8.481356592,7.110407943,6.91262310675,6.351695128,7.166165908,9.3331986965,12.53119874,9.460589575,7.818472134,10.25287861,8.42641647,6.7696088165,8.95599937,8.341164221,5.532793245,6.1597871345,9.181805189,7.8558007155,10.00575124,5.733644341,5.3774268215,5.813403636,5.644873832,6.9466844905,11.4712435,9.812915765,10.70365297,4.465794865,6.8628717035,5.4814391052,5.341284192,7.098719371,6.69079792733,5.836562468,8.888639558,6.400884238,10.75503384,5.713016126,7.52958892,6.372304084,5.93539498287,6.0798495885,6.61750833,6.684401928,7.6371843845,5.198898037,6.709914803,6.303055223,5.604820987,5.095725349,5.28054892667,6.09909068,6.336823962,5.43513097333,6.022152086,6.06119661767,6.755559017,6.555437049,5.489488121,8.825389039,12.8554292,4.65723556,12.64235755,5.538030721,7.557255228,7.662634777,6.027691096,5.416173666,6.065072081,5.626666364,12.52524557,12.39881323,13.04201932,8.416397618,4.804413236,5.718300827,7.6402182504,5.6454289565,9.010547562,5.752087059,6.167423791,5.501288856,5.467777725,5.281523233,7.4397204985,6.550996706,7.0231425635,5.31869000275,5.246228736,5.316879984,5.609556449,7.019788425,6.718296974,BRCA
6.364286878,7.048353701,6.492658877,8.501728854,8.263599169,5.616777635,5.22959649825,8.493075988,8.152476418,5.59724157,5.039808741,5.030439096,5.980260273,9.31063614,8.742748263,8.940387841,6.709397913,7.685942119,5.7791645922,4.916728914,10.73333763,5.97155002,5.657076342,5.334149236,5.145688916,5.8564691355,10.88595582,7.20770893,7.023639895,12.03158587,7.75563836833,8.26768775333,7.287022318,9.600415897,6.21975276833,5.908960595,5.0579964415,11.7820728,10.57174817,5.70974771033,9.284894137,8.17602958933,7.094015865,5.408721412,5.606894664,4.632300425,11.805276675,4.537176254,5.279110251,11.10343226,5.623273663,6.492658877,5.823692844,5.886130184,6.360983667,5.113545539,5.273499673,4.397891434,5.312983894,6.121609466,6.565182543,10.04563037,10.58930965,10.11297736,8.747421913,5.088959125,8.01304877233,4.879597034,5.42148128867,9.882139059,5.43058215233,9.937293281,7.6823197755,5.51002763267,5.487128543,5.21567192167,5.222467693,9.512586829,12.27401999,7.542337622,5.26591561067,10.34123001,4.899407769,9.267249677,6.396866433,7.1733495545,6.303329264,6.861555705,9.8106380045,13.21419392,5.953737396,8.133426259,10.83615712,8.1072467615,7.219354455,9.190584692,8.136146677,5.255700175,7.305777696,9.168415848,7.6793168875,8.105084975,5.8457068455,6.333648578,5.80517071,5.36773034,7.9529606385,12.28769659,10.43684194,9.868745837,4.632300425,6.2169798845,5.1210123436,6.445516183,7.791197286,6.127634878,5.91922759,8.5131320015,5.823692844,11.83281498,5.557280839,7.406483789,6.264447878,5.90256496687,7.206785699,6.981855863,6.981855863,8.077095765,5.212385731,6.684051207,5.567280188,5.861404108,5.356153716,5.07181383633,7.128925197,6.00360856,5.50362752933,5.910259709,5.494402642,6.918031734,7.614086121,5.58064038,9.897543398,9.906853448,4.186771155,11.08411429,5.447428457,7.771689394,7.26692969,6.684051207,4.842490216,4.990286948,5.135259094,12.50816376,8.929717871,10.82365605,9.284894137,4.9212815895,4.953976689,6.6682021408,6.17753520375,9.6265515845,5.567280188,8.255407641,6.565182543,4.554108019,4.700180125,7.88823209,6.1291037405,7.9475536515,4.94694267275,4.830371028,5.356153716,5.178725843,5.398154738,5.80517071,BRCA
