@relation data

@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 5682 numeric
@attribute 5710 numeric
@attribute 5711 numeric
@attribute 9861 numeric
@attribute 5686 numeric
@attribute 5713 numeric
@attribute 5685 numeric
@attribute 5714 numeric
@attribute 5684 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5683 numeric
@attribute 9491 numeric
@attribute 10197 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5691 numeric
@attribute 5704 numeric
@attribute 5705 numeric
@attribute 10213 numeric
@attribute 5690 numeric
@attribute 5702 numeric
@attribute 5693 numeric
@attribute 5720 numeric
@attribute 5692 numeric
@attribute 5721 numeric
@attribute 5700 numeric
@attribute 5695 numeric
@attribute 7314 numeric
@attribute 5701 numeric
@attribute 5694 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 993 numeric
@attribute Class {Control,BRCA}

@data
7.502913581,7.6478096268,7.1263324395,8.68690091133,9.99408498,9.139564862,10.66538909,11.45443311,11.29559693,10.773474255,11.16207045,9.0509661315,8.474680533,9.08037601133,8.849890707,8.2518409835,9.5130720155,12.26010515,7.8586641855,10.88129775,8.320869495,8.2415367635,10.75119697,12.5173582,9.52802259133,10.76621026,9.389707223,12.00076422,11.29749826,11.63501532,9.3046709605,12.3793121,10.57043948,13.19976669,12.69883927,14.001314075,11.75625619,12.8865864,8.79769619475,12.01088989,6.854560258,13.16916718,5.7113333935,Control
7.829676956,7.6935621724,7.061510218,8.564460088,9.75457026633,8.317719126,10.285160686,11.70800194,11.49325267,10.448362625,10.64810838,8.663920189,7.798165773,8.49440965167,8.687945234,8.6470158575,9.4460828095,12.49390804,8.003615916,10.53048708,8.224437221,7.999641059,10.11183374,12.82483353,8.66293534567,11.05745385,8.918073954,11.8759414,11.41436827,11.39179686,9.371998932,12.13981521,10.25218676,13.22888561,12.80741335,13.81882705,11.4706641,12.81758135,8.9447929715,12.096668015,6.785227259,13.26600764,5.580948299,BRCA
7.058590127,7.6312576694,7.367369481,8.90620358967,10.049331671,8.895644291,10.525857853,11.79340834,11.34727825,10.50004144,10.9447818,8.7410247875,8.203655262,8.73865177933,9.15137249,8.6963432705,10.021838884,12.68497545,7.9306158695,10.68183161,8.504323566,8.1305872305,9.852580664,12.78740681,9.13019918967,10.82365605,8.923536316,12.08449626,11.41436827,11.56454026,9.657715067,12.29328779,10.74375964,13.26600764,13.11183912,13.884698385,11.44340995,12.81545941,9.05267110725,12.02999728,6.345720697,13.02126635,6.1523191905,BRCA
7.779327238,7.8421414368,7.3093172695,8.06062747867,9.861676143,8.699078855,9.7075407315,12.05836733,11.25835125,10.45335816,10.95004389,8.2768542615,7.961624956,7.931835366,9.228182036,8.687436261,9.9727633615,12.81400365,7.136446259,10.97310559,8.773914859,7.5951142215,10.1206141,12.79764436,6.501491522,11.3345919,9.204339515,11.77387079,11.84795592,11.41998139,9.7106639285,12.28120423,10.40029272,13.52332736,12.80568549,13.10949585,11.21903252,13.13613647,8.8475481605,11.55921065,5.846751073,13.30543127,5.697363916,Control
8.209881145,7.9014979902,7.0417430505,8.484101233,9.89827133933,8.485629214,10.5959512115,11.70232867,11.22756798,10.78654813,10.76553912,9.400933638,7.495377629,8.806992301,9.234303192,8.7242702675,9.670002224,12.58797677,8.101565847,10.89071479,8.821105186,8.129256569,9.671351374,12.83066776,8.92179205133,11.59208337,9.125523977,11.8407859,11.30008097,11.45657274,9.527273459,12.07828769,10.51648826,13.05669872,13.06098469,13.92393915,11.83572685,12.99332148,9.56101011525,12.108842315,6.117700885,13.09561052,5.9046360085,BRCA
7.178518271,7.7061769544,6.9303711535,8.26577764633,9.731642715,8.698601474,10.848082905,11.41892796,11.64123906,10.42774834,10.52858624,8.8631824515,7.914237304,8.989253179,9.000521984,8.4071374385,9.9087425115,11.77234975,7.2109038415,11.24345683,8.70989467,8.3982787515,9.965402326,12.17902899,9.583846924,10.94250372,8.95814749,11.19443078,11.24631027,10.96486087,9.187016555,11.73846187,9.789085739,13.24583793,12.48456748,13.72048402,11.8734596,12.26689494,8.584152548,12.005052055,6.573651447,12.5801856,6.113079114,BRCA
8.323506447,7.875467798,6.686317724,7.627110972,8.73350074767,8.039907589,8.8728375605,11.62934992,10.82348291,10.644018325,10.5206165,7.3785163565,7.950470054,7.89073473833,9.48265729,8.4601267675,9.738500574,12.88210333,6.83554656,10.65680049,7.511675823,7.4298346275,9.622015717,13.1007987,6.90693820733,11.56978693,8.944917819,11.15733448,11.96287081,10.89071479,9.300249878,11.31322333,9.808852038,13.63630348,12.56435203,13.157660585,11.13455645,13.20290364,8.5786057585,11.7354617665,5.765011707,13.15586736,5.5721428055,BRCA
7.77748732,7.6144880158,7.234214257,8.898296117,9.853346974,9.248106134,10.79613101,11.64258438,11.40859261,10.769831575,11.11113911,9.1253842295,7.468178286,9.42022077033,9.291090747,8.620017522,9.2760823915,12.21574693,8.2246126895,10.69844447,8.336351598,8.211239684,10.03091577,12.69358176,9.79916599967,11.0497977,9.321866737,12.15122597,11.45279735,11.82808501,9.5777333365,12.50318977,10.40712464,13.00161496,13.11366653,14.498215135,11.70725139,13.09426251,8.783384793,12.028265245,6.573196985,13.21631242,5.5654738825,Control
7.904907218,7.5683183254,7.654837992,8.88636976267,10.185042339,8.543090924,10.937703845,11.79600727,11.32669367,11.171571995,10.87349431,9.5892770755,7.617451165,8.972024704,9.326081763,9.0434887545,9.7701113155,12.7295762,8.2093419145,10.77621939,8.72948575,8.18494516,9.475936612,12.70613234,9.37684093033,11.46641824,9.43457148,12.05268701,11.52775569,12.04345466,9.713952053,12.32769025,11.33112984,13.12983363,13.2409799,14.242274775,11.69149721,12.64414927,9.38378296975,12.202062635,6.4876838,13.25798962,6.648397732,BRCA
8.023866778,7.5810767716,7.3863176745,8.19283079433,9.840100938,8.590662948,10.2426533225,11.47931054,11.35860878,10.75364457,11.21306793,8.8337158815,8.383500319,8.73795495033,9.010990369,8.7916525815,9.6858681675,12.50251243,7.317170943,10.99939073,8.330638085,8.0296321255,10.32115896,12.93429355,8.551578614,11.10029786,9.153799716,12.03287579,11.5798723,11.70928645,9.4034636305,12.25199131,10.61404749,13.33363132,13.04382794,13.80215118,11.50843622,12.97797754,8.625664425,11.91235316,5.980660139,13.283571,5.7118445555,BRCA
7.705910749,7.531306061,8.11485924,8.18064090833,10.334183228,8.449521268,10.577858394,11.8759414,11.40579844,11.046464365,11.11880178,9.4774367275,7.723969969,8.28615040767,9.242120816,8.556797319,9.590603746,12.78963253,7.916556046,11.39453251,9.223954101,8.0982242125,10.69342622,13.12486126,8.97602061,11.66819594,9.461459559,12.12322914,12.05268701,11.92020965,10.00021257,12.67639685,11.21259383,13.33363132,13.41920247,14.083072915,11.87114877,13.04382794,9.25143050475,11.9258899,6.615670554,13.37355718,5.91779079,BRCA
7.292669322,7.6724419354,7.2086747845,8.88005368833,9.951140842,8.627881407,10.984879545,11.69988051,11.46972335,10.93362771,11.17235267,9.685313076,7.889977115,9.09427385867,8.998534812,8.8019921295,9.630875787,12.35836419,8.0106371615,10.89883964,8.2669635,8.328537455,10.1126777,12.75717127,9.57487227933,11.25407804,9.340262451,11.90740908,11.23443143,11.88081762,9.521496672,12.32501877,10.83234438,13.13233509,12.99983714,14.491124715,11.80634431,12.91282298,8.9507337465,12.17366339,6.566895523,13.2409799,5.432572281,Control
7.777684566,7.6721130478,7.338070516,8.880792656,9.852050299,8.923848251,10.736331835,11.27473356,11.4091179,10.770072085,11.40466276,9.488075207,8.335592591,8.72173289,8.571298649,8.5966959745,9.672739215,12.3181333,8.169821621,10.91120492,8.351912203,8.1168607075,10.54158093,12.82346582,9.456908841,10.8264931,9.242734159,12.10354363,11.44205205,11.78564057,9.3721657175,12.43809276,10.70265129,13.33363132,12.87339418,14.375350355,11.76992885,13.01841933,8.77483141125,11.58132609,6.84768731,13.35753005,5.930654322,Control
