@relation data

@attribute id string
@attribute 3127 numeric
@attribute 920 numeric
@attribute 3111 numeric
@attribute 8517 numeric
@attribute 1147 numeric
@attribute 50852 numeric
@attribute 10892 numeric
@attribute 5970 numeric
@attribute 8767 numeric
@attribute 84433 numeric
@attribute 7189 numeric
@attribute 7334 numeric
@attribute 919 numeric
@attribute 23118 numeric
@attribute 3109 numeric
@attribute 3108 numeric
@attribute 3635 numeric
@attribute 3113 numeric
@attribute 5728 numeric
@attribute 3115 numeric
@attribute 3118 numeric
@attribute 5588 numeric
@attribute 5170 numeric
@attribute 915 numeric
@attribute 3551 numeric
@attribute 916 numeric
@attribute 6885 numeric
@attribute 917 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 6957 numeric
@attribute 6955 numeric
@attribute 8915 numeric
@attribute 4790 numeric
@attribute 4792 numeric
@attribute 3932 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 3122 numeric
@attribute Class {Control,BRCACancer}

@data
A01,1.0727,1.7101,0.6063,0.3604,1.5171,2.3707,1.4722,1.4383,1.693,0.6848,0.8372,1.1739,0.8229,1.7946,2.2176,1.7846,1.2791,2.9699,1.2392,1.5611,0.0501,0.9426,0.7923,2.2237,1.1591,2.1629,1.4658,2.3193,1.5746,1.5626,0.2182,0.2158,1.1564,1.6981,2.2123,1.9358,1.4982,0.2071,3.0674,Control
A02,1.0652,1.4691,0.5192,0.3492,1.302,1.847,1.0277,1.258,1.6787,0.5228,0.7679,0.8195,0.553,1.4192,2.3118,1.9155,1.2825,3.1911,0.6452,1.4482,0.257,0.5773,0.6688,1.9545,0.9319,1.8928,1.1532,2.2847,1.3014,1.4139,0.1727,0.0504,0.881,1.2732,2.0603,1.6874,1.1993,0.1689,3.5593,Control
A03,0.2925,1.6093,0.5935,0.3742,1.5398,1.6448,1.1902,1.4813,1.7928,0.61,0.9336,1.0658,0.729,1.3753,2.2874,2.1584,1.4534,3.1864,0.9168,1.7361,0.0848,0.8411,0.8003,1.9088,1.0697,1.7685,1.3103,2.3295,1.3967,1.4596,0.1455,0.0932,1.0986,1.4485,2.7503,1.7151,1.3339,0.2691,3.2594,Control
A04,0.0729,1.5742,0.6918,0.3772,1.079,2.0627,1.1458,1.484,1.722,0.66,0.7944,0.9436,0.7673,1.5602,2.0805,1.8677,1.3869,3.1836,0.7608,1.2116,0.1842,0.7067,0.7491,1.9522,0.9555,1.8416,1.2639,2.3071,1.353,1.4002,0.159,0.1022,0.9132,1.4304,2.2761,1.9667,1.4882,0.2883,3.5094,Control
A05,1.1329,1.8284,0.7365,0.6097,1.4435,1.6914,1.1388,1.5368,1.9234,0.6385,0.8518,0.9834,0.7984,1.5773,2.4942,2.2411,1.4233,3.2592,0.9371,1.4467,0.2387,0.7243,0.8948,1.5601,1.0728,1.5813,1.3977,1.9438,1.4836,1.8548,0.1504,0.0507,1.169,1.5181,2.4615,1.6797,1.3381,0.3996,3.4609,Control
A06,0.2508,1.6971,0.6086,0.3246,1.3907,1.6759,1.0371,1.338,1.7204,0.5541,0.7749,0.9076,0.7589,1.4058,2.3743,1.8854,1.367,3.1144,0.835,1.5448,0.1679,0.6414,0.7874,1.5133,0.9844,1.5251,1.2785,1.7701,1.3845,1.4475,0.1557,0.0867,0.957,1.3497,2.472,1.611,1.3761,0.1914,3.29,Control
A07,0.2222,1.6769,0.7369,0.3276,1.4674,1.8533,1.2587,1.2584,1.7435,0.6388,0.9329,1.2041,1.1167,1.723,2.2665,1.8354,1.4397,2.7825,1.3069,1.3973,0.0617,0.8831,0.8207,1.7971,1.1473,1.761,1.5067,2.0687,1.5934,1.5467,0.2024,0.0921,1.0819,1.6897,1.9798,1.7129,1.6231,0.2011,3.2491,Control
A08,0.1972,1.4848,0.3863,0.1674,1.3187,2,1.4349,1.2448,1.5664,0.7015,0.8298,1.2926,1.4459,1.9342,1.922,1.4555,1.5388,2.52,1.4954,1.2944,0.1327,1.0589,0.8395,1.6824,1.198,1.826,1.6258,1.9766,1.7501,1.5683,0.1601,0.1369,0.9264,1.8669,1.9095,1.5609,1.714,0.168,2.8193,Control
A09,0.2043,1.6385,0.2964,0.2539,1.4072,1.9126,1.279,1.3302,1.4279,0.558,0.7673,1.1474,0.958,1.7432,1.9279,1.426,1.372,2.7429,1.3533,1.1389,0.1825,0.8762,0.8331,2.0098,1.047,1.8301,1.3494,2.2759,1.4582,1.4714,0.1713,0.1261,0.8187,1.606,2.1911,1.828,1.5464,0.1702,2.9804,Control
A10,1.1022,1.5195,0.3569,0.3962,1.4266,1.8101,1.2128,1.3233,1.7944,0.6278,0.9506,1.116,0.9953,1.7496,2.3559,1.7895,1.5525,2.8951,1.3318,1.2414,0.0908,0.9539,0.8665,2.0305,1.1476,1.9018,1.611,2.2764,1.6941,1.7523,0.1456,0.127,1.0811,1.641,2.1251,1.8784,1.6535,0.2665,3.2177,Control
