@relation data

@attribute 7494 numeric
@attribute 10130 numeric
@attribute 8720 numeric
@attribute 2081 numeric
@attribute 4189 numeric
@attribute 27230 numeric
@attribute 51360 numeric
@attribute 1965 numeric
@attribute 51726 numeric
@attribute 5611 numeric
@attribute 3309 numeric
@attribute 9451 numeric
@attribute 9695 numeric
@attribute 467 numeric
@attribute 9709 numeric
@attribute 4800 numeric
@attribute 468 numeric
@attribute 22926 numeric
@attribute 1649 numeric
@attribute Class {Control,BRCA}

@data
13.448087525,9.787507202,10.294655402,7.4700325605,10.45834538,9.31409667,7.069103653,9.04464761,11.31824638,6.838892299,10.24263856,7.067383603,7.95536094,8.519354394,11.90625806,7.0217369475,10.153974076,10.30423184,8.792628551,Control
13.671749085,9.230279356,10.1467761475,7.345177712,10.62860528,8.615731813,6.549750501,9.062600116,11.50667219,6.86647878,10.68983665,6.909956444,7.338605197,8.16018857967,11.01953519,6.971421907,9.57262420067,10.41378687,9.578250555,BRCA
13.836512475,9.869983621,10.7689124215,7.2167941,10.18974462,9.228506749,6.480512034,8.757715954,11.49924312,6.63423431,10.84558436,6.687134631,6.880260407,8.46789872067,11.74718312,6.7927225475,9.80783744233,10.43762494,8.778833709,BRCA
13.67678811,8.713559323,9.7855895,7.334936986,10.33515616,8.01924478,6.065341406,9.881236778,11.72083647,6.273148105,10.91800436,6.551443438,6.96336177,7.013878081,9.900267015,6.1798394185,9.12714489533,10.18974462,9.124600272,Control
13.30464088,9.881695635,10.1827285915,7.498148666,10.4944859,9.812386363,6.464795367,9.021133451,11.31587145,6.843202272,10.57466711,7.300126299,8.095662229,7.24682804833,11.27917853,6.5463967475,9.608528428,10.79813582,9.442057669,BRCA
14.38337722,10.08234238,10.986290123,7.793673412,9.928659427,9.968379206,7.199086131,9.234303192,11.88529801,6.919760544,10.9484368,7.289468224,8.609743075,8.07855435967,11.58596741,7.218232192,10.5461605397,10.46360129,8.879798508,BRCA
13.33945072,8.330806123,8.3813583265,7.344295108,10.39950254,7.197071986,5.79064906,10.27966894,11.37070935,7.5011826,11.46239505,5.765011707,6.714524154,6.57166316167,9.789687395,5.9733615015,8.68348982967,10.69680263,8.400240246,BRCA
14.02458781,10.04271995,10.579756474,7.5030418035,10.55192478,9.30874921,6.613204258,8.729128822,11.67671314,6.026363672,10.37973064,6.96728715,8.299953361,7.91870763233,12.345100415,7.170345094,10.3256012193,10.46823993,9.856531013,Control
13.888844135,10.09533805,10.6737484035,7.147648479,10.30263925,10.3311496,6.518736253,8.943233566,11.47029296,5.961629839,10.57829275,7.100087051,8.386381079,7.87329184767,11.883243805,6.6981597815,10.227199369,10.51584792,9.174452064,BRCA
14.07231996,9.468797688,10.609241944,6.679424706,9.847089115,9.619688628,5.959544861,9.041249229,11.27567948,6.942488481,10.76460648,6.534579623,8.095886355,6.683059571,11.051717735,6.681295219,9.523841594,10.60435889,9.727801838,BRCA
13.075939965,9.992241287,10.619811364,7.463299098,9.79243288,9.323291882,5.973388132,8.700908799,11.48554018,6.276501899,10.55803347,6.640538236,7.952451696,8.23788086,11.34944839,6.9137551535,10.0119242083,9.821790372,10.33946621,BRCA
13.770088675,9.779251973,10.3350944335,7.4829284445,10.55310634,10.08304749,6.76964324,8.798262085,11.67233485,6.7151422,10.81946085,7.138018634,8.667644801,7.635731765,12.50134667,6.8927613895,10.1390444913,10.35594598,9.000388183,Control
13.26715357,9.905883786,10.430188576,7.595934146,10.49020937,9.63571863,7.045817327,8.735937695,11.71243039,6.749739143,10.6537276,6.579923533,8.058737407,8.446690596,11.749633165,6.8108005215,10.0956083517,10.38589505,8.687621616,Control
14.44160157,10.46181223,11.003723854,7.098701627,9.69033901,9.482556459,6.800256447,7.356850554,11.43790563,6.303603253,10.5046306,5.932280461,8.855757038,7.83778867167,11.93395368,7.0971736265,9.26197813267,10.52777537,9.4642502,BRCA
14.37559347,10.68061031,11.0575678005,6.93315708,10.30553771,10.10193009,7.003211842,8.580617665,11.31049934,7.318228986,10.86754538,6.26697916,9.061783706,6.81933026633,12.094885645,7.050494961,8.49149394467,10.34983164,8.739789996,BRCA
14.0535701,9.977409132,10.4156850965,7.3573912935,10.20200782,9.680166591,6.446591737,7.698359359,10.91120492,6.829726302,10.02737426,5.856494782,8.391319992,8.121171383,11.866506705,7.2313024135,8.98498628567,10.29711147,9.836003445,BRCA
14.497203905,10.40712464,10.9463146845,7.512256486,10.03551433,9.83034927,6.641730707,7.382107644,11.19255807,6.531268867,10.7354251,6.0290173,9.0669241,8.18499000033,11.977481075,7.203983527,9.07986003567,10.45584633,9.959060514,BRCA
14.263134545,10.48746854,10.5439642575,7.409586555,10.53162541,9.709739135,6.667115534,7.86996565,11.38023121,6.471354636,10.96317807,6.300403471,8.778718744,6.854141589,11.99642328,6.804371932,8.95132230367,10.60821349,9.708429162,BRCA
14.097245615,10.93533103,11.001257587,7.237681147,10.36960311,9.847234001,6.749739143,7.437629589,11.05745385,6.91701733,10.549732,6.170932156,8.792335721,6.94761465433,12.30812348,7.044461241,9.24075260667,10.85521521,9.431613101,BRCA
12.46853796,9.948696154,10.290895068,6.0593970625,10.18954079,8.622089465,7.46131803,8.730980488,11.63107485,5.334149236,11.06573943,5.577739426,9.004881345,7.737193704,11.578331505,7.1760956985,9.07764866567,10.72951477,10.28587065,BRCA
