@relation data

@attribute id string
@attribute 10376 numeric
@attribute 10382 numeric
@attribute 107 numeric
@attribute 10746 numeric
@attribute 108 numeric
@attribute 109 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 1453 numeric
@attribute 153 numeric
@attribute 1812 numeric
@attribute 1813 numeric
@attribute 1902 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 196883 numeric
@attribute 23236 numeric
@attribute 2767 numeric
@attribute 2770 numeric
@attribute 2771 numeric
@attribute 2773 numeric
@attribute 2776 numeric
@attribute 2778 numeric
@attribute 2885 numeric
@attribute 2911 numeric
@attribute 2915 numeric
@attribute 2977 numeric
@attribute 2982 numeric
@attribute 2983 numeric
@attribute 3265 numeric
@attribute 3356 numeric
@attribute 3357 numeric
@attribute 3358 numeric
@attribute 347733 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 3845 numeric
@attribute 4893 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 51807 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 5592 numeric
@attribute 5593 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5598 numeric
@attribute 56034 numeric
@attribute 5605 numeric
@attribute 5607 numeric
@attribute 5613 numeric
@attribute 57369 numeric
@attribute 5894 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6714 numeric
@attribute 7082 numeric
@attribute 7277 numeric
@attribute 7280 numeric
@attribute 7846 numeric
@attribute 79861 numeric
@attribute 80310 numeric
@attribute 81027 numeric
@attribute 84617 numeric
@attribute 84790 numeric
@attribute 983 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,3.7897653878,-0.0248780921,-0.0213125190,0.1709742325,0.0324851423,0.6906278624,-0.1873276656,0.3041730966,0.6485430572,-0.0936600890,0.6758355689,0.7693158464,-0.1852568386,-0.0855297659,-0.0970506789,0.4742079945,-0.0304579000,0.1537555695,-0.0496203903,0.2858521625,1.2075416012,0.6288589894,0.7379945731,0.9289300937,0.4478188096,1.6287773193,1.6104626348,-0.1346873305,-0.1228358736,-0.0511525680,0.0176184705,-0.0862920353,0.8212452234,-0.0131832840,0.2716515240,-0.0987536469,0.0633124303,0.2178563230,-0.0355535233,0.0663673716,0.1314761901,0.8848718814,1.2706931260,-0.0929542914,1.1882759057,1.9228566142,-0.0538088512,-0.0931709614,1.4761069679,-0.1197500205,0.9091838176,0.8322542454,-0.0220457165,0.2608651281,-0.0981862237,-0.0750473595,0.0623256834,-0.0322883700,0.3768321643,1.1201675758,0.9189615026,0.5346109487,0.1390805759,0.1767611318,0.0696381372,-0.1098428671,0.3860900013,-0.0234144181,0.2904654710,-0.0124092440,0.3583415166,0.9076037903,2.9457966687,2.8091717423,-0.0040406834,0.0298450908,-0.0790466804,3.7071670295,2.6352792580,-0.0425476541,BRCA
GSM481003,4.1078361870,1.0219036937,-0.0692073683,0.0488270396,-0.0064876447,0.4153288136,-0.1628839508,0.2577621225,0.8073847730,-0.1100853766,0.4801001175,0.9270227291,-0.1088825874,-0.1844054892,-0.0622962653,0.0976252461,0.6191529817,0.0484339897,-0.1103498666,0.1101227322,1.3259332918,0.8103868588,0.8040623380,0.7902084636,0.2624370770,1.5822581693,1.7524189089,-0.1340244913,-0.0714186487,0.2219457638,-0.0404212353,-0.0673431211,0.9474795161,-0.0737881022,0.0490279904,-0.1350032525,0.4736437263,0.0514344826,-0.0627746906,0.4280975269,0.0738842817,0.9542065300,1.4126835802,0.2806381032,0.8321520830,0.5265011630,0.0371351598,-0.1266500411,1.5995909609,0.2789530126,0.9189770192,0.6319902162,0.0102665505,0.2829620648,-0.0518483993,-0.0337643415,-0.1044076527,-0.0137430199,0.4223379152,1.1333078442,1.4357728958,0.4956930263,0.1453346393,0.1461245387,0.3544240996,-0.1007704996,0.2815908568,-0.0553885548,0.0839562974,-0.0016825477,0.3655444416,2.5265952150,3.5673380495,3.1707631895,0.0425163424,0.0096158667,-0.0800109401,3.6607501210,2.8377810320,0.0396829150,BRCA
GSM481004,3.8417083623,0.0362615273,-0.0682730252,0.1148037019,-0.0572336419,0.7538955795,-0.1865766728,0.4959490365,1.0032708717,-0.0400951271,0.5932523358,1.0995267555,-0.1616633741,-0.0998078941,-0.0277599231,0.8377003842,0.1518570445,0.2059234660,0.0553660385,0.4210706907,1.0587875816,0.8890818098,0.7018607473,0.7554294536,0.3193705141,1.6611578276,1.7306030480,-0.1507515820,-0.1198508735,0.0221150278,-0.0892495096,0.0280927142,0.8814408686,-0.0158366032,0.1103651110,-0.2055039401,-0.0925541409,-0.0097076942,-0.0462495909,0.4999212028,0.0657351969,0.9630198516,0.8181429756,-0.0037518531,1.3243709992,1.1819554152,-0.0655279485,-0.1195634382,1.5031896006,-0.0322893260,0.6950635329,0.6800325786,-0.0396932616,0.4684481415,-0.1085750333,-0.0723416345,0.0641468233,-0.0177453890,0.5495924441,1.3982536542,1.3901392981,0.6688894496,0.0639251527,0.2309210410,-0.0129986513,-0.0647650380,0.4157156661,-0.0500999228,0.1372055122,-0.0060122215,0.3405900743,1.5638762812,3.1302730145,2.9411581033,0.0874959804,0.0314195075,-0.0256238073,3.6067592501,2.7401745320,0.0847969585,BRCA
GSM481005,3.6775071325,0.0107334982,-0.0925683750,0.1481691886,0.0108283770,0.8534066271,-0.1859157358,0.4385876315,1.1066493301,-0.0452075420,0.3788599880,1.0284580922,-0.1103263266,-0.1603359817,-0.0672767882,0.6372061035,0.4012778942,0.2165325873,0.2799949490,0.2068608563,1.3188462358,0.9670564680,0.7327531320,1.0908687503,0.5904648845,1.4807582746,1.6458761891,-0.1478101717,-0.1098621430,-0.0521354110,-0.1114226980,-0.0608466002,0.8521304950,0.0783425454,0.4773457700,-0.1516403362,0.0195703198,0.1994229225,0.0021436654,0.1212341356,0.1621117626,0.8978069759,0.9901911059,-0.0792964379,1.5465550827,1.8927819729,-0.1054364943,-0.0819878108,1.3645848670,0.4609039199,0.7765841372,1.2306991819,-0.0333261071,0.3166812967,-0.0871069950,-0.0307554886,0.1660683019,0.0050506409,0.4403047296,1.3712493853,1.2902179673,0.6115387894,0.0764267961,0.1471273270,0.0699015529,-0.1332655112,0.3888399490,0.0180744121,0.2881692323,0.0075601748,0.5566263375,1.6460213462,2.5288496911,2.5689402798,-0.0946252396,0.0215312300,-0.0808325104,3.5713435710,2.4480184713,-0.0386178835,BRCA
GSM481006,3.7734354139,0.6190195530,-0.0610226503,0.1243467600,-0.0522829933,1.2541987586,-0.1669847436,0.5766390173,0.8823370718,-0.1439105411,0.6523239961,0.7724465803,-0.1555375771,-0.1238256764,-0.0071387359,0.5628259327,0.3139419490,0.1430200110,-0.0951017123,0.1912894818,1.4356097507,1.2209734655,0.8024770168,1.0996662435,0.6643883944,1.3146320589,1.6704388113,-0.1016780490,-0.1076248988,-0.0051186491,-0.1194243936,-0.0507255028,0.8876503406,-0.0489522501,0.9693866836,-0.0925904140,0.0717030007,0.1351932498,0.0168171378,0.2181934865,0.1676137317,0.6079864987,1.3985878927,0.0098966052,1.0082624361,1.8247335090,0.0008140667,-0.1256054163,1.5441306196,-0.0461319976,1.0743387982,0.9264100611,-0.0789564253,0.2588561041,-0.1044239603,-0.0489088737,0.0525229232,-0.0588462629,0.3909603753,0.9865753614,1.0867871360,0.7701194993,0.1169393467,0.2460774540,0.2576344930,-0.1605278011,0.3354175018,0.0128678733,0.2175775908,-0.0179128214,0.3505253339,1.9085949662,2.7022840976,2.6212947170,-0.1095612390,0.1662280993,-0.0973411601,3.3233143984,3.1554017860,0.0396803746,BRCA
GSM481007,3.4129887521,1.0046364526,-0.1091924483,0.0248632680,-0.0409257532,0.8056753526,-0.0611303696,0.6382880130,0.5886042261,-0.0965363181,0.4626764772,0.4520211312,-0.1981923498,-0.0803992601,-0.0457104305,0.5063566668,0.0250401876,0.1262126311,0.0258853085,0.1294501655,1.2181181839,1.1343356063,0.6969900434,0.6895177521,0.3499374598,1.4150039667,1.7786090209,-0.1345450675,-0.0669705756,0.2922805172,-0.0344689960,-0.0633341424,1.1560421735,-0.0462336894,1.0096163022,-0.1119722774,0.3768677401,0.0550178691,-0.0743076288,0.3613447715,0.1433539864,0.8448888773,1.1189648246,0.0529967257,0.7691124505,1.3500028468,-0.0885558408,-0.0836514095,1.4868055220,0.1430614591,0.9259418572,0.7558958770,0.0370700779,0.2214731303,-0.0580448157,-0.0014222495,-0.0551179460,-0.0363925422,0.2606000659,1.0516917631,0.7857901753,0.5327084279,0.1837086821,0.2528598661,0.1321595838,-0.0234877787,0.2957258879,-0.0621160632,0.2030390211,0.0468923578,0.3777604969,2.0493915678,2.4226375222,2.7831678727,-0.0069636373,0.1865525246,-0.0918751543,3.1107358038,2.4906280040,-0.0570031899,BRCA
GSM481008,4.2866313458,-0.1061545061,-0.1022847509,0.1517540500,0.0073234723,0.9556061970,-0.0927685142,0.2863269619,0.7602961962,-0.0445672441,0.3568348908,0.9891898446,-0.1388508428,-0.1292546770,0.2038557784,0.3990553931,-0.0105014925,0.2092566926,-0.0347283245,0.1979250253,1.2615825528,0.9561627172,0.6497903308,0.9398854532,0.3171693577,1.5773606507,1.6622805248,-0.1645861934,-0.0688178298,-0.0826042266,-0.1180612289,-0.0402738111,1.2938889639,0.0052922189,0.3040213317,-0.0833534853,0.0172750859,0.0515839298,-0.0320775752,0.3614642392,0.1743810166,0.9191996994,1.1268164873,-0.0861223581,1.0284593088,1.9141057492,-0.0713251339,-0.1060613890,1.6687167920,0.0366716310,0.9102283842,0.7458980968,0.0274709704,0.2738108856,-0.1056714096,-0.1196029719,-0.0263851241,-0.0677637299,0.4047704326,1.0726860836,1.6272599519,0.5254396089,0.1199409844,0.2083033400,0.1268309088,-0.1081341708,0.3589827556,0.0012555714,0.1490175020,-0.0086323968,0.4486206109,1.7240076265,2.8470385075,2.4402569828,0.0546182095,-0.0286655360,0.1855130601,3.5601028204,3.1656436920,0.9505239390,Control
GSM481009,4.5428179501,-0.1487254595,-0.1314133674,0.1041715993,-0.0292480118,0.4983229081,-0.2549137573,-0.0641390445,0.8146943457,-0.1893536572,0.2691004176,0.2031548033,-0.1371940618,-0.1642348692,-0.0944936969,0.6065475506,0.1017885568,0.0047963763,-0.0942478679,0.2812716372,1.1639748752,0.7515524406,0.5076287837,0.8664243184,0.4197121219,1.4264966791,1.3427748691,-0.1281526867,-0.1757924709,-0.2047622660,-0.0905693376,-0.0074307531,0.5253295350,-0.1012478303,0.4164737729,-0.0849178748,-0.2245596913,0.2000191124,-0.0548121327,0.1931102983,0.1793832846,0.7767756040,1.2916804486,-0.1890939915,1.1036103142,2.0970718728,-0.0452827346,-0.1955891928,1.2002787294,-0.0985022541,0.6558841348,0.8545450949,0.0046873059,0.3586061170,-0.1066654161,-0.1903911113,-0.0122796115,-0.0543400881,0.2795271149,0.7096309500,0.5833375380,0.4921282603,-0.0310865428,0.0564581756,-0.0978849678,-0.2007669632,0.2270372226,-0.0048567386,0.0807280921,-0.0607615665,0.3636174777,0.4763114577,2.1872276961,2.7547018330,-0.1064183415,-0.0115391028,-0.0355509876,3.3513136209,2.7756214143,0.1236259342,Control
GSM481010,3.9756714701,1.0012238455,-0.0856121376,0.2139586651,-0.0299397763,0.5580687042,-0.1150484082,0.2565518150,1.0041584842,-0.1091626319,0.3016868198,0.9171681664,-0.1239892322,-0.0871530191,0.0555626118,0.5268655291,0.0557148577,0.2403421661,-0.0356908833,0.3067598991,1.0892066083,1.4438292494,0.7358219301,1.3039561975,0.6331500416,1.4701154121,1.7509254467,-0.1165893532,-0.1083839479,0.1371474533,-0.1078750222,-0.0432735477,0.9039840400,0.2865075687,0.7835172811,-0.0567488577,0.7513973829,0.4681226672,0.0048748811,0.1122889133,0.1744263203,1.2621549368,1.0661633827,-0.0580621935,1.3947409310,0.6096389277,-0.0208986747,-0.0872663059,1.3031095667,0.0225883950,0.6685453986,1.0751941698,-0.0846129696,0.3844459151,-0.1128206664,-0.0485023446,0.0549084409,-0.1084680818,0.5158594621,1.1154199801,1.2934316381,0.6419399620,0.1620686616,0.2691821698,0.0711872429,-0.1679903740,0.3965836786,0.0688335455,0.2435579410,-0.0237400801,0.4903495093,2.5516127347,2.9837788341,2.7224319913,-0.1601052052,0.5407634379,0.1311387576,3.4120708107,2.6139988103,0.2772498125,Control
GSM481011,4.2313007414,0.2093569269,-0.0661589997,0.0388236614,0.0080882865,1.1929691749,-0.1498224161,0.3705056948,0.6087986411,-0.0870217879,0.5806935298,0.9789002165,-0.1907021195,-0.0565614229,-0.0548521813,0.5682023365,0.0734742197,0.1001883706,-0.0181835081,0.1974606326,1.4613334589,0.7541625414,0.7795279973,0.7538124666,0.2530173084,1.5207398576,1.9492786230,-0.1048085642,-0.0811517472,-0.0155844089,-0.0143226478,-0.0408191452,1.1300241724,-0.1231719317,0.0142827170,-0.0905279202,0.0198847120,0.0141741859,-0.1155827556,0.0571182206,0.1905613793,0.7011700384,0.5065772017,-0.0816099351,0.8596753620,1.6658263603,-0.0474264799,-0.0478217234,1.4140396192,-0.0093488651,0.8796043668,0.7629880970,0.0440684883,0.2189997299,-0.0728182171,-0.0513703098,0.0195050911,0.0255633646,0.3978262835,1.5733309313,1.2464563616,0.3496854410,0.2404869166,0.1078412236,-0.0120833156,-0.0178604803,0.2711141126,-0.0475626586,0.0857347009,0.0394449375,0.3117640162,2.1406944593,3.6321443319,3.1528146492,-0.0514541350,0.0466820503,-0.0656243791,4.0713796616,3.1194594703,0.1786498111,Control
