@relation data

@attribute 84296 numeric
@attribute 1763 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 51659 numeric
@attribute 8318 numeric
@attribute 57804 numeric
@attribute 5984 numeric
@attribute 5985 numeric
@attribute 6117 numeric
@attribute 5422 numeric
@attribute 10714 numeric
@attribute 6119 numeric
@attribute 6118 numeric
@attribute 5111 numeric
@attribute 84515 numeric
@attribute 4173 numeric
@attribute 4172 numeric
@attribute 4175 numeric
@attribute 4174 numeric
@attribute 23649 numeric
@attribute 4176 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5981 numeric
@attribute 9837 numeric
@attribute 5983 numeric
@attribute 5982 numeric
@attribute 4171 numeric
@attribute 2237 numeric
@attribute 3978 numeric
@attribute Class {Control,BRCA}

@data
7.00135506,6.8981231695,7.9259666445,5.97561041567,7.746012271,6.299304767,8.824450546,8.8069355085,7.105454747,10.83471386,7.122160823,7.2083497295,10.66108355,11.61752958,7.30666968733,8.00728757867,8.5947996215,10.884339601,10.54158093,9.155963663,9.058425498,7.993275958,7.558728975,12.66507944,8.7287213215,5.906055544,6.65416022267,6.4996565905,8.086681778,8.6356430945,8.306085763,Control
6.985105106,6.8766851245,7.9503875055,6.06639047267,8.444746903,5.648473532,8.865378449,8.3511951665,7.5130075585,10.800436875,6.409474951,7.3078710955,10.48441034,11.88379655,7.18042006333,8.600459581,9.53925189,10.9670802135,10.45125262,9.501827795,9.413279443,9.089962561,7.88603356,12.99332148,8.46553658,5.601779143,6.803627506,6.4959528655,8.805543271,8.8318933355,9.214775128,BRCA
7.361398,6.9445841975,8.517100268,5.72399821567,10.18798331,7.716204063,8.72987657,9.396101263,7.613135391,11.330452225,7.180493836,7.33191487,10.72737618,12.02968073,7.63223048933,8.39000280033,10.065924884,11.361670225,11.09109172,10.31119801,9.650235514,9.42760480833,8.575114814,13.23568448,8.908217113,5.228252321,7.26523884267,7.0004963375,10.14873431,9.620597091,9.862320087,BRCA
7.051184805,7.4451283935,8.4986833315,5.36854192167,10.17606751,8.225232898,9.24062507,8.859174667,7.7690752125,11.057611095,7.023923823,6.472480484,10.83441597,12.38193096,6.55166353833,8.72557625633,9.7613002345,10.974153029,10.85352421,10.38957787,10.18060575,10.2614579577,9.123553123,13.52549699,8.594608411,5.337364334,6.47039307033,6.4544177505,10.15416657,9.0906394765,9.825110289,Control
7.173030276,6.885292262,8.3791173545,5.95280065933,8.695403288,6.134329409,8.91062109,8.74540583,7.403741513,10.93374845,6.9330908945,7.2216641085,10.45090222,11.96009799,7.35432909133,8.393809981,9.919961329,10.972083198,10.66574031,9.989394899,9.590110341,8.69428477733,7.821010387,12.73729283,8.8095545205,6.058214335,7.072920173,7.0312218105,9.39316579,9.329909791,8.767556421,BRCA
6.99802939,6.6341623465,8.4061773715,6.237969269,8.699295794,6.828996845,7.992656742,9.358156732,7.0064152045,11.641461875,6.8500213875,7.523174648,9.132050545,11.54965727,7.408697217,8.15974847467,9.3913479745,11.3658813,10.61958751,9.829620128,9.225973251,8.713813284,8.467973436,12.65702034,8.81729114,5.338256146,7.68158217733,7.138537016,9.344385311,9.476334725,9.430484502,BRCA
6.773076963,7.7532903405,7.114956815,5.788693131,9.931871803,7.527244602,9.121676695,7.4871109445,7.0904318015,10.3458464955,6.349361739,6.6588492955,10.38702135,12.52245777,6.44602920733,8.69044413033,9.8864762635,10.2529778765,11.31896656,9.718905756,9.935902096,10.761045422,8.346005182,13.63244094,7.738491062,6.070610035,6.54805513767,6.220650197,8.860746456,8.2961196055,8.95908991,BRCA
7.031828341,6.773364932,8.4155051985,6.32473713233,8.113352957,6.264072495,9.20124246,9.1247667975,7.5927585855,11.06229666,7.048256226,7.325273656,10.88785292,11.90810746,8.02092389867,7.79524891633,8.483937859,10.8098750475,10.45750942,9.461746027,9.369358036,8.35263474667,7.539955806,12.59766508,8.303306849,5.662783181,6.93605146533,6.9810465865,8.42352683,8.609435701,9.111501597,Control
7.472185401,6.7731098095,9.0643521695,6.02795948867,10.26892824,7.900868506,8.811664588,9.70168359,7.7796863265,11.49735519,7.4543940705,7.244781381,10.77226531,11.92126273,7.82590120133,8.29143898133,9.9714342365,11.446472425,11.10430408,10.12722736,9.357783524,9.039656623,8.608200408,13.17297049,8.9257842175,4.931459981,7.65912161233,7.2222320135,10.16944939,9.642109982,9.394248914,BRCA
6.369515013,6.7659262955,8.3222045595,5.43016628233,8.801402107,5.634020526,9.25541878,8.509561114,7.4371940695,10.656153568,7.011695558,7.099785483,10.47860813,12.52742331,7.315615812,8.821606451,9.5799737185,10.736889649,10.32795428,9.648331121,9.162543096,8.80992016633,8.45693048,12.92825655,8.7210455935,4.842490216,6.42676862133,6.8236640905,8.675799285,8.75940589,9.143141549,BRCA
7.213738829,6.710544499,8.1297927905,5.90699724167,8.229997762,6.619270395,9.427680085,8.8655786105,7.2999723835,10.87490854,7.008129683,7.463332523,10.35810202,12.53830178,7.19178534067,8.19852639733,9.126565767,11.30175136,11.00715715,10.07634836,9.645109494,8.000714493,8.833563055,13.07564465,8.906142604,5.681316606,6.23579617167,7.1596856165,9.157436075,9.107300824,9.309431518,BRCA
7.058130098,6.7843201735,8.207026822,6.10699417833,8.563235486,7.051647054,8.66980731,9.023735752,7.544617301,11.11875956,6.914785761,7.1852972805,10.88129775,11.75528414,7.66789353567,8.12052771933,9.3320368985,11.06146347,10.66204549,9.327003038,9.278554651,8.527335664,7.324543144,12.68199828,8.716427139,5.328415757,7.04973393733,6.8101934035,8.895530694,9.006318241,8.824657385,Control
6.908726233,6.735522986,8.176539011,5.90664606667,8.163449829,6.327333135,8.962058135,8.823484927,7.3703045175,11.29475415,6.9100955155,7.4117681705,10.4887367,11.64562254,7.32601425833,7.93139199867,8.9337085745,10.9823843865,10.47189392,9.282845833,9.185483232,8.33408606133,7.935107761,12.85738045,8.7854943965,5.463043053,7.14436357833,6.654977447,8.423925951,9.113554115,8.392855247,Control
