@relation data

@attribute id string
@attribute 10720 numeric
@attribute 10941 numeric
@attribute 217 numeric
@attribute 219 numeric
@attribute 224 numeric
@attribute 231 numeric
@attribute 27294 numeric
@attribute 2990 numeric
@attribute 51084 numeric
@attribute 51181 numeric
@attribute 54490 numeric
@attribute 54575 numeric
@attribute 54576 numeric
@attribute 54577 numeric
@attribute 54578 numeric
@attribute 54579 numeric
@attribute 54600 numeric
@attribute 54657 numeric
@attribute 54658 numeric
@attribute 54659 numeric
@attribute 6120 numeric
@attribute 7358 numeric
@attribute 7360 numeric
@attribute 7363 numeric
@attribute 7364 numeric
@attribute 7365 numeric
@attribute 7366 numeric
@attribute 7367 numeric
@attribute 79799 numeric
@attribute 9365 numeric
@attribute 9942 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.6481657865,5.564691589,13.0288437,6.4032298225,10.485252783,11.25078414,6.907194506,10.82235197,9.147625411,11.18741411,5.745513828,4.989378887,5.316518,5.692518737,5.34774693033,5.533260613,5.048771569,4.917445181,4.845504173,5.73309076,6.443284462,10.31612343,9.2403386986,6.04208923,7.321999924,5.057462456,4.938324343,5.67688054775,5.218245385,7.633596724,6.544582464,Control
GSM427159,7.937870279,5.301232095,11.95442182,6.056583232,10.019264947,11.23978961,7.271465654,10.97955044,8.94721402,10.92535436,6.918449222,4.255773643,5.34066129,5.789606185,4.89087691633,4.569042829,5.420053896,5.442455259,4.95444207,5.773212576,6.77414458,9.963792397,8.5570668926,4.716563977,9.04325120967,5.346080415,5.1072423805,5.59827444375,5.033900371,7.811296214,6.692305572,BRCA
GSM427160,5.9412922905,5.932280461,10.45871961,6.112002883,9.46395718933,11.39597736,7.183985468,10.95973052,9.117046373,11.27473356,5.001702332,4.277092785,5.275017526,4.689178439,5.20032288667,5.629656239,5.535750687,5.664561948,5.301049141,5.568952692,6.31158559833,9.672182718,8.1375869088,4.95623024,7.92662426633,4.428384769,5.8333037745,6.06882033,4.7157349535,6.608332915,7.440663906,BRCA
GSM427162,6.1921094465,5.062004299,11.12925744,6.548599416,9.60250727633,10.80422,7.587779625,10.980761,9.169975799,12.12504541,5.460424154,4.845002284,5.693773551,4.681187829,5.147294809,4.851263383,5.62000808,4.832651143,5.464840793,5.490579154,6.22533924033,10.4210605,7.9965682378,4.8851370905,7.682566087,4.978894894,4.908600668,6.086641113,4.9021860855,6.901473714,7.7943852,Control
GSM427163,5.8896958225,5.518229233,11.84647188,6.81576014,9.31012465333,10.96639029,7.116294896,10.81892586,9.787507202,11.81218745,5.185877691,5.022158329,4.694341356,4.980952113,4.743827314,6.02414858,4.854508448,5.409060987,4.708756286,5.902080364,6.39757681133,10.08386525,9.0660444806,5.519435083,6.35246380333,5.671725924,5.2005104115,5.3441354815,4.401800999,6.573689312,7.578374814,BRCA
GSM427164,10.6100650295,5.79064906,12.28941816,7.224949571,10.2091594633,11.26747744,7.023535715,11.61638815,8.40571707,10.20167708,10.67589996,4.769786816,5.67695229,4.774802056,5.01757128133,5.688048317,5.291135005,5.186075849,4.63288196,5.591867317,6.769924783,11.03013967,8.716050116,5.5416179735,10.0165137127,6.729624567,5.3544884755,5.24320125275,4.847091857,7.784080438,6.491536971,BRCA
GSM427165,10.034899063,5.98687237,9.234794159,6.265901599,8.441678221,10.54016222,8.787413792,10.39899511,9.313461916,11.73219511,9.510754836,4.189689145,5.51191964,5.129706745,5.09458734533,4.276931831,5.057462456,4.547045185,5.229406468,5.197326058,6.49345059833,11.19460776,8.259227047,5.387177849,9.33237919567,5.391983545,5.1462816115,5.4831119085,4.800901095,8.090034492,7.610473304,BRCA
GSM427166,5.402536842,5.341462114,11.61805062,6.2403037255,9.756458509,11.43905962,6.767493005,11.35119339,9.182500581,10.98935922,5.167931151,5.384232247,5.167931151,5.536217098,5.15894364167,4.937828406,4.348143714,4.840729162,4.867045482,5.384232247,6.97216209967,10.27454155,8.6703653428,5.5091785575,6.291945442,5.265109838,6.692204361,6.5300702935,4.96422506,7.648431512,5.896460318,Control
GSM427167,9.5456637855,5.0188247,10.9270559,6.926570309,9.25164354567,11.19776361,6.751849051,11.13292398,9.008163257,11.57272404,8.923536316,4.528802152,4.749683847,4.347200447,5.13439949667,5.582188094,5.221694654,5.298485344,5.011910695,5.766072507,6.90853564833,9.99487707,8.08941919,5.2415956165,9.392384844,5.836814906,5.208036869,5.400347364,4.6728027165,6.995713808,7.378470711,BRCA
GSM427169,7.292380092,5.2209212,12.50386679,6.43527559,10.3875623913,10.78033494,8.270717122,10.84395463,9.228506749,11.55749974,6.730983353,4.618426738,4.656520763,4.799361019,4.71463742167,5.557663769,4.790265497,4.73770262,4.958159726,4.981865493,6.55033008667,9.804115337,8.993405749,5.5971585195,8.53381039433,5.888750097,6.387905425,6.45814549825,5.034665276,6.516256016,7.27431088,BRCA
