@relation data

@attribute id string
@attribute 1737 numeric
@attribute 1738 numeric
@attribute 5160 numeric
@attribute 5162 numeric
@attribute 5163 numeric
@attribute 5164 numeric
@attribute 5165 numeric
@attribute 5166 numeric
@attribute 54704 numeric
@attribute 55066 numeric
@attribute 57546 numeric
@attribute 8050 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.6538785774,1.9244245523,1.8357770517,1.4911907650,0.9942950769,-0.1560220679,0.1028904724,0.6673415834,1.0883853451,0.3362997286,0.1234548311,1.3534819447,BRCA
GSM480985,1.0647046190,1.4256233209,1.6363720596,1.5224317424,0.8471601896,0.0036986776,0.3710661956,1.1528913117,1.1713840200,0.4148969914,0.0530480045,1.5980556756,BRCA
GSM480986,1.5110943032,1.7199706966,1.5470184610,1.7284169421,1.0312913730,-0.0742565341,0.5603683012,0.8055453403,1.1781947733,0.3995782329,0.0160775300,1.7005460114,BRCA
GSM480987,1.2418197937,1.3682376973,1.2487467602,1.2465465888,0.5568740662,-0.0418227968,-0.0267239652,1.7350781795,0.7658323966,0.3504092809,-0.0073880209,1.0461411066,BRCA
GSM480988,1.2724594953,1.4409479541,1.3216555156,1.6387961059,0.9700278779,-0.0631146144,0.6275235784,0.7969913781,0.7052375687,0.1503642584,0.0581358099,1.6266892925,BRCA
GSM480989,1.1048022897,1.0125810863,1.3325026818,1.3598845712,0.8723785451,-0.0791168219,0.5885579741,0.6604148612,0.6131393643,0.2966417759,0.3083778946,0.8944311216,BRCA
GSM480990,1.2146143362,1.2734934124,1.1622796319,1.0332192485,0.3677679448,-0.0834329350,-0.0273612170,0.5238472060,0.8464189031,0.4184171763,0.1060562189,0.9624169805,Control
GSM480991,1.2609957534,1.3897725733,1.3495369666,1.3733915667,0.6418447939,-0.0714492495,0.2405355492,0.8887495744,1.0364168563,0.1894030610,0.0667429801,1.1612576805,Control
GSM480992,1.4483645946,1.1771644925,1.3185275235,0.9463855718,0.5632396906,0.0147490142,0.1266530382,0.7580561980,0.7095841059,0.3762713392,0.0440976124,1.3059790135,Control
GSM480993,1.5150614510,1.2907769317,1.5464859531,1.5108530763,1.0416793153,-0.0270244923,0.7100834420,0.7178649040,1.1330763382,0.4008081367,0.0907190629,1.5241184459,Control
GSM480994,1.2537867913,1.1883564838,1.4106072150,1.3845063560,0.6738723560,-0.0779937817,0.4647720761,0.8997728251,0.8151428853,0.2580628561,0.0618530568,1.3259320184,Control
GSM480995,1.0707680441,1.2762354744,1.1429682634,1.3169898093,0.5285094039,-0.1353731533,0.0233689839,0.5782499355,1.4053374679,0.4685845719,-0.0054013051,0.7375606336,Control
GSM480996,1.4419667475,1.4476412931,1.7820837050,1.4199045970,0.8655701839,-0.1336503613,0.0253299352,0.4954662831,1.1365963294,0.4933845250,0.1843663790,1.0890294910,BRCA
GSM480997,0.7559808333,1.1904639851,1.3499635049,1.6331937202,0.8389165051,0.0678090901,0.0356345267,-0.0722060110,0.7198929883,0.4278260915,0.1521542436,0.6197638616,BRCA
GSM480998,1.5078784772,1.6044869256,1.5987527147,1.2791683628,1.1851907893,-0.1199747692,0.5687850029,0.6820393776,1.0812513684,0.1943001410,0.1969114969,1.4527343065,BRCA
GSM480999,1.2728965567,1.6682324823,1.6428187677,1.7501388229,0.6935693534,-0.0574301276,0.5340750337,1.0372734649,1.3004416553,0.4354818472,0.0877730105,1.5765517650,BRCA
GSM481000,1.2981404791,1.8863328630,1.8057239390,1.7242152169,0.8199817641,-0.0105111501,0.4250140183,0.8696766885,1.1027070350,0.3760029497,-0.0068907373,1.7426891179,BRCA
GSM481001,1.1599412036,1.7421537043,1.1204817852,1.0366804292,0.7100406484,-0.0450583961,0.1241870030,0.9363835298,1.3739639352,0.3174649027,0.1215856280,1.1817275249,BRCA
