@relation data

@attribute id string
@attribute 1493 numeric
@attribute 23308 numeric
@attribute 2885 numeric
@attribute 29851 numeric
@attribute 3122 numeric
@attribute 3558 numeric
@attribute 3702 numeric
@attribute 3932 numeric
@attribute 5290 numeric
@attribute 5295 numeric
@attribute 5781 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute Class {Control,BRCACancer}

@data
Utah__A01,1.5756,0.5896,1.6355,1.4468,3.0674,-0.0738,2.6126,1.9358,1.5746,1.4982,0.5566,0.2158,0.2182,2.2237,2.1629,2.3193,0.8229,2.0683,0.3386,0.8489,Control
Utah__A02,0.7525,0.4469,1.481,0.8186,3.5593,0.0386,1.9605,1.6874,1.3014,1.1993,0.4031,0.0504,0.1727,1.9545,1.8928,2.2847,0.553,1.3671,0.1308,0.8305,Control
Utah__A03,1.1068,0.4934,1.7658,0.9395,3.2594,-0.0552,2.1163,1.7151,1.3967,1.3339,0.48,0.0932,0.1455,1.9088,1.7685,2.3295,0.729,1.1903,0.3489,1.0305,Control
Utah__A04,1.0034,0.5263,1.4795,1.0673,3.5094,0.0745,2.3902,1.9667,1.353,1.4882,0.3995,0.1022,0.159,1.9522,1.8416,2.3071,0.7673,1.8681,0.1898,0.7714,Control
Utah__A05,1.0982,0.5816,1.8562,0.8688,3.4609,0.0385,2.0685,1.6797,1.4836,1.3381,0.4857,0.0507,0.1504,1.5601,1.5813,1.9438,0.7984,1.4142,0.1691,1.1358,Control
Utah__A06,0.9091,0.455,1.5705,0.8304,3.29,0.1258,1.9776,1.611,1.3845,1.3761,0.4941,0.0867,0.1557,1.5133,1.5251,1.7701,0.7589,1.4178,0.1506,1.1886,Control
Utah__A07,1.205,0.3321,1.8609,0.9929,3.2491,0.005,2.2251,1.7129,1.5934,1.6231,0.5361,0.0921,0.2024,1.7971,1.761,2.0687,1.1167,1.7139,0.224,1.2324,Control
Utah__A08,0.9686,0.4929,1.7198,1.0674,2.8193,-0.0872,2.5128,1.5609,1.7501,1.714,0.621,0.1369,0.1601,1.6824,1.826,1.9766,1.4459,2.0481,0.1523,0.975,Control
Utah__A09,1.021,0.2626,1.8278,1.0948,2.9804,-0.0099,2.3832,1.828,1.4582,1.5464,0.4602,0.1261,0.1713,2.0098,1.8301,2.2759,0.958,1.8234,0.2479,0.9961,Control
Utah__A10,0.9775,0.3011,1.802,1.0324,3.2177,0.011,2.368,1.8784,1.6941,1.6535,0.5199,0.127,0.1456,2.0305,1.9018,2.2764,0.9953,1.5408,0.2632,1.2449,Control
Utah__A11,0.7391,0.389,1.5523,0.6412,3.124,0.0744,1.8927,1.6506,1.2025,1.2442,0.4262,0.0893,0.1168,2.0683,1.8037,2.1946,0.7513,1.1116,0.1908,0.7548,Control
Utah__A12,0.7819,0.1313,1.1373,0.5963,3.2121,0.0104,1.7946,1.4307,0.9215,1.0289,0.2625,-0.0411,0.2178,1.8233,1.4626,2.1972,0.4875,0.966,0.3364,0.7512,Control
Utah__B01,1.5652,0.3845,1.5002,1.1119,2.7881,-0.1119,2.337,1.4554,1.4577,1.5918,0.5709,0.1506,0.2948,1.8587,1.8616,1.9259,0.7999,1.8629,0.2918,1.1053,Control
Utah__B02,1.7245,0.3927,1.6034,1.1974,3.4135,-0.0373,2.401,2.0057,1.4219,1.7587,0.4835,0.1291,0.1819,2.2224,1.9896,2.3159,0.7977,1.9283,0.2468,1.0145,Control
Utah__B03,1.545,0.279,1.5674,1.1606,3.1471,-0.0067,2.4157,1.8247,1.5109,1.9459,0.5476,0.1295,0.1505,2.0875,1.928,2.2308,0.7362,1.9704,0.2767,1.0198,BRCACancer
Utah__B04,0.9871,0.3648,1.6385,0.8151,2.5913,-0.125,2.4135,1.589,1.5671,1.5967,0.6444,0.0721,0.1595,1.7798,1.6774,1.8617,1.2485,1.7375,0.2665,0.932,BRCACancer
Utah__B05,1.0046,0.3982,1.4949,0.6499,3.3073,-0.0229,2.0006,1.3683,1.1566,1.6704,0.3925,-0.0163,0.1815,1.7458,1.5625,1.6891,0.7467,1.2706,0.2115,0.9567,BRCACancer
Utah__B06,0.9551,0.0248,1.1292,0.6225,2.8133,-0.1044,2.0875,1.1402,1.1199,1.4068,0.4255,0.1045,0.3013,1.367,1.396,1.5834,0.5349,1.2238,0.3696,0.9397,BRCACancer
Utah__B07,1.7475,0.413,1.6266,1.2517,3.0899,0.0163,2.6498,2.0284,1.5493,1.5879,0.4486,0.1273,0.2,2.1967,2.042,2.399,0.852,1.8102,0.2725,0.8854,BRCACancer
Utah__B08,0.9014,0.3654,1.6339,0.9002,3.1689,-0.0153,1.932,1.7152,1.3231,1.1769,0.4422,0.099,0.1314,1.8577,1.735,2.1856,0.5472,1.5385,0.3834,0.7528,Control
Utah__B09,0.845,0.4508,1.6507,0.8615,2.3066,-0.1209,2.2096,1.1918,1.3758,1.5101,0.7251,0.0435,0.1394,1.0941,1.6522,1.3136,1.4387,1.5932,0.1582,0.7299,Control
Utah__B10,0.9623,0.3004,1.509,0.5894,2.7686,-0.0648,2.4083,1.555,1.4219,1.4831,0.4014,0.0445,0.1135,1.5382,1.7357,1.9387,1.0385,1.3611,0.2485,0.8533,Control
Utah__B11,0.837,0.4621,1.7392,0.6875,3.233,0.0217,1.8135,1.4096,1.3896,1.2771,0.4082,0.0731,0.1454,2.0711,1.5131,1.9301,0.6083,1.4666,0.2562,0.9017,Control
Utah__B12,0.6262,0.352,1.3322,0.4632,2.3598,-0.0097,2.1578,1.0659,1.1323,1.1896,0.3673,-0.0029,0.0993,0.8855,1.2247,0.6883,1.2054,1.2391,0.1235,0.4675,Control
Utah__C01,0.8195,0.4899,1.7966,0.5412,2.769,-0.0297,1.9035,1.5805,1.3372,1.2928,0.484,0.067,0.1604,1.52,1.6565,1.8839,0.9237,1.4275,0.1861,1.1356,BRCACancer
Utah__C02,0.9602,0.4645,1.5019,0.8724,3.0079,-0.002,2.2294,1.9668,1.3839,1.3266,0.3728,0.0542,0.2294,1.8474,1.9699,2.1965,0.7432,1.7731,0.3495,0.7481,BRCACancer
Utah__C03,1.1816,0.6079,1.5147,0.955,2.8232,-0.0207,2.4499,2.0464,1.4737,1.2561,0.4522,0.076,0.187,2.0737,2.0717,2.4621,0.9764,1.4777,0.2579,0.9072,BRCACancer
Utah__C04,0.5415,0.4208,1.2632,0.3503,2.8481,-0.0473,1.5026,1.4599,0.7962,0.8383,0.2048,0.0029,0.1243,1.5864,1.7615,1.9319,0.4544,0.9663,0.0735,0.3306,Control
Utah__C05,0.4585,0.3297,1.1596,0.4409,3.3104,0.0106,1.8113,1.6196,0.9303,0.928,0.2329,-0.0078,0.146,1.5636,1.6326,1.9464,0.4521,1.1391,0.1343,0.5713,BRCACancer
Utah__C06,0.1419,0.373,0.5665,0.1749,1.5148,-0.0542,0.5641,0.6474,0.2515,0.4412,0.2322,-0.073,0.0264,0.7669,0.9764,0.8649,0.2612,0.2518,0.1214,0.1255,Control
Utah__C07,0.4471,0.3763,1.2704,0.5197,3.002,0.0321,1.9781,1.8538,1.1545,1.0885,0.3212,0.019,0.1654,1.9807,1.9472,2.6194,0.5717,1.0504,0.1895,0.5634,Control
Utah__C08,0.8056,0.4879,1.4131,0.8379,2.908,-0.0828,2.2188,1.7599,1.2713,1.1859,0.3511,0.1105,0.2218,1.9382,2.0522,2.3782,0.6171,1.5423,0.1764,0.7596,Control
Utah__C09,0.6542,0.3841,1.2526,0.6808,3.0768,-0.0241,2.0951,1.785,1.1501,1.1108,0.342,0.0277,0.136,1.8153,1.7214,2.2364,0.5408,1.4666,0.2582,0.5013,Control
Utah__C10,0.6507,0.4123,1.2452,0.758,3.2487,-0.0043,2.3549,1.8911,1.2514,1.0914,0.2238,0.0047,0.1553,1.7169,1.7324,1.9869,0.6646,1.5194,0.1222,0.578,BRCACancer
Utah__C11,0.9277,0.4974,1.5328,1.0271,2.8457,-0.0601,2.3212,1.8211,1.1799,1.1242,0.3878,0.1569,0.1766,2.0495,2.3141,2.4246,0.7067,1.5877,0.0988,0.5952,Control
Utah__C12,0.3459,0.4748,1.1452,0.5322,2.7382,-0.062,1.5769,1.4716,0.7623,0.6991,0.3824,0.0033,0.0944,1.5943,1.8413,2.109,0.3972,0.9885,0.1065,0.2512,BRCACancer
Utah__D01,1.0023,0.5197,1.5757,0.6905,2.7066,-0.0604,2.42,1.2833,1.2857,1.3944,0.5548,0.0633,0.16,1.1482,1.8907,1.6752,1.2738,1.7538,0.1606,0.8257,BRCACancer
Utah__D02,0.8942,0.7479,1.3968,0.6231,3.5199,-0.0091,1.8943,1.54,1.1494,1.0319,0.3396,0.0529,0.0944,1.3539,1.8628,2.1616,0.5357,1.3511,0.0733,0.5563,BRCACancer
Utah__D03,0.4516,0.6515,1.412,0.5479,3.2818,0.0823,1.7211,1.5561,1.0202,0.8686,0.3205,0.0165,0.1387,1.5264,1.4718,2.1659,0.4832,1.1809,0.2152,0.5532,BRCACancer
Utah__D04,0.5795,0.6027,1.6251,0.4277,2.9595,-0.0946,1.948,1.4476,1.2215,1.1519,0.3923,0.0801,0.1161,1.3943,1.8927,2.0614,0.4749,1.3393,0.1222,0.7531,BRCACancer
Utah__D05,0.467,0.3679,1.5193,0.326,3.3174,-0.0872,1.8928,1.5393,1.1295,1.0518,0.2587,-0.0288,0.1685,1.2331,1.5699,2.0618,0.6157,0.9352,0.2253,0.8661,BRCACancer
Utah__D06,0.887,0.6201,1.5134,0.8099,2.9277,-0.0451,2.3011,1.7367,1.2429,1.2257,0.4265,0.0896,0.1628,1.7307,1.9822,2.2455,0.7346,1.5343,0.1948,0.7926,BRCACancer
Utah__D07,0.8054,0.5525,1.4296,0.6136,3.1505,-0.0728,2.1855,1.7927,1.2075,1.2167,0.3725,0.0477,0.1428,1.6058,2.1802,2.3432,0.6489,1.2786,0.0645,0.7253,Control
Utah__D08,0.7726,0.2812,1.2683,0.4531,3.1593,-0.0317,1.9971,1.4768,0.9695,1.0438,0.2995,0.0114,0.1581,1.3204,1.6813,2.0365,0.4844,1.0741,0.1205,0.5414,Control
Utah__D09,0.8898,0.3494,1.4266,0.8866,3.2215,-0.011,2.1593,1.6835,1.1314,1.1358,0.3902,0.0706,0.2301,1.743,2.0676,2.256,0.614,1.607,0.117,0.7433,Control
Utah__D10,0.6848,0.2429,1.581,0.555,3.3986,-0.0663,1.6263,1.4648,1.0396,0.9033,0.3887,0.0813,0.0711,1.9741,1.7884,2.0683,0.5468,1.1521,0.0914,0.5834,Control
Utah__D11,0.5271,0.2109,0.8295,0.1065,2.0732,-0.0754,1.3653,1.022,0.5635,0.6526,0.2126,-0.0414,0.0341,0.9697,1.5516,1.6737,0.3363,0.7161,0.074,0.413,Control
Utah__D12,0.4045,0.3569,1.4151,0.4326,3.2245,-0.0987,1.7296,1.4352,0.8506,0.8124,0.4237,0.0017,0.0735,1.3945,2.2806,2.2393,0.45,1.1938,0.0868,0.5103,Control
Utah__E01,0.8323,0.2269,1.4031,0.698,3.5721,-0.0538,2.0936,1.7668,0.9334,1.0877,0.2651,0.025,0.0852,1.9628,2.0922,2.6849,0.4773,1.2031,0.1737,0.6548,BRCACancer
Utah__E02,1.0169,0.3509,1.4048,0.9577,2.9733,0.0754,2.4381,1.9643,1.4187,1.3123,0.3733,0.1247,0.1989,1.9586,2.0171,2.5493,0.873,1.7287,0.0874,0.5754,Control
Utah__E03,0.6716,0.4171,1.5979,0.714,3.3353,0.0489,2.0825,1.8837,1.0946,1.0162,0.3843,0.0769,0.0748,1.8566,2.1207,2.512,0.6027,1.3732,0.0548,0.5742,Control
Utah__E04,0.9771,0.7116,1.5412,1.1052,3.3872,-0.0252,2.5626,1.9681,1.2981,1.206,0.3417,0.1114,0.1853,1.9171,2.393,2.2381,0.6695,1.7584,0.1518,0.5273,Control
Utah__E05,0.9245,0.3209,1.227,0.8629,2.5082,-0.0535,2.3632,1.7104,1.3184,1.3142,0.3269,0.0601,0.2072,1.8656,2.1938,2.327,0.6809,1.756,0.1595,0.6765,Control
Utah__E06,0.4237,0.0657,1.2853,0.2013,3.1647,0.0266,1.3038,0.9434,1.0115,1.0073,0.2491,-0.054,0.1651,0.6498,1.0937,1.1621,0.6244,0.7721,0.1825,0.9399,BRCACancer
Utah__E07,0.6884,0.49,1.5114,0.5172,3.1636,0.1083,1.9827,1.4798,1.1507,1.0966,0.4372,0.0284,0.1282,1.2612,1.979,1.9289,0.5938,1.271,0.262,0.6877,BRCACancer
Utah__E08,1.4245,0.4677,1.5283,0.9586,3.3239,0.0491,2.4622,1.8565,1.3302,1.2404,0.3314,0.1066,0.1427,1.9069,2.1814,2.3855,0.6795,1.7394,0.2722,0.8179,Control
Utah__E09,0.7472,0.5222,1.5643,0.8178,3.1822,-0.0194,2.0561,1.8566,1.2287,1.1152,0.2919,0.0925,0.1458,2.5641,2.3372,2.5519,0.5762,1.546,0.1623,0.4924,BRCACancer
Utah__E10,0.7752,0.5626,1.6731,0.7897,2.8371,-0.0751,2.1835,1.5991,1.4286,1.3277,0.4742,0.0524,0.1783,1.53,1.7527,2.0625,0.9207,1.4625,0.3413,0.896,BRCACancer
Utah__E11,0.7071,0.397,1.3961,0.6543,2.6138,-0.0863,2.198,1.6621,1.0373,1.0308,0.31,0.0655,0.1487,1.8021,2.2788,2.5328,0.5549,1.5077,0.133,0.4123,Control
Utah__E12,0.5783,0.1536,1.2321,0.345,2.9687,0.0308,1.7665,1.3792,0.8651,0.8782,0.3687,0.0587,0.0831,1.1189,1.7397,1.6699,0.4245,0.873,0.2121,0.6483,BRCACancer
