@relation data

@attribute id string
@attribute 10257 numeric
@attribute 10599 numeric
@attribute 107 numeric
@attribute 108 numeric
@attribute 1080 numeric
@attribute 10864 numeric
@attribute 109 numeric
@attribute 10998 numeric
@attribute 111 numeric
@attribute 112 numeric
@attribute 113 numeric
@attribute 114 numeric
@attribute 115 numeric
@attribute 123264 numeric
@attribute 1244 numeric
@attribute 1581 numeric
@attribute 196883 numeric
@attribute 200931 numeric
@attribute 2052 numeric
@attribute 23439 numeric
@attribute 2778 numeric
@attribute 28234 numeric
@attribute 3156 numeric
@attribute 343 numeric
@attribute 358 numeric
@attribute 361 numeric
@attribute 366 numeric
@attribute 3781 numeric
@attribute 3949 numeric
@attribute 476 numeric
@attribute 477 numeric
@attribute 478 numeric
@attribute 480 numeric
@attribute 481 numeric
@attribute 482 numeric
@attribute 483 numeric
@attribute 486 numeric
@attribute 5243 numeric
@attribute 5244 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5613 numeric
@attribute 570 numeric
@attribute 57552 numeric
@attribute 57835 numeric
@attribute 6256 numeric
@attribute 6344 numeric
@attribute 64240 numeric
@attribute 64241 numeric
@attribute 6513 numeric
@attribute 6522 numeric
@attribute 6523 numeric
@attribute 6548 numeric
@attribute 6550 numeric
@attribute 6554 numeric
@attribute 6555 numeric
@attribute 6579 numeric
@attribute 6580 numeric
@attribute 6822 numeric
@attribute 7363 numeric
@attribute 760 numeric
@attribute 8431 numeric
@attribute 8647 numeric
@attribute 8671 numeric
@attribute 8714 numeric
@attribute 9376 numeric
@attribute 9429 numeric
@attribute 949 numeric
@attribute 9971 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.1977612795,-0.1413533064,-0.0213125190,0.0324851423,-0.0707549198,-0.0206038416,0.6906278624,0.2784195431,-0.1873276656,0.3041730966,0.6485430572,-0.0936600890,0.6758355689,-0.0417947871,-0.1312549345,-0.1030535959,-0.0496203903,0.2101142739,1.3244071471,-0.0676795500,1.6287773193,-0.1495076888,1.0463367619,0.0463355569,0.1531489387,-0.2305214146,0.0619087939,-0.1189206604,0.4111578784,1.2048343619,-0.1563157375,-0.0891506131,-0.1090014479,0.5992863820,0.1752267555,0.0748847273,-0.0464189791,-0.1182301397,-0.0772177679,0.9091838176,0.8322542454,-0.0220457165,0.0696381372,-0.0606667764,0.3940804525,-0.1307231039,0.9204617303,-0.0864705451,-0.0862069889,-0.1665222342,1.7555294782,1.2943901155,-0.0582816039,0.6690897846,-0.1863708721,-0.0113136096,-0.0148101484,-0.1792979624,0.0487704137,-0.1615976435,-0.2121124591,-0.1597511065,-0.0308835172,-0.1628086770,0.2858685850,0.0771040086,-0.1583233221,0.0259987893,0.1619624009,-0.1271112382,BRCA
GSM481003,0.0913146876,-0.0850330139,-0.0692073683,-0.0064876447,-0.0295532005,-0.0503187389,0.4153288136,0.2128238855,-0.1628839508,0.2577621225,0.8073847730,-0.1100853766,0.4801001175,0.0182265883,-0.1577062241,-0.1392633299,-0.1103498666,0.1240127769,2.0123524134,-0.0770076443,1.5822581693,-0.1193426646,0.6291390890,-0.0565811414,0.5343784132,-0.1769324791,-0.0932622322,-0.0836662648,0.2336463140,1.2874445120,-0.1045751128,-0.0761271237,-0.1358756409,1.2565654757,0.1291358674,-0.0328896525,0.1091750296,-0.0029987112,-0.0767863501,0.9189770192,0.6319902162,0.0102665505,0.3544240996,-0.0825670029,0.9145902568,-0.0936489264,0.8595386953,-0.0520858829,-0.0416081414,-0.0371296958,1.6303895546,1.6990702758,-0.0131878725,0.8637242620,-0.1265332241,0.0019597570,0.0499008701,-0.0991101504,0.1475801750,-0.1146992834,-0.1256563828,0.0581779555,0.2475586996,-0.1339951582,0.2950577102,0.3060493333,-0.1469082171,0.2842537751,0.3950712881,-0.0327526896,BRCA
GSM481004,0.1245251201,-0.1539991341,-0.0682730252,-0.0572336419,-0.0972540207,-0.0378523257,0.7538955795,0.2838316995,-0.1865766728,0.4959490365,1.0032708717,-0.0400951271,0.5932523358,-0.0227764882,-0.1078546647,-0.1183594408,0.0553660385,0.2252351776,1.3822710184,-0.0727936911,1.6611578276,-0.1722387202,0.7739524178,0.0661338635,0.0084709207,-0.2030374024,-0.0240627494,-0.1595862023,0.2831214249,1.6465649538,-0.0849351305,-0.0423334801,-0.1083835931,0.4561181011,0.1709414899,0.0339282870,-0.0756853581,-0.0872113240,-0.0950680129,0.6950635329,0.6800325786,-0.0396932616,-0.0129986513,-0.0469225873,0.6881495906,-0.0911631954,1.2359945222,-0.1183706294,-0.0707413604,-0.1106387791,1.4885543105,1.6058463370,-0.0340516408,0.9163998216,-0.1987233534,0.0315079991,-0.0411641283,-0.1045813715,0.1858422401,-0.1352525596,-0.1349669725,-0.0274990224,0.0174989201,-0.1047051904,0.3563124613,0.1657843407,-0.2120824855,0.2700849474,0.2158503935,-0.0676382837,BRCA
GSM481005,0.1511126158,-0.1272546871,-0.0925683750,0.0108283770,-0.1070688624,-0.0243469069,0.8534066271,0.1634044311,-0.1859157358,0.4385876315,1.1066493301,-0.0452075420,0.3788599880,-0.0391886281,-0.1461042075,-0.1279284892,0.2799949490,0.0400808314,1.3988923233,-0.1177032135,1.4807582746,-0.0635095863,1.0189094312,0.0309842480,0.1731160652,-0.1618903536,-0.0761817193,-0.1053471139,0.1727316765,0.8559349278,-0.1209874501,-0.1212607316,-0.0687286405,0.9552678574,0.0784749269,0.3383061767,-0.1066267519,-0.0558681942,-0.1081239845,0.7765841372,1.2306991819,-0.0333261071,0.0699015529,-0.0868857020,0.4657168411,-0.0967006235,1.0320280119,-0.0505725289,-0.1108573650,-0.1480730002,1.9393282863,1.2091922725,-0.0128408389,0.8318093922,-0.1350571373,-0.0593953016,-0.0361730398,-0.1503753114,0.0248220503,-0.1552392772,-0.1150697751,-0.0639567531,0.0527477580,-0.0651329148,0.4715396177,0.0191442488,-0.1861955798,0.5016999235,0.0451830355,-0.1225230885,BRCA
GSM481006,0.1536741209,-0.1109472485,-0.0610226503,-0.0522829933,-0.1096866448,-0.0350944386,1.2541987586,0.1842716365,-0.1669847436,0.5766390173,0.8823370718,-0.1439105411,0.6523239961,-0.0843677749,-0.1599920074,-0.1062638571,-0.0951017123,0.0540876671,1.9048059118,-0.1522625482,1.3146320589,-0.0938818363,0.9419819844,0.0740408024,0.0824610468,-0.1521310002,0.0160397704,-0.1017595757,0.4363021466,1.1591157516,-0.1928323078,-0.1071198158,-0.0999615427,0.9066364228,-0.0728818892,0.1292292832,-0.1097232796,-0.0560336806,-0.1048684332,1.0743387982,0.9264100611,-0.0789564253,0.2576344930,-0.0449105774,0.6134360411,-0.1141786533,0.9341763254,-0.0482396819,-0.1096725426,-0.1371724211,1.5819155011,1.4687983899,-0.1103559825,0.6072934194,-0.1408054935,-0.0497276373,-0.0112822313,-0.1129410992,0.0026331800,-0.1591103327,-0.0919221442,0.0154857074,0.0300441004,-0.1059047535,0.4215005838,0.1470446707,-0.2037993996,0.2703245532,0.3434393006,-0.1306302099,BRCA
GSM481007,-0.0224173786,-0.1506918724,-0.1091924483,-0.0409257532,-0.0722388906,0.0077406727,0.8056753526,0.7269138694,-0.0611303696,0.6382880130,0.5886042261,-0.0965363181,0.4626764772,-0.0951695750,-0.0706816826,-0.0845425805,0.0258853085,0.1778734496,1.9861107800,-0.1012385326,1.4150039667,-0.0796898447,0.3803552173,0.0155729593,1.2425774344,-0.1645832749,-0.1793351213,-0.0317710212,0.2632480362,1.2515263292,-0.0986034427,-0.0552017571,-0.0639382190,1.4007932205,-0.0474682670,0.4021267280,-0.1062760652,-0.0485295597,-0.1523085143,0.9259418572,0.7558958770,0.0370700779,0.1321595838,-0.0503672567,0.7943619016,-0.0897321765,0.8169288688,-0.1066330304,-0.1351407460,-0.0646477266,1.1257035903,2.1508602741,-0.0914416544,0.6255749410,-0.0414766385,0.0121761076,0.0389738131,-0.1269767296,0.2481344128,-0.1001286145,-0.0882182437,-0.0455492911,0.0528153585,-0.0833078953,0.6659851471,0.2014444697,-0.1517483548,0.3758031322,0.3222536972,-0.0954442723,BRCA
GSM481008,0.1710492869,-0.1274202280,-0.1022847509,0.0073234723,-0.0837821578,-0.0186873256,0.9556061970,0.1103930799,-0.0927685142,0.2863269619,0.7602961962,-0.0445672441,0.3568348908,0.0604871625,-0.1147652953,-0.1341327794,-0.0347283245,-0.0620403881,0.8301800324,-0.0752571553,1.5773606507,-0.0666237387,0.9460028196,0.0162582743,-0.0283886407,-0.1410529131,-0.1444999753,-0.1795827094,0.4850766197,1.0822508104,-0.1365751932,-0.0949711165,-0.0792500605,0.9785020654,0.2619806110,0.2425652087,-0.1336147326,0.0409507371,-0.0851385501,0.9102283842,0.7458980968,0.0274709704,0.1268309088,-0.0768864273,0.5919052254,-0.0923714712,1.1870108308,-0.0631529367,-0.1072440469,-0.1042208271,1.1955933757,1.8804270122,-0.1028369994,0.7507656030,-0.1934424104,-0.0074994666,-0.0523031238,-0.1298294376,-0.0329561034,-0.0266525214,-0.1635736044,-0.0512409590,0.0751927796,-0.1238735995,0.1094217652,0.1604642867,-0.1586921475,0.0990561495,0.3041211403,-0.0650927652,Control
GSM481009,0.0748399426,-0.1510451870,-0.1314133674,-0.0292480118,-0.1376798666,-0.0330762627,0.4983229081,0.1198115419,-0.2549137573,-0.0641390445,0.8146943457,-0.1893536572,0.2691004176,-0.0817588257,-0.0588146615,-0.0770162962,-0.0942478679,0.1302009331,1.0960867736,-0.1508895850,1.4264966791,-0.0178885001,0.7383519929,0.0517077835,0.0671201678,-0.1665873472,0.0359072556,-0.1770708797,0.1785579799,0.7746091188,-0.1674389526,-0.3735897056,-0.0711978792,0.5135420329,-0.1965277056,0.0579115311,-0.3514352102,-0.0858060950,-0.0955275001,0.6558841348,0.8545450949,0.0046873059,-0.0978849678,-0.1164159413,0.2384335825,-0.0644516430,0.6041149985,-0.2053294594,0.0039397753,-0.2207227953,1.3173657591,0.9079339206,-0.0891346330,0.6407201064,-0.3770019180,-0.0646118702,-0.1026914186,-0.1366289262,-0.1951101017,-0.2232153600,-0.1308127437,-0.0592896369,0.0757519919,-0.1091945452,0.3058357786,0.0047011797,-0.2156098111,0.2075958820,0.0309536269,-0.1102470486,Control
GSM481010,0.1632251159,0.0004520494,-0.0856121376,-0.0299397763,-0.1032531772,-0.0576951616,0.5580687042,0.3730173874,-0.1150484082,0.2565518150,1.0041584842,-0.1091626319,0.3016868198,-0.1201664656,-0.1029965715,-0.1121586697,-0.0356908833,0.1293106654,1.6818030144,-0.1542527573,1.4701154121,-0.1495877210,1.2278093530,0.0116703039,0.0369861694,-0.1283101472,-0.0506520679,-0.1002597788,0.1783473982,1.1128667200,-0.0958312944,-0.0572905339,-0.0784865001,1.1311606698,-0.0669410945,0.1801746006,-0.0272888464,0.0314245705,-0.0661620211,0.6685453986,1.0751941698,-0.0846129696,0.0711872429,-0.0754200404,0.6483961949,-0.0886893127,0.9438281523,-0.0815766632,-0.0688991892,-0.1425347396,1.8299780553,1.2446082401,-0.1337952785,0.6950195148,-0.1226250704,-0.0524206834,-0.0717750007,-0.0959287852,-0.0337511881,-0.1272155344,-0.1056606520,-0.0696537572,0.0100868653,-0.0687289572,0.4233123806,0.2189647950,-0.1534630339,0.1519051456,0.2121016840,-0.0850852254,Control
GSM481011,0.1762033218,-0.1953931396,-0.0661589997,0.0080882865,-0.0475884426,-0.0212564716,1.1929691749,0.1196272695,-0.1498224161,0.3705056948,0.6087986411,-0.0870217879,0.5806935298,-0.1270997609,-0.1102736450,-0.0867794139,-0.0181835081,0.0631389924,2.0378695064,-0.0346676108,1.5207398576,-0.0531500131,0.3336240983,0.1412261378,0.1280392149,-0.1838633034,-0.0272939858,-0.0200957004,0.1836327436,1.0450381968,-0.2090282230,0.0049888158,-0.1116891076,0.5877753954,0.2094058641,0.0234133798,-0.0823677012,-0.0660184239,-0.1218963774,0.8796043668,0.7629880970,0.0440684883,-0.0120833156,-0.0102698164,0.4544543434,-0.0862044912,1.0993553696,-0.0877311546,-0.1478398371,-0.1219865927,1.4814565418,1.8131147660,-0.0436212064,1.0001277401,-0.1230427814,0.0006748736,0.0263808413,-0.0839150169,0.0391306016,-0.1624750384,-0.1457992264,-0.1060798597,0.1032072871,-0.1461803461,0.2350564673,-0.0121972784,-0.2173268120,0.0487930590,0.2130313494,-0.0873314330,Control
