@relation data

@attribute 3661 numeric
@attribute 81793 numeric
@attribute 7100 numeric
@attribute 114609 numeric
@attribute 148022 numeric
@attribute 59307 numeric
@attribute 54106 numeric
@attribute 9450 numeric
@attribute 7189 numeric
@attribute 4615 numeric
@attribute 3929 numeric
@attribute 8737 numeric
@attribute 353376 numeric
@attribute 51295 numeric
@attribute 3654 numeric
@attribute 51135 numeric
@attribute 10333 numeric
@attribute 4214 numeric
@attribute 11213 numeric
@attribute 23643 numeric
@attribute 29110 numeric
@attribute 929 numeric
@attribute 7099 numeric
@attribute 7096 numeric
@attribute 4064 numeric
@attribute 51284 numeric
@attribute 7097 numeric
@attribute 51311 numeric
@attribute Class {Control,BRCA}

@data
8.946146814,6.32785480567,10.33984475,6.4530058725,8.990502651,6.87691901,5.412113573,9.032239399,7.37822060033,9.4642502,6.799868052,9.943694688,9.410992459,7.804520085,9.677464692,7.450842404,6.147515948,10.46146439,8.982338457,10.93816836,9.933381255,12.48380266,8.456252884,5.048771569,5.692518737,7.753920581,5.492342928,5.738787021,Control
9.581525964,6.31385776,10.8133766,6.7609431445,8.8269228395,7.07620098767,5.359671604,8.210063853,7.05787236967,9.905361101,5.899424146,10.07879165,9.618225404,7.807517739,10.14535302,7.849500691,5.905574287,11.6627575,8.312759464,10.51616813,9.982976156,12.773988575,6.966306806,6.098617071,5.166927545,7.73643766,6.063509009,5.70038317667,BRCA
9.456519276,6.46669393433,10.89259805,6.41651854325,8.854112445,6.70599459733,5.651633855,9.459406579,7.01943370733,9.70697128,5.870864797,9.929872764,8.960697854,8.425773069,10.42139193,7.734880845,6.207019812,11.77105209,7.183985468,9.696107356,9.744102689,12.912822165,6.90941648,5.870864797,5.531000265,8.136838795,6.577621898,6.02799139,BRCA
9.983528472,5.645233519,11.19501551,6.57897862275,9.374046924,7.091856738,6.225261069,9.573941152,6.46814411567,9.766156644,5.868397398,10.01119619,9.601056285,8.774277353,10.56828182,7.184878131,5.464840793,12.00382718,7.581278035,10.56679164,9.64111297,12.50286316,6.225261069,6.299945779,6.065341406,8.251862414,6.559687298,5.199323359,Control
9.290572499,6.90127802967,10.88836296,6.77568815025,9.049980109,7.00390971,5.776374632,8.96276671,7.059741909,9.855452948,5.963711807,9.484878832,9.602356068,8.26935011,10.67791364,7.546047737,6.910795985,11.72645885,7.609180816,10.36033166,9.776844695,13.176504155,7.753252064,6.79954431,5.575169544,7.911723223,6.542068896,5.618389279,BRCA
8.952931307,6.356236664,10.66888523,6.44691833025,8.959527725,6.867182325,5.256643908,8.753050508,7.331943975,10.48083592,5.984481833,10.12499078,8.575114814,7.477052175,9.548258938,8.234483507,6.193383055,11.51112271,8.20645413,8.97466634,10.23622984,13.286500315,8.209345068,6.377302187,5.65836235,7.074733207,6.055559693,5.96417478733,BRCA
9.883896123,5.660869601,11.48104019,6.811203792,8.833378894,6.78782280367,5.71384099,9.366596041,6.42166024533,9.530631222,5.250782787,9.601752743,10.24459905,8.04360305,9.834609753,7.141854563,5.804783636,12.26224618,8.584681754,12.44988381,9.349160193,12.250297535,5.606746643,6.310935931,5.971607496,6.973327498,6.371171674,5.15125677433,BRCA
9.325693977,6.044314138,9.892869539,6.49790735125,8.588742572,6.494365709,5.870741528,9.07478446,7.018808194,9.695555047,5.582112807,9.671351374,9.107714755,7.85975393,9.860714986,7.659908731,5.563776856,10.99477083,7.952116757,10.7538521,9.949994866,12.88118256,7.833192323,5.600664669,5.431465218,7.707464612,5.443615974,6.03225915667,Control
9.246806572,6.64751997367,10.47248806,6.4646753845,9.2449642545,6.83385006133,5.59156816,9.021522149,7.05702786333,9.573046472,6.278408221,9.108531726,8.780097726,8.239194094,10.66204549,7.280958923,5.584219358,11.9611296,7.324048031,9.303998235,9.676706901,12.657291755,6.888990144,6.127793825,5.844493149,7.731914868,6.380768944,5.45808713667,BRCA
9.779978297,6.349096049,11.06200921,6.5988104295,8.4216094845,7.17554110733,5.605858198,9.027022092,6.71155131933,9.269361142,6.496738457,9.863923404,9.112896304,8.721869154,10.47490271,7.494497866,5.586623085,11.43790563,7.356190313,10.11144907,9.482556459,12.19871781,6.819352447,6.042541061,5.707228834,7.415068054,5.831251023,5.29680243,BRCA
