@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10681 numeric
@attribute 146850 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23533 numeric
@attribute 2782 numeric
@attribute 2783 numeric
@attribute 2784 numeric
@attribute 2785 numeric
@attribute 2786 numeric
@attribute 2788 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 387 numeric
@attribute 5170 numeric
@attribute 51764 numeric
@attribute 5294 numeric
@attribute 54331 numeric
@attribute 55970 numeric
@attribute 59345 numeric
@attribute 94235 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3397790969,0.0798089453,-0.0405012614,1.9397812022,0.1866127024,-0.0448427393,0.7260348580,0.4609933963,0.0313797501,0.0069233231,-0.1135279069,-0.1004975033,0.1466962866,-0.1126273656,0.0373789289,1.9894220193,0.7530524665,-0.1072939529,-0.1624264398,-0.0862014922,1.4999495165,0.7363625108,-0.0889600241,BRCA
GSM480985,0.6712534413,0.0826668575,-0.0661628062,1.4054429928,0.2867683454,-0.0263181581,0.6644044377,0.2952377253,0.0823840736,-0.0457163846,-0.1205803433,-0.1089069453,0.7772403410,-0.1372473919,0.0545901309,1.8852531751,0.6827738690,-0.1532745592,-0.1454714285,-0.0875385542,1.8644070503,0.4920368270,-0.1309516296,BRCA
GSM480986,0.3637514705,0.1311043079,-0.0917167619,1.7577156492,0.2145363198,-0.0236322101,0.6901387549,0.3422224569,0.0011673622,-0.0624810754,-0.0875566416,-0.1140261693,0.0591031552,-0.0677840849,-0.0889708259,2.0062507787,0.6777039026,-0.0778376792,-0.1337267348,-0.0920514730,1.6156421010,0.8650141478,-0.0372388086,BRCA
GSM480987,0.4741756265,0.0622019586,-0.0353742374,1.6769249506,0.2593453904,-0.0190172376,0.7412058433,0.2116768266,0.1327404538,-0.0773168238,-0.1215972648,-0.1148385397,2.7066964706,-0.0742860082,0.0348619162,1.8972162525,0.5721121385,-0.1143018794,-0.1022734639,0.3232544249,1.7940059026,0.9243028046,-0.1600573949,BRCA
GSM480988,0.3666419161,0.1375192484,-0.0102328738,1.1675294143,0.1712146028,-0.0933597851,0.5931581249,0.0215888636,0.1052846566,-0.0282164784,-0.0825194422,-0.0999999979,-0.0600983379,-0.1394877574,-0.0426573925,1.6231118301,0.3119734156,-0.1443745749,-0.0889533257,-0.0541173976,1.2631580537,0.6169386619,-0.1318603578,BRCA
GSM480989,0.2517094096,0.1395655114,-0.0198927467,2.3074461223,0.2270790681,-0.0318046184,0.7107484369,0.4922151650,0.0310324050,-0.0245108759,-0.1035838998,-0.0584708151,-0.1600497482,-0.2168419232,-0.0442354612,2.4842128198,0.6968581951,-0.2324207872,-0.1893403782,0.0358164425,1.1070811011,0.3556060205,-0.1777083731,BRCA
GSM480990,0.3166647480,0.0819088728,-0.1482193000,2.3939645291,0.2749733657,-0.0240894286,0.8782710590,0.5025454419,0.0722035417,-0.0313524033,-0.0925484677,-0.1273939656,0.4092192144,-0.1018510503,-0.0283261156,2.3151370526,0.6259951810,0.0065605761,-0.1406402458,0.0663741883,1.3161279748,0.7182087007,-0.0808738950,Control
GSM480991,0.2500861962,0.1006723062,-0.0731488979,1.8290236989,0.2449685031,0.0096481766,0.7888649646,0.5062835034,-0.0499887214,0.0187707844,-0.1110699204,-0.0938462643,-0.0797904123,-0.1039781785,-0.0162116344,2.0687043151,0.7252390346,-0.0443711671,-0.1590461786,0.0453277426,1.4828155484,0.5407913685,-0.0904390580,Control
GSM480992,0.2476967987,0.0885527289,-0.0506009922,2.3328941266,0.3295684198,0.0098416810,0.7672556795,0.6768512727,0.0298872434,-0.0393678868,-0.1060098494,-0.1138909129,-0.0873010754,-0.1357910544,0.0018078210,2.4234709023,0.6805748290,0.0178685737,-0.1480111448,-0.0904213050,0.8826477632,0.5452613432,-0.0972539801,Control
GSM480993,0.3786722400,0.1116843061,-0.0549953496,1.9907199673,0.3003267815,0.0090587195,0.7363728955,0.4144046013,0.0388465096,-0.0594869954,-0.1183751102,-0.0490935803,0.0096267843,-0.0948902335,0.0077307280,2.1975401044,0.7050229798,-0.1602199334,-0.1081225405,-0.0759411633,1.3067279573,0.7518640363,-0.1367339711,Control
GSM480994,0.2401695627,0.0919612508,-0.0236957580,2.2647942436,0.1553611641,-0.0178013872,0.7768758721,0.4681400549,0.0525474199,-0.0694479814,-0.1132412457,-0.0938598927,-0.1372175622,-0.1136539294,0.0269966627,2.5272347848,0.5992773101,-0.0465390833,-0.1228451207,-0.1151480206,1.3721141189,0.5756409296,-0.0875064251,Control
GSM480995,0.4409180506,0.1287304227,-0.0932261457,2.2447793616,0.2290969502,-0.0379488704,0.9547445849,0.4472743921,0.0722107480,0.0272914776,-0.1377503638,-0.1198575674,1.0630233951,-0.1619426049,0.0012716893,2.4257646243,1.0833046500,-0.1458401762,-0.0955196354,0.1247603307,1.9269865281,0.7489267596,-0.1766071125,Control
GSM480996,0.3018407680,0.2003637908,-0.0475177148,2.1184759934,0.2087806824,0.0413237916,0.8073802172,0.6695138280,0.0103213671,-0.0113976032,-0.0941788558,-0.1541449968,0.4456883238,-0.1722013422,-0.0183008595,2.2180271069,0.8159209524,-0.1452238500,-0.1319222984,0.0365717725,1.4880210786,0.7709793050,-0.0955518676,BRCA
GSM480997,0.5942143687,0.1213695345,-0.0462748670,2.3593104947,0.3575331336,-0.1124440609,0.8037562291,0.5321511041,0.0519067729,-0.0646712729,-0.0888961089,-0.0449598241,2.2141995297,-0.1599742272,-0.0549134047,2.4668474355,0.6854798866,-0.0897917126,-0.1672660582,0.4918161951,1.7439215129,0.6054003403,-0.1372668677,BRCA
GSM480998,0.3346834291,0.1513425797,-0.1221377093,2.0572760636,0.4557905310,0.0280430161,0.6919206055,0.7991661557,-0.0031896654,0.0222800374,-0.0211134653,-0.0648645081,0.2719572388,-0.0815921242,0.0114968017,1.8991035700,1.0620929220,-0.1233539938,-0.0914625534,-0.0688375121,1.3842549854,0.5829026187,-0.0908684170,BRCA
GSM480999,0.5223618987,0.1344427309,-0.1128033251,1.6031868988,0.2200205550,-0.0350598277,0.7098520616,0.3059536360,0.0413144187,-0.0306960411,-0.1237006109,-0.0479392866,0.3413750579,-0.0899429456,-0.0294392524,1.9882173934,0.9017953977,-0.1070511080,-0.1632603363,-0.0310750962,1.9687305463,0.7414892761,-0.1535144442,BRCA
GSM481000,0.3423136670,0.1316802386,-0.1327867839,1.3439433907,0.2485156906,-0.0694201396,0.6858592415,0.4394026953,0.0726224962,-0.0404986437,-0.1318194426,-0.1045159393,-0.0032094708,-0.1323675348,-0.0126623041,1.9006932061,0.8080812426,-0.1480992323,-0.0616773152,-0.0876343448,1.4939153517,0.6017136378,-0.2033453491,BRCA
GSM481001,0.5873012014,0.1047839897,-0.0882533620,1.9257329968,0.1908817230,-0.0356448709,0.8501283010,0.4932284717,0.0322062408,-0.0590123816,-0.1132632454,-0.1125850705,0.0036191023,-0.0692660396,0.0346870051,2.3635019381,0.8958595574,-0.1182551591,-0.1653078994,-0.0690596005,2.3807675552,0.7000480876,-0.1062252961,BRCA
