@relation data

@attribute id string
@attribute 10201 numeric
@attribute 10587 numeric
@attribute 10621 numeric
@attribute 10622 numeric
@attribute 10623 numeric
@attribute 10714 numeric
@attribute 11128 numeric
@attribute 124583 numeric
@attribute 129607 numeric
@attribute 139596 numeric
@attribute 1503 numeric
@attribute 151531 numeric
@attribute 1633 numeric
@attribute 1635 numeric
@attribute 171568 numeric
@attribute 1723 numeric
@attribute 1806 numeric
@attribute 1807 numeric
@attribute 1841 numeric
@attribute 1854 numeric
@attribute 1890 numeric
@attribute 22978 numeric
@attribute 23649 numeric
@attribute 25885 numeric
@attribute 29922 numeric
@attribute 30833 numeric
@attribute 30834 numeric
@attribute 318 numeric
@attribute 3704 numeric
@attribute 4832 numeric
@attribute 4833 numeric
@attribute 4860 numeric
@attribute 4907 numeric
@attribute 50484 numeric
@attribute 50808 numeric
@attribute 51082 numeric
@attribute 51251 numeric
@attribute 51727 numeric
@attribute 51728 numeric
@attribute 51733 numeric
@attribute 54107 numeric
@attribute 5422 numeric
@attribute 5424 numeric
@attribute 5425 numeric
@attribute 5426 numeric
@attribute 5427 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 54963 numeric
@attribute 5557 numeric
@attribute 5558 numeric
@attribute 55703 numeric
@attribute 55718 numeric
@attribute 56474 numeric
@attribute 56655 numeric
@attribute 56953 numeric
@attribute 57804 numeric
@attribute 6240 numeric
@attribute 6241 numeric
@attribute 64425 numeric
@attribute 661 numeric
@attribute 7083 numeric
@attribute 7084 numeric
@attribute 7296 numeric
@attribute 7298 numeric
@attribute 7371 numeric
@attribute 7372 numeric
@attribute 7378 numeric
@attribute 790 numeric
@attribute 83549 numeric
@attribute 8382 numeric
@attribute 84172 numeric
@attribute 84265 numeric
@attribute 84618 numeric
@attribute 87178 numeric
@attribute 93034 numeric
@attribute 953 numeric
@attribute 9533 numeric
@attribute 955 numeric
@attribute 956 numeric
@attribute 957 numeric
@attribute 9583 numeric
@attribute 978 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.2234392459,0.1603824314,1.7032670247,1.4140199256,0.9149748793,1.5214225980,0.5896097370,1.0733961280,0.1568478794,1.7795610097,2.4566147327,-0.0540641763,1.9887506842,0.5723290968,0.7655356586,0.1757886765,0.2146146707,-0.0909816999,0.6288136845,2.0992635116,-0.0466895819,0.5731631170,0.2733456229,0.2182085159,1.6422174976,0.2328285626,0.6662670245,1.1532216733,1.1869702770,0.5254497527,1.2167348416,1.5726087017,0.7352792715,1.4295305485,1.2905533886,1.2074693699,0.8113200574,1.6710142557,0.5935840845,-0.1055786552,1.3229697274,0.4590124302,0.1110767740,0.4475187101,0.2151189637,1.6117472946,0.3975369574,1.8765759530,0.8007492875,1.9384943789,0.8600320538,0.9390896344,2.0158322748,2.2408497483,1.9307530988,1.5956783741,1.6747005731,0.3912734203,0.3560446512,-0.0273617398,0.9429248124,1.0272386526,0.9875723783,1.3508533474,0.0214990937,0.2541690469,1.1391247139,3.0128963211,0.5102992141,0.9074461555,0.8034116246,1.2276308658,1.2300644576,1.3343359137,2.4483032376,1.2611241524,2.6093901397,0.7970412485,0.3124337157,1.0408121131,1.0903887004,0.6066092336,-0.0559172089,1.3802372814,-0.1120236567,0.0180423647,1.4816944038,1.8836542852,-0.0509158757,0.4820786008,-0.0148016274,0.8934876097,BRCA
GSM480985,0.1653421400,0.0945287723,1.3219076064,1.0271842830,0.8046656595,1.2045470742,0.4986423923,0.7799664291,0.0574366081,1.8675720428,1.3797611220,-0.0599939771,1.2142740340,0.4801884264,0.4966072811,0.0088638226,0.2214627486,-0.1462134662,0.2788185624,1.2268545552,-0.0999269985,0.7163438890,0.0567498128,0.0641786722,1.6893052715,0.1748968629,0.5684559277,1.3627385381,1.0584351487,0.7310973803,1.5345584004,0.7818527445,0.5471559902,1.6584459842,1.4421582247,1.2850770751,0.4779909891,1.7464788817,0.0809245206,-0.1492816332,0.8497186378,0.1985184121,-0.1403941502,0.1195283260,0.0662827998,0.3582449659,0.3440147386,1.8608403636,0.6489243608,1.1547020133,0.6569830517,0.3429515940,1.5899640836,1.7362441270,1.5928977927,1.3546642363,1.2201701118,0.3727322580,-0.0596465934,-0.0816908263,0.5387295912,0.9044012409,1.0945222377,0.7902341048,-0.0059415057,0.3959704076,0.5427789214,1.2142698060,0.5829307146,0.6114921686,0.2705967141,1.2048513807,1.1921758080,0.7726133174,1.4603137243,0.7518842100,1.7549256748,0.4365601505,0.3072375780,1.0852774894,0.6594191957,0.8940313259,-0.1384957092,0.6808857552,-0.1535928319,0.1120961186,1.0869458651,1.6904528519,-0.0577985077,0.6126256233,0.0907530459,0.4088892171,BRCA
GSM480986,0.4208009839,0.0656123822,1.5297714471,1.1628114564,0.8566071357,1.2029019593,0.7349948802,1.2439691934,0.1449926945,1.9538098573,2.3117782921,-0.0797131768,1.8119000315,0.6227178020,0.9185567765,0.1243869107,0.2118537839,-0.1330779034,0.5460900242,1.8513124436,-0.0764338221,0.4231554267,0.2493205161,0.3768351444,1.5947039553,0.1330229461,0.5450849294,1.0614174339,1.1056897880,0.5775667593,1.2955965475,1.6027567684,0.6729297309,1.2813249430,1.4560726633,1.4652212654,0.3670153417,1.6317175549,0.2878503152,-0.1242188065,1.5131787806,0.2578041365,-0.0006644904,0.3486887678,0.1366165012,1.0558625757,0.5185324838,1.7504970308,0.9002718199,1.9555213994,0.9663382927,0.7438989184,1.9199756663,2.0280745625,1.9659044344,1.5147999951,1.7253105589,0.3389251067,0.1485719528,0.0156392441,0.9645122811,1.0190240576,0.9683923859,1.6904030485,0.0407751971,0.3657379911,0.8564470820,3.0737281278,1.0435047746,0.8847482707,0.7331258244,0.9947680089,1.0777725114,1.0776409459,1.8862097859,1.2308686880,2.0394799113,0.9163119346,0.3133698776,1.1734126809,1.1663219907,0.7454132902,-0.1035335224,0.8896354669,-0.0845251854,-0.0386637261,1.3805325328,1.6035668681,0.0050446002,0.4780368675,0.0894214559,0.9115517365,BRCA
GSM480987,0.2743677046,0.0803472669,1.1321926530,1.0652873499,0.9932497244,1.1241706477,0.7084342667,0.9651984164,0.2321556972,1.6576669414,2.5484073759,-0.0461028322,1.8240972938,0.7137556692,0.7887064341,0.0292489125,0.1019407532,-0.1068198060,0.4241398336,1.5492507406,-0.0834272569,0.2463394229,0.1196402289,0.3368867119,1.2219392757,0.1311756251,0.6657413286,1.3586850199,0.9846650328,0.3190386314,1.4993972033,1.1259377447,0.6820724049,1.3640675447,1.4179615572,1.3484285884,0.3593345608,1.3966990070,0.3499929866,-0.0988101555,1.3190034480,0.1674653927,-0.0506179260,0.3186428044,0.0388668412,1.0933425461,0.4557380625,1.6928357801,0.7334619807,1.8825247181,0.7729776755,0.7551016080,1.7094694111,1.9679285884,1.8285348948,1.1692217951,1.7316677769,0.2489914195,0.2003628604,0.0205711877,0.9201272017,0.9488023310,0.6381399765,1.6905534054,0.1484820383,0.3195155901,0.6402449443,2.9764761492,1.3272960747,0.8069621914,0.3967911637,1.2719901555,1.5236789826,0.8908209850,2.5040080249,1.1177917480,2.0771609343,0.8866154421,0.2853484486,0.5024760516,1.1988995137,0.5312463459,-0.1081118571,0.9827902118,-0.1082982045,-0.0470744973,1.4058529297,1.3364419177,-0.0544051153,0.4675627077,-0.0591311589,0.0911461335,BRCA
GSM480988,0.1704343175,0.0628355975,1.1208416986,1.3007774050,0.7407081459,1.2647299039,0.5282034142,1.1884938249,-0.0772720688,1.6540579266,2.0793742688,0.0529648333,1.6514628709,0.4040014857,0.9651562654,0.1422081525,0.0218177215,-0.0866555877,0.4281519893,1.7663210929,-0.1541740904,0.3186479539,0.1840522928,0.3208484090,1.6341669231,-0.0047877747,0.3250350918,0.8930203799,0.9075264500,0.1922875874,1.1228715256,1.5195055308,0.5058062656,1.2677349825,1.1648867808,1.1813422528,0.2818690333,1.5312472357,0.0152830478,-0.1152699678,0.9456990079,0.2362305118,0.0768084920,0.2306063977,0.1707717376,1.0292699189,0.4754014016,1.3890773612,0.7290149531,2.0881026984,0.5144257691,0.3602641243,1.6099965249,1.6670975165,1.8871115711,1.3366246809,1.1884789462,0.2353571876,0.2639022454,-0.0014752104,1.2809051945,0.9741657210,1.2184728534,1.4634573929,-0.0292457978,0.0152650487,0.7932283912,3.0932169936,0.8627589436,0.5456080897,0.7622335726,1.1635563124,1.2555008601,1.3434912878,1.4206976407,1.0838372626,1.7951142234,0.9077796340,0.3092675592,0.7428070837,0.8506054627,0.4188743294,-0.0748669413,0.8171947829,-0.0867143117,-0.0143570905,1.1422461608,1.6948239050,-0.0849771791,0.3138189983,-0.0830452026,0.5832171740,BRCA
GSM480989,0.3843578808,0.0504354201,0.9035516373,0.6340428663,0.8807096117,0.8509117928,0.5531598683,1.4959229235,0.4238016122,1.5910439160,2.3962364196,-0.0144324428,1.6727685986,0.6892073639,0.9260271513,0.0563405495,-0.0521584148,-0.1229975323,0.6567504915,1.7208966688,-0.1443228270,0.3385607996,0.2467035367,0.1328376301,1.5077779308,0.1445833988,0.7400183690,1.3234367503,1.1479857566,0.8304888340,1.9493295179,1.6968453376,0.3844587313,0.9884952475,0.9020889749,1.4802813377,0.1244157726,1.5116850159,0.3139120749,-0.1134549078,1.1920293979,0.0917473556,-0.0592587655,0.4204673296,0.1064336327,0.7054733430,0.5009772391,1.2504570495,0.8378822479,1.9375428505,0.9081393301,0.7286765165,2.0221051542,2.3189120144,2.6384319331,0.8982298934,1.9962721103,0.3126734324,0.0025834302,-0.0791522762,0.4544721697,0.6008602958,0.8067898324,1.8190917500,0.0732496886,0.5509243324,0.5422876878,3.2419244376,0.4959608921,0.8751951870,1.3153640414,1.3615992726,1.0269350614,0.9982893772,2.1473530791,0.9583118082,2.2408071888,0.6279515107,0.5283459358,0.6610914190,0.6128673470,0.5979275389,-0.0265955244,0.3256934963,-0.0371554152,-0.0447443471,1.4197082107,2.1868936287,-0.0737727522,0.1923558565,0.1216932705,1.0199355409,BRCA
GSM480990,0.2827342286,0.0872298636,1.0401086501,0.9864524666,0.5012595306,0.7104607523,0.5823417493,1.3644527689,-0.1044176704,1.8234423200,2.6346373259,0.0342838529,1.6473283767,0.6472317224,0.8756542040,0.0638339161,-0.0416976995,-0.1173610704,0.4815543415,1.6977540851,-0.0773362469,0.2359689929,0.1833354501,0.1885108545,1.5956283565,0.1780938993,0.5757975303,0.8089511627,0.9662323262,0.4999673002,1.8418039084,1.2118692474,0.8250964314,1.2802926748,1.0554293811,1.2386929219,0.4375984390,1.5558827793,0.2414496173,-0.1801352249,1.1283604986,0.1388133167,-0.0204453974,0.5086407080,0.0205682762,0.8968517595,0.5933898498,1.4307237307,0.7899600305,1.6552819446,0.9311095635,0.7436226618,1.9708810598,2.2209360302,2.4294542074,0.9416872767,2.0354376055,0.3563120204,0.0753009715,-0.0161918164,0.4213394257,0.6828110645,1.0036840886,1.6947777866,0.1106110284,0.4025088740,0.4841040203,3.2084340398,0.6826988026,0.9177535353,0.6599835175,1.2554014247,0.9534118547,0.7954377971,2.2890918331,0.8880958612,2.0988800988,0.9333275594,0.3323490834,0.8603167619,0.7684164810,0.5660558078,0.0058081639,0.3646593376,-0.0882494058,-0.0384900596,0.9646483875,1.8904215912,0.0463091226,0.3905428919,-0.0109076798,0.9360734375,Control
GSM480991,0.2509121555,0.1395107515,1.1311350229,0.8530490273,0.8162172982,0.7929366067,0.5963492494,1.4473752709,0.6131831276,1.6746204959,2.2121885121,-0.0370955939,1.5005262553,0.6151915488,0.9638712473,0.1561912982,0.0546115915,-0.0937796284,0.3067940989,1.0655942466,-0.0801146704,0.4486984446,0.1333783502,0.2958973776,1.5782007003,0.1846956180,0.3874168233,1.2428561018,0.9971311490,0.7601978118,1.7772302031,1.2392701060,0.6644012132,1.3486526558,1.0937593951,1.3947522940,0.2099227959,1.5492791425,0.1889948884,-0.1254410358,1.2095607482,0.0622159665,-0.1572538394,0.3003052217,0.0615627786,0.4059209386,0.5979717699,1.4683429298,0.9043992721,1.5006515708,0.8822802315,0.7639645895,1.7520702212,1.9216874392,2.1507377756,1.2645089434,1.8021113847,0.2850192409,0.0124490825,0.0122445337,0.6858045105,0.7471242764,0.7950555362,1.6625743465,0.0408861109,0.5452377218,0.3270349691,2.1157750109,0.6109075210,0.8056894579,0.3888020441,1.2105828193,0.9975617804,0.5223760846,1.6806599798,0.9941622935,2.1222608883,0.8165263142,0.3488588878,0.9430805871,0.9554587358,0.6836427120,-0.1066063427,0.5122854526,-0.0509392956,-0.0500809782,1.2764937491,2.0036759732,0.4067932990,0.5807480683,0.0634547451,1.3470872269,Control
GSM480992,0.2958583050,0.1460875752,0.8774611006,0.8142813467,0.6715937519,0.6056446797,0.5375299751,1.5347832676,0.0677520755,1.6007486847,2.3207874596,-0.0218999673,1.3613066405,0.4652652998,0.9405568666,-0.0018251802,0.0796262115,-0.1008401034,0.5668788494,1.5800554566,-0.0516380682,0.2159871766,0.1636448349,0.2670055938,1.4043792626,0.2640647105,0.5738657662,0.9250545277,1.0308386418,1.0061704382,1.8173448743,0.9025086909,0.5767619562,1.1035435498,1.0311616211,1.5986316417,0.3843653589,1.4109708610,0.1619739108,-0.1073067146,1.0236305314,0.1263167032,0.0718811130,0.4920756920,0.1794742710,0.5607375373,0.7417532169,1.3209709697,0.8275789302,1.7407633391,1.2745025079,0.7806424229,1.7265450942,2.1274780929,2.5633065170,0.7483742192,1.8525854391,0.3575605972,0.0208666632,0.0055315315,0.2783685128,0.8708294126,0.6910060984,1.5873110763,0.1181003258,0.6792150073,0.2514505216,3.0597856910,0.3267985060,0.8160535955,0.9342543011,1.0237699072,0.8233430364,0.8171439544,1.9122874532,0.6979280386,2.3160552580,1.2018825188,0.3274831568,0.6663568427,0.6631659772,0.4414137767,-0.0260184392,0.5467208504,-0.0940980956,-0.0266080453,0.8693721066,2.0919959643,-0.0320601305,0.2097368863,0.1201111253,1.7030677199,Control
GSM480993,0.3690747750,0.1438369032,1.3457607883,0.9705743259,0.9649569588,1.1378558147,0.6970671915,1.4473896368,0.6811817921,1.8219264480,2.3032801599,-0.0743319348,1.8330990017,0.7221076830,0.9367596336,0.1343875169,0.1340762251,-0.0718676581,0.5782722129,2.0603732541,-0.0903017816,0.4669317186,0.2997676629,0.3113870449,1.4749820657,0.1943535225,0.5395552612,1.2084031287,1.0619547499,0.7675299080,1.6149335354,1.6077442616,0.7847048538,1.2759684425,1.3629362297,1.5793660382,0.5367790774,1.5172370140,0.1978392057,-0.0905534789,1.5290937496,0.1773195168,0.1147602345,0.3527961249,0.1962866471,1.0308868515,0.6218950929,1.5558551214,0.8727969173,1.9368122056,1.0128080229,0.7003747450,1.7510728325,2.0007002651,2.3298377728,0.9727141986,1.7345658838,0.3517588574,0.2033837022,0.1331565502,0.7181576340,0.9390184941,0.9952530882,1.4676587240,0.1486466502,0.4229756490,0.8718031824,3.2500903390,0.9511029306,0.9070825479,1.1220517026,1.2192135356,0.9839490888,1.1090267159,1.9982982165,1.1798718145,2.2403623724,0.9793376065,0.4409884552,0.5726138279,1.1140728500,0.8781461368,-0.0647622821,0.7188080150,-0.0863531116,-0.0329554803,1.1958642673,1.7473120020,0.0038526301,0.3963995230,0.0518983149,1.2616965250,Control
