@relation data

@attribute id string
@attribute 8224 numeric
@attribute 4128 numeric
@attribute 6804 numeric
@attribute 22999 numeric
@attribute 6844 numeric
@attribute 1103 numeric
@attribute 6512 numeric
@attribute 2744 numeric
@attribute 57030 numeric
@attribute 7166 numeric
@attribute 1644 numeric
@attribute 6582 numeric
@attribute 6616 numeric
@attribute 1621 numeric
@attribute 5864 numeric
@attribute 6812 numeric
@attribute 60482 numeric
@attribute 54874 numeric
@attribute 6505 numeric
@attribute 6853 numeric
@attribute 6854 numeric
@attribute 6857 numeric
@attribute 6511 numeric
@attribute 10497 numeric
@attribute 6571 numeric
@attribute 7054 numeric
@attribute 10815 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0537,-0.0563,0.1288,-0.1062,1.6468,-0.0226,0.0894,1.5484,-0.0308,0.1376,-0.0866,-0.0491,-0.1866,-0.0785,0.1773,0.2393,-0.2362,0.2838,-0.0806,0.1006,-0.1192,-0.1168,-0.0292,0.0017,0.4182,-0.0256,0.0117,Control
A02,-0.0784,-0.0403,0.1328,-0.0441,1.5163,-0.0549,0.2105,1.2471,-0.0054,0.0489,-0.0178,2e-04,-0.2104,-0.012,0.2331,0.0363,-0.1793,0.1969,-0.1459,0.0022,-0.0683,-0.1283,-0.0654,-0.0453,0.2238,0.0213,0.0541,Control
A03,-0.0937,-0.0854,0.1501,-0.0343,1.6783,-0.0982,0.24,1.2937,0.0383,0.1123,0.0076,0.0022,-0.1978,-0.0055,0.1474,-0.0088,-0.1808,0.1045,-0.0868,0.0987,-0.0897,-0.1119,-0.1197,-0.0344,0.2502,0.0256,-0.0232,Control
A04,-0.0574,-0.0593,0.1791,-0.0558,1.6138,-0.0302,0.1686,1.2923,-0.0143,-0.0096,-0.0763,-0.0619,-0.1371,-0.0056,0.2474,0.1393,-0.1928,0.2068,-0.0874,0.0309,-0.0896,-0.0984,-0.0406,-0.0486,0.2,-0.005,0.0993,Control
A05,-0.0754,-0.0743,0.248,-0.0653,1.6052,-0.0567,0.1664,1.2717,-0.0194,0.031,-0.069,-8e-04,-0.1701,-0.0517,0.2623,0.2256,-0.1751,0.3251,-0.0864,0.0651,-0.0968,-0.0814,-0.0185,-0.0091,0.5329,0.0032,0.0886,Control
A06,-0.1062,-0.0341,0.106,-0.0691,1.4958,-0.0337,0.1675,1.1584,-0.0654,0.152,-0.0312,0.0168,-0.1542,-0.0699,0.2256,0.0381,-0.1754,0.1475,-0.0709,-0.0158,-0.0842,-0.1419,-0.0462,-0.0416,0.2619,-0.0563,-7e-04,Control
A07,-0.1055,-0.1011,0.1642,-0.0301,1.3859,-0.0805,0.214,1.639,-0.0162,0.0421,-0.0302,-0.0151,-0.1742,-0.0864,0.1921,0.0648,-0.1574,0.2001,-0.1318,-0.0035,-0.0351,-0.1426,-0.0811,-0.0475,0.3073,-0.065,0.0125,Control
A08,-0.0422,-0.0562,0.07,-0.0689,1.4104,-0.1335,0.1943,1.9035,-0.0327,0.2055,-0.0704,-0.04,-0.1325,-0.0203,0.161,0.1886,-0.1929,0.1828,-0.0309,0.0089,-0.0838,-0.1207,-0.0081,-0.0495,0.1278,-0.0383,-0.0508,Control
A09,-0.0872,-0.0972,0.1886,-0.0679,1.4981,-0.0503,0.1685,1.5251,-0.0057,0.0808,-0.0223,-0.037,-0.1538,-0.0626,0.1651,0.111,-0.1277,0.1598,-0.0853,0.0011,-0.1132,-0.1236,-0.0872,-0.0376,0.3461,-0.1079,0.0125,Control
A10,-0.07,-0.0556,0.1582,-0.0607,1.5479,-0.046,0.1295,1.7119,0.0022,0.0079,-0.0935,-0.0099,-0.1619,-0.0701,0.1939,0.1025,-0.1633,0.2,-0.0652,0.0345,-0.0974,-0.1094,-0.0357,-0.032,0.4596,0.0138,-0.0253,Control
A11,-0.0512,-0.0069,0.0249,-0.0973,1.4873,-0.0265,0.1272,1.1455,0.0348,-0.0018,-0.0558,-0.0671,-0.1086,-0.0426,0.1381,0.043,-0.2911,0.0551,-0.0634,0.0638,-0.0981,-0.0666,-0.0204,-0.0631,0.2304,0.062,-0.0493,Control
A12,-0.0348,-0.0711,0.2122,-0.03,1.2005,-0.0977,0.3158,0.8702,0.0186,-0.1075,0.0992,-0.001,-0.1303,-0.0351,0.2055,-0.0233,-0.158,0.0251,-0.038,0.0031,0.045,-0.1476,-0.0683,-0.061,0.2317,-0.1387,0.0888,Control
B01,0.023,-0.0295,-0.0921,-0.0789,1.4563,-0.0818,0.1323,1.5001,-0.2409,0.2312,0.0496,0.0274,-0.1121,-0.2432,-0.0655,0.2176,-0.141,0.1465,0.0161,-0.1184,-0.0648,-0.1527,-0.1499,0.0674,0.2546,-0.3464,-0.2144,Control
B02,-0.0501,-0.0604,0.0904,-0.0746,1.8009,-0.0055,0.2095,1.4029,-0.0596,0.0811,-0.0368,-0.0188,-0.1483,-0.0466,0.1804,0.1408,-0.1487,0.135,-0.0746,0.0439,-0.0797,-0.1005,-0.0715,-0.0032,0.2746,0.0301,-0.0334,Control
B03,0.0168,-0.0046,-0.0643,-0.0869,1.5812,-0.0542,0.104,1.5588,-0.1246,0.0989,-0.0471,9e-04,-0.104,-0.1277,0.1989,0.1693,-0.1791,0.0204,-0.0367,-6e-04,-0.0617,-0.1343,-0.046,0.0143,0.2009,-0.0145,-0.1027,BRCACancer
B04,-0.0809,-0.0969,0.1137,-0.0476,1.4273,-0.0872,0.1814,1.8214,-0.0341,0.2173,-0.0482,-0.0785,-0.1847,0.0182,0.1548,-0.0179,-0.2295,0.2526,-0.0531,0.0912,-0.1056,-0.1374,-0.0041,-0.093,0.2395,-0.1096,-0.0647,BRCACancer
