@relation data

@attribute id string
@attribute 26281 numeric
@attribute 6714 numeric
@attribute 27006 numeric
@attribute 6464 numeric
@attribute 2254 numeric
@attribute 2253 numeric
@attribute 2251 numeric
@attribute 2250 numeric
@attribute 8074 numeric
@attribute 2261 numeric
@attribute 2260 numeric
@attribute 2248 numeric
@attribute 8822 numeric
@attribute 8817 numeric
@attribute 2249 numeric
@attribute 8823 numeric
@attribute 2255 numeric
@attribute 2246 numeric
@attribute 2247 numeric
@attribute 2885 numeric
@attribute 6654 numeric
@attribute Class {Control,BRCACancer}

@data
A01,-0.0988,0.3755,-0.299,0.7565,-0.0025,-0.2659,-0.0222,0.0293,-0.1323,-0.1801,0.1451,-0.1903,0.0889,-0.0383,0.0054,-0.0612,-0.0954,-0.1449,-0.0824,1.6355,1.1256,Control
A02,-0.1345,0.3775,-0.0912,0.8046,-0.0185,-0.2265,-0.0501,0.0678,0.012,-0.0113,0.0074,-0.2753,0.1312,0.0601,0.0626,-0.098,-0.0556,-0.0469,-0.0472,1.481,0.9005,Control
A03,-0.1613,0.6195,-0.1644,0.7989,-0.1035,-0.2206,-0.094,-0.0081,-0.114,-0.0345,0.0802,-0.1369,0.2149,0.0673,-0.0224,-0.0223,-0.0154,-0.052,0.0119,1.7658,1.1275,Control
A04,-0.055,0.414,0.0685,0.8019,-0.0288,-0.1874,0.0257,-0.0357,-0.0642,0.0315,3e-04,-0.0596,0.1587,0.0286,0.1194,-0.0696,-0.0445,-0.0672,-0.009,1.4795,1.028,Control
A05,0.0935,0.6469,-0.0979,0.8988,0.0122,-0.1291,-0.0193,-0.0491,-0.0702,0.0175,0.053,-0.0359,0.0974,-0.0328,0.213,-0.0567,-0.0098,-0.1002,0.0639,1.8562,1.0464,Control
A06,-0.2368,0.4253,-0.1653,0.7671,-0.0814,-0.2133,-0.0349,0.0385,-0.0377,-0.1667,0.0711,-0.2043,0.1426,0.0362,0.0299,-0.0198,0.0261,-0.1014,-0.1172,1.5705,0.8852,Control
A07,-0.2217,0.359,-0.2097,0.7989,-0.076,-0.2503,-0.0865,0.0526,-0.0936,0.001,0.0527,-0.1975,0.1966,0.0311,0.0304,-0.0554,-0.0358,-0.0996,-0.0018,1.8609,1.1765,Control
A08,-0.2425,0.3481,-0.1897,0.784,0.0135,-0.2317,-0.0625,-0.0289,-0.1366,-0.1917,0.0863,-0.2011,0.1087,-0.0064,-0.0565,-0.105,-0.0673,-0.15,-0.1853,1.7198,1.467,Control
A09,-0.143,0.4569,-0.0911,0.7778,-0.0545,-0.2593,0.0187,0.1267,-0.0928,-0.0401,0.033,-0.2151,0.0638,0.0374,0.0234,-0.0462,-0.0261,-0.0767,0.0195,1.8278,0.9988,Control
A10,-0.1097,0.4388,-0.1334,0.79,0.032,-0.1469,-0.0628,0.0625,-0.0312,-0.0529,0.05,-0.0476,0.0401,0.0023,0.1012,-0.0977,-0.0603,-0.1298,0.0223,1.802,1.3316,Control
A11,-0.1169,0.2186,-0.1996,0.5794,0.0827,-0.2117,-0.2196,-0.0195,0.0455,-0.1363,0.0462,-0.2145,0.0346,0.0121,0.0313,-0.0766,-0.0217,-0.1288,-0.119,1.5523,0.7415,Control
A12,-0.3081,0.1258,-0.2387,0.5636,-0.0698,-0.2446,0.0398,0.1422,-0.1282,-0.1501,0.0382,-0.4553,0.1148,0.1497,-0.214,0.0021,0.0585,0.0074,-0.1037,1.1373,0.5292,Control
B01,-0.3176,0.1574,-0.5739,0.5764,-0.1099,-0.4344,-0.0483,-0.0324,-0.3024,-0.4479,0.0425,-0.5872,-0.0921,-0.0085,-0.2849,-0.0303,-0.0932,-0.0074,-0.1712,1.5002,0.9141,Control
