@relation data

@attribute 1258 numeric
@attribute 1259 numeric
@attribute 131890 numeric
@attribute 163688 numeric
@attribute 2779 numeric
@attribute 2780 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 2978 numeric
@attribute 2979 numeric
@attribute 2986 numeric
@attribute 3000 numeric
@attribute 346562 numeric
@attribute 408 numeric
@attribute 409 numeric
@attribute 5145 numeric
@attribute 5148 numeric
@attribute 5158 numeric
@attribute 51806 numeric
@attribute 5957 numeric
@attribute 6010 numeric
@attribute 6011 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 8787 numeric
@attribute 9187 numeric
@attribute 9626 numeric
@attribute Class {Control,BRCA}

@data
6.456646518,6.264916969,5.002265111,5.118745153,6.0910670075,5.952107108,13.02719506,5.028139516,6.106961344,6.631607829,5.7109519,6.089906589,5.05290182,9.851239619,6.695419972,5.577437325,6.32067026,6.63172683,9.095911979,6.201247285,5.316518,5.151586144,13.11037161,13.59313376,12.33572539,7.680836167,5.235318644,7.154213379,6.98911381,Control
6.549750501,6.617471597,4.928146734,5.98658799,5.978911191,7.124305192,13.00956452,5.682862067,6.188446052,6.6064694135,5.028581582,5.730104109,5.4319186925,9.618220979,6.1823189505,5.545359333,6.306066817,7.712339773,6.451092084,6.183690582,4.435394156,5.633294061,12.75620088,13.5121695,12.47764072,7.335080175,5.2541147835,7.261721494,6.627574465,BRCA
6.201345317,6.735119764,4.768993337,5.757030749,5.682511268,6.528849161,12.9979954,4.963487128,6.127019947,7.194086491,5.359671604,5.868397398,4.929278405,9.7593120705,6.4898369955,5.241660263,6.106856683,7.762599838,8.606850376,5.500333013,5.186670157,5.602001935,12.13760287,13.47944813,12.54827894,10.35235277,5.0889792685,7.469094598,6.747357606,BRCA
6.175580113,6.201639374,5.093191733,6.492979261,5.8427422035,7.138991368,13.11510467,5.29683478,6.421312202,6.3170658755,5.903768142,5.460424154,4.7652595985,9.832294359,5.900600302,5.312711681,6.859631454,6.462097831,9.664661106,4.795989381,5.254944744,5.767662245,12.20536419,13.35270561,12.76004735,9.938977155,5.959870874,7.198816104,7.021399564,Control
6.347449187,7.063317214,4.590429601,4.93618003,6.1813963545,6.147515948,12.87743566,5.536217098,5.804912672,6.382596767,5.502084908,5.541492575,4.8221372515,9.575311034,6.801562194,5.045717348,6.548595085,7.436068379,6.345898074,5.48205062,4.915773338,5.494584616,12.34682957,13.37889296,12.45248586,7.089109133,5.662964699,7.77152434,6.324725674,BRCA
6.56006959,6.810446719,4.972360944,5.660645761,5.9861867665,6.381893849,12.98372673,5.717272857,6.089906589,6.1307632315,5.603189575,5.930448326,5.2181527295,9.761911373,6.6110377885,5.30196368,6.147821182,6.2694125,5.930448326,5.934994833,4.596397442,5.654858859,13.11510467,13.71343219,12.66384721,5.996451597,5.0236685475,7.347889565,6.545354989,BRCA
7.940814415,5.657505139,5.697670451,5.548136995,6.4506964585,5.528580108,12.64120964,5.442621133,6.64810992,5.655458606,5.717889727,5.814301269,4.851344315,9.6377944955,6.1193525605,4.805564985,7.371212794,6.413421135,9.276724119,6.558425018,5.119575355,5.572140279,12.34260121,13.29267684,12.61750082,10.40794251,4.990770711,6.799058561,7.822700078,BRCA
5.914092825,6.969073124,4.801431976,5.655646098,6.0383772225,5.190033289,12.98945487,5.865554662,6.272261775,6.9397947545,5.582112807,6.080130651,4.7814393755,9.620566341,6.7609737015,5.144465785,6.202570157,7.8090464,9.164543144,5.876646629,4.947679304,5.252108349,12.57155186,13.44200721,12.74796537,9.572823899,5.0496835415,7.790610985,6.624397495,Control
6.825598426,6.516058989,5.360374153,5.375570566,6.1629603705,5.927666126,12.96993872,5.659076304,6.245558053,6.5665758575,6.039309095,5.826809832,4.972818254,9.651217869,6.5655520375,5.215495384,6.153507065,7.907192816,9.148261195,5.430796457,5.117810604,5.506534704,12.3148028,13.70458133,12.4865699,8.367000914,5.659778621,7.547822125,6.507006194,BRCA
6.414563156,6.480512034,5.114586962,5.442621133,6.0702674705,5.797150007,13.02126635,4.958159726,6.232282407,6.8785565,5.434637608,6.482852819,4.9939534825,10.120159067,6.551788006,5.75195321,6.21325553,6.980257059,8.922124336,4.972820434,5.087262599,5.69321599,12.71572616,13.30755735,12.57561022,9.331471853,6.051952662,7.585452943,6.894093582,BRCA
6.524820335,6.029679945,4.928502089,5.561334729,5.9856913835,6.183690582,13.00161496,5.704879743,5.970630084,6.779370408,5.896944624,5.39078052,4.837361171,10.109849668,6.8230436345,5.214524337,6.262476028,7.093024318,9.955032716,6.494260087,4.719610733,4.951647528,12.72208073,13.38150649,12.59449147,8.258590913,5.7853610895,8.921618659,6.603037,BRCA
