@relation data

@attribute 100 numeric
@attribute 115650 numeric
@attribute 23495 numeric
@attribute 29760 numeric
@attribute 29851 numeric
@attribute 326 numeric
@attribute 3543 numeric
@attribute 3561 numeric
@attribute 3575 numeric
@attribute 3718 numeric
@attribute 3932 numeric
@attribute 4261 numeric
@attribute 57379 numeric
@attribute 5788 numeric
@attribute 5896 numeric
@attribute 5897 numeric
@attribute 5993 numeric
@attribute 5994 numeric
@attribute 64421 numeric
@attribute 6890 numeric
@attribute 6891 numeric
@attribute 695 numeric
@attribute 7374 numeric
@attribute 7535 numeric
@attribute 8517 numeric
@attribute 8625 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 920 numeric
@attribute 925 numeric
@attribute 926 numeric
@attribute 930 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute 973 numeric
@attribute Class {Control,BRCA}

@data
9.086873394,6.280172809,6.089906589,4.418782743,6.083219352,7.89069978533,8.44211883633,5.474931823,9.2160391205,4.963024656,5.69019779725,5.88497103,5.45451419,5.552770925,5.887288406,5.182504847,7.696138499,7.2883073685,7.93684566333,11.73219511,8.676145555,7.342077169,7.499243898,5.75848104033,10.2072374,9.08934976733,7.280935014,6.11956952,7.587142037,7.537645287,5.546288211,5.792862671,7.8256296225,5.703219255,6.47798521867,Control
8.635646596,5.911818141,6.590291838,4.856999696,6.353195907,8.13069520333,8.65716753,5.808134829,9.993368167,5.442455259,5.74326863275,6.340211188,6.170531632,5.761736804,5.389404404,4.932641442,7.7101472735,6.7879475185,8.950772607,11.96720294,8.5399487655,7.365668755,6.84622040833,6.016599109,10.39985497,8.81826708167,8.193154688,6.912593359,7.564704211,8.71426511433,5.33270027975,5.874189107,7.1910294905,5.355449107,6.631300435,BRCA
8.321388251,6.343279559,5.838328613,4.383188881,6.765173778,8.13462044233,8.11644278767,5.90202005,11.182855105,5.531000265,5.8326297955,6.537183934,5.826428522,5.7813974245,5.283469238,5.019269629,7.942107872,6.898945371,8.700247863,11.77322176,8.80255367,7.320667722,7.21968176867,6.474589657,10.04121461,9.34677145167,8.37636907067,7.731643389,7.27775495,9.41246110667,6.05847101475,5.917677146,7.2054038215,6.511322251,6.34774009433,BRCA
8.618937076,7.112338175,7.035214588,4.802724808,6.7486998,8.647731717,8.316536493,5.702180478,9.547784791,5.259471408,6.064440107,5.818781073,5.767662245,5.1671536775,5.418368122,4.92244912,7.7095607045,6.5946512245,9.11779369,12.12322914,7.9058440465,7.813125618,7.29907908133,6.072880996,10.50969117,8.85184376033,8.21299733433,7.627900667,7.757275197,8.56753031167,5.40892901975,6.299945779,6.308850296,6.235732444,6.493923015,Control
8.133631753,6.593656759,7.370101329,5.03343539,6.510016917,8.12672757067,8.84952870933,6.125780878,10.7551937,5.426609659,5.91669616975,6.301501339,5.435804628,5.93158530625,5.377654117,4.543659391,7.772266171,6.85128046,8.39742592667,11.82848969,8.689854019,7.547899223,7.261162083,6.01685906633,9.78258103,9.12498598567,8.28606754333,7.904094356,7.922110302,9.03572480433,5.6253656705,6.107798352,7.0635894335,6.303968491,8.00107813867,BRCA
8.217983287,6.511519926,5.597911946,5.628052686,6.337626919,8.06320772333,8.227775213,5.857863615,9.188483273,5.36773034,5.66966000725,5.978888461,5.646098738,5.9022013445,5.427783188,4.743369099,7.861750068,7.481064235,7.962680451,12.04611629,9.296466584,8.067624097,7.04782557633,6.03909155233,10.54285319,8.58747498667,6.930751522,6.389657687,7.239410274,8.38905717467,5.40351558975,4.980495207,7.223262653,5.453691444,6.110887955,BRCA
7.446217194,6.85642903,7.723969969,4.93712219,5.388199225,8.18669030633,8.42804167467,6.480390855,9.853411381,5.891547537,5.862304229,6.583763983,5.689866096,5.875906139,5.451550105,4.700735,7.8541476335,6.145159401,9.35822798933,12.20145783,7.519205236,6.816347305,7.03456284567,6.25570060267,10.10111594,8.23416262133,8.51372939333,7.380766509,7.114005486,8.47821215267,5.13661079325,7.278707598,6.3213830765,5.665201768,7.22853775333,BRCA
8.743488986,6.453069445,6.813079309,5.139460541,6.539938605,7.68082322267,8.558475184,5.052688948,10.61211483,4.806596392,5.88068915225,6.342346398,5.388371455,5.4118146555,5.243375136,4.607083101,7.840598025,7.16793845,7.66440308833,11.59046555,8.340396376,7.356058229,7.201121461,5.73411668,10.4077487,9.21487184767,7.87859624933,6.876858011,7.840024324,8.39202788833,5.53000073225,6.080130651,7.3111102725,6.597423627,7.69693455033,Control
8.423768416,6.369558634,6.779854345,4.805564985,6.899843656,8.09054456533,8.37351799133,5.463860485,8.869033508,5.157459364,5.81485113325,6.124695819,5.643720028,5.575716739,5.670451778,5.313256056,7.633503502,7.1551713285,8.16626110467,11.78049682,8.688134666,7.635901506,7.595053571,5.905664806,9.861979055,9.581344494,7.83390275633,6.663348622,7.470071357,8.28138870167,5.65565885325,6.158463896,7.191795379,5.849756153,6.86310727967,BRCA
7.702122675,6.684401928,6.314746933,4.910985938,6.759292761,8.29468537167,8.363061938,5.903768142,10.417446565,5.735326697,6.225327925,6.075431682,5.2209212,5.35829187075,5.419042668,5.28356184,7.119876073,6.453605244,8.933921562,11.42649031,7.903325867,7.135404364,7.35271533067,6.16140338633,10.22738163,9.14045538767,8.282150397,7.296207587,6.98547517,7.983374867,5.500899641,5.838328613,7.028214693,6.052030675,6.74403089033,BRCA
