@relation data

@attribute 2902 numeric
@attribute 2903 numeric
@attribute 805 numeric
@attribute 2904 numeric
@attribute 2905 numeric
@attribute 1742 numeric
@attribute 2906 numeric
@attribute 5579 numeric
@attribute 5578 numeric
@attribute 5577 numeric
@attribute 801 numeric
@attribute 4842 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5532 numeric
@attribute 5533 numeric
@attribute 5530 numeric
@attribute 5573 numeric
@attribute 5576 numeric
@attribute 5575 numeric
@attribute 808 numeric
@attribute Class {Control,BRCA}

@data
6.288309337,5.73309076,13.59313376,5.765475903,5.84424205,8.85288926,5.451055498,6.21136540967,8.688181342,4.767140212,13.11037161,5.166124157,5.4829326402,5.48205062,11.8054921,9.584314798,7.181967161,9.78527191267,8.786482932,7.409181146,12.33572539,Control
6.079541724,5.420053896,13.5121695,5.287261033,5.934994833,8.71258815,5.066101302,6.479820979,9.433471275,5.442455259,12.75620088,5.323740468,5.5428379012,5.804719114,11.54241539,9.028818534,7.328338472,9.789873514,8.66542575,7.391761545,12.47764072,BRCA
6.23418041267,6.089429956,13.47944813,5.469732364,5.79507289,8.943878208,5.387682411,5.889051372,8.48506563,5.112503363,12.13760287,4.795989381,5.4641368762,5.527329405,11.24175993,8.789730168,7.238491368,9.801472324,8.815320146,7.677704008,12.54827894,BRCA
6.45691638667,5.327517838,13.35270561,4.645326303,6.340211188,8.818774784,4.736756024,6.312672729,9.211511834,5.7109519,12.20536419,4.71357532,5.1156792046,5.655216748,11.56978693,8.74769044,6.422323287,9.34823014567,8.115695415,6.105076296,12.76004735,Control
6.003456948,5.588723066,13.37889296,5.518229233,5.778741634,8.419687541,5.206341637,7.50900425433,8.977409535,5.377654117,12.34682957,5.336650487,5.466218321,6.407145055,11.00452968,9.157246578,7.7125980515,7.772929909,9.518791383,7.418993406,12.45248586,BRCA
6.12810835567,5.70895367,13.71343219,4.569953748,6.064587171,7.431102924,4.512547026,6.98490046733,8.467749328,5.316879984,13.11510467,5.377480603,5.6759717936,5.625863148,11.73619062,9.836169177,7.745704965,9.84054935,9.231287868,7.890402801,12.66384721,BRCA
6.32230220733,5.832707292,13.29267684,5.188253784,5.472984221,9.772562477,5.072332275,6.81582852467,9.024558716,4.904497645,12.34260121,4.85650179,5.5322651396,6.430289978,11.41213066,7.747456426,6.5896621115,9.55785931,8.344585666,7.572418149,12.61750082,BRCA
6.325284749,5.54798282,13.44200721,5.185481295,6.498295252,8.983991943,4.93252334,6.87117032933,8.419813926,5.023045997,12.57155186,4.759970032,5.3094441946,5.233822166,11.39154181,9.508320259,7.480559564,7.854087509,8.118825763,7.90344675,12.74796537,Control
6.57114183333,6.068139401,13.70458133,5.511603435,6.179665925,8.939638805,5.172938736,6.13414385767,8.419971893,5.398154738,12.3148028,4.88668579,5.291675395,5.844493149,10.77439198,9.212004536,7.5245411315,9.60954968233,9.026662535,7.548207573,12.4865699,BRCA
6.591071042,5.538702079,13.30755735,5.190230876,6.031666056,9.017365988,4.049108953,6.39658479233,8.01888328,5.778347403,12.71572616,5.468103682,5.3589494338,5.913135501,11.36752411,9.015945424,7.3344224225,9.492243668,8.794173061,7.121070136,12.57561022,BRCA
6.37665759367,6.065341406,13.38150649,5.735529792,5.659219053,8.91139283,4.924350826,6.39932068633,8.202296649,5.492182674,12.72208073,5.35386248,5.0578073466,6.287994543,11.41782366,9.789998625,7.1793537375,9.08887684467,8.176760488,7.988004536,12.59449147,BRCA
6.09051144533,6.024591871,13.60583775,4.932877618,6.199285243,8.491693915,4.553801017,6.68769140167,8.474558864,5.564539174,12.77087865,5.343062431,5.3421536938,5.822227442,11.31639767,9.291228915,7.4303730355,7.99293009967,8.94526175,7.5453142,12.7232493,Control
6.40003173433,5.582263377,13.47298527,5.790388412,6.000006339,8.626522298,5.510179653,6.24070564267,8.584390499,5.301049141,12.97797754,5.212774804,5.4913025734,5.416511492,11.73097541,9.562295439,7.50153016,9.194411155,9.004516227,7.626842693,12.52742331,Control
6.431251972,5.715352018,12.16391545,5.818269799,5.932280461,9.406067387,4.877021802,6.35314852433,7.646632733,5.268482349,12.99135537,5.115003321,5.4387987878,5.237842121,11.62683849,10.13925432,6.8933171905,8.633415693,7.750842834,7.240984771,13.2860567,BRCA
6.06765298567,6.307980018,12.44601199,5.917259434,6.073504957,9.826628375,5.805041697,6.73899581333,7.883225397,5.287261033,13.22427159,4.693784032,5.8117429202,5.913135501,12.04715639,9.726252704,7.408146448,8.41487604833,8.335480939,7.292669322,13.16228672,BRCA
6.69733073267,5.976599205,12.2076581,5.710400941,5.61707161,9.589941868,4.936651187,6.39469361333,8.420129842,5.765409598,12.53522562,5.106757903,5.3283454926,5.754627826,11.78825759,9.678499404,7.1208014865,8.30846996767,7.540595216,7.370450116,13.15138292,BRCA
6.463463362,5.773740066,12.15610687,5.738640345,6.60526143,9.255879016,5.015929312,6.135427533,7.621284726,5.66903474,12.56790862,5.274831217,5.4065428568,5.634165776,11.72922572,10.00443156,6.752537335,8.24833877567,7.582482852,7.801516189,13.15138292,BRCA
6.33787006533,5.872835683,12.43207997,6.20007038,6.015700078,9.489206292,5.255511354,6.82794277033,7.779918143,5.325990094,12.61931219,4.948613986,5.5295343186,5.620154746,11.42322901,9.577046919,7.0698721725,8.653406271,7.646560735,7.587367101,13.08540943,BRCA
6.217912006,6.126297286,12.39881323,6.252954533,6.426353347,9.71030757,5.057462456,6.69079792733,7.098719371,5.707781006,12.52524557,5.198898037,5.4814391052,5.341284192,11.4712435,9.812915765,6.9466844905,7.64956818833,7.576259705,8.135646608,13.04201932,BRCA
7.094015865,5.408721412,8.929717871,5.64689077,5.606894664,10.15138482,4.632300425,6.127634878,7.791197286,5.002940155,12.50816376,4.879597034,5.1210123436,6.445516183,12.28769659,10.43684194,7.9529606385,8.42010759833,7.632470217,7.493457452,10.82365605,BRCA
