@relation data

@attribute id string
@attribute 1277 numeric
@attribute 1278 numeric
@attribute 1280 numeric
@attribute 1281 numeric
@attribute 1282 numeric
@attribute 1284 numeric
@attribute 1285 numeric
@attribute 1286 numeric
@attribute 1287 numeric
@attribute 1289 numeric
@attribute 1290 numeric
@attribute 1291 numeric
@attribute 1292 numeric
@attribute 1293 numeric
@attribute 1297 numeric
@attribute 1298 numeric
@attribute 1299 numeric
@attribute 131873 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 256076 numeric
@attribute 2885 numeric
@attribute 2886 numeric
@attribute 2889 numeric
@attribute 3265 numeric
@attribute 3845 numeric
@attribute 4690 numeric
@attribute 4893 numeric
@attribute 5045 numeric
@attribute 5154 numeric
@attribute 5155 numeric
@attribute 5156 numeric
@attribute 5159 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5327 numeric
@attribute 5335 numeric
@attribute 5340 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 56034 numeric
@attribute 5605 numeric
@attribute 5781 numeric
@attribute 5894 numeric
@attribute 5921 numeric
@attribute 6654 numeric
@attribute 6696 numeric
@attribute 6714 numeric
@attribute 6772 numeric
@attribute 6774 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6778 numeric
@attribute 7057 numeric
@attribute 7058 numeric
@attribute 7059 numeric
@attribute 7060 numeric
@attribute 7529 numeric
@attribute 80310 numeric
@attribute 8440 numeric
@attribute 9564 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.3274698270,0.0578304728,-0.0842963397,-0.0277067070,0.1206448859,0.1617570012,-0.0343195665,-0.0485781644,0.1320036710,0.0155339099,0.0658800490,0.1209017527,-0.1688528511,0.6360145303,-0.1484998381,-0.1854193424,0.7560739600,-0.0637077161,1.7323923409,1.2744317606,-0.1023854266,1.3452941188,0.1348934569,0.3178953150,1.0380567778,0.4153290968,0.9588077316,1.3243965731,1.6201125159,0.9836430031,0.1111394250,0.1106841764,-0.0511229581,0.6502234032,0.0817053106,0.7694715564,0.5895123826,0.4741163664,0.5204422609,-0.0365531985,0.5276523813,0.4586358647,1.0886658402,0.0778244350,0.6681025633,0.6409841057,1.2399614989,0.1797246685,0.2177094128,-0.0230143287,0.6816845689,0.8531475714,0.0372537282,0.1224982199,1.1582233984,0.7807964061,0.3932873070,0.1708268752,-0.0471005226,2.8649117788,-0.0268816207,0.5084218903,0.2600470403,BRCA
GSM480985,1.0722436029,1.0740057206,-0.0916752003,0.7385366171,0.1024053941,0.3574818842,-0.0217375736,0.0682805988,0.3197791149,0.5991697517,0.6836575481,0.2890480000,0.0371414306,1.9121247233,-0.1824283317,0.0386283034,1.0554757614,-0.1201832846,1.8688574894,1.0173018566,-0.1190526069,1.1583383579,-0.0139701283,0.4014708128,0.5481084954,0.4587173745,0.9287990430,0.8611773475,1.2385239935,0.8162365453,0.1417041606,0.7138120158,0.0697612964,0.8534231111,0.1992576002,1.5476133191,0.4284647065,0.9231641255,0.6196571301,-0.0948844489,0.4521202200,0.5649788797,1.1290601162,0.0538346215,0.5670814931,0.6127393824,1.6289936866,0.2011654340,2.1389200290,-0.0673303304,0.8107330653,1.0000824235,0.5274472088,0.2041423073,1.3112308734,0.8786496086,1.1186759538,0.6906665528,-0.0798309424,2.6496851841,-0.1189935130,0.5190573038,0.2547651702,BRCA
GSM480986,0.1451111031,-0.0803552719,-0.0920874155,-0.1187075144,0.1571395738,0.4284097366,0.0045408444,-0.0003269257,0.4033968100,-0.0324737648,0.0340204159,0.2922329996,-0.0309096638,0.0264813202,-0.1235003989,-0.0776329358,0.7950162043,-0.1381592705,1.9836026755,1.3584635346,-0.1273166661,1.5127595663,0.0483643700,0.4010225801,0.9493732134,0.4106089262,0.9228339706,1.3830056341,1.2690283507,1.0151979217,0.1096048629,0.1403553155,-0.0249111570,0.3758222094,0.0859145318,0.9370587028,0.9117966590,0.6310123736,0.5424212613,-0.0223698655,0.5276161861,0.5706250406,0.9183458069,0.0844743560,0.6322140187,0.4839221177,1.0477451485,0.0952468054,1.3887420694,-0.0464315283,0.8439718666,0.8920400335,0.1005128598,0.1247599432,1.3085676936,0.8583921324,0.4738288340,0.2894723339,-0.0423304369,3.0484460116,-0.0124066453,0.4703850285,0.3452177938,BRCA
GSM480987,1.9734013707,2.4683750462,-0.0792982461,2.2193185563,1.2825283761,0.9133396048,-0.0216841742,-0.0280876425,-0.0148904576,1.6132985542,2.0930396530,0.9180735428,1.2106621109,3.6225910635,-0.1317016195,-0.2152801315,0.1892061032,-0.0671484381,2.0277992866,1.4724773936,-0.1163307025,1.4599798470,0.0429241907,0.3367471980,0.6616964770,0.2296363310,0.7341811885,1.3380605279,0.8798236960,0.3447195155,-0.0844146820,0.5136479330,1.6619171948,0.4246866423,-0.0142156617,0.9460729968,0.7047411791,0.1584205581,0.7127369387,0.0163191410,0.4570317386,0.5260457562,0.7650982737,0.0511663564,0.4882750814,0.3882937707,0.3419302189,0.0700896732,-0.1098017574,-0.0569087189,1.6194223358,0.6242419429,0.2219263650,0.1830839837,1.3077710932,0.0778492043,3.6860260434,0.0506128571,-0.0087590822,2.8611823956,-0.0200631739,0.3914669100,0.4364242047,BRCA
GSM480988,0.2451521079,-0.0702087163,-0.0993234109,-0.1358704105,0.1152882675,0.3064220885,-0.0410077930,0.1296488376,0.2849267037,-0.0347575470,0.0092139999,0.1449651504,-0.0097191192,0.0452819411,-0.1701146605,-0.0610638451,0.4654421740,-0.0751479711,1.5429041887,1.2323150354,-0.0762899776,1.6300611323,0.0110743454,0.1791264165,0.4589619954,0.2562269165,0.8401416463,1.0662603861,0.4447350315,0.7083761824,0.1243722733,0.3558236213,-0.1096154724,0.5025178531,0.1213094126,0.6583551200,0.6638981731,0.4932908714,0.5192004788,-0.0291078585,0.4923907940,0.4829891018,0.7607839022,-0.0383270433,0.3691913686,0.4704262694,1.0833758790,0.0896705153,1.3626062470,-0.0468429086,0.7314281068,0.5880402816,0.1684060337,0.1357062248,1.3680833202,0.5305066860,0.2420938261,0.3373033951,0.0140038898,2.7963664452,-0.0519959615,0.4398411243,0.1747193907,BRCA
GSM480989,0.1720103051,-0.0465266853,-0.0828457875,-0.1046818197,0.0023976691,0.2114621343,-0.0441274428,-0.0788148742,0.1264852435,-0.0206390256,-0.0460088931,0.2369972344,-0.1861017614,0.0920736688,-0.1826561012,-0.2394203552,0.4428574509,-0.1311550969,1.7117121220,1.5450224582,-0.0305818130,1.6843677122,0.1824895933,0.4287965108,1.1103506463,0.2400973081,0.5486960764,1.2916537300,1.8972613513,0.9575855513,0.0830807900,0.1486610471,-0.0582257844,0.3040667095,-0.0454611126,0.5104212239,0.8988893313,0.5727257746,0.5099837124,-0.0372760201,0.4168803811,0.8519349658,0.5987844912,0.0375365682,0.3199180766,0.4437155496,0.8259597769,-0.0037837656,0.5202994129,-0.0013073004,0.5177749856,0.9483558725,0.2980536016,0.2224860404,1.4873243147,0.5293077247,0.3304908373,0.1493101121,0.0237075466,2.9099976381,-0.0339701888,0.2460107125,0.3450037575,BRCA
GSM480990,0.2065962950,-0.0535455872,-0.0505823002,-0.1207838239,0.3157544133,0.5032480955,-0.0224619561,-0.0072702441,0.2984222376,0.8829774104,0.6657902116,0.1991717919,-0.0734545157,0.2409686194,-0.1429605101,-0.1847181864,0.2037195411,-0.1296795578,1.7694421830,1.5518309150,-0.1077549528,1.6475978081,0.1621786567,0.5643529125,1.1067612915,0.3191353141,0.6484077813,0.9421872181,1.8106905370,1.2329029113,-0.0246153800,-0.0732167417,0.0055968963,0.4307222246,0.1950829520,0.5701667320,1.2032701898,1.5645859725,0.7009938896,-0.0506522504,0.4040678319,0.5468216389,0.6595550065,0.1245269666,0.5040703920,0.3387474729,0.7633490191,0.0120991491,0.0239703139,0.0237829644,0.4939969672,0.7514938833,-0.0418846110,0.1009955318,1.2057764653,0.6818625948,2.7857392100,0.0977478973,-0.1419418324,3.0515313069,-0.0994900212,0.4045072549,0.4471253923,Control
GSM480991,0.2203413378,-0.0661137348,-0.1126934538,-0.1195115780,0.0312546151,0.2466490643,-0.0178426241,-0.0549827734,0.1832314988,0.0151529085,0.0907690979,0.2549896827,0.0126553976,-0.0850544810,-0.1673006635,-0.1194721767,0.2406447890,-0.1190178329,1.7440137619,1.3442317928,-0.0699432828,1.5652074934,0.1937644110,0.5228143445,0.9763167946,0.3643042232,0.7775347619,1.1985398679,1.7987411843,1.0221306102,0.1555605578,-0.0021417977,-0.1018400040,0.3718392522,0.0580118667,0.6246844594,0.9586069049,1.3265365251,0.5280418684,0.0257030815,0.5071865046,0.6482640730,0.7990539124,0.0588836264,0.4281628126,0.3654298311,0.9700415278,0.0441448208,0.4934772337,-0.0323408361,0.7248970133,0.9142858364,0.2253412083,0.1830051345,1.3618421853,0.8245584206,0.2750927868,0.2869539791,0.0469225929,2.9438177745,-0.0116307199,0.4099016467,0.3696721135,Control
GSM480992,0.5630003688,0.0994001765,-0.0977736614,-0.0599028577,0.0624451243,0.3013565149,-0.0173351448,-0.0373090050,0.1683771527,0.0793494522,0.1532750871,0.2266035778,-0.0378568513,0.5666780770,-0.1528375054,-0.1971956551,0.1753962112,-0.0439024636,1.4854351587,1.3367420178,-0.0591673438,1.5792976092,0.1533130501,0.6530415769,1.1827308424,0.2580534183,0.6407662356,0.6252961718,2.2197308690,0.9602108987,0.1326202285,-0.0854762300,-0.0067720842,0.3555988693,-0.0417928508,0.5310987036,1.3458300016,0.9484212779,0.6497552522,-0.0355633598,0.4130200728,0.9082788116,0.7243998100,0.1346057261,0.3612510420,0.3105769333,0.8188718937,0.0183351703,0.0957228388,0.0106290712,0.4897415630,0.9575954077,0.0872129699,0.1292670868,1.2438420756,0.6463765361,0.6661785153,0.2548571003,-0.0645301006,3.0823179564,-0.0291549388,0.4004930503,0.4115867727,Control
GSM480993,0.4241898455,0.0637850186,-0.0982701283,0.0129195312,0.1815740701,0.4915914865,-0.0612812659,0.0045384616,0.2849183196,0.0241740958,0.0671220333,0.2717464073,0.0018518609,0.6191832330,-0.1277571691,-0.0874135525,0.5319530541,-0.1180776184,1.8096325479,1.3998474208,-0.0836238484,1.5582134934,0.1666725114,0.4334439807,0.9945207685,0.2800151646,0.6903401651,1.2895348594,1.4459175691,1.0650870211,0.1729075173,0.3114745932,-0.0247930701,0.3556248992,-0.0141177758,0.7338769277,0.9450695349,0.9954111269,0.5661468516,-0.0184198795,0.4741801064,0.7940912880,0.9300896448,0.0415849929,0.5473878640,0.3602931440,0.8916519929,0.0562111053,0.7724429700,-0.0135325677,0.7950845586,0.9188969735,0.3359975065,0.2098610063,1.4111531396,0.8519720612,0.7746434411,0.2323772727,-0.0580847655,2.9598939657,-0.1192125512,0.4365587016,0.3369192308,Control
