@relation data

@attribute id string
@attribute 1258 numeric
@attribute 1259 numeric
@attribute 163688 numeric
@attribute 2779 numeric
@attribute 2780 numeric
@attribute 2782 numeric
@attribute 2792 numeric
@attribute 2978 numeric
@attribute 2979 numeric
@attribute 2986 numeric
@attribute 3000 numeric
@attribute 346562 numeric
@attribute 408 numeric
@attribute 409 numeric
@attribute 5145 numeric
@attribute 5148 numeric
@attribute 5158 numeric
@attribute 51806 numeric
@attribute 5957 numeric
@attribute 6010 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 8787 numeric
@attribute 9187 numeric
@attribute 9626 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0932155056,-0.0090712590,-0.1286174089,-0.1449534562,-0.0502904367,0.8279611501,-0.1301306970,-0.1481643958,-0.0886023387,0.0137729662,-0.1570110064,-0.2385423698,0.3990631866,-0.0450686903,-0.1459332191,-0.0052492132,-0.1179024636,-0.0724848310,-0.2296630301,0.0227785978,1.3564936234,0.8265591783,2.7038153726,-0.1556674652,-0.1195539141,0.1679826281,-0.1055705179,BRCA
GSM481003,-0.0977663574,-0.0879732009,-0.0698493385,-0.1514659978,0.0227468857,0.7446148635,-0.1463896707,-0.0551733616,-0.1176410720,0.0057958118,-0.0549615359,-0.1215693599,0.2083614668,0.0305290029,-0.0717369746,0.0552796769,-0.0276779343,-0.0365504050,-0.1940762494,-0.0480037108,1.1557139689,0.7173366560,2.6004273182,-0.0292245170,-0.0447668289,0.0828176458,-0.1421295619,BRCA
GSM481004,-0.0896266996,0.0085018555,-0.2321383340,-0.1723682014,0.0317613568,0.7807461512,-0.1982034243,-0.1416974897,0.0382753163,0.0235545531,-0.1210119898,-0.1867823903,0.3874953141,0.0446793570,-0.0976179159,0.0423246646,-0.0362987160,-0.1118533504,-0.1388078231,0.0010089994,1.0442493542,0.7713027104,2.5539644831,-0.0862486411,-0.1193641351,0.1763335488,-0.0813367895,BRCA
GSM481005,-0.1201000399,-0.0818218818,-0.2486192649,-0.1723179964,-0.0203795227,0.7418772494,-0.1005716819,-0.0857746289,-0.0324781637,-0.0092933562,-0.2268719932,-0.1389343421,0.3601815124,-0.0635364477,-0.0947230466,0.0221236564,-0.0477389981,-0.0858997872,-0.2211763117,-0.0721601101,1.5244798356,0.8702989420,2.5885585249,-0.0754524312,-0.0291597044,0.1537569442,-0.0972539832,BRCA
GSM481006,-0.0845012357,-0.1220025504,-0.1689911806,-0.1974621076,-0.1062393757,0.8980883528,-0.1092058139,-0.1111498168,-0.0506511130,-0.0134898057,-0.0714688442,-0.1876618826,0.2448755755,0.0003539701,-0.0312432010,0.0195998159,-0.1118982886,-0.0696378198,-0.1456201568,0.0079141982,1.3858446989,0.8328808705,2.7229726611,-0.0663055833,0.0332610860,0.1722589331,-0.1006675402,BRCA
GSM481007,-0.0783634870,0.1175701008,-0.2028048244,-0.1458607711,-0.0557276123,0.6832716253,-0.0969640405,-0.0687030289,0.0087785028,0.0922552151,-0.0887936263,-0.1782754386,0.3224658225,0.1253553752,-0.0063732442,-0.0178601951,0.2725545021,-0.0462129366,-0.2137048818,-0.0076362946,0.8527704083,0.7908645495,2.4574012124,-0.0312364085,-0.0638118874,0.1250287866,-0.0772079831,BRCA
GSM481008,-0.0643201691,-0.0364525541,-0.1190311949,-0.1309144032,-0.0207769804,0.5812673489,0.0118098752,-0.0315139391,-0.0270061951,0.0637680839,-0.1626902347,-0.2133168436,0.3833388933,0.1523069903,-0.0659243082,0.1650077683,-0.0558698266,-0.1202880517,-0.2070645047,0.0020144128,0.9964291379,0.7930964681,2.4189842773,-0.0432700947,-0.1294356407,0.1178705370,-0.1624017016,Control
GSM481009,-0.2467847950,-0.0058880507,-0.3763604151,-0.3442349546,-0.0464388284,0.6165255239,-0.1774287639,-0.1137775051,-0.1622270121,0.0326021166,-0.2294272051,-0.2187358925,0.1571871463,-0.2567085518,-0.2780462976,-0.0158112998,0.0650057680,-0.1908497260,-0.2457774143,-0.0174724006,1.0664309090,0.7962288941,2.6979478374,-0.1461619418,-0.2014050559,0.1511905935,-0.1155961685,Control
GSM481010,-0.0908951394,-0.0723631885,-0.1971198924,-0.0742688474,-0.0570694946,0.7687349256,-0.1416044151,-0.0601206885,-0.0253241208,-0.0567989229,0.0018717530,-0.1113364770,0.1766102625,-0.0372114159,0.0507734509,-0.0225669467,-0.0168343482,0.0077531713,-0.0905745717,-0.0078240518,1.4629609655,0.8582563715,2.5320026251,-0.0911880921,-0.1625932971,0.1124529357,-0.1318015329,Control
GSM481011,-0.0648530907,-0.1183503330,-0.1730886077,-0.1002746415,0.0223711288,0.6951909607,-0.1934635937,-0.1642577075,-0.0340067509,0.0684143151,-0.2377225014,-0.2003391834,0.5237148706,0.0337239421,-0.0738772211,-0.0104222347,0.0142176814,-0.0055239440,-0.2705896309,-0.0517069724,1.0243768138,0.8445791476,2.9243183808,-0.0738799619,-0.0926700464,0.0990217981,-0.1395762829,Control
GSM481012,-0.0968852127,-0.0389614455,-0.1443235006,-0.1271554368,-0.0964567032,0.6948134354,-0.1350521484,-0.1391784112,-0.0720725769,-0.0181339560,-0.1366674216,-0.2330109830,0.3558806229,0.0234804586,-0.0023927102,-0.0506284518,-0.0633497693,-0.0807144199,-0.1892751919,0.0076015627,1.0350838136,0.8589350590,2.5896558716,-0.0887544503,-0.0514182519,0.0852596224,-0.1612714697,Control
