@relation data

@attribute id string
@attribute 6722 numeric
@attribute 8517 numeric
@attribute 4796 numeric
@attribute 5599 numeric
@attribute 5256 numeric
@attribute 1742 numeric
@attribute 10672 numeric
@attribute 9826 numeric
@attribute 6416 numeric
@attribute 5962 numeric
@attribute 5267 numeric
@attribute 4018 numeric
@attribute 5266 numeric
@attribute 9475 numeric
@attribute 4217 numeric
@attribute 6093 numeric
@attribute 5747 numeric
@attribute 596 numeric
@attribute 4214 numeric
@attribute 23646 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 5291 numeric
@attribute 10000 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 4791 numeric
@attribute 4790 numeric
@attribute 4793 numeric
@attribute 4792 numeric
@attribute 4795 numeric
@attribute 998 numeric
@attribute 4794 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.7962,0.3604,0.0664,1.4087,0.7875,0.4022,1.7735,0.7329,0.7496,0.4006,0.078,-0.079,0.0128,1.0241,0.9766,1.5435,0.2595,1.5972,2.265,0.9888,0.6157,0.8453,1.5626,0.6233,0.2835,0.5932,1.1558,1.6981,0.9055,2.2123,0.1903,1.3548,0.719,Control
A02,0.7836,0.3492,0.0749,0.986,0.5858,0.2515,1.4435,0.642,0.4989,0.2725,0.1192,-0.0061,-0.0923,0.7698,0.8038,1.2563,0.1285,0.7857,1.9132,0.8489,0.5686,0.6275,1.4139,0.3831,0.215,0.4826,0.9284,1.2732,0.76,2.0603,0.2038,1.0825,0.7479,Control
A03,0.8148,0.3742,0.094,1.223,0.7382,0.4125,1.8814,0.8462,0.6475,0.4122,0.0775,-0.0775,-0.3505,0.9883,1.0007,1.5334,0.1567,0.7002,2.1264,0.9557,0.6805,0.7841,1.4596,0.396,0.3412,0.6078,1.0624,1.4485,1.0903,2.7503,0.3145,1.3582,1.017,Control
A04,0.7938,0.3772,0.1652,0.9854,0.5986,0.3283,1.6237,0.5759,0.518,0.3212,-0.0109,-0.0727,-0.3227,0.9111,0.9294,1.1857,0.158,0.8705,2.2551,0.7996,0.6225,0.7141,1.4002,0.5255,0.1654,0.499,1.0316,1.4304,0.8727,2.2761,0.1961,1.2386,0.6893,Control
A05,0.9131,0.6097,0.1936,1.1338,0.7671,0.4891,1.7266,0.8211,0.6041,0.3453,0.0347,-0.0422,-0.1387,1.0007,1.0396,1.4238,0.2684,0.8938,2.4117,1.129,0.7463,0.7904,1.8548,0.5106,0.3947,0.7869,1.126,1.5181,1.1142,2.4615,0.3187,1.2977,1.0047,Control
A06,0.7337,0.3246,0.0623,1.1657,0.7297,0.3335,1.5995,0.7549,0.5939,0.3398,0.1357,-0.0131,-0.4097,0.8291,0.8535,1.3049,0.1239,0.813,2.0422,0.9619,0.6458,0.7372,1.4475,0.4506,0.4212,0.6532,0.8596,1.3497,0.8971,2.472,0.2461,1.1472,0.6753,Control
A07,0.7957,0.3276,0.1276,1.3766,0.7297,0.3991,1.7416,0.8182,0.8022,0.4036,-0.0245,-0.0456,-0.3828,1.0158,1.0896,1.5625,0.2112,1.3348,2.3762,0.939,0.597,0.7443,1.5467,0.74,0.4207,0.5874,0.9967,1.6897,0.8526,1.9798,0.2749,1.571,0.9462,Control
A08,0.7172,0.1674,0.0928,1.5009,0.7741,0.2459,1.5767,0.7224,0.9913,0.4096,0.1286,-0.0109,-0.1799,0.995,1.2317,1.5997,0.2145,1.9587,2.6059,0.7983,0.5375,0.7355,1.5683,1.0516,0.3023,0.4546,0.8752,1.8669,0.7484,1.9095,0.2617,1.6801,0.6932,Control
A09,0.7288,0.2539,0.0738,1.3752,0.7068,0.3004,1.6964,0.6424,0.7463,0.3829,0.0633,-0.0161,-0.3301,0.8802,1.0157,1.5151,0.2051,1.6272,2.4502,0.8212,0.5633,0.6938,1.4714,0.7535,0.2386,0.5144,0.9958,1.606,0.8347,2.1911,0.2682,1.4154,0.7026,Control
A10,0.8269,0.3962,0.1364,1.2385,0.7639,0.3417,1.6903,0.7579,0.8644,0.3682,0.0049,-0.0526,-0.1559,1.1883,1.284,1.483,0.2446,1.211,2.3575,0.9428,0.5633,0.7332,1.7523,0.8026,0.4108,0.6228,0.983,1.641,0.8363,2.1251,0.1754,1.5851,0.8472,Control
A11,0.5483,0.326,0.0967,1.1692,0.6265,0.2257,1.5243,0.4326,0.6276,0.2875,0.0854,-0.03,0.0083,0.6593,0.6963,1.2476,0.1375,1.1887,1.776,0.9121,0.54,0.6814,1.0402,0.5676,0.1848,0.4595,0.8018,1.1005,0.6785,2.0611,0.0454,0.9881,0.5578,Control
A12,0.6808,0.1215,-0.0719,0.7211,0.3492,0.0766,1.148,0.3593,0.2806,0.0625,0.2576,0.1313,-0.3076,0.6172,0.6283,0.8386,0.1142,0.4731,1.3066,0.5444,0.3955,0.4581,1.1023,0.3938,0.1567,0.156,0.544,1.0527,0.5195,1.6799,0.3308,0.7081,0.5451,Control
B01,0.5736,0.0231,-0.1828,1.4726,0.6764,0.0997,1.5163,0.6015,0.611,0.3522,0.3271,0.0857,-0.2414,0.9061,0.8685,1.4478,0.2109,1.3335,2.2101,0.659,0.3916,0.6181,1.3226,0.7023,0.1884,0.3047,0.7541,1.5169,0.5498,2.5332,0.1676,1.4565,0.7521,Control
B02,0.843,0.3715,0.1131,1.2781,0.729,0.361,1.7296,0.639,0.5836,0.312,0.1589,-0.0188,-0.2995,0.8748,0.855,1.3656,0.1703,0.7824,2.0489,0.9611,0.6693,0.8367,1.4237,0.5192,0.2594,0.5813,1.13,1.4394,1.023,3.0801,0.2853,1.4297,1.0167,Control
B03,0.6948,0.1943,0.0171,1.2859,0.6976,0.216,1.7912,0.601,0.6389,0.3273,0.2209,0.0368,-0.3012,0.927,0.8719,1.4288,0.0978,1.0604,2.2094,0.8137,0.5703,0.6643,1.3201,0.6398,0.2379,0.5116,0.9092,1.4822,0.75,2.6611,0.1471,1.3839,0.8863,BRCACancer
B04,0.6602,0.1092,-0.0076,1.159,0.6496,0.2554,1.4023,0.638,0.7718,0.4099,0.0845,0.0486,-0.335,1.0175,1.2308,1.4607,0.225,1.7255,2.5339,0.8343,0.5203,0.647,1.5308,1.008,0.333,0.3866,0.6823,1.6554,0.631,1.6784,0.2923,1.7384,0.6309,BRCACancer
B05,0.769,0.0503,-0.0278,1.0395,0.5283,0.1365,1.5482,0.4604,0.5382,0.141,0.0853,0.0038,-0.335,0.6712,0.6891,1.1766,0.098,0.6514,1.8667,0.6668,0.443,0.7198,1.1614,0.537,0.1137,0.5511,0.7533,1.2575,0.8762,2.6321,0.2854,1.2603,0.8222,BRCACancer
B06,0.4243,-0.1238,-0.2348,0.9915,0.4544,-0.0255,1.3335,0.4812,0.4167,0.2817,0.2749,0.2496,-0.2043,0.7012,0.6961,1.2276,0.1786,0.8106,1.7181,0.5004,0.1783,0.3886,1.072,0.4838,0.1528,0.2702,0.4613,1.1971,0.3146,1.5065,0.0339,1.0772,0.4997,BRCACancer
B07,0.7893,0.2316,0.0578,1.4248,0.7546,0.2528,1.7359,0.6755,0.6869,0.4131,-0.0397,0.0472,-0.311,1.0905,1.0514,1.5876,0.1564,1.1266,2.0706,0.9319,0.6313,0.7869,1.4722,0.6255,0.2893,0.6457,0.9864,1.4782,0.8608,2.1472,0.2366,1.5062,0.8417,BRCACancer
B08,0.7268,0.408,0.1357,1.0959,0.6528,0.3653,1.657,0.5494,0.4964,0.2977,0.0668,-0.0762,-0.0931,0.8589,0.7812,1.3563,0.257,0.7055,1.8635,0.9841,0.6407,0.7274,1.6166,0.3527,0.173,0.5907,0.9303,1.1937,0.8947,1.9421,0.2781,1.0655,0.681,Control
B09,0.5793,0.1209,0.0095,1.1094,0.603,0.1038,1.7236,0.4902,0.8632,0.3204,0.1691,0.0053,-0.2511,0.87,1.1661,1.4409,0.2831,2.0128,2.5792,0.7797,0.4608,0.642,1.4133,1.0255,0.1426,0.5114,0.7364,1.3948,0.6684,2.0058,0.1334,1.5814,0.5405,Control
B10,0.6337,0.1869,-0.0524,0.9404,0.4872,0.1469,1.4209,0.482,0.5773,0.3777,0.1015,-0.0192,-0.3441,0.7896,0.9751,1.2925,0.0953,1.4518,2.4684,0.6051,0.3842,0.5007,1.3009,0.7207,0.1451,0.2587,0.6021,1.4899,0.5277,1.5834,0.1275,1.5141,0.4954,Control
B11,0.8486,0.1841,0.0447,0.96,0.5993,0.3281,1.5289,0.6825,0.5723,0.2988,0.0542,-0.0403,-0.142,0.8853,0.93,1.2964,0.1896,0.9615,2.0871,0.7698,0.4632,0.7053,1.4039,0.4927,0.3011,0.3938,0.861,1.3346,0.8519,1.9234,0.2927,1.1301,0.9309,Control
B12,0.407,0.0387,-0.0226,0.7719,0.4828,0.1798,1.0055,0.4122,0.4985,0.1518,0.1022,-0.0052,-0.376,0.5595,0.7796,1.0477,0.1111,1.9409,2.5139,0.5458,0.3769,0.5241,1.1321,0.8104,0.1191,0.2589,0.6138,1.2785,0.3619,1.6026,0.128,1.488,0.4405,Control
C01,0.9255,0.4122,0.0509,1.1802,0.7613,0.4223,1.6619,0.8779,0.6473,0.4026,0.0239,-0.0685,-0.3176,0.8606,0.953,1.4223,0.194,0.9344,2.1947,1.0833,0.6952,0.8207,1.393,0.5244,0.3662,0.7939,1.1422,1.4469,1.0686,1.9244,0.3033,1.3248,0.9089,BRCACancer
C02,0.9215,0.4796,0.1757,1.0125,0.664,0.3734,1.5121,0.6943,0.4926,0.2147,0.0501,-0.016,-0.1655,0.8845,0.8556,1.3154,0.1482,0.8697,1.9275,0.9302,0.7123,0.8006,1.4194,0.499,0.3123,0.6519,1.0944,1.3929,1.0972,2.0396,0.239,1.0933,0.8227,BRCACancer
C03,1.0605,0.5733,0.1902,1.2277,0.8087,0.371,1.6845,0.8203,0.6286,0.3084,0.0457,-0.0534,-0.2213,0.8779,0.8829,1.377,0.1063,0.8652,2.0283,1.001,0.9317,0.9966,1.33,0.4905,0.3745,0.9425,1.2632,1.3899,1.248,2.1689,0.3537,1.3439,1.0101,BRCACancer
