@relation data

@attribute id string
@attribute 1040 numeric
@attribute 10423 numeric
@attribute 113026 numeric
@attribute 1606 numeric
@attribute 1607 numeric
@attribute 1608 numeric
@attribute 160851 numeric
@attribute 1609 numeric
@attribute 163688 numeric
@attribute 200576 numeric
@attribute 23236 numeric
@attribute 23396 numeric
@attribute 23533 numeric
@attribute 27124 numeric
@attribute 3612 numeric
@attribute 3613 numeric
@attribute 3628 numeric
@attribute 3631 numeric
@attribute 3632 numeric
@attribute 3633 numeric
@attribute 3635 numeric
@attribute 3636 numeric
@attribute 3705 numeric
@attribute 3706 numeric
@attribute 3707 numeric
@attribute 3708 numeric
@attribute 3709 numeric
@attribute 3710 numeric
@attribute 4952 numeric
@attribute 51196 numeric
@attribute 51763 numeric
@attribute 51806 numeric
@attribute 5286 numeric
@attribute 5287 numeric
@attribute 5288 numeric
@attribute 5289 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5297 numeric
@attribute 5298 numeric
@attribute 5305 numeric
@attribute 5330 numeric
@attribute 5331 numeric
@attribute 5332 numeric
@attribute 5333 numeric
@attribute 5335 numeric
@attribute 5336 numeric
@attribute 55300 numeric
@attribute 55361 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5582 numeric
@attribute 56623 numeric
@attribute 5728 numeric
@attribute 64768 numeric
@attribute 79837 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute 810 numeric
@attribute 8394 numeric
@attribute 8395 numeric
@attribute 8396 numeric
@attribute 84812 numeric
@attribute 8503 numeric
@attribute 8525 numeric
@attribute 8526 numeric
@attribute 8527 numeric
@attribute 8760 numeric
@attribute 8821 numeric
@attribute 8867 numeric
@attribute 8871 numeric
@attribute 89869 numeric
@attribute 9162 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,1.4806201562,1.2658294007,0.2715302967,0.6964127130,-0.1426376413,-0.0953498588,-0.0189863854,0.1055467611,-0.1416283464,0.2456859630,0.4097788456,1.2757258794,-0.0448427393,0.1463961169,2.0627768189,1.0154815514,1.0265360011,0.1590073117,0.2825484945,0.1539390590,-0.0209340285,0.5690341583,0.6868562832,-0.0670061112,0.1322087557,0.1313168648,0.1067213277,0.5609436097,0.5004134193,0.0249045071,-0.0178534284,-0.0195479401,0.3863091977,1.2331617210,0.3093014630,0.0643121879,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,0.0526111197,0.5019089071,0.4143931808,-0.0776044747,1.6300333739,0.0394911230,0.4345783734,0.5204422609,0.5526649599,2.0425599020,0.5563558769,0.1474579691,-0.1072664774,-0.0825690696,0.2503481787,0.2529164747,1.1136976985,3.2276948094,1.5891594400,0.9537983259,2.1997757852,0.2531493374,0.8835243345,-0.0604331825,0.2435374809,0.0117281997,0.8580704628,0.2246479315,0.3706158894,0.5603605120,0.9969724643,0.5037570722,0.3200897502,0.2916784001,-0.0622069501,-0.1149689322,BRCA
GSM480985,1.3778451682,1.2896026108,0.3314771914,0.7917072178,-0.1380662203,-0.1256694401,0.0012701846,0.0980978623,-0.0916407251,0.3105308233,0.7330552477,1.3927584953,-0.0263181581,0.1432088250,2.0950154662,0.1923939178,1.0092255143,0.1798186264,0.2275680248,0.2728364865,-0.0114801410,0.5645611170,0.3937763395,-0.0230735734,0.1966778544,0.4415400387,0.5849629343,0.3553600297,0.5589856206,0.0665036005,-0.0090103533,-0.1604685536,0.4744679228,1.1795553696,0.1490147555,0.0869224134,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.1783317863,0.4544058266,0.2647476821,-0.0930615631,1.0536758155,-0.0840634818,0.3340182634,0.6196571301,1.2582838460,1.5221003029,0.4624787233,0.0900841358,-0.0931613796,-0.0522140021,0.3507947820,0.1930055995,0.6546606101,3.2046381833,1.2845784730,0.9828057632,1.9199515841,0.0051101413,0.9865104895,-0.0447441109,0.1819413702,0.8037125576,1.1287610356,0.0955536924,0.1519350324,0.4711917172,0.8520890772,0.3363337032,0.5104050246,0.8316852350,-0.2096112036,0.1023831313,BRCA
GSM480986,1.4506227480,1.5709060117,0.4341970247,0.7270491856,-0.0760821453,-0.1051775170,0.0742146982,0.1734412838,-0.1414109196,0.2137973898,0.5153439700,1.5559316410,-0.0236322101,0.0593494840,2.1105561850,0.8555422360,0.6733414829,0.2486042021,0.4095735969,0.1689352393,-0.0195116988,0.5134776199,0.5009992005,-0.0389096712,0.1661377090,0.2835222208,0.1536485495,0.6212419597,0.4798941449,0.0360246050,0.0947575218,-0.0450191986,0.3043355414,1.4951948193,0.0452483481,0.0848316987,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,0.1355992686,0.6190956916,0.4436549187,-0.0521149571,1.4571645670,0.0685284909,0.3691367172,0.5424212613,0.5517398660,1.6422774262,0.7001216990,0.1559347632,-0.1167993353,-0.0710934066,0.3131928146,0.1655263530,1.0099457315,3.3913767039,1.6418533209,0.7694473286,2.1900971755,0.3643759714,0.7735847111,-0.0753906897,0.2717028646,0.1245016642,0.9668687962,0.2269858237,0.2520632934,0.4720611820,0.8823001563,0.3793671793,0.3451370894,0.3043000984,-0.0108246852,-0.0927709044,BRCA
GSM480987,0.0312919846,1.5500478084,0.2553465241,0.2181412509,-0.0710832519,-0.0982101164,-0.0023267549,0.0906401386,-0.1414936161,0.2012783268,0.1668422063,1.4418686050,-0.0190172376,0.0152335209,2.3136629610,0.9072702792,1.0215249857,0.2117313049,0.3192936920,0.1851611682,-0.0762224417,0.4782583479,0.3192112633,0.2089352406,0.1685485557,0.3327935711,-0.0104492808,0.3998152808,0.4505901078,-0.1053521030,-0.0001415389,-0.0718489090,0.1610914717,0.2603102367,-0.0807607361,0.0585118207,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.0159558428,0.5026560674,0.7499177233,-0.1041722893,0.9919344300,0.0007446416,0.0179896418,0.7127369387,-0.0047308279,1.4428951807,0.5716784709,0.0835026311,-0.1432857454,-0.0616863377,0.3120858490,0.0919696689,0.7134600353,2.5266770721,1.3375803794,0.6854064385,1.7749855086,-0.0393749357,0.6833452678,-0.0576423663,0.2284234945,0.0136241772,0.1919102957,0.1429315017,0.2413244858,0.4341546498,0.7298127118,0.0059985932,0.0781412883,0.0885006438,-0.1184092452,0.4270084886,BRCA
GSM480988,1.2184754540,1.3156734846,0.3595284846,0.7332848575,-0.0796529795,-0.1106746151,0.1118362027,0.1645765964,-0.1606387714,0.1787024456,0.4406262552,1.5323834520,-0.0933597851,0.2755153998,1.4477399886,1.0510929228,0.5349118048,0.0496812663,0.3813757400,0.1768932367,-0.0287684768,0.4314604641,0.4411682585,-0.0851195735,0.1168976396,0.1991312819,0.2297151421,0.5623337450,0.5731448325,0.0905534511,0.0594904286,-0.1077501489,0.3237008886,1.0982802211,0.2389379609,0.0645759152,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,0.3080786235,0.7010060413,0.2718812905,-0.0521348746,1.0592323652,0.0395486050,0.3300771506,0.5192004788,0.5682803235,1.7955698238,0.5852025353,0.0817065693,-0.0806064152,-0.0384889170,0.6982666629,0.1527773529,0.8934619094,3.6123267112,1.4518957679,0.8568994044,2.2009519134,0.1184602400,0.6675751023,-0.0410985886,0.1824120621,0.9318244491,1.0844853694,0.2001647330,0.4229581737,0.3834461230,0.7914173967,0.3308989264,0.4761678316,0.4236947575,-0.0965033044,0.0142835818,BRCA
GSM480989,1.1923162359,1.4617617047,0.2849552149,0.8237829176,-0.0209701677,-0.1045073111,-0.1291753983,0.1285873807,-0.1988541156,0.0791684341,0.1935005427,2.0667102402,-0.0318046184,0.2270662361,1.3505397449,0.8940078419,0.9270996120,0.0969148662,0.3860575049,0.2024437367,0.0041832565,0.3208382477,0.6016892658,-0.0714727500,0.2858949723,0.2200210720,0.0458035868,0.4976210030,0.3620273296,0.0226717137,0.1091335352,-0.0660787014,0.0565122416,1.3752282859,-0.0142589259,-0.1017395506,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,0.1235397248,0.7404192527,0.3086251123,-0.1177975059,1.6992731094,-0.0830072642,0.4669681172,0.5099837124,0.7895882334,1.2544345591,0.7428899628,0.0811992555,-0.1211765001,-0.1123442115,0.0741816819,0.0676769989,0.8060465517,3.6952234806,1.5590544180,0.7983118814,2.9188919440,0.4245331458,0.7202698999,-0.1277251559,0.2642094724,0.4905827144,1.0210926999,0.1798113384,0.3548537527,0.2892783897,1.4242740113,0.2240637898,0.1994426476,0.4086711981,-0.1553231908,-0.0686880408,BRCA
GSM480990,0.7234119318,1.5168261303,0.6527271023,0.7542289495,-0.1003466001,-0.0757923236,0.0629833424,0.1596049388,-0.1820909605,0.1741337101,0.0480474158,2.0407628848,-0.0240894286,0.2022993798,1.9591444284,1.0063277020,0.6052914362,0.1600255272,0.4693368239,0.0328368673,0.1226884197,0.3733161202,0.6267475668,0.0643069084,0.3496424193,0.1628782986,0.0021861719,0.5061100200,0.4023818896,-0.0882563488,-0.0043190287,0.0198499129,0.1453730482,1.1454220680,0.1323218714,-0.0005416643,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,0.0112158613,0.6967653144,0.4894001425,-0.0345598439,1.9801055864,-0.1134931392,0.2744837802,0.7009938896,0.2493265960,1.6048741671,0.9021714042,0.1371517299,-0.1211324487,-0.0606057024,0.1485819669,0.1218786214,0.8050247021,3.7236918806,1.4453520321,0.6829452796,2.5856389926,0.4549186632,0.7885876995,-0.0759133204,0.1971259196,0.5730537187,0.6030732589,0.2009610060,0.0431760593,0.2722333059,0.9981920937,0.1357312284,0.2142035773,0.2689312928,-0.1451698444,-0.1609762849,Control
GSM480991,1.4086902807,1.7701899243,0.5073754452,0.7508979689,-0.0823391770,-0.0725986806,-0.0833072413,0.2274458459,-0.1618150806,0.1521839835,0.2907817717,1.9069757064,0.0096481766,0.1264704138,2.0026548059,0.3885029224,0.8354840344,0.2556214740,0.5433967669,0.1022434984,0.0189339676,0.5787859380,0.4969559372,-0.0954564459,0.2424068378,0.2311761151,0.1075655196,0.7279821927,0.4156799545,-0.0038552006,0.1109088522,-0.0048325991,0.2390621652,1.5755835440,0.0627733089,-0.0071913414,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,0.1056648046,0.6987749840,0.4067322811,-0.0434485409,1.5307328514,-0.0085634497,0.4650009473,0.5280418684,1.0544374994,1.2892737653,0.7680101360,0.0569693500,-0.0960165404,-0.0531655469,0.2617679526,0.1739077011,0.8349882463,3.6266166568,1.5451146222,0.7246558555,2.3986895680,0.5203580332,0.7497173807,-0.0516795229,0.2393490267,0.4302054600,1.0204976901,0.3244404042,0.2163628256,0.4738269630,1.1088274253,0.3954581386,0.2400957892,0.2853214337,-0.0336492464,-0.0519983042,Control
GSM480992,0.9356020285,1.8551413714,0.5583940768,0.8125386136,-0.0808625008,-0.1312173466,-0.0784235274,0.3054054988,-0.1319793334,0.1074030229,0.0814318765,2.3501764933,0.0098416810,0.3125298536,1.5658633634,1.3507835864,0.8489819864,0.2027453820,0.4466436430,0.0476406350,0.0103130608,0.6518977029,0.7010605264,0.0143967219,0.2748354820,0.0994592431,0.0161160152,0.7308892569,0.3535468542,-0.0837842124,0.1356166001,0.0357248699,0.1244313952,1.8008791473,0.0847416449,-0.0122369724,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,0.1378501165,0.7407726392,0.3427132666,-0.0266702802,1.8464471474,-0.0424288371,0.8976484603,0.6497552522,0.9864738678,1.1483045683,0.8189087903,0.1225340664,-0.1356904655,-0.0742785615,0.2712729326,0.1157030584,0.8762036309,3.6378519239,1.4246134289,0.7415068230,2.6897532866,0.7067827030,0.7476080443,-0.0563421858,0.2232861211,0.5810648072,0.7441449755,0.4934956760,0.0807077732,0.4585221774,0.7636858850,0.1815524719,0.2992797908,0.3372003228,-0.1336589761,-0.0917853638,Control
GSM480993,1.2689114458,1.7975074567,0.5243316551,0.7431466213,-0.0555049286,-0.1125563217,-0.0356420063,0.1181743469,-0.1592113870,0.1084497138,0.2383615070,1.7888530658,0.0090587195,0.2542580124,1.6445096359,1.2483929263,0.9569592609,0.2549276607,0.4163896189,0.1467413408,0.0294688444,0.6347330034,0.6296192526,-0.0401737979,0.2564080019,0.1916949626,0.1179360291,0.7271375300,0.4211950318,-0.0178014775,0.0874863487,-0.0363483728,0.1627912049,1.3621879022,-0.0348593006,0.0665985894,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,0.1591363498,0.6355102455,0.3596265923,-0.0896386958,1.4765024371,0.0611034877,0.5450661464,0.5661468516,1.1561504492,1.6087487140,0.8248731613,0.1051260916,-0.1144585606,-0.1054423138,0.3433772719,0.1433829642,0.9403566314,3.3705208897,1.5856227239,0.8005855027,2.4490207491,0.3821579109,0.7475464882,-0.1015598374,0.2241102460,0.7915757248,1.0595477061,0.3586990287,0.1615769068,0.4276143277,0.9818796948,0.3048489842,0.2526534158,0.4215674630,-0.0540328135,-0.0083652670,Control
