@relation data

@attribute id string
@attribute 1572 numeric
@attribute 1571 numeric
@attribute 1559 numeric
@attribute 1557 numeric
@attribute 1558 numeric
@attribute 1555 numeric
@attribute 1543 numeric
@attribute 1544 numeric
@attribute 1553 numeric
@attribute 1562 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.0222,-0.0195,-0.0532,-0.0616,-0.0718,-0.3289,-0.1587,0.119,0.2786,-0.0985,Control
A02,0.0402,-0.1358,-0.1101,-0.1302,-0.0954,-0.3471,-0.0599,0.0835,0.2972,-0.1291,Control
A03,0.1347,-0.0955,-0.1019,0.0103,-0.1296,-0.2919,-0.0917,0.209,0.3501,-0.1954,Control
A04,0.0494,-0.0482,-0.1516,-0.038,-0.1215,-0.1712,-0.2164,0.0805,0.183,-0.1084,Control
A05,0.0024,-0.0068,-0.0331,0.0383,-0.1489,-0.0872,-0.1308,0.1053,0.2999,-0.064,Control
A06,0.0281,-0.0578,-0.1061,0.0082,-0.0683,-0.2012,-0.1332,0.0432,0.2843,-0.1566,Control
A07,0.0571,-0.0495,-0.113,-0.0593,-0.0939,-0.2113,-0.1748,0.1924,0.3601,-0.1221,Control
A08,0.0314,-0.055,-0.1382,-0.1112,-0.1024,-0.2654,-0.1257,0.1546,0.3559,-0.1309,Control
A09,0.0716,-0.0268,-0.052,-0.0572,-0.1058,-0.1038,-0.1674,0.0644,0.3074,-0.0898,Control
A10,-0.0159,-0.0598,-0.0842,-0.1454,-0.105,-0.2131,-0.1687,0.058,0.2406,-0.0999,Control
A11,0.0744,-0.0298,-0.1115,0.0379,-0.0599,-0.2516,-0.2335,0.1301,0.3313,-0.014,Control
A12,0.0659,-0.0128,-0.1079,-0.1051,-0.0049,-0.4004,-0.0891,0.1297,0.2472,-0.0975,Control
B01,-0.1411,-0.0426,-0.0882,-0.1109,-0.0056,-0.3855,-0.0428,0.1472,0.2327,-0.0351,Control
B02,-0.0079,-0.0085,-0.1094,-0.0087,-0.1222,-0.219,-0.1333,0.0773,0.195,-0.0964,Control
B03,0.0523,-0.0478,-0.0897,-0.0384,-0.0472,-0.2206,-0.0771,0.1292,0.3255,-0.0485,BRCACancer
B04,0.0323,-0.0522,-0.0624,-0.0818,-0.1062,-0.3905,-0.152,0.0829,0.2233,-0.1241,BRCACancer
B05,0.0741,-0.093,-0.1165,-0.1031,-0.0977,-0.3637,-0.2345,-0.0336,0.2348,-0.1199,BRCACancer
B06,0.0936,-0.014,-0.0498,-0.1553,-0.0466,-0.1736,-0.1661,0.1239,0.2052,-0.0235,BRCACancer
B07,0.1519,-0.0376,-0.0962,-0.0492,-0.1135,-0.2115,-0.1644,0.11,0.28,-0.0952,BRCACancer
B08,0.046,0.0297,-0.007,-0.1168,-0.0364,-0.2597,-0.1359,0.1236,0.4581,-0.0382,Control
B09,0.1197,-0.1074,-0.0723,-0.1415,-0.0849,-0.3902,-0.2526,0.1229,0.2196,-0.1345,Control
B10,0.16,-0.1448,-0.1137,-0.0619,-0.1308,-0.2027,-0.1307,0.132,0.2518,-0.1474,Control
B11,0.1104,-0.0477,-0.0765,-0.0565,-0.1364,-0.129,-0.1626,0.1542,0.5688,-0.0914,Control
B12,0.1602,-0.1207,-0.1049,-0.1052,-0.0896,-0.1437,-0.1424,0.1662,0.2616,-0.14,Control
C01,0.047,-0.0734,-0.0799,-0.066,-0.1166,-0.3675,-0.1604,0.0459,0.2694,-0.1283,BRCACancer
C02,0.0847,-0.0067,-0.0855,-0.1161,-0.1268,-0.2437,-0.1928,0.0728,0.4685,-0.138,BRCACancer
C03,0.0535,-0.0499,-0.1587,0.0522,-0.0887,-0.2723,-0.2372,-0.0393,0.2041,-0.123,BRCACancer
C04,0.2925,-0.0519,0.0456,0.1572,-0.147,-0.229,-0.2253,0.0977,0.3982,-0.0829,Control
C05,0.1387,-0.0385,0.0494,-0.0826,-0.1083,-0.1044,-0.091,0.1374,0.3433,-0.115,BRCACancer
C06,0.2019,-0.0025,0.0414,-0.2369,-0.1538,-0.242,-0.202,0.1459,0.288,-0.226,Control
C07,0.054,-0.1048,-0.1148,-0.0202,-0.1113,-0.3143,-0.3374,0.1236,0.3207,-0.0416,Control
C08,0.2326,0.0496,-0.074,-0.1193,-0.0985,-0.1864,-0.1874,0.0836,0.3744,-0.135,Control
C09,0.1334,0.0276,-0.0314,0.0724,-0.1301,-0.0946,-0.0913,0.1143,0.2379,-0.1259,Control
C10,0.1739,0.0041,-0.1051,-0.0893,-0.068,-0.2166,-0.1215,0.0699,0.1997,-0.0514,BRCACancer
C11,0.1608,-0.0239,-0.0333,0.025,-0.0531,-0.1663,-0.1689,0.1635,0.2274,-0.0331,Control
C12,0.2094,-0.0843,-0.0542,-0.0258,-0.1142,-0.0421,-0.1438,-0.0162,0.2101,-0.1026,BRCACancer
D01,0.0887,0.0352,-0.0787,-0.1101,-0.1078,-0.3415,-0.0471,0.0846,0.3304,-0.1247,BRCACancer
D02,0.0529,-0.0676,-0.0165,0.0371,-0.072,-0.1376,-0.0994,0.1234,0.2431,-0.0556,BRCACancer
D03,-0.0061,-0.0601,-0.0994,0.0083,-0.0942,-0.1096,-0.0502,-0.0218,0.4859,-0.0933,BRCACancer
D04,0.0357,-0.0909,-0.0724,-0.0679,-0.086,-0.1753,-0.1663,0.1312,0.1527,-0.107,BRCACancer
