@relation data

@attribute 161 numeric
@attribute 163 numeric
@attribute 1211 numeric
@attribute 4803 numeric
@attribute 1213 numeric
@attribute 160 numeric
@attribute 6456 numeric
@attribute 10126 numeric
@attribute 1175 numeric
@attribute 1759 numeric
@attribute 4914 numeric
@attribute 1173 numeric
@attribute Class {Control,BRCA}

@data
8.768731126,10.066436801,9.38372377367,7.388170429,6.414182583,6.55015525567,5.899182429,10.49812646,12.243005895,7.342077169,5.19152344233,11.2613104,Control
8.850844048,9.799591711,9.53175688367,7.536346549,6.386384717,6.33747983233,6.168126147,10.65474591,12.07866152,7.359664193,5.505510586,10.94792585,BRCA
8.769293322,10.195515158,9.71986458233,7.765321119,6.314475052,6.42725820467,5.956992456,11.03377419,12.3965886,6.524977004,5.26733198233,11.162174555,BRCA
8.891161787,9.818157181,9.798891922,7.799736743,6.015142517,6.79699623533,6.183293584,11.12295109,12.07110544,7.107533897,5.99442656267,11.27700269,Control
8.282904386,9.7827240025,9.756818775,7.144329712,6.41397111,7.262440087,5.577890454,10.68460862,12.28154315,6.807004269,5.547936593,11.397832345,BRCA
8.762399584,9.9980316435,9.413046261,7.044998189,7.03100122,6.667704523,5.413806667,10.09852599,11.928151635,6.791752628,5.422961591,11.12104221,BRCA
8.058737407,9.5811370385,9.730725188,8.198753346,5.952340119,6.39423566067,5.259377247,10.53048708,12.367794435,8.1487195,6.52639166833,11.202937405,BRCA
8.695994791,9.7220428385,9.89617905533,8.277683912,6.394296014,6.734569732,5.502721434,10.94581345,12.456368675,7.145425585,5.618990182,11.388759195,Control
8.773379189,10.274861495,10.0363647903,7.431458167,6.61574411,6.84260002933,6.041117697,10.65416187,12.5301635,6.93699452,5.580399701,11.31699387,BRCA
9.0923747,10.43837603,9.884582852,7.109833592,6.052030675,6.688774195,5.696975347,10.6161723,12.278551005,6.908516092,5.61823474067,11.225414225,BRCA
10.25415499,10.58430262,9.85483690933,7.593430574,6.419459359,6.86276355833,5.06782288,10.38738762,12.64530423,7.877868648,5.82521094467,11.92263071,BRCA
8.237462291,9.755693129,9.569893126,7.536560251,6.409565428,6.71727477633,5.687768455,10.46257413,12.60422171,6.690211478,5.741424473,11.128931665,Control
8.860746456,9.932349272,9.627951807,7.908033966,6.279569377,6.46909773,5.890331925,10.35833283,12.232026325,7.501819524,5.65673537333,11.33856239,Control
9.196639699,9.892658644,9.64490915967,6.930918032,5.404810541,7.27423223467,5.451879748,10.96434468,12.295427595,8.200483173,6.076211705,11.5430778,BRCA
9.011787117,10.24021594,9.48345944067,7.437400717,5.649336125,6.75646800033,5.65306808,10.36118197,11.998817005,8.152856641,6.892202365,11.404659965,BRCA
8.779753104,9.7839005965,9.94364617567,7.62073508,5.641409649,6.66660139867,6.123713395,11.40466276,12.48822538,7.584306987,6.22343926267,11.477235945,BRCA
8.796575955,10.1155569995,9.67715489467,7.081033649,5.38008113,7.03721285533,5.176533465,11.41998139,12.57559811,8.014301064,5.900651423,11.64898438,BRCA
8.467861387,10.015151113,9.99687892667,7.252857286,5.643287114,7.03850006433,5.890331925,11.21556957,12.93325679,7.535860745,6.655477482,11.679222855,BRCA
8.989622364,10.2426173285,9.89082105633,8.260967887,5.491220776,7.691036477,5.745513828,11.38494305,13.038551,8.126718829,6.36521905133,11.832561885,BRCA
8.608754849,10.40685262,10.178458256,8.100019848,5.430127385,6.77316165767,5.088959125,10.94323478,11.51611697,7.719014193,5.64712131267,11.897134165,BRCA
