@relation data

@attribute 1036 numeric
@attribute 124975 numeric
@attribute 2571 numeric
@attribute 2572 numeric
@attribute 2678 numeric
@attribute 2686 numeric
@attribute 2687 numeric
@attribute 51380 numeric
@attribute 570 numeric
@attribute 84890 numeric
@attribute Class {Control,BRCA}

@data
10.520687727,8.722953607,5.38304633667,5.784118687,6.065205944,6.33411121033,8.344163978,8.9292507365,4.993687096,9.704068386,Control
8.7710791645,8.756123553,5.555093649,5.641409649,6.659648238,7.13401517067,8.730589968,9.160346108,4.576912188,9.883896123,BRCA
7.5527339285,9.899670779,5.46421904767,5.149148835,6.97372434233,7.03097167033,7.53621054,8.7121984105,5.48205062,10.05069253,BRCA
7.7868225515,9.720834695,5.54813415467,5.850631456,7.15247666833,6.72793375733,7.716855678,8.7750067405,4.441925913,10.19872162,Control
8.562258308,9.808622811,5.30357325,5.651059765,7.202306624,6.58913345567,7.695960982,8.566500885,5.588723066,9.832257559,BRCA
9.284067943,7.687832523,5.448684967,5.703219255,7.31318461633,6.71845632,7.551018227,8.454287175,5.36773034,10.42177586,BRCA
7.7184041835,7.875228881,5.79339804,6.046584505,6.448658398,7.024168189,7.636409152,8.9768677195,4.899068355,10.00278026,BRCA
9.0144737595,8.86916284,5.31003055167,5.820441464,6.61667624833,6.503359333,8.068417055,9.067952276,4.703782956,9.764714513,Control
7.4105324135,9.807017204,5.29941082167,5.821079567,7.12504087833,6.790811062,7.561385569,8.3625118115,5.352274105,10.08180334,BRCA
9.485822834,9.836169177,5.29248360533,5.921252584,6.46160281933,7.164298385,7.160832288,8.8552999135,5.250782787,9.905748433,BRCA
9.7091027535,9.079012114,5.39489482267,5.662640784,6.77001273867,6.691996078,8.959249336,8.7197706915,5.011910695,10.03852848,BRCA
9.3037913125,8.839503892,5.59080149,5.613687265,7.94637101267,6.84687285667,8.066965207,8.9770988325,4.977292804,9.932037957,Control
10.097645673,8.316667472,4.981569429,5.759562832,6.141981213,6.67108949033,8.217813694,9.1122603185,5.602298936,9.492694986,Control
8.1806469745,8.794173061,5.47473271133,5.836246857,6.87434366967,6.08227019567,8.375192737,9.3679041875,4.933113756,9.314963339,BRCA
7.8776436135,8.217486565,5.63404647867,5.541492575,7.25331251967,6.08778383933,7.936492374,9.790053913,5.586322838,10.2800983,BRCA
7.434445017,9.288163079,5.35568885767,5.679065704,7.407032583,6.65832159467,8.117774412,9.1589924015,4.518505219,9.530792138,BRCA
7.4338003125,9.827049342,6.65760496733,5.702942321,6.99502444167,7.15778711267,7.952655534,9.21888213,5.077041333,9.214878315,BRCA
8.1493631135,9.320067806,5.49308264767,5.86159021,7.01575437633,5.83676535833,8.298797049,8.9034085425,4.931459981,9.816688146,BRCA
7.238486623,10.0981575,5.87214272333,5.766470106,7.28690004133,6.735089302,8.317029418,9.0061121235,5.456322582,9.601214178,BRCA
6.773224819,9.784757978,5.37312985767,6.58304938,7.44153337733,6.72197647567,9.320829383,7.788097681,4.586234078,6.041117697,BRCA
