@relation data

@attribute 10111 numeric
@attribute 1791 numeric
@attribute 2237 numeric
@attribute 2547 numeric
@attribute 27343 numeric
@attribute 27434 numeric
@attribute 3981 numeric
@attribute 4361 numeric
@attribute 5591 numeric
@attribute 64421 numeric
@attribute 7518 numeric
@attribute 7520 numeric
@attribute 79840 numeric
@attribute Class {Control,BRCA}

@data
7.5850123165,4.966188654,8.6356430945,11.102244477,6.576601968,7.926090066,5.79541874633,7.21711226567,7.43044094167,7.93684566333,5.081735071,9.908633222,4.917445181,Control
7.1208131195,5.366777571,8.8318933355,10.979063953,7.461461285,9.162077279,5.73390055067,7.36313658733,7.29190135533,8.950772607,4.759304314,9.347167964,5.853378958,BRCA
7.28927811,5.4073744995,9.620597091,11.344617395,7.568756321,8.883025928,6.067924063,7.251834494,7.406676876,8.700247863,4.707652488,10.39899511,5.34039425,BRCA
6.9248886435,5.433338592,9.0906394765,11.217717136,8.436546159,9.265410596,5.688306841,7.25113540867,7.03988827733,9.11779369,4.59311789,9.101877951,4.502624818,Control
7.5737548545,5.3778690615,9.329909791,11.22178646,7.106644396,8.384871286,5.96365757867,7.277262479,7.50186736,8.39742592667,4.583830504,10.37139037,5.78869305,BRCA
7.3259269905,4.9691889135,9.476334725,11.53243099,6.741538192,7.419309502,5.914014792,7.601319597,7.78387541633,7.962680451,4.83277771,10.79813582,5.21024395,BRCA
6.9757173555,5.1922192165,8.2961196055,10.8579926505,7.552632837,9.227694829,6.09141939833,6.93887945233,7.50204637833,9.35822798933,4.202973577,8.744658219,5.250782787,BRCA
6.8899599365,5.5112967025,8.609435701,11.191873825,7.138325884,8.405993556,5.72950169833,7.404848849,7.251948296,7.66440308833,4.846005888,10.28617686,5.479142629,Control
7.148445982,5.0152792895,9.642109982,11.506838215,7.400369547,8.378686233,5.85664665967,7.61606197033,7.97532141333,8.16626110467,4.854508448,10.4297627,5.878241777,BRCA
6.8471499935,5.232442571,8.75940589,11.385444715,7.444230413,8.695716467,5.67038463533,7.24246221967,7.25249120567,8.933921562,5.203799462,9.741079768,5.554520743,BRCA
7.3104066715,5.0493343535,9.107300824,12.058495875,7.901230643,8.69186661,5.679212249,6.934921847,7.39819177333,8.75246155033,5.290950766,9.992241287,5.422074229,BRCA
6.9868843635,5.10404496,9.006318241,11.04783347,7.088314217,8.493956619,5.90992453867,7.30761952,7.63884425833,8.23977112933,4.866674661,10.48441034,5.599028548,Control
7.6009359435,5.3414144165,9.113554115,11.03423966,7.30433107,8.14818563,5.75494022833,7.49344356167,7.20925881333,7.90701619267,4.868404346,10.03781156,5.333791561,Control
7.4548826775,4.960678381,9.082795036,10.7576769535,7.699817291,9.137478628,5.688635696,7.142740057,7.039196716,7.803727922,5.448414727,9.377341303,5.241850906,BRCA
7.3448792,5.454076695,9.211922876,10.9417072195,7.483253752,8.088551248,5.757504139,7.27824955867,7.372662538,8.08436147233,4.917683858,9.938977155,5.541492575,BRCA
7.4346160405,4.98601943,9.372225132,10.8450444915,7.697073769,9.245565258,5.660118204,7.25829628467,7.31420825667,8.176553744,4.873457956,9.504898977,5.377393838,BRCA
7.3509154305,5.155413593,9.252004483,10.52622475,7.615631706,9.220572483,5.63764144433,7.24683070633,7.10521543533,8.04746192433,5.321938238,9.175325691,5.208879341,BRCA
7.097166252,5.3302073175,9.437168452,11.0428197845,7.706567029,8.763694672,5.78329389533,7.24490854333,7.03236477533,7.92439023267,4.19276397,9.49357585,5.732683853,BRCA
7.444318409,5.195442492,9.352729044,10.9536532955,7.530701137,9.109002091,5.75098412167,7.119877356,6.94611728633,7.68149755433,5.151586144,9.515749664,5.908699592,BRCA
7.0755822085,5.2770665775,9.732093048,10.7588273155,7.778933167,9.508097379,5.76829025133,7.07809526467,7.14913478267,7.834156781,5.222467693,8.270121404,5.345725686,BRCA
