@relation data

@attribute id string
@attribute 116285 numeric
@attribute 18 numeric
@attribute 1892 numeric
@attribute 1962 numeric
@attribute 2571 numeric
@attribute 2572 numeric
@attribute 3030 numeric
@attribute 3033 numeric
@attribute 3155 numeric
@attribute 3157 numeric
@attribute 3158 numeric
@attribute 35 numeric
@attribute 38 numeric
@attribute 39 numeric
@attribute 5019 numeric
@attribute 5160 numeric
@attribute 5161 numeric
@attribute 5162 numeric
@attribute 54988 numeric
@attribute 56898 numeric
@attribute 622 numeric
@attribute 6296 numeric
@attribute 65985 numeric
@attribute 7915 numeric
@attribute 79944 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0685543323,0.5504246704,2.6660028845,0.2505638963,-0.0870355034,-0.0987937729,1.3110771498,0.9244120855,0.7384151453,0.4695430771,-0.1114418766,0.0933951239,0.2329695442,0.8043620022,0.2782746594,0.9567462580,0.0129398951,1.6108989900,-0.0201485807,0.8906999653,-0.0563536651,-0.0734205711,0.8942510586,0.0315248295,-0.0922771586,BRCA
GSM481003,-0.0062619838,1.0605909447,3.2305892409,0.1019095926,-0.0130152198,-0.1163713545,1.1338240419,1.0252349251,0.7993575234,0.3187697554,-0.1357373357,0.2509851084,0.1626574735,0.6590264871,0.1785876120,1.1262232996,0.0192427212,1.4461939967,-0.0019325492,0.6300902852,-0.0524375635,-0.0793247723,1.3779073226,0.1448737561,-0.0833559423,BRCA
GSM481004,-0.0336670091,1.1165866429,3.1848408877,0.0615678967,-0.0262233293,-0.1043705749,1.4512041233,1.1561475694,1.1257595286,0.4178562876,-0.0352958752,0.2399376606,0.1535801164,1.2142931753,0.3409301663,1.2454136498,-0.0346325020,1.8161106370,0.0412724854,0.5796706983,-0.0574221378,0.0311939493,1.1585885251,0.2185292784,-0.0645549037,BRCA
GSM481005,-0.0532238873,0.5263049415,2.6756236701,0.1532871830,-0.0194564890,-0.1395157124,1.1165049651,1.1556717095,0.9244420131,0.2909628841,-0.1212768205,0.1569822208,0.1946560883,0.5150022018,0.7565666438,1.0610700138,-0.0129072063,1.6302711927,-0.0015822789,0.9749692727,-0.1099463822,-0.0193592138,1.1976537438,0.0389014002,-0.0469318944,BRCA
GSM481006,-0.0335109101,0.7598953589,2.5622581394,-0.0091416504,-0.0488770506,-0.1277763280,0.9434966796,1.1247779455,0.6803193888,0.5490386851,-0.1142641825,0.1733015801,0.2236505037,0.5390144610,0.4589185183,1.0555887074,0.0141449729,1.3985594119,-0.0278947967,0.8164394567,-0.0438632742,-0.0452494464,0.7731135986,0.2459623877,-0.0489904843,BRCA
GSM481007,0.0103394302,1.0358507192,2.6799716949,-0.0824301871,0.0055831509,-0.0791798460,0.6343219104,1.0988051215,0.7298927406,0.3425793419,-0.0553081686,0.2829855140,0.1464285038,0.4731118953,0.4878612043,1.2282426320,0.0227420427,1.0612825621,-0.0768150770,0.6391665713,-0.0363733715,0.0108107221,1.1553308664,0.1874573432,-0.0642556191,BRCA
GSM481008,-0.0475577708,0.4377764934,2.8481054308,0.0738928081,-0.0376797197,-0.1355709635,1.0770134501,1.0020162798,0.7194484604,0.4847780041,-0.0820614447,0.3778969924,0.2066257624,1.0673959981,0.5641848076,1.1723773816,0.0704350078,1.2819634979,0.0953128376,0.5949581365,-0.0335432726,-0.0080815163,0.9428513114,0.0160608745,-0.0896235126,Control
GSM481009,-0.1128462426,0.4464419688,2.0697222800,-0.0799766013,-0.1147460760,-0.1954683488,0.8158988580,0.7607716068,0.6429975674,0.3221676391,-0.1299631436,-0.1174235685,0.1189971501,0.3859830366,0.3724266893,0.8887395077,0.1280490243,1.2289362055,0.0234387654,0.8258117567,-0.1244841442,0.0109947925,0.7145058993,0.0733392798,-0.1020299563,Control
GSM481010,-0.0877889005,1.2038823161,3.1086775659,0.2136401419,-0.1163510248,-0.1182024236,1.3943034368,1.2880304034,1.0729498467,0.5623660342,-0.1637174188,0.3029247616,0.2771623034,0.9721961287,0.7020181218,1.2748678253,-0.0310015496,1.6990557462,-0.0843876960,0.8785549628,0.0260920861,-0.0567093637,1.1990386248,0.3852217692,-0.0654238131,Control
GSM481011,-0.0507536822,0.7045508114,2.9903289974,-0.0053312622,-0.0545368203,-0.0803734462,0.6216208733,0.8517637458,0.9238773284,0.0968475881,-0.0856120512,0.1513413304,0.1217276184,0.3153266054,0.4096098411,1.2448404767,-0.0010917444,1.3465176597,-0.0374650563,0.5840500988,-0.0360018352,-0.0152376935,1.1635480059,0.0329267812,-0.1085394002,Control
GSM481012,-0.0188608088,0.9307214290,2.8342303634,0.0830659740,-0.0358525053,-0.0993814556,1.3825693279,0.9501282350,0.8597991699,0.9534117623,-0.0896776809,0.0839427886,0.2580143158,1.3068001070,0.6996209190,1.2551071793,-0.0223838333,1.8574975357,-0.0856568449,1.1196650740,-0.0567096469,-0.0488594119,1.0460957620,0.2596595396,-0.1311443016,Control
GSM481013,-0.0709737855,0.2326235056,3.0636599065,0.1056921301,-0.0674028422,-0.0943308787,0.9465582306,0.8305360936,0.8982266320,0.4043944455,-0.1276293299,0.3172132976,0.2103374285,1.2804377146,0.5521334990,1.1764250324,0.0032825627,0.9166824353,0.0455625176,0.3959355058,0.0636092695,-0.0416809061,1.0624680189,-0.0630042443,-0.0462067337,Control
GSM481014,-0.0088049449,0.7844939097,1.9841782747,-0.0263710440,0.0933778809,-0.0897763725,0.8873519887,1.2481263255,0.6217908826,0.7222370605,-0.0860249898,0.3402840960,0.3353480125,0.5787685774,0.7491794046,1.3775150329,0.0796170206,1.2091072452,-0.0054434146,1.3424333532,-0.0327576771,-0.0141221125,0.8422190547,0.0444917692,-0.0297924910,BRCA
GSM481015,-0.0488521395,0.3146744126,2.7472403049,0.1246416768,0.0304344626,-0.1380410650,0.7432698459,1.1255595945,1.2413551011,0.1640334556,-0.1543048250,0.4132201370,0.1344213559,0.7550052943,0.3170836867,0.9238382039,-0.0142974182,1.3160227604,-0.0646773653,0.6812506307,0.0066359261,-0.0622690657,1.1002120210,0.0111774656,-0.0944111946,BRCA
GSM481016,-0.0164690824,0.4184633361,3.0314201712,0.1619004560,-0.0952672709,-0.0891342083,1.4863236206,1.0507380584,0.8291220334,0.5932089341,-0.0808639625,0.1112833172,0.1530601502,0.9290961962,0.7186806169,1.1933069414,0.0519935672,1.6533772182,-0.0064154020,0.8291151548,-0.1050291523,0.0077709981,1.1306989688,0.0042644915,-0.0378266007,BRCA
GSM481017,-0.0710482416,0.5426140713,2.0841554255,0.3340792051,-0.1257673630,-0.1116196493,1.0154569318,1.0159041323,0.6475168741,0.8188225387,-0.1323244740,0.0208089519,0.3001464138,0.7418207826,1.1903002923,1.2763965727,-0.0421625839,1.6871860586,0.1495157058,1.8049664895,-0.1003582304,-0.0671884107,0.7063829203,0.1738648771,-0.0540487342,BRCA
GSM481018,-0.0445283131,0.1068341807,2.9828618169,-0.0294370954,-0.0265644207,-0.0968533865,1.4690183390,1.6424659963,1.2201771473,0.2586728614,-0.0501264426,0.1415638896,0.2576257240,0.8853268673,0.2012189099,1.1713966094,0.1457419201,1.2398153942,0.0341374479,0.4618532207,-0.1191468659,0.0214814233,0.8118163480,0.0553306533,-0.1229392242,BRCA
GSM481019,-0.0820748430,0.4183367713,2.9628146886,0.0483654823,0.1464170953,-0.1103101830,1.0536809595,0.9989930404,0.8661985678,0.5661535690,-0.0728387816,0.1854613479,0.2557854947,1.0200545757,0.5075257950,1.4170072005,-0.0205053396,1.6842543743,-0.0738211976,0.7787291655,-0.0052697743,-0.0443436987,1.3864904642,0.1695955732,-0.0821173348,BRCA
