@relation data

@attribute id string
@attribute 10971 numeric
@attribute 2194 numeric
@attribute 2645 numeric
@attribute 31 numeric
@attribute 51085 numeric
@attribute 51422 numeric
@attribute 5313 numeric
@attribute 53632 numeric
@attribute 5515 numeric
@attribute 5516 numeric
@attribute 5518 numeric
@attribute 5519 numeric
@attribute 5520 numeric
@attribute 5521 numeric
@attribute 5522 numeric
@attribute 5523 numeric
@attribute 5524 numeric
@attribute 5525 numeric
@attribute 5526 numeric
@attribute 5527 numeric
@attribute 5528 numeric
@attribute 5562 numeric
@attribute 5563 numeric
@attribute 5564 numeric
@attribute 5565 numeric
@attribute 5566 numeric
@attribute 5567 numeric
@attribute 5568 numeric
@attribute 5571 numeric
@attribute 5573 numeric
@attribute 5575 numeric
@attribute 5576 numeric
@attribute 55844 numeric
@attribute 6945 numeric
@attribute 7529 numeric
@attribute 7531 numeric
@attribute 7532 numeric
@attribute 7533 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.7865546597,-0.1038044322,-0.1305637080,0.2509364644,-0.1312595992,0.4646742284,0.0799311028,-0.1558575333,1.2238418325,0.1263470764,0.8568766135,0.4705754342,0.4406913167,-0.0124034577,-0.0363831474,0.2045966001,2.2414879695,0.2517011244,0.2125219545,0.4688842361,0.4082248776,0.3637731535,0.0360623569,0.3142809994,0.3793039653,0.9091838176,0.8322542454,-0.0220457165,1.2135343187,1.5804264784,0.1835977883,0.0708837804,0.1115028196,0.8963610603,2.8529286943,1.6931597393,3.8656186462,0.2917555586,BRCA
GSM481003,0.7743058192,-0.0542369777,-0.1002975603,0.2049212657,-0.1221878272,0.6159307871,0.1048826503,-0.2066124493,1.1675652556,0.2871639269,1.1742187960,0.4250247162,0.4434489308,-0.0164878158,-0.0964656634,0.2507061810,2.4872212772,0.3913110049,0.3604677677,0.3960157984,0.4766108626,0.1332963157,0.2133807744,0.4006217571,0.2187216153,0.9189770192,0.6319902162,0.0102665505,1.0570318964,1.4306810153,0.2775854540,0.0839032548,0.0825805235,0.8413056071,2.9574292897,1.7584719257,4.0474146009,0.1337018074,BRCA
GSM481004,0.8520144969,-0.0229330522,-0.0138041459,0.2336806176,-0.1741432937,0.5280265394,0.0306983874,-0.1558413584,1.2944579630,0.2545938927,0.9518654371,0.4821984337,0.4324569896,-0.0053747542,-0.0611670742,0.2494863906,2.3058742841,0.4384472340,0.3845929869,0.3722913515,0.4913007603,0.2730250218,0.1387292464,0.4834087469,0.3671485339,0.6950635329,0.6800325786,-0.0396932616,1.1893046432,1.3028280862,0.4924258457,0.0900657546,0.2967681568,1.0539734188,2.9679501614,1.5714392263,3.8717345596,0.1884460379,BRCA
GSM481005,0.7630644210,-0.1464191222,-0.0600327925,0.2023640250,-0.1395282106,0.5488899600,0.0806566990,-0.1503564806,1.2343815744,0.2552120638,0.9505772538,0.4357714798,0.5140340507,-0.0761428344,-0.0381307079,0.4708890961,2.0769631617,0.4052246987,0.2976613003,0.5292673035,0.4139095911,0.4465344528,0.3050140299,0.2665077821,0.5788243846,0.7765841372,1.2306991819,-0.0333261071,1.2283004059,1.7659622869,0.2887021348,0.0123217801,0.0225950191,0.9639647033,2.7884811720,1.8658410707,3.7979441584,0.2495623258,BRCA
GSM481006,0.7936705512,-0.1604232449,-0.0464602248,0.1110831791,-0.1476101393,0.4568939241,0.1733284795,-0.2304550494,1.1296645254,0.1889084794,1.1646123734,0.2836388661,0.4188138904,-0.0846453661,-0.0205332816,0.4043183222,2.1022156049,0.3260153353,0.2505866054,0.5007501071,0.5408547516,0.4219468927,0.2677976949,0.3170180266,0.4696057636,1.0743387982,0.9264100611,-0.0789564253,1.2341631519,1.9199747352,0.4230002210,0.0664586208,0.3496824755,0.9889865728,2.8086695909,1.9682866730,3.9613553881,0.2052513845,BRCA
GSM481007,0.7367034326,-0.0638570730,0.2568381839,0.1825923061,-0.0680206150,0.4850304085,0.0768746610,-0.1132943790,0.9218534496,0.3395991211,1.3182984778,0.4223469801,0.4103662983,-0.0474711412,-0.0156919252,0.1419952789,2.7909970594,0.5814378385,0.4294364603,0.4305822258,0.4194701119,0.2078037398,0.3047560774,0.2882899219,0.2363376082,0.9259418572,0.7558958770,0.0370700779,1.2034804754,1.4966602238,0.1037381588,-0.0151180974,0.1702727380,0.7595309187,2.4307935001,1.4423759383,4.0315499009,0.1259042048,BRCA
GSM481008,1.0428309324,-0.0683338992,-0.0078361267,0.2898866295,-0.1276885941,0.2731108888,0.0299265512,-0.1627681106,1.4909315973,0.1817884789,1.0114390291,0.3689072896,0.4415647174,-0.0769149952,-0.0421325161,0.1684368535,2.6744988508,0.3593624215,0.4826976493,0.3893680641,0.5476349011,0.4401012863,0.0270310399,0.2632278906,0.2450710803,0.9102283842,0.7458980968,0.0274709704,0.7244602077,1.3636300043,0.2674738216,0.1533503204,0.1694990192,1.0741375200,2.7709575175,1.6221107643,3.8004447818,0.1918546055,Control
GSM481009,0.7662482409,-0.2502843386,-0.0616330306,0.1241208093,-0.4508072552,0.3031819166,-0.0059484150,-0.2230458952,1.1786218321,-0.0321731063,0.3147968069,0.2215378080,0.2971062577,-0.0512534837,-0.0866642194,0.3312598727,1.9040678065,0.1839920750,-0.0275887459,0.3379897359,0.4165385507,0.3317766436,0.0109881255,0.1414522223,0.4068521300,0.6558841348,0.8545450949,0.0046873059,0.8363790043,1.8241724720,-0.0853712003,-0.0314247598,-0.1362282480,0.6863672267,2.7177316307,1.4549757240,4.4239466190,0.0990213254,Control
GSM481010,0.8871308893,-0.1378316058,-0.1070819714,0.2685949191,-0.0911503843,0.8215701136,-0.0186438779,-0.1390014389,1.5060444668,0.3624949638,0.9558448684,0.5940305018,0.4726768376,0.0053278920,-0.0301696181,0.6437670246,1.6993923225,0.2525406327,0.4250414405,0.4929281504,0.4363746757,0.3572219872,0.5812155417,0.3280633487,0.4695603981,0.6685453986,1.0751941698,-0.0846129696,1.0363030962,1.8411717293,0.4025551735,0.0782325012,0.2085053455,0.9108409035,2.9788210231,2.2083760897,3.6246731579,0.2326778048,Control
GSM481011,0.8282796306,-0.1005235003,-0.0409571094,0.1032028885,-0.1066293744,0.5831935987,0.1130411916,-0.1638879136,1.1535155438,0.2241602815,1.2443000358,0.3850660645,0.3431488292,0.0417571971,-0.0673564051,0.2336893083,2.8302981750,0.3574672764,0.3608591450,0.4014640352,0.5114013589,0.2984264700,0.2009746619,0.3781177578,0.2694914768,0.8796043668,0.7629880970,0.0440684883,0.9615260942,1.3068219577,0.3510860135,0.0081781969,0.0978642043,1.2434166043,2.4501155933,1.2901282707,3.8800995947,0.2838056297,Control
