@relation data

@attribute id string
@attribute 10585 numeric
@attribute 10690 numeric
@attribute 145173 numeric
@attribute 146664 numeric
@attribute 23127 numeric
@attribute 23275 numeric
@attribute 23509 numeric
@attribute 2526 numeric
@attribute 2529 numeric
@attribute 2683 numeric
@attribute 29954 numeric
@attribute 3955 numeric
@attribute 4242 numeric
@attribute 55624 numeric
@attribute 56983 numeric
@attribute 5986 numeric
@attribute 6480 numeric
@attribute 6487 numeric
@attribute 727936 numeric
@attribute 7363 numeric
@attribute 7367 numeric
@attribute 79709 numeric
@attribute 79799 numeric
@attribute 84620 numeric
@attribute 8473 numeric
@attribute 8703 numeric
@attribute 8704 numeric
@attribute 9486 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.7700003776,0.4935353886,0.3703855532,-0.0773093088,-0.1467433645,0.0369045200,0.2631036263,0.2730127918,-0.1261260687,0.8613625962,0.3199474126,0.4296342051,-0.0217011046,0.1188023163,0.9448592873,0.2268152606,0.2952002620,-0.0751598933,0.4827110872,-0.1943919704,-0.0970270767,0.5996442687,0.1040648428,-0.1067074430,1.2128768821,0.7154446477,0.2822278876,-0.1511327625,BRCA
GSM480985,1.0447751701,0.3064871462,0.3226745292,-0.1028309729,-0.0263977991,0.0728349331,0.1189460228,0.1475355247,-0.0346423729,0.6533052209,0.2899591504,-0.0645647538,-0.0045460754,0.0550962967,0.9932700115,0.2382447151,0.7575222741,-0.0883608730,0.4643785594,-0.1303444079,-0.1138358139,0.6028815076,0.0615224490,-0.0896090845,1.4959259396,0.7653992706,0.1295636976,-0.1309327097,BRCA
GSM480986,0.9226071507,0.2387959985,0.3730391183,-0.0171507981,-0.0415510030,0.0100201115,0.2452816167,0.1714250979,-0.0398475967,0.7784349712,0.4673850176,0.4788923256,-0.0512476366,0.0817632247,1.1916111391,0.2045597612,0.5661205466,-0.0798978037,0.7713073141,-0.1330824345,-0.1455396849,0.8222120027,0.0310431373,-0.1157792455,0.9220173423,0.6469067931,0.2651059088,-0.0993654058,BRCA
GSM480987,0.5831540461,-0.1199346439,0.3563336626,-0.0728608199,0.7827423439,0.0897026260,0.4230324587,0.6612226759,-0.0690681058,0.6516172589,0.3738595671,0.0035221728,-0.1444157207,0.0434986297,1.3500050622,0.1512086881,0.4499385229,-0.0312866423,0.5591902449,-0.1518100676,-0.1065452471,0.9512447214,0.0550774226,-0.1494632480,0.9960597686,0.4975610137,0.2409744695,0.0986591278,BRCA
GSM480988,0.7983531144,0.3308763226,0.2404720257,0.0229759306,-0.0595507380,0.0580934872,0.1209559826,-0.0129045034,-0.0962921796,0.6383455033,0.4246424839,0.2541557301,0.0451788771,0.0454113332,0.9980347297,0.2464447113,0.4630223664,-0.0863918120,0.4904581608,-0.1931611510,-0.0363523996,0.5465109306,0.1881210339,-0.0015458056,0.9604022028,0.4323099247,0.0885617251,-0.1066797776,BRCA
GSM480989,1.2122799085,0.0536069100,0.2422542376,-0.0340285974,-0.0855976614,0.0456619270,0.2238145461,0.0980548135,-0.1091528422,0.9683390073,0.4409805536,0.3914855924,-0.0425805926,0.2005512187,0.6382984676,0.2573979181,0.5712298909,-0.0883944103,0.7742399387,-0.2524973428,-0.0633024936,0.9059416207,0.1479941550,-0.0264848928,0.8057523829,0.8013328843,0.2558766823,-0.1128207353,BRCA
GSM480990,0.9983934474,-0.0283692802,0.2407569819,0.0157811964,-0.0545060224,0.0161258034,0.3194883292,0.1527855881,-0.0555373881,0.9230414670,0.4014305589,0.5246098178,-0.0835630802,0.2131122129,0.2967723951,0.2526996459,0.4035126965,-0.0623684854,0.4824400548,-0.0809249143,-0.0661942896,0.8878773161,0.1857933091,-0.1132920915,0.4862323540,0.4192217187,0.3800685405,0.0091060729,Control
GSM480991,1.1514690595,0.0296761530,0.1379006496,-0.0284122226,-0.0469284159,0.0569127713,0.2272747311,0.1184903336,-0.0535660485,0.9552992163,0.3793061356,0.4039840441,-0.0592599094,0.2491408582,0.6649646426,0.2529948674,0.7632683818,-0.0830611956,0.6616643179,-0.1561417199,-0.0526123513,0.8142866715,0.1144852304,-0.0452484656,0.8405907396,0.6237465424,0.1863518750,-0.1599904777,Control
GSM480992,1.1928915605,-0.0267676397,0.0114381463,-0.0195176286,0.0954368306,0.0233502936,0.1824649598,0.0325584839,-0.0635471395,0.9957501024,0.4197118931,0.5371193615,-0.0592824263,0.1936477441,0.3654473184,0.5677320521,0.5458095715,-0.0796087000,0.9207391856,-0.1349615111,-0.1451092663,0.9541005210,0.1443828500,-0.0203153354,0.6181479012,0.6739689483,0.4418513592,-0.1065277164,Control
GSM480993,0.9911477002,0.1576552598,0.2504649515,-0.0503552990,0.1011467855,0.0043987021,0.2407197384,0.1823653439,-0.0509535050,0.7167272042,0.3765687568,0.5138343478,-0.0378869539,0.1672980454,0.8467754090,0.4120909314,0.5338776908,-0.0662160011,0.9488278088,-0.1118281528,-0.0774704300,0.8585984337,0.0180592308,-0.1570033640,0.8897210579,0.7811202027,0.3358530611,-0.1229317459,Control
