@relation data

@attribute id string
@attribute 10297 numeric
@attribute 11211 numeric
@attribute 1499 numeric
@attribute 1855 numeric
@attribute 1856 numeric
@attribute 1857 numeric
@attribute 2535 numeric
@attribute 27148 numeric
@attribute 2735 numeric
@attribute 2736 numeric
@attribute 2737 numeric
@attribute 2932 numeric
@attribute 324 numeric
@attribute 51176 numeric
@attribute 51384 numeric
@attribute 51684 numeric
@attribute 54361 numeric
@attribute 5727 numeric
@attribute 64399 numeric
@attribute 6469 numeric
@attribute 650 numeric
@attribute 652 numeric
@attribute 6608 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7157 numeric
@attribute 7471 numeric
@attribute 7472 numeric
@attribute 7473 numeric
@attribute 7474 numeric
@attribute 7475 numeric
@attribute 7476 numeric
@attribute 7477 numeric
@attribute 7478 numeric
@attribute 7479 numeric
@attribute 7480 numeric
@attribute 7481 numeric
@attribute 7482 numeric
@attribute 7483 numeric
@attribute 7484 numeric
@attribute 7855 numeric
@attribute 7976 numeric
@attribute 80326 numeric
@attribute 81029 numeric
@attribute 8312 numeric
@attribute 8313 numeric
@attribute 8321 numeric
@attribute 8322 numeric
@attribute 8323 numeric
@attribute 8324 numeric
@attribute 8325 numeric
@attribute 8326 numeric
@attribute 83439 numeric
@attribute 8643 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0695202468,-0.0111735555,0.9433099893,1.9197415728,0.9946343171,0.8688810969,-0.1199181422,1.3755114246,-0.1107914289,-0.0453762841,0.1132197946,1.2060972602,0.3981079434,-0.0609185226,-0.0256270266,0.0505867702,-0.0983436839,0.1513492635,-0.1160198592,-0.0250785069,0.1556910502,0.0613460438,-0.0831922409,0.4610165383,0.7218863406,0.8841919228,-0.1784286854,-0.1173108304,-0.1416667141,0.7976121019,-0.0821816814,-0.0154680410,-0.0241109678,-0.1505738309,-0.0715572406,-0.1545939394,-0.1229411997,-0.1293732947,-0.0562097754,-0.1398663964,0.6901596608,0.4827923404,-0.1697324374,-0.0633014051,0.0194719580,-0.0934070331,0.6079061520,0.0766922691,0.9803381846,1.8741283418,0.6493973546,-0.1333581561,0.2154807355,-0.1676471330,BRCA
GSM480985,-0.0148348617,0.0831065552,1.1109306672,1.1703327198,0.9884515573,1.0941874343,-0.1414381275,1.3446136498,-0.1214392490,-0.0816872173,0.2713364896,0.8787267861,0.2601429904,-0.1205094834,-0.0260006507,0.0193856944,-0.0880296023,0.1947471166,-0.0948081287,-0.1233412820,0.2411067744,-0.1285260897,-0.0575349461,0.8030626381,0.8713486481,0.5955694337,-0.2227140021,-0.0996198125,-0.1423273469,2.1490292351,-0.0529929589,-0.0992782679,0.0030523618,-0.1417484144,-0.0767890449,-0.0893727166,-0.1421668537,-0.0848179264,-0.0398469222,-0.1272135168,0.2722285376,0.5751082467,-0.1968697178,-0.0370841241,0.0196088935,-0.1078801696,0.6363046326,0.2211903365,0.8986071178,2.4676022670,0.0556296314,-0.1596548111,0.7328280286,-0.2082610500,BRCA
GSM480986,-0.0410238789,-0.0209514970,0.9477347201,1.4138166258,0.8727725945,1.0536034351,-0.1087701262,1.1506912089,-0.0446599550,-0.0847375209,0.3410552601,1.3099040800,0.2144276956,-0.0845531220,-0.0140150088,0.0578896999,-0.1316748878,0.1214893115,-0.0747059229,-0.1027823902,0.4190212356,-0.0183025173,-0.1221390517,0.8296508626,0.6392725903,0.8508987498,-0.2109329382,-0.1419850741,-0.0800494389,0.9955211650,-0.0501050786,-0.0221761700,-0.0286192242,-0.0747545797,-0.1205768814,-0.1451254502,-0.0777478807,-0.1388270843,-0.1036688907,-0.1440485579,0.5698363664,0.6060184966,-0.1702259306,-0.0265118730,-0.0080926579,-0.0618387508,0.5543586761,0.1138180564,0.6491823966,1.9848538638,0.6962741415,-0.0984170804,0.3681067234,-0.1672752071,BRCA
GSM480987,0.0247773172,-0.1231899400,0.7213038760,1.1244374067,1.1680386971,0.9820718962,-0.0611509754,0.9240045284,-0.0009544387,-0.0137025598,0.9656495322,1.1273281686,0.0411869942,0.2274401900,-0.0615308130,0.0110623531,-0.0874240423,0.2064564108,-0.0442370767,-0.0859975658,1.0323279616,-0.1308542746,-0.0639163761,0.0737067636,0.5214755582,0.8372933389,-0.2920788191,-0.0547921432,-0.1095364974,2.5398697257,-0.0234307020,-0.0600270873,-0.0483380935,-0.0734548242,-0.1428834514,-0.0712502773,-0.0325199459,-0.1083365789,-0.0700092251,-0.1316048403,0.0617448911,0.0312583954,-0.2047343603,0.1172302025,-0.0179345891,-0.0429046100,0.5006304462,1.0652450131,0.6964692818,1.0448588519,0.3823983487,-0.1102869416,-0.0026901963,-0.1751036543,BRCA
GSM480988,-0.0607647647,-0.0899391196,0.8318137222,1.1592974100,0.9674527405,1.0335381681,-0.0786179611,1.2235964895,-0.0496648981,-0.0688259096,0.2934097444,1.5309302174,0.1999644395,-0.0362709062,-0.0386447745,0.0914097423,-0.1015087965,0.3058370988,-0.0833592166,-0.1006620238,0.0108937794,0.0197572714,-0.0635101840,0.7221334199,0.5751020640,0.6972457048,-0.1896429905,-0.0102129587,-0.0329887973,1.1408931733,0.1908791063,-0.0359053529,-0.0246457172,-0.0281726034,-0.0521969817,-0.0984389177,-0.0891732951,-0.0675259438,-0.0009300456,-0.0897781288,0.3605248377,0.2867030222,-0.1608091691,-0.1123564125,-0.0275964493,-0.0674764509,0.5828108958,0.0968803932,0.8880241413,1.9451683795,0.3929497767,-0.0707310182,0.4379166936,-0.1816163650,BRCA
GSM480989,-0.1171463607,-0.0256524719,0.9154817797,1.6571678850,1.1711716315,1.0246425644,-0.0992323983,0.6178713279,-0.1004203084,-0.0321881077,0.4163395964,1.3318944331,0.1645981787,-0.1170667829,-0.0308928472,0.0856114072,-0.0842115130,0.0707712444,-0.0966304702,-0.0232078441,0.0627200024,-0.1930935026,-0.0670657510,0.7278628971,0.7589532104,1.2405139033,-0.2957198480,0.0727557493,-0.1459004843,0.5175271104,0.0185781421,-0.1699450160,-0.1292229338,-0.0131445843,0.0192991214,0.0015796693,-0.1790062710,-0.1353306575,-0.1297056708,-0.1210575053,0.3941029740,0.1372006630,-0.2150985197,-0.1430310218,-0.0369311500,-0.0839384334,0.4903254279,0.1382263379,0.5981229130,2.4352001442,0.4800386403,-0.1457596144,0.7552782409,-0.1989225365,BRCA
GSM480990,0.0104933635,-0.1636691370,0.8344820888,2.2193822246,1.0859789932,1.0919862119,0.0137345522,0.9781604040,-0.0564186815,-0.0642402255,0.9566730876,1.3889006043,0.1217091008,-0.0439781166,-0.0638360863,0.0731125864,-0.0851240189,0.1110613663,-0.0131381555,0.1006286563,1.0354675745,-0.0679102793,-0.0883023949,0.5914152316,0.6402914647,1.1059742302,-0.2169761581,-0.0835616889,-0.0797719630,1.3773384633,-0.0731257614,0.0994028346,-0.0132748222,-0.0998961207,-0.0852159203,-0.0438232409,-0.1100558983,-0.0791935706,-0.1155260174,-0.1473321819,0.3735983298,0.2774889619,-0.2000593883,0.2218118087,0.0606553730,-0.0579608263,0.3496120568,0.0642980892,0.6043990890,1.9065319791,0.4161469101,-0.1074004262,0.4931352758,-0.2167061842,Control
GSM480991,-0.0328512208,0.0366324966,0.9456861730,1.5516097281,0.8981677992,1.0610620773,-0.1418905889,1.1289864372,-0.0649942195,-0.0381822531,0.5050871034,1.2929992116,0.1253455669,-0.0690634400,-0.0532774439,0.0608731832,-0.1015080944,0.2121168799,-0.1264205711,-0.0584242713,0.3706824735,-0.1199133218,-0.0979031377,0.7624848227,0.5888127228,0.9629745603,-0.2880659788,-0.0827309694,-0.1460009974,1.3520662949,0.0171821138,-0.0547223890,0.0324609165,-0.0252516101,-0.0163207171,-0.1558056689,-0.0367438937,-0.1418102643,-0.0901539688,-0.1624318188,0.3903087117,0.4759435881,-0.2046004261,-0.0122111171,-0.0342619440,-0.0621006947,0.5008719263,0.1263508924,0.5982023272,1.9712138667,0.4318337415,-0.1229615020,0.2542020941,-0.1740902676,Control
GSM480992,-0.0135354010,0.2197056525,0.7282237562,1.8551404609,1.0833960023,1.2497049487,-0.1153151428,1.3009498191,-0.0864809119,-0.0076226236,0.5528464831,1.5241501815,0.1554057272,-0.0951844001,0.0550048301,0.1418809699,-0.1043978591,0.1546032570,-0.1180407254,-0.1534849422,0.2598681609,-0.1254498036,0.0142933002,0.9665290049,0.7228339593,1.0991194739,-0.2778281164,-0.0904354515,-0.1105397367,1.0577686127,0.0199124009,-0.0135216021,0.0776600043,-0.0155986957,-0.0306007577,0.0083213977,-0.0933238349,-0.0803613899,-0.1240630036,-0.1652090970,0.4652091849,0.2163631151,-0.2253413598,-0.0304518567,0.0391911526,-0.0767354073,0.4217283724,0.0831317529,0.2302013379,2.2367577763,0.7207766724,-0.1194189244,1.0624874607,-0.1374336212,Control
GSM480993,-0.0527615016,-0.0982031777,0.8789024687,1.3835353521,1.0939158932,1.1817921725,-0.1333968890,0.9377117586,-0.0736733629,-0.0605147670,0.4090772590,1.3381779529,0.0713412618,0.0113864971,-0.0245292752,0.1129302334,-0.1185884831,0.1209017217,-0.1056203092,-0.0933828964,0.2612297014,-0.0385447841,-0.0698363779,0.9945722132,0.7452751833,1.0900611624,-0.2228755165,-0.0978763809,-0.1088025693,1.2869252647,-0.0322957445,0.0039578499,0.0802723358,-0.0148308030,-0.0834371757,-0.1437160522,-0.0528295994,-0.1224430229,-0.1128917881,-0.1065583910,0.5799812981,0.4878857022,-0.1457536411,-0.0671003359,0.0153811188,-0.1032203350,0.6935565511,0.1419774093,0.7759716899,2.3127034832,0.5864420287,-0.1049076812,0.3979237766,-0.2096679740,Control
