@relation data

@attribute id string
@attribute 10059 numeric
@attribute 10092 numeric
@attribute 10093 numeric
@attribute 10094 numeric
@attribute 10095 numeric
@attribute 10109 numeric
@attribute 10163 numeric
@attribute 10459 numeric
@attribute 10552 numeric
@attribute 1211 numeric
@attribute 1212 numeric
@attribute 1213 numeric
@attribute 1398 numeric
@attribute 1399 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 1731 numeric
@attribute 1759 numeric
@attribute 1785 numeric
@attribute 1793 numeric
@attribute 2017 numeric
@attribute 2335 numeric
@attribute 23533 numeric
@attribute 23607 numeric
@attribute 23624 numeric
@attribute 2549 numeric
@attribute 25759 numeric
@attribute 26052 numeric
@attribute 26084 numeric
@attribute 29119 numeric
@attribute 3059 numeric
@attribute 3611 numeric
@attribute 3678 numeric
@attribute 3688 numeric
@attribute 387 numeric
@attribute 391 numeric
@attribute 399694 numeric
@attribute 4233 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 53358 numeric
@attribute 5747 numeric
@attribute 5829 numeric
@attribute 5879 numeric
@attribute 60 numeric
@attribute 6464 numeric
@attribute 6714 numeric
@attribute 71 numeric
@attribute 7414 numeric
@attribute 7454 numeric
@attribute 79658 numeric
@attribute 81873 numeric
@attribute 8218 numeric
@attribute 8503 numeric
@attribute 857 numeric
@attribute 858 numeric
@attribute 859 numeric
@attribute 867 numeric
@attribute 868 numeric
@attribute 8936 numeric
@attribute 8976 numeric
@attribute 9564 numeric
@attribute 9844 numeric
@attribute 998 numeric
@attribute 999 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,2.1454558740,0.9751214635,1.2907157965,0.5244563123,1.5867199621,2.8436637177,0.6736735404,0.7932892770,0.3531793888,1.1994170448,1.1314834352,0.9762964896,1.7323923409,1.2744317606,1.3338098931,0.0430910574,0.9433099893,-0.0569219476,0.0314233159,0.3430034544,0.2016859578,1.0969083535,0.4116499636,-0.0448427393,0.9586000247,0.6154863538,0.1568159528,-0.1267139237,0.0810289118,0.1671948116,-0.0925974851,-0.0710025411,1.0533246946,0.9300875217,0.1778868698,1.9894220193,0.8636585772,0.9685201588,0.8759700277,0.6502234032,0.0817053106,0.1255568270,-0.1624264398,0.7694715564,0.5895123826,-0.0920968584,0.3606912876,0.6176301669,2.7923812542,1.9831620881,1.9096234484,-0.0230143287,3.6226621756,1.4682459658,-0.0741785883,0.7614508262,1.8347381164,0.2304289394,0.8580704628,2.9090592596,2.5915459604,-0.1126525656,0.7630263184,0.2355270146,1.4890702023,0.4649006747,0.2600470403,-0.0869406655,0.2693405723,1.3886794052,BRCA
GSM480985,1.6277899558,1.0272401371,1.1067713158,0.5732741457,1.6069333000,2.9516806101,0.6049104594,0.7315369438,0.1008026750,1.0686403018,0.6391484147,0.9761699387,1.8688574894,1.0173018566,1.3528159242,-0.0195940898,1.1109306672,0.2048084386,0.0974047546,0.3140053197,0.2490958688,1.3267131607,0.9644421138,-0.0263181581,0.8060106709,0.4983797427,0.2529188136,0.3819071553,0.0621594166,0.3363803237,-0.1231202414,-0.1895119527,1.3253519914,0.9723499517,0.1802411383,1.8852531751,0.6624230724,1.4703030177,0.7798522333,0.8534231111,0.1992576002,0.3438852307,-0.1454714285,1.5476133191,0.4284647065,0.0089354969,0.4434307657,0.4716516466,2.9129755730,1.6668235234,1.9413004944,-0.0673303304,3.7874552336,1.6274614056,-0.0303147019,0.4915906425,1.3824969200,0.3611563333,1.1287610356,2.6463640332,2.6767084109,-0.1956047171,0.7087613307,0.4534196694,1.2682979496,0.4061208683,0.2547651702,-0.0779454309,0.2437138550,1.4782442701,BRCA
GSM480986,1.9745065935,1.0369777065,1.3242895658,0.4500165483,1.7298441104,2.9771253685,0.7301793056,0.7353933247,0.1403650887,1.1128240418,1.0619463432,0.9186360455,1.9836026755,1.3584635346,1.2520638189,0.0057316652,0.9477347201,0.0330218280,0.0649218277,0.4156449989,0.0976221615,1.2222025654,0.2839689288,-0.0236322101,0.8069860917,0.4758732554,0.1934399384,-0.0935982563,-0.0001783219,0.1495043233,-0.1365387179,-0.0912023070,1.1013028091,1.2477214833,0.1151252413,2.0062507787,1.0836358103,1.0006550774,0.9021996147,0.3758222094,0.0859145318,0.3109857890,-0.1337267348,0.9370587028,0.9117966590,-0.0258225916,0.2375885064,0.6545756165,3.0052631994,1.5463190164,2.0243224118,-0.0464315283,3.6462782948,1.6394084916,0.0055816652,0.5911828057,1.7279398748,0.3196731228,0.9668687962,3.1166261037,2.6504969948,-0.1691494406,0.8078009443,0.2372617236,1.6463169577,0.5008925419,0.3452177938,-0.0655863837,0.2337614380,1.5077302921,BRCA
GSM480987,1.8293963075,1.1333517751,1.2309567956,0.1156233700,1.5764409899,2.9744973120,0.5890560355,0.7467774327,0.1663671416,1.1973683200,0.3991383267,0.8633190452,2.0277992866,1.4724773936,0.8798748336,-0.0108929942,0.7213038760,-0.0223670729,0.1174163474,0.1814545716,0.0780553671,1.0027113283,1.7582515876,-0.0190172376,0.5978351760,-0.1368188594,0.0150168047,0.0235757916,-0.0572662525,0.0608686256,-0.0598773921,0.1628338341,1.1396798161,2.4249016445,0.0755187708,1.8972162525,0.9918239647,0.1082936110,0.2276951068,0.4246866423,-0.0142156617,0.3279566426,-0.1022734639,0.9460729968,0.7047411791,0.2858547368,0.2307216385,0.3087009139,3.1002503070,1.5882334240,1.9975022057,-0.0569087189,3.9579671080,1.4971761177,-0.0223641238,0.6027624517,1.3605044112,0.7448681519,0.1919102957,3.0037628079,1.4394032535,-0.1649246686,0.7409817061,0.2795797170,2.1800480800,0.3895272783,0.4364242047,-0.0845299377,0.2226472523,0.2715312235,BRCA
GSM480988,1.8885266644,0.8304234285,0.9036093253,0.5647135377,1.3372307239,3.1602388557,0.3658291007,0.1624195477,0.4930069433,0.9692984145,0.4196553928,0.8550069128,1.5429041887,1.2323150354,1.1278576067,-0.0657405690,0.8318137222,-0.0764922644,0.1270690214,0.3676225796,0.1084980830,0.8052762550,0.0534828736,-0.0933597851,0.7559974374,0.1432805894,0.0162218561,-0.0450046172,0.0196525245,0.0963512651,-0.0767603731,-0.1584126674,1.0330240380,0.9573691587,0.1863922891,1.6231118301,1.3473093178,1.2316838800,0.6423381358,0.5025178531,0.1213094126,0.3674768847,-0.0889533257,0.6583551200,0.6638981731,-0.0533301838,0.3012423917,0.5326055884,3.0203843170,0.7069784941,1.9610705971,-0.0468429086,4.0240748362,1.5831342597,-0.0711560368,0.6511693737,1.3172917818,0.2309859506,1.0844853694,2.9258966446,2.5779942484,-0.0396181529,0.4814720558,0.3404552888,1.4418734162,0.3321739982,0.1747193907,-0.0179285063,0.1930281139,1.3151372973,BRCA
GSM480989,1.2689187184,1.1175295861,1.6229146714,0.1993986853,1.9431703219,2.9368284626,1.0070855880,0.8557678048,0.4762577245,1.1803665832,1.1025918848,0.7178036943,1.7117121220,1.5450224582,1.0870941328,-0.0125926176,0.9154817797,0.1122280721,0.1480599701,0.4657025909,0.0041278873,1.2786269750,0.1024411910,-0.0318046184,0.4928759304,0.6364677269,0.0295218532,0.0840967809,-0.0392719361,0.1462736859,-0.0675425700,-0.2386126234,1.5353041391,1.2722444337,0.1971728543,2.4842128198,1.3220341570,0.8857075591,0.7024636094,0.3040667095,-0.0454611126,0.2117079990,-0.1893403782,0.5104212239,0.8988893313,-0.0157028841,0.1835803039,0.6901691206,3.3091132243,2.0641681383,1.9755967301,-0.0013073004,4.1692070311,1.4356221762,-0.0050318572,0.4821461486,1.4754262422,0.2098831874,1.0210926999,3.1815136539,2.3783141725,-0.1173327582,0.6836835075,0.2063333706,1.3438190445,0.3012315244,0.3450037575,-0.0128534615,0.2852107126,1.6750301521,BRCA
GSM480990,1.5933699792,1.0308022884,1.6489289941,0.1897008320,1.7799851470,2.9954248854,0.9728779084,0.9672808566,0.3831894712,1.1604397012,1.1913729861,0.8432761808,1.7694421830,1.5518309150,0.8238437675,-0.0171639838,0.8344820888,-0.0002802984,0.0108983677,0.3704887947,0.0316733850,1.1622392084,1.1363781366,-0.0240894286,0.7736427137,0.5397767587,0.0224591854,-0.0595817923,-0.0680632853,0.0787354418,-0.0802404377,-0.1336939865,1.2197129198,2.4141955973,0.2156330049,2.3151370526,1.5110026861,0.5482411422,0.5615265150,0.4307222246,0.1950829520,0.8327552467,-0.1406402458,0.5701667320,1.2032701898,-0.0456517972,0.2556535407,0.8938638121,3.4219261243,2.1704076527,2.5765053460,0.0237829644,4.4571284381,1.4810826326,0.0013626597,0.4924489936,1.4980557931,0.6899175100,0.6030732589,3.6002920601,2.2819700311,-0.0696738769,0.8951952839,0.3353022668,1.7045574429,0.3934687308,0.4471253923,-0.0893417975,0.1617002876,1.5135529946,Control
GSM480991,1.6210034145,1.0441722769,1.3941545520,0.4321628213,1.7795293521,3.0513134127,0.9057021662,0.6776759127,0.2882334251,1.2246226268,1.3150380452,0.7870749709,1.7440137619,1.3442317928,1.2444188044,0.0007367029,0.9456861730,0.0177939870,-0.0304844107,0.5611051288,0.0810099094,1.3825492637,0.1799461975,0.0096481766,0.8470954300,0.6263431796,0.1424582922,0.0277510266,0.0732863296,-0.0013706199,-0.0783212237,-0.1473514253,1.3581732910,1.4173520208,0.1428165244,2.0687043151,1.2558291883,1.4444417358,0.7570488190,0.3718392522,0.0580118667,0.4582523614,-0.1590461786,0.6246844594,0.9586069049,-0.0301297272,0.2348265328,0.6825946626,3.2534763878,1.9666513886,2.1101571236,-0.0323408361,4.1061814696,1.7032585504,0.0026141801,0.4148368972,1.6374589102,0.2873288737,1.0204976901,3.1164287462,2.6848460435,-0.0821105779,0.7217237797,0.3254929182,1.5119326300,0.4812086169,0.3696721135,-0.0558806657,0.2150321878,1.6498906129,Control
GSM480992,1.4880001248,0.7745148400,1.6096110390,0.3520388107,2.0880438601,2.7628054808,1.3173194454,0.8706505829,0.4360318240,1.1392125174,1.3967628189,0.8327260339,1.4854351587,1.3367420178,1.0113575603,0.0015844545,0.7282237562,0.1149974857,0.2187094707,0.6633116213,0.0671283312,1.2528244930,0.3646582883,0.0098416810,0.7383035931,0.9188699239,0.1112684448,-0.0284348700,-0.0640950700,0.0625730462,-0.0834993222,-0.1284844060,1.2276923956,1.7417362332,0.0501170250,2.4234709023,1.7381100919,0.7623492782,0.4905067957,0.3555988693,-0.0417928508,0.7112178834,-0.1480111448,0.5310987036,1.3458300016,0.0204711225,0.1477922502,0.9083260275,3.4460021522,2.2779652900,2.4270785623,0.0106290712,4.3697378854,1.4694966279,0.0179363688,0.3056487549,1.4129559661,0.4589779524,0.7441449755,3.4375370343,2.4085834938,-0.1060935149,1.0327716594,0.3306750413,1.9600874623,0.4017187652,0.4115867727,0.0135426032,0.2135051408,1.6639675334,Control
GSM480993,1.5556457455,0.9704561908,1.4572474950,0.2957484473,1.8581107130,2.8621364141,0.8879576809,0.7836148512,0.1319749791,1.0328274289,0.9267996791,0.8213512268,1.8096325479,1.3998474208,1.0947239722,0.0116211618,0.8789024687,0.1681355295,0.1785747940,0.5442133550,0.0537510319,1.1893692988,0.2762820140,0.0090587195,0.6660667292,0.6206308791,0.1246793050,-0.0165303701,0.0715776391,0.1770594825,-0.0930884073,-0.1825984492,1.2156664166,1.4460728070,0.0346996909,2.1975401044,1.3296855590,1.0968471876,0.6604025472,0.3556248992,-0.0141177758,0.3843497409,-0.1081225405,0.7338769277,0.9450695349,-0.0404094230,0.3103372069,0.6837831851,3.0886874926,1.8648449523,2.0765592329,-0.0135325677,3.9780380943,1.5233000448,0.0145993035,0.5641408681,1.6365554030,0.2601383731,1.0595477061,3.1130940916,2.5391951448,-0.1828201948,0.8985952735,0.2552427130,1.7876102989,0.3928130415,0.3369192308,-0.0223981792,0.2080415856,1.5387369182,Control
