@relation data

@attribute id string
@attribute 842 numeric
@attribute 841 numeric
@attribute 840 numeric
@attribute 5599 numeric
@attribute 1869 numeric
@attribute 7027 numeric
@attribute 140735 numeric
@attribute 317 numeric
@attribute 331 numeric
@attribute 5533 numeric
@attribute 5534 numeric
@attribute 8655 numeric
@attribute 56616 numeric
@attribute 27113 numeric
@attribute 572 numeric
@attribute 10018 numeric
@attribute 578 numeric
@attribute 596 numeric
@attribute 7529 numeric
@attribute 637 numeric
@attribute 598 numeric
@attribute 581 numeric
@attribute 207 numeric
@attribute 836 numeric
@attribute 5366 numeric
@attribute 90427 numeric
@attribute 54205 numeric
@attribute 4836 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.8967,1.4595,0.5519,1.4087,0.1478,0.0947,1.068,1.7652,1.0636,1.379,1.3074,0.2735,1.0338,-0.1771,0.2409,0.9735,0.8071,1.5972,2.4175,0.8571,0.5469,0.9097,0.6157,1.208,1.0981,0.5313,0.7303,1.1737,Control
A02,0.6211,1.188,0.4575,0.986,-0.0079,0.1029,0.8627,1.6967,0.7713,1.0794,1.0986,0.0996,0.7686,-0.0049,0.1478,0.6231,0.9738,0.7857,2.3201,0.8402,0.4995,0.8576,0.5686,1.1875,0.7403,0.4594,0.7572,1.0488,Control
A03,0.9002,1.4115,0.6306,1.223,0.1982,0.1357,0.9795,1.842,0.9508,1.157,1.2768,0.1041,1.0629,0.0352,0.1867,0.9551,1.0501,0.7002,2.5593,0.9951,0.6583,1.0921,0.6805,1.3243,1.058,0.7284,0.9524,1.2066,Control
A04,0.7648,1.3025,0.469,0.9854,0.0725,0.084,1.0434,1.5185,0.8565,1.2377,1.2271,0.2378,0.8835,0.1769,0.2507,0.8267,0.9745,0.8705,2.4235,0.9376,0.4147,0.896,0.6225,1.1111,0.7473,0.5212,0.7746,1.0256,Control
A05,0.998,1.3533,0.6246,1.1338,0.2314,0.1376,1.1632,1.9657,0.8317,1.1578,1.3083,0.1457,0.9967,0.1759,0.3108,0.9157,1.2351,0.8938,2.404,0.9553,0.5794,1.0811,0.7463,1.4127,0.9799,0.8137,0.8167,1.1887,Control
A06,0.9565,1.2424,0.4706,1.1657,0.1291,0.0656,0.9316,1.8074,0.7266,0.9225,1.1683,0.1689,0.8762,-0.0202,0.2291,0.8774,0.9465,0.813,2.4712,0.8535,0.4694,0.8694,0.6458,1.1328,1.1306,0.5768,0.8005,1.1475,Control
A07,0.8172,1.4468,0.5531,1.3766,0.0777,0.1316,1.0318,1.9975,1.0245,1.1807,1.5577,0.1772,0.8745,-0.1031,0.2349,0.8414,0.9882,1.3348,2.4695,0.9925,0.6185,0.8894,0.597,1.3997,0.9236,0.6814,0.7829,1.1278,Control
A08,0.7257,1.5231,0.4826,1.5009,0.1985,0.1022,0.7627,1.7332,0.8906,1.5305,1.735,0.193,0.7829,-0.1491,0.086,1.0319,0.7329,1.9587,2.3332,0.8703,0.6098,0.7309,0.5375,1.0162,0.686,0.5432,0.5755,1.0464,Control
A09,0.7466,1.2405,0.5294,1.3752,0.128,0.0831,0.9793,1.7471,0.9508,1.1693,1.3777,0.1541,0.9183,-0.0305,0.207,0.8154,0.8097,1.6272,2.5884,0.891,0.5295,0.8938,0.5633,1.0099,0.6589,0.5406,0.6793,1.1424,Control
A10,0.9483,1.377,0.553,1.2385,0.1218,0.1127,0.9776,1.9048,0.9558,1.4239,1.6032,0.2131,0.8733,-0.0279,0.2064,0.9358,1.007,1.211,2.4465,0.8758,0.6749,0.904,0.5633,1.2126,1.1631,0.6026,0.6095,1.1419,Control
