@relation data

@attribute 4173 numeric
@attribute 4172 numeric
@attribute 4175 numeric
@attribute 4174 numeric
@attribute 84296 numeric
@attribute 4176 numeric
@attribute 9837 numeric
@attribute 51659 numeric
@attribute 8318 numeric
@attribute 84515 numeric
@attribute 4171 numeric
@attribute Class {Control,BRCA}

@data
8.5947996215,10.884339601,10.54158093,9.155963663,7.00135506,7.993275958,5.906055544,7.746012271,6.299304767,8.00728757867,8.086681778,Control
9.53925189,10.9670802135,10.45125262,9.501827795,6.985105106,9.089962561,5.601779143,8.444746903,5.648473532,8.600459581,8.805543271,BRCA
10.065924884,11.361670225,11.09109172,10.31119801,7.361398,9.42760480833,5.228252321,10.18798331,7.716204063,8.39000280033,10.14873431,BRCA
9.7613002345,10.974153029,10.85352421,10.38957787,7.051184805,10.2614579577,5.337364334,10.17606751,8.225232898,8.72557625633,10.15416657,Control
9.919961329,10.972083198,10.66574031,9.989394899,7.173030276,8.69428477733,6.058214335,8.695403288,6.134329409,8.393809981,9.39316579,BRCA
9.3913479745,11.3658813,10.61958751,9.829620128,6.99802939,8.713813284,5.338256146,8.699295794,6.828996845,8.15974847467,9.344385311,BRCA
9.8864762635,10.2529778765,11.31896656,9.718905756,6.773076963,10.761045422,6.070610035,9.931871803,7.527244602,8.69044413033,8.860746456,BRCA
8.483937859,10.8098750475,10.45750942,9.461746027,7.031828341,8.35263474667,5.662783181,8.113352957,6.264072495,7.79524891633,8.42352683,Control
9.9714342365,11.446472425,11.10430408,10.12722736,7.472185401,9.039656623,4.931459981,10.26892824,7.900868506,8.29143898133,10.16944939,BRCA
9.5799737185,10.736889649,10.32795428,9.648331121,6.369515013,8.80992016633,4.842490216,8.801402107,5.634020526,8.821606451,8.675799285,BRCA
9.126565767,11.30175136,11.00715715,10.07634836,7.213738829,8.000714493,5.681316606,8.229997762,6.619270395,8.19852639733,9.157436075,BRCA
9.3320368985,11.06146347,10.66204549,9.327003038,7.058130098,8.527335664,5.328415757,8.563235486,7.051647054,8.12052771933,8.895530694,Control
8.9337085745,10.9823843865,10.47189392,9.282845833,6.908726233,8.33408606133,5.463043053,8.163449829,6.327333135,7.93139199867,8.423925951,Control
8.8844057575,11.261461695,10.18746996,9.760229732,6.59332062,8.46409499267,5.734581769,8.611542308,6.469727786,7.87122307133,8.850203347,BRCA
9.071601972,10.822579484,11.00415042,9.462104032,6.751614769,8.306388692,5.649336125,9.137715561,7.759923335,7.80959303467,9.181134316,BRCA
9.457132773,11.456037835,10.9783031,9.955810122,6.920088188,8.45954481,5.895672973,9.670532829,7.578488036,7.78460812933,9.625197931,BRCA
9.0958669535,11.169296335,10.54074827,9.773436423,6.690490866,8.410838317,5.740935147,9.277578656,6.482005732,7.798830339,9.405535663,BRCA
9.5713605475,11.174427615,11.03059147,10.02058454,6.849095807,8.47082142633,5.897368259,9.542626187,8.038481623,7.22130205967,9.897747581,BRCA
9.345582263,11.13629055,10.53205419,9.657604783,6.765604774,8.71205232367,5.694400549,8.746498471,6.812405567,7.406009218,9.297742323,BRCA
8.9400510145,10.579241791,10.53323265,9.817791564,7.393628831,7.38486775267,5.901899413,9.417146352,7.614086121,7.03454756133,9.090953388,BRCA
