@relation data

@attribute 63967 numeric
@attribute 2620 numeric
@attribute 841 numeric
@attribute 840 numeric
@attribute 2934 numeric
@attribute 660 numeric
@attribute 2339 numeric
@attribute 4000 numeric
@attribute 118 numeric
@attribute 6709 numeric
@attribute 9414 numeric
@attribute 4001 numeric
@attribute 1499 numeric
@attribute 1829 numeric
@attribute 7082 numeric
@attribute 5580 numeric
@attribute 1828 numeric
@attribute 10134 numeric
@attribute 6093 numeric
@attribute 8428 numeric
@attribute 5747 numeric
@attribute 4137 numeric
@attribute 5588 numeric
@attribute 329 numeric
@attribute 324 numeric
@attribute 839 numeric
@attribute 28988 numeric
@attribute 22985 numeric
@attribute 836 numeric
@attribute 5339 numeric
@attribute 1830 numeric
@attribute 7431 numeric
@attribute 1832 numeric
@attribute 51765 numeric
@attribute 4950 numeric
@attribute 5317 numeric
@attribute 999 numeric
@attribute Class {Control,BRCA}

@data
5.081735071,5.1194814635,5.6639776582,7.083131785,12.56555645,6.18026305233,9.22165296433,12.31771434,10.3596624205,11.51681803,8.87840715033,6.882035048,6.94578590514,10.77621939,10.712634375,8.7068629295,6.618352922,12.93836212,8.331209336,8.03625397033,9.55016911,6.8173136115,9.112401142,10.1203149015,4.172021977,6.92345301633,10.843877404,10.41903875,7.931813168,5.89825637587,7.725640838,14.27152555,8.53575537967,8.302417546,5.06812332625,7.6454068795,12.00989343,Control
5.205755379,6.39872103,5.8528914586,6.56812056767,10.8456057065,6.172635728,8.74649689833,12.217337305,10.302522398,11.61680165,8.263880723,6.871477523,6.96887473943,10.90604899,10.4216436375,8.2777883015,5.181511332,12.57793866,8.399610251,7.98963260433,9.45642471,7.21451483,8.486142286,9.6275956935,5.814301269,7.07794042367,10.782654152,10.56521899,8.1988449165,6.10000896713,9.887301022,13.911069145,8.40594313567,8.093608048,5.0207250725,7.3180789435,12.20475003,BRCA
5.813403636,6.020967657,5.7897319854,6.742243195,9.765254005,5.48279315633,9.021431409,11.331478295,10.520596481,11.15088665,8.48114554367,8.311181937,7.126093946,11.17080781,9.7908854805,7.9762072145,6.117025506,12.47196608,7.854652002,7.98385229833,8.9981409465,7.15698446525,8.525326145,9.7717912665,5.788040457,7.46918469167,10.8352742835,10.69680263,8.03923302,5.94837966612,9.717377026,13.19500043,8.95399971267,8.496810529,5.17524123025,7.335806611,12.80365393,BRCA
5.460424154,5.8337752175,5.6257131728,6.02132500833,8.6877288325,5.54611235833,8.35630820767,11.69631911,10.272889492,11.40622376,7.81726175033,7.009719816,6.25068708814,8.780622706,8.76925178,7.9530049585,5.871850577,12.78039731,7.179165475,7.80080270367,9.0133211855,7.49441041925,8.832068081,9.477837206,5.072117861,6.32634649467,10.963229795,10.99592277,8.049352819,5.91921941975,7.3524653,12.61892804,8.71945055867,8.1117982455,5.28455863825,7.4198166175,12.55838012,Control
5.415666779,6.78053107,5.7767472574,6.82370193433,11.3981144845,5.84391697033,9.041797449,11.649666395,10.220117326,11.3294966,8.834616236,7.701481697,7.18244667671,11.40194094,10.1686366885,8.133774626,6.434299309,12.41355925,7.894031227,8.11497393867,9.0250253645,7.351626188,9.001704532,9.3861165135,5.687908393,7.89692416633,10.4271510985,10.53746137,8.040914571,5.96818562475,10.00201369,13.744225285,8.588727254,8.405180949,5.2071634425,7.3474623085,12.44726543,BRCA
5.427783188,6.2123879175,6.1557894346,7.27989135267,12.730337715,6.072301762,9.212375671,13.55168753,10.683370823,11.64258438,9.071143099,8.182134999,7.271366378,11.19715849,10.65238272,8.614206568,5.976599205,12.65381248,9.001704532,8.36208398333,9.420287121,6.67599706925,8.982823296,10.3317089185,5.770572224,7.233656492,10.8843715715,10.10676612,8.276164252,6.187770026,9.866514374,14.57597155,8.755850344,8.580075946,5.271321113,6.6938526005,13.02343475,BRCA
4.993460669,5.8072389255,5.645039366,5.90453458933,8.8330062305,4.91363070533,8.33437355967,11.981065665,9.668803044,12.25692522,6.31494243133,6.263978634,6.587592285,9.005653406,8.692626511,8.747651318,5.828587949,12.57220763,8.073955593,7.78008164533,8.8796586,7.564407717,8.596218763,10.214895946,5.801553978,6.84991378233,11.073261856,10.82076955,8.3070644095,5.94305593,9.319317118,12.90032729,8.25545181933,8.258108714,5.259758242,7.8351880125,11.40859261,BRCA
5.54798282,5.8022335305,6.1264922834,6.55264887533,12.251012705,6.599831516,9.337090287,11.76167965,10.0510962065,11.0691579,8.23166125933,7.289814009,7.12159637657,10.50042393,10.38864548,7.602215851,5.682019293,12.25199131,7.856831861,8.375720782,9.585335464,6.99225089775,8.793913049,10.0771995225,6.180461809,7.61202263967,10.577333375,10.40879176,8.3666695385,6.03652720775,8.760662675,13.88231902,8.52803081233,8.2579811455,5.6739400935,6.836169705,12.40979539,Control
5.39361462,5.872488934,5.8838277246,6.74719066733,11.001280424,5.81135855833,8.95406918467,11.84304893,10.3256182905,11.08036472,8.55536386133,8.453076263,7.27824373014,10.74565776,9.931861128,7.906098313,5.305251227,12.4899797,7.307431087,7.95923007567,9.2675642675,7.636424019,8.98794691,9.6996756995,5.838328613,7.38519951367,10.718444419,10.52975779,8.288078818,5.91428705325,9.257706712,13.5754893,9.0636929,8.442324135,5.4688584855,7.477622778,12.47414328,BRCA
5.312893162,6.196285729,5.7581840748,6.62840186333,10.801586248,5.58815686233,8.73026059467,11.98689852,10.5300871465,11.3345919,8.30001431733,6.789276463,6.66799436186,10.39480059,9.574496847,8.1813016325,6.107798352,13.2433667,7.897680799,7.45451222,8.984597332,7.318270244,8.796235248,9.526270562,4.883390185,7.39794265367,10.8724023345,10.73177959,7.806017873,5.95820727225,7.941137313,13.63179775,8.865114026,8.242128714,5.190712451,7.054767508,12.68293541,BRCA
5.522708043,6.0987386835,5.3816807882,6.53836224367,11.272471942,5.91203517767,8.675666831,12.561351905,10.9913271545,11.91473092,8.348344044,6.869597313,6.27534299943,8.550055208,9.2557188495,8.0707152215,6.361948707,13.06629278,6.841316277,7.51672771767,8.7160245685,6.62258035375,9.252630621,9.181680732,5.8736971,6.832498371,11.238190435,10.91785336,8.021098551,5.933320215,8.50118148,14.166561645,7.95063746733,7.529285911,4.9122721115,7.0278269235,11.4210814,BRCA
5.774267365,5.915801855,6.0308489854,6.42023459533,11.89450276,6.260726424,9.10027785367,11.3968287,10.3962997285,11.23612501,8.62773982533,7.122157924,7.131665281,10.2403087,10.6342641535,8.122214867,6.244559471,12.73257984,8.010333857,8.26813648767,9.5799510855,6.9537017165,8.909706455,9.602668372,5.697670451,7.565516657,10.794454386,10.44933468,8.158617651,5.95419656487,8.938213094,14.133497695,8.24566815867,8.240215469,5.535091583,6.856007023,12.1857598,Control
5.572140279,5.7385896285,5.9638642464,7.00966433967,12.438216805,6.09873937767,9.38063049533,12.16234867,10.572375693,11.30449979,9.08458272667,7.016922821,7.29151062114,10.85631291,10.5492218925,8.3340579265,5.850881445,13.13820464,8.228615647,8.417037284,9.807955308,6.631025254,9.158168561,9.748937848,5.394901009,7.122464248,10.9329083995,10.44156469,8.264536249,5.92526822312,9.195631269,14.1139443,8.37605990633,8.0026302515,5.31888136775,6.9173071795,11.91354778,Control
5.645738579,5.6531788685,6.0564723368,6.98279924833,10.2853047425,6.00824002633,9.14959028833,11.9623243,10.840128142,12.001308,8.665172017,7.066738055,6.59111954886,9.752473112,10.4135940135,8.5136732065,6.534112683,12.73133712,6.165666403,8.29184828933,9.6749751715,7.41401540175,9.028818534,9.3641773755,5.915766617,6.463330176,10.868987471,11.34473713,7.961727034,5.82875544087,9.608310793,13.37797052,8.48104555633,7.8066844515,5.4594991955,7.851173625,13.00161496,BRCA
5.574261432,5.9754365375,5.9408978668,7.15190720767,10.7323350315,6.01713430333,9.450321607,12.40541646,10.516765501,11.95277228,8.551919662,8.403450013,6.82356085529,9.720120732,10.369165622,8.362647345,6.678216748,12.41355925,6.754958049,8.04786674967,9.2641454985,7.24601693375,8.473788053,9.745757925,6.201639374,6.59203376567,10.9990769065,10.93533103,8.3844099225,5.58402716225,7.73974876,14.218099685,8.83875205367,7.6734530565,5.50684670525,7.2242990715,13.08801473,BRCA
5.610959302,5.731922108,5.9484693628,6.96118783033,9.784584468,5.613964161,9.26096036767,11.647604995,10.8115990435,11.49745034,8.24024326433,7.730879578,6.36337954043,9.510448266,9.915014037,8.2700591175,6.332936692,12.70456839,6.390947607,8.10820204767,9.278094081,6.80509087425,8.879339047,9.24265747,5.650485447,6.74366960767,10.780220027,10.95206435,8.1522695415,5.98447418688,8.511892099,13.36995961,9.145931248,7.871563898,5.48874566,8.1654863975,13.41290062,BRCA
6.013915124,5.640590947,5.7945629282,6.80342487867,9.7914360375,5.996962239,9.30289667467,11.383564795,10.7367497985,11.84327345,8.47483489067,7.267655467,6.422985035,9.862637793,9.9526370045,8.312353367,5.998653184,12.75717127,5.819036642,8.05918623,9.5786882385,7.51729349075,8.897861429,9.106913703,5.742822246,6.54477670467,10.5917145065,11.14152621,8.071465941,5.930588498,8.977681421,13.097206815,8.71457949067,7.4570738605,5.48847816,7.600890315,13.38809538,BRCA
5.672857555,5.450334332,5.8306412028,6.42300723233,10.159398584,5.81335228033,9.190394998,11.723080655,10.771099939,11.67059663,8.16550841567,8.138247638,6.66300284714,9.247975637,9.9950352,8.109774842,6.239556166,12.76637057,6.462793134,8.028958001,9.21652246,7.68659393725,9.093306057,9.221711435,5.127954352,6.35519581733,11.065306095,10.87078104,8.4046207015,5.72189030537,7.966708936,13.337177965,8.72637779833,7.697211665,5.30500718225,7.2445313065,13.18229429,BRCA
5.97155002,5.6616938525,5.884185454,7.21039357867,10.3936664715,5.90703211133,9.477118615,11.326520465,10.763665864,12.06768485,8.42667972167,7.343099362,6.42648938771,9.80023708,10.0681032395,7.834274642,6.275477956,12.80254267,6.132068463,8.58394857233,9.337026401,8.07700608525,9.245018504,9.2950823285,5.838328613,6.83335750433,10.774947716,11.16291071,8.161427938,5.8127936305,8.216698727,13.322963135,8.50697980867,7.582207879,5.3269974265,7.766570056,13.54762602,BRCA
5.002940155,6.9630110765,5.3899325582,6.53695531667,10.8198359755,6.926909311,9.60553606933,13.403975805,10.8474199305,11.59972937,9.51651056133,6.894972708,6.69586688229,10.8852123,8.66799885,8.4859598835,6.886279205,13.00770101,5.833276737,8.11104651133,9.6546657745,6.2389637715,7.719014193,9.853083913,5.461734198,6.74561446033,11.25272043,11.10294695,9.1174736295,5.7608065815,9.430484502,11.148557675,8.79912135667,7.517338857,5.0155738455,6.841141762,10.98045221,BRCA
