@relation data

@attribute id string
@attribute 997 numeric
@attribute 8900 numeric
@attribute 1869 numeric
@attribute 8454 numeric
@attribute 7027 numeric
@attribute 1017 numeric
@attribute 5925 numeric
@attribute 898 numeric
@attribute 6502 numeric
@attribute 6500 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.4046,0.0065,0.1478,1.0937,0.0947,1.0793,1.0363,0.5319,0.863,1.308,Control
A02,0.2609,-0.1304,-0.0079,0.9814,0.1029,0.8152,0.801,0.2379,0.5863,0.9213,Control
A03,0.5437,-0.011,0.1982,1.156,0.1357,1.0301,1.0565,0.4986,0.6774,1.2111,Control
A04,0.3431,-0.0931,0.0725,0.9187,0.084,0.827,0.8205,0.2161,0.673,1.174,Control
A05,0.5641,-0.0265,0.2314,1.0506,0.1376,1.0253,1.0433,0.3737,0.7421,1.1553,Control
A06,0.297,-0.0473,0.1291,0.9191,0.0656,0.8221,0.8912,0.226,0.7233,1.1913,Control
A07,0.3141,-0.119,0.0777,1.1347,0.1316,0.8887,1.0213,0.395,0.7998,1.2257,Control
A08,0.2305,-0.0248,0.1985,1.2153,0.1022,0.8162,1.0826,0.3103,0.768,1.4337,Control
A09,0.2825,-0.0423,0.128,1.0356,0.0831,0.8193,1.0359,0.3204,0.7484,1.1582,Control
A10,0.3202,-0.0369,0.1218,1.165,0.1127,0.8978,0.9646,0.2036,0.8841,1.1829,Control
A11,0.1341,-0.0247,0.058,0.7483,0.1335,0.9388,0.8355,0.267,0.5147,0.7846,Control
A12,0.0488,0.035,-0.0552,0.6791,0.0771,0.5469,0.4273,0.0768,0.4241,0.7283,Control
B01,-0.0209,-0.0069,-0.0727,0.9664,-0.001,0.7844,0.8919,0.3377,0.5874,1.6219,Control
B02,0.4049,-0.0193,0.13,1.0423,0.1357,0.9593,0.8229,0.4595,0.865,1.5495,Control
B03,0.2113,0.0027,0.0976,0.9959,0.033,0.7222,0.8578,0.2897,0.7046,1.5184,BRCACancer
B04,0.0855,-0.0624,0.0856,1.1198,0.2148,0.6027,0.8418,0.2451,0.6325,1.4335,BRCACancer
B05,0.2978,-0.0424,0.0428,0.8082,0.1147,0.6699,0.7045,0.27,0.5717,1.1841,BRCACancer
B06,-0.1111,-0.0227,-0.1297,0.787,-0.1507,0.3813,0.575,0.0305,0.5268,1.1494,BRCACancer
B07,0.4697,-0.0425,0.1341,1.1581,0.0957,0.9456,0.9641,0.4097,0.8297,1.4869,BRCACancer
