@relation data

@attribute id string
@attribute 10327 numeric
@attribute 124 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 130 numeric
@attribute 130589 numeric
@attribute 131 numeric
@attribute 160287 numeric
@attribute 1737 numeric
@attribute 1738 numeric
@attribute 2023 numeric
@attribute 2026 numeric
@attribute 2027 numeric
@attribute 217 numeric
@attribute 218 numeric
@attribute 219 numeric
@attribute 220 numeric
@attribute 2203 numeric
@attribute 221 numeric
@attribute 222 numeric
@attribute 223 numeric
@attribute 224 numeric
@attribute 226 numeric
@attribute 229 numeric
@attribute 230 numeric
@attribute 2538 numeric
@attribute 2597 numeric
@attribute 26330 numeric
@attribute 2645 numeric
@attribute 2821 numeric
@attribute 3098 numeric
@attribute 3099 numeric
@attribute 3101 numeric
@attribute 3945 numeric
@attribute 3948 numeric
@attribute 5105 numeric
@attribute 5106 numeric
@attribute 5160 numeric
@attribute 5161 numeric
@attribute 5162 numeric
@attribute 5211 numeric
@attribute 5213 numeric
@attribute 5214 numeric
@attribute 5224 numeric
@attribute 5230 numeric
@attribute 5232 numeric
@attribute 5236 numeric
@attribute 5313 numeric
@attribute 5315 numeric
@attribute 55276 numeric
@attribute 55902 numeric
@attribute 57818 numeric
@attribute 669 numeric
@attribute 7167 numeric
@attribute 80201 numeric
@attribute 83440 numeric
@attribute 84532 numeric
@attribute 8789 numeric
@attribute 92483 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.5935368593,-0.0524310057,-0.1347198700,0.0613976857,-0.1346931132,0.6253889886,-0.0707705465,0.6545265896,-0.0907943317,-0.1327844109,0.6998638082,0.7331141828,1.2446158655,3.0063330232,-0.0688791700,1.3596210412,-0.2854896040,0.7289875286,1.2724361456,-0.1202032636,0.4390143225,-0.1159840439,2.8428906733,0.2975739609,3.7439354659,-0.1213431976,1.1801962224,0.0293527694,4.2395171323,-0.2130206191,-0.1305637080,1.2379209502,1.9645582802,1.0413511753,-0.1899577612,2.2290165995,0.0558149326,-0.1062842547,1.4044639887,0.9567462580,0.0129398951,1.6108989900,1.0823069131,1.4175004923,2.7037997379,-0.1584714369,2.9947522960,0.0252207672,3.1508879662,0.0799311028,0.9830085316,0.4742665060,0.5699832618,0.0797968561,0.1606095581,1.1364257430,-0.1226596365,0.8067211753,-0.1174650339,-0.1494122175,-0.3373706640,BRCA
GSM481003,0.7139491512,-0.0628011676,-0.0588399746,-0.2279347480,-0.1010824245,0.5544932642,-0.1061360456,0.2083272399,-0.1076664133,-0.0498476284,0.6200601730,0.5751571217,1.3361429164,3.2006788999,-0.0743957836,1.3603782851,-0.2035900616,0.5956070592,2.3741602134,-0.1256059785,0.3642119825,-0.0836361832,2.2803979187,0.5232550384,3.8466326595,-0.0852894379,0.9142544966,0.0317047089,4.1421803630,-0.1171854301,-0.1002975603,1.1845423117,1.9277485708,1.3056394558,-0.1790138574,1.9750782573,-0.0307527813,-0.0784614242,0.5941615181,1.1262232996,0.0192427212,1.4461939967,1.2532150570,1.4906090684,3.2847887412,-0.0315922061,2.8807207183,-0.0244782402,2.9355758561,0.1048826503,0.8784107505,0.4192251235,0.6651572770,-0.0428245209,0.2027321088,1.3393473625,0.0507494741,0.7499171171,0.0582027013,-0.0905852635,-0.2033097743,BRCA
GSM481004,0.5701334217,-0.0942149338,-0.0325418087,-0.0818094390,-0.0825328696,0.6702453066,-0.0472293821,0.4234216275,-0.0060980176,0.0077880068,0.6781913359,0.3812206186,1.1688094231,3.1077027020,-0.0451536228,1.5765960482,-0.2686957158,0.5920443669,2.1709424416,-0.1265612194,0.5950805777,-0.0865501958,2.6771345403,0.4387184336,3.8100233377,-0.1084181321,1.4289560781,0.0885350032,3.6309192973,-0.0971162046,-0.0138041459,1.1849435592,2.5157814556,1.3761976038,-0.1363618634,2.0406078298,0.0652568588,-0.1252397492,0.9224431330,1.2454136498,-0.0346325020,1.8161106370,1.2382617054,1.9411259219,3.2274260256,-0.0550624271,2.9996600639,0.0428034564,2.9524052409,0.0306983874,0.8990043088,0.3395046744,0.9021718948,-0.0116852299,0.1669667112,1.4919782039,-0.1299661349,0.9047994624,-0.0227673604,-0.1181006488,-0.2365518017,BRCA
GSM481005,0.4457999335,-0.1359807491,-0.0978901217,0.1046764377,-0.1295259394,0.6667113444,-0.0822802793,0.4485069522,0.0134372121,-0.1028623551,0.7056536085,1.0392266140,1.2296441194,3.1770806314,-0.0330508954,1.1894485554,-0.2333305496,0.7706936300,1.3321897744,-0.1380058558,0.2255821759,-0.1352569876,2.1997977231,0.2393710208,3.6244196595,-0.0940998203,1.4989181689,0.0265446992,4.0039327147,-0.1381652882,-0.0600327925,1.2152339223,1.8257441853,1.1785597652,-0.1722247336,2.3110099063,0.1846116313,-0.1188060280,0.8300000693,1.0610700138,-0.0129072063,1.6302711927,1.2943529768,1.6618498339,2.9228360122,-0.0833637314,2.9406571849,-0.0658256797,2.9277166526,0.0806566990,0.8209516548,0.8150878560,0.5480093612,-0.0448879176,0.1941029449,1.2301818160,-0.1081461670,0.7993783168,-0.1036076523,-0.1629054007,-0.1527078947,BRCA
GSM481006,0.6793530111,-0.2108166909,-0.0805793162,-0.1030335463,-0.1095244659,0.4597174816,-0.1015294299,0.3117646573,-0.0258435596,-0.0622595737,0.6589042794,1.0503523116,1.3114451378,3.0143291355,-0.0936758676,0.9011514651,-0.3008817545,0.7918512212,2.0070518163,-0.1037799836,0.4114961186,-0.1216376777,2.4002272552,0.3883146761,3.7386488616,-0.1227635125,0.8412560108,-0.0202348914,4.1958898700,-0.0555985571,-0.0464602248,1.2336561511,1.5483050246,1.7186893868,-0.2298205516,2.1264710532,0.0412628796,-0.1682468870,1.1643913006,1.0555887074,0.0141449729,1.3985594119,0.9516619654,1.7662516459,2.3638884226,-0.0657793330,2.9544162478,-0.0421887603,3.0802013346,0.1733284795,0.8438108891,0.6021625788,0.5717701286,-0.0825208520,0.1121920159,1.1101613431,0.0340127700,0.8939244848,0.0025798307,-0.0905994195,-0.0739577487,BRCA
GSM481007,1.0035665164,-0.0505406322,-0.0999831486,-0.0483416160,-0.0626799167,0.4754699913,-0.0399487634,0.2898465609,0.0323586727,-0.1295673496,0.6044700366,0.6724452480,1.2689040696,2.6904140412,-0.0443925697,1.1416312754,-0.3107484635,0.8333636560,1.7591606010,-0.0918870244,0.5989918505,-0.1305413990,2.1771405738,0.5255545913,3.8221343160,-0.0612940161,0.6855242019,-0.0259104163,3.8619840940,-0.1741896677,0.2568381839,1.3128262030,1.4633025249,1.0139000243,-0.1214379566,1.7186610598,0.0847853966,-0.1391931763,1.0542884162,1.2282426320,0.0227420427,1.0612825621,1.0567843064,1.7821026965,1.8040965266,0.0234551020,1.9015418373,-0.1299408873,2.9805178909,0.0768746610,0.7635406797,0.7066180430,0.9897112222,-0.0162453039,0.0744643040,1.0304328779,0.0881288131,0.5786378419,0.1039663400,-0.0987260291,-0.1922902837,BRCA
GSM481008,0.5686238202,-0.1226232383,-0.1182529541,-0.1074391420,-0.0697250808,0.5187395788,-0.0369367304,0.6110519850,-0.0538307900,-0.0793100302,0.9146130559,0.8293015040,1.1254318941,3.4427632094,-0.0644170511,1.7179112501,-0.2534886757,0.2407050450,1.7301716414,-0.2227865336,0.3176785913,-0.0930229935,2.0121529632,0.1811918107,3.9057635964,-0.0655342964,1.2662709884,0.0426289806,3.6773881910,-0.2068150789,-0.0078361267,1.2561126149,1.8001033367,1.3337689338,-0.1778268520,2.1324666515,-0.0879220889,-0.0894475556,0.6277366698,1.1723773816,0.0704350078,1.2819634979,1.2752336439,1.7070318422,2.8109640281,-0.1279076139,2.3137857928,-0.0437777363,2.2218739724,0.0299265512,0.9598550109,0.7540364523,0.5827039805,0.0850988482,0.0399760687,1.4663652630,-0.1494718872,0.6707908664,-0.1136658762,-0.1707266261,-0.1958440590,Control
GSM481009,0.4130410727,-0.0897806554,0.4015985835,1.5265520810,-0.1022301665,0.6267679782,-0.0866576479,0.5410876039,-0.1129501712,-0.1557861917,0.5282057247,0.6332577009,0.9583234476,2.1312950478,-0.1941895463,1.5246361561,-0.4060247298,0.3136098313,2.1016619261,-0.1588584763,0.2640226102,-0.0507299871,2.8812776672,0.0613896178,3.7113603654,-0.1742547689,0.2463869147,-0.0322113266,4.6684551240,-0.3016666528,-0.0616330306,0.9696902789,1.1317125373,0.8883726100,-0.3005439911,2.2405578643,-0.0748999883,-0.0716812198,1.1316377618,0.8887395077,0.1280490243,1.2289362055,0.5635341403,1.4724833275,1.5926338021,-0.4125341031,2.8468914520,-0.1501789392,2.8474743764,-0.0059484150,0.6411484362,0.4730535388,0.3460966567,-0.0287810097,0.0254394313,0.9264877308,-0.1321607015,0.5671606391,-0.0999102370,-0.2258250995,-0.2871108353,Control
GSM481010,0.5335883634,-0.0922809699,-0.0685862102,-0.2346951363,-0.0906205110,0.5929383701,-0.0452846128,0.3977968738,-0.0210349226,-0.1122232104,0.8267290073,1.3218326784,1.3910238047,3.3903121501,-0.0711687702,1.4316206639,-0.0958842543,0.5528815033,2.3740760535,0.1120486053,0.3253444095,-0.0682366275,2.5246802834,0.6241290761,3.5709333419,-0.1164940295,1.4830513462,-0.0531430169,4.0522372723,-0.1411789771,-0.1070819714,1.1229166403,2.1312383611,1.6017813832,-0.1573497362,2.5303265055,0.0966507554,-0.1316741681,0.9436906082,1.2748678253,-0.0310015496,1.6990557462,1.3660714698,1.4021478108,2.9758407409,-0.0968585945,3.1561228905,-0.0086766917,3.0762569906,-0.0186438779,0.9408905428,1.1722295646,0.6623679302,-0.0509199975,-0.0262067936,1.3682985414,-0.0925867553,0.9527855214,0.0394241161,-0.0938484358,-0.0235559890,Control
GSM481011,0.7690729796,-0.1052115387,-0.1361586765,-0.1073137047,-0.0029908553,0.5669863396,0.0027235979,0.4131149388,0.0021021766,-0.1208208742,0.5460614107,0.5283419308,1.2007864261,2.8266256005,-0.0684495198,1.3559073807,-0.2011037404,0.5797773188,1.1143954872,-0.1470340608,0.3225665058,-0.1064031793,2.1697107354,0.2239222685,4.3113166690,-0.0697058342,1.0850995514,0.0900164611,4.7205428280,-0.2161459271,-0.0409571094,1.1692394515,1.6287149654,0.7390391357,-0.1430661620,1.8655388133,-0.0178155062,-0.0205394047,1.2343622239,1.2448404767,-0.0010917444,1.3465176597,1.3514226272,1.4261212981,3.3334842257,-0.0664419039,2.2715326601,-0.0677125017,3.1890516017,0.1130411916,0.8228451828,0.2744740831,0.7482257636,-0.0487028284,0.3184859627,1.3250114165,-0.0837247749,0.6877308563,0.1586239449,-0.0903622779,-0.2599794667,Control
