@relation data

@attribute 1019 numeric
@attribute 1026 numeric
@attribute 1029 numeric
@attribute 11186 numeric
@attribute 1612 numeric
@attribute 1613 numeric
@attribute 1869 numeric
@attribute 1870 numeric
@attribute 1871 numeric
@attribute 1890 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2064 numeric
@attribute 2261 numeric
@attribute 2277 numeric
@attribute 23604 numeric
@attribute 3265 numeric
@attribute 3576 numeric
@attribute 369 numeric
@attribute 3845 numeric
@attribute 4193 numeric
@attribute 4312 numeric
@attribute 4313 numeric
@attribute 4318 numeric
@attribute 4609 numeric
@attribute 4893 numeric
@attribute 5228 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 5605 numeric
@attribute 5894 numeric
@attribute 5925 numeric
@attribute 595 numeric
@attribute 673 numeric
@attribute 7057 numeric
@attribute 7157 numeric
@attribute 7422 numeric
@attribute 7423 numeric
@attribute 7424 numeric
@attribute 9252 numeric
@attribute 999 numeric
@attribute Class {Control,BRCA}

@data
10.36475876,11.459753229,6.348705253,8.5107990045,7.94930311,8.494436737,5.763286242,7.6916757,9.274157466,9.860836446,6.141397664,7.05035509475,7.90862600467,7.167255083,7.754822588,8.177296349,7.4423513115,9.6189422155,10.17550624,6.8286116825,5.4774530015,5.564691589,8.066467478,9.56076325,11.83974258,8.74899041,7.337356807,8.27215776867,11.634256725,10.49127719,11.44994835,10.11570732,8.976299993,13.0689563,6.513534664,12.26985874,8.333402628,7.08564090233,8.8083963125,9.443410392,7.256578464,12.00989343,Control
10.22717101,8.288611166,5.79053164567,8.2120641115,7.752700304,9.010151211,6.058322584,6.931656836,9.646289192,9.977156661,6.795134192,6.79791370075,7.97213650833,6.9461560065,6.908275894,7.817609069,7.8897640555,6.7790147065,10.06599536,6.4300637355,5.63969746625,5.101199635,7.536346549,7.593057023,10.569760214,8.474680533,6.82419862,7.85669691467,11.27623323,9.559434991,11.52169626,10.34726733,7.958452847,12.87039849,5.99820185,10.93386418,8.508984299,7.023588809,8.23353032775,9.009213574,7.931104142,12.20475003,BRCA
11.04936549,8.320702773,5.34429371167,8.25614472725,7.704562712,8.950957612,6.031886566,8.360672771,9.837470696,10.2657529545,7.503172055,6.80402066425,8.06895283033,6.6484163275,6.679659985,8.065713832,7.856102429,7.352992936,10.30533535,6.720661627,5.8602843415,5.507645012,7.29489898,6.995431166,11.54593261,8.690112479,6.956176112,8.11094053067,11.198356615,9.65317699,11.72288448,10.45388564,8.409052632,13.5121695,6.84843868,11.57272404,9.660905593,6.75117246167,7.88874526025,7.8667243,7.428122563,12.80365393,BRCA
10.81911353,8.2000896335,5.62556244233,7.706411731,6.424087011,9.266119565,5.460424154,8.162745192,10.27390663,10.657609778,7.0134654,6.3257817405,8.41389790167,6.9962006475,7.242795702,8.842476947,8.398114105,6.039562885,10.35265071,6.243898751,5.5016593965,5.139460541,7.162091995,8.784504903,10.2570662725,8.847629866,6.708398067,7.98209816267,11.274247985,9.580847928,11.42772678,10.09500831,6.610216975,13.61588998,6.723630657,10.57445661,8.338826757,6.94236106367,8.17641032425,7.365974887,7.4437513505,12.55838012,Control
10.92385505,7.875076566,5.72645123933,8.491725675,7.197317764,8.718559525,6.053008806,7.617800091,9.962375907,10.316016191,8.466587485,6.78190965925,8.097692024,6.6243939125,7.521936293,7.742648173,7.697637374,6.0044384665,10.14697308,6.8833304115,5.80954885825,5.607338636,7.447457544,6.844709294,11.50644256,8.770532686,6.877901039,7.82991936767,11.21839075,9.966174165,11.8471671,10.22872886,8.022008655,13.04549694,6.818713579,11.52882293,9.701150974,6.83736035933,8.01692324775,8.127879732,7.794648318,12.44726543,BRCA
10.4760984,10.112371314,5.244334811,8.81448842075,8.193933255,9.92775616,5.770572224,7.123969084,10.05069253,10.967936619,7.455781587,7.10041818325,8.12132754867,6.5237362205,6.599024363,7.043577249,7.3388634815,8.452055235,10.77106872,7.019536675,5.889292139,5.476714818,7.385001972,12.98742218,12.17961768,9.445243095,7.22195228,8.18650002,11.07534033,10.23164154,11.5852209,10.624983,9.286795183,13.37610779,6.520033725,13.7210223,8.868576523,7.082736173,8.12685081175,9.187897079,7.69743404,13.02343475,BRCA
10.77554879,7.8281740715,5.81224373133,7.02710407225,5.903165591,8.488313278,6.146803484,7.972134198,11.29154789,10.3060923515,6.973327498,6.9842760015,8.122738224,7.0034241525,9.51243487,7.6823997,7.9742866725,6.8963072275,10.66411416,6.6232326,5.78129302475,4.981180512,8.102055909,12.37149904,10.2032142635,9.358008891,6.423120638,8.451561107,11.151396135,8.977681421,11.16076662,9.961088297,8.555107826,13.46367638,6.949071249,11.00370783,8.315445233,7.03127811267,8.14953963675,6.397508323,7.844629794,11.40859261,BRCA
10.6537276,9.436657679,6.476135957,8.40755840775,8.007981913,8.297651272,5.920180882,6.945271536,9.654399345,9.5796796905,6.405231362,6.998917209,7.79389694967,6.4604834375,7.809930674,7.662492366,7.7095138065,7.9782570685,10.26119615,7.0670465565,5.3501390665,5.252108349,9.011647369,8.410155706,11.820520445,8.993477034,7.343365902,8.171538624,11.40345044,10.00443156,11.28922369,10.12277013,9.023671978,12.73729283,6.880413479,12.27296951,8.92056956,6.954021827,8.4693634895,9.548258938,7.921844917,12.40979539,Control
11.33166731,8.6840196725,5.35894690833,8.46002883475,7.706946844,9.080631767,5.598879718,8.258590913,10.12192882,10.768548368,7.872399588,6.85070537275,8.019000875,6.785049226,7.477558187,8.019759068,7.94496816,8.04737784,10.30631839,6.5497902615,5.591806779,5.192205263,7.691134781,12.56435203,12.140966635,8.769533015,7.110460145,7.91861634733,10.99057863,9.452231522,11.82274022,9.9831294,8.717951507,13.81715158,6.894518054,11.58397843,9.680166591,6.49244811067,8.011936497,8.37240925,7.9904688245,12.47414328,BRCA
10.5411695,8.5305745065,5.788030138,8.070442883,7.317731701,9.247975637,5.672857555,6.888624921,9.387097072,10.501705028,6.79717879,6.30061577025,7.913761785,7.582218724,6.40650744,7.703490296,8.148239231,5.9031564735,10.44466839,6.1985753455,5.8421495495,5.159075364,6.827314517,9.094889963,9.975804059,8.271931157,7.568034243,7.74245236133,11.551814785,9.69476318,11.64681981,10.28660429,7.473200667,13.40233131,6.877072814,10.78761308,7.766597025,6.623727165,8.660208021,8.489648422,8.0356480365,12.68293541,BRCA
11.20375193,8.836754421,5.712608247,8.70855597925,8.621302014,10.00381342,6.357820835,7.227811157,9.342830898,11.1331886555,6.522938973,6.71360662325,7.93639420467,6.9774516075,8.788825267,7.721818861,8.198599078,6.926763588,10.54691402,6.7499434665,5.125223824,5.263890047,8.69186661,8.257648453,10.829470512,8.359597076,7.493057094,8.06297051567,11.573459625,9.736317839,11.94944384,10.23292486,6.142419181,13.46367638,6.461320332,10.80286793,8.06060289,6.35833293533,9.07652097025,9.217413178,6.9194271435,11.4210814,BRCA
10.68360899,9.0515115425,5.99415791867,8.18008652675,7.840622357,8.35230956,5.853877943,7.045216672,10.01526211,10.504941043,6.776897268,6.904091352,7.69659012467,6.425841551,7.479903767,7.958293333,7.4409667175,8.7833788245,10.41792663,6.5565791765,5.5617899825,5.398154738,7.882063906,10.68061031,11.023407075,8.700336649,7.305152311,8.197304519,11.32136754,9.990983614,11.38105635,10.11618835,9.062316786,12.99332148,6.276408844,12.02131498,9.069960645,6.85849471967,8.53243032675,9.648942238,7.9433269225,12.1857598,Control
10.23700709,9.93093261,5.68078141,8.30193297425,8.065471505,8.847324498,5.687208569,7.30193311,9.817175993,10.496353574,6.832703733,6.94855824675,7.61830501433,6.7192806095,7.113666969,8.357740164,7.6537280945,7.1443881845,10.64948099,7.0758260015,5.7278366545,5.364232071,7.953354189,7.763546231,11.5313713,8.782311189,7.532358117,8.151507585,11.488573795,10.29596436,11.33166731,10.13087976,8.997758931,13.31043176,6.674054967,11.69988051,8.376018051,7.233892223,8.9501820965,9.6677596,7.443962143,11.91354778,Control
