@relation data

@attribute id string
@attribute 10018 numeric
@attribute 317 numeric
@attribute 572 numeric
@attribute 581 numeric
@attribute 596 numeric
@attribute 598 numeric
@attribute 637 numeric
@attribute 842 numeric
@attribute 8915 numeric
@attribute 9994 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,0.1524220372,0.2989577477,0.2177100353,0.9030967818,0.0813294935,0.1900893384,0.7954551236,0.2530695895,0.7444675717,0.5591472934,BRCA
GSM480985,0.1118061828,0.3494800181,0.2315313540,0.8407814422,0.1096045168,0.2041814914,0.8824251903,0.2134292614,0.6990579716,0.3464027157,BRCA
GSM480986,0.1247908180,0.2234449131,0.3771760837,0.9887473217,-0.0262396362,0.2293706130,1.1835862659,0.4383908262,0.7976996219,0.2217352299,BRCA
GSM480987,0.0641107020,0.1720295425,0.1247138026,0.7455377609,0.1066961603,0.1363549686,1.0083390245,0.1857093530,0.5928302209,0.1649009453,BRCA
GSM480988,0.0686467013,0.2048250465,0.0354253387,0.6583364474,-0.0332379836,0.0633321519,1.0864184139,0.4995689597,0.4432948861,0.1627105937,BRCA
GSM480989,0.1115567636,0.2827313408,0.5766588003,1.2923590124,0.0373846114,0.2982636617,1.1803532361,0.5414225689,0.5138521928,0.1538868901,BRCA
GSM480990,0.1162255702,0.2409829762,0.4847173588,1.0487284085,-0.0140931005,0.1835390031,0.5828239298,0.3181734394,0.6795169592,0.2044272823,Control
GSM480991,0.1162118429,0.1191125174,0.4295866277,1.0059922760,-0.0490740068,0.3156223285,1.2640591513,0.5430663557,0.7524973224,0.0464150393,Control
GSM480992,0.2180758546,0.0999823145,0.4719536303,1.2841898705,-0.0325755605,0.2538740384,0.7394272332,0.4716532580,0.6273837210,0.1517897734,Control
GSM480993,0.1327235562,0.2123312633,0.4597184245,1.1132435460,0.0269303651,0.2890880678,1.0875472625,0.4849967851,0.7562543724,0.2620983886,Control
GSM480994,0.1356644541,0.2379186266,0.4635025530,0.9404568380,-0.0009334706,0.2169138152,0.9045411969,0.3930036376,0.8080395846,0.0854142660,Control
GSM480995,0.1184470326,0.1556142434,0.2460421790,0.9232971308,-0.0677927909,0.4219324536,0.7799409057,0.3980003041,0.7545781962,0.1479866204,Control
GSM480996,0.1171696384,0.2169568410,0.3102930195,0.9622530025,0.0301983259,0.2752932749,0.6183796450,0.1893485982,0.6879683633,0.1592109091,BRCA
GSM480997,-0.0058788235,0.1248658896,0.6042272312,0.9888952862,-0.0789440982,0.1271918572,0.9208882858,0.5272853641,0.5025929715,0.1003376235,BRCA
GSM480998,0.1574080871,0.3214717463,0.3052498243,1.0954582660,-0.0368336106,0.1053454578,0.9302312470,0.3682381896,0.8849027833,0.1743835126,BRCA
GSM480999,0.1729335302,0.2485000159,0.2949257643,0.9258883233,0.1652119465,0.2154880971,1.0165034843,0.4062409354,0.7307843248,0.3010555993,BRCA
GSM481000,0.1068627153,0.2763534452,0.2215918433,0.9177687785,0.0770338026,0.1392003116,0.9381559925,0.5404127208,0.7554410223,0.3016220494,BRCA
GSM481001,0.1633215772,0.1266282683,0.1429503735,0.7901152125,0.0035275387,0.2832955769,0.7412259077,0.2494096483,0.8302545730,0.1676463746,BRCA
