@relation data

@attribute 143689 numeric
@attribute 1956 numeric
@attribute 2113 numeric
@attribute 2114 numeric
@attribute 2120 numeric
@attribute 2885 numeric
@attribute 3845 numeric
@attribute 440822 numeric
@attribute 4851 numeric
@attribute 4853 numeric
@attribute 4854 numeric
@attribute 4855 numeric
@attribute 51513 numeric
@attribute 55124 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5604 numeric
@attribute 56776 numeric
@attribute 56907 numeric
@attribute 64506 numeric
@attribute 652554 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 84501 numeric
@attribute 9271 numeric
@attribute Class {Control,BRCA}

@data
6.468275841,7.05035509475,11.347398315,11.41166472,9.896983636,9.4954151895,6.8286116825,4.636656248,12.1006805,6.47439573025,11.67803681,10.24684186,5.657219288,5.58517097033,8.27215776867,11.634256725,10.49127719,5.235163396,11.0826449,6.59404930367,5.405661632,8.001564595,7.867620258,6.283741817,5.349976695,Control
6.3036609675,6.79791370075,10.7001730025,10.99163187,10.8824484,9.5539178325,6.4300637355,5.219566658,11.57672774,6.07531273025,11.65330651,9.128046616,5.696558124,6.40247895167,7.85669691467,11.27623323,9.559434991,4.839721879,11.22456868,6.79961451833,4.998208198,7.481398095,7.609956448,7.077219295,5.856743757,BRCA
7.20970645,6.80402066425,10.477966646,10.21099428,11.17829777,9.480270588,6.720661627,4.869638567,11.43412272,6.102078177,11.01404508,9.018729528,5.801553978,6.84133195567,8.11094053067,11.198356615,9.65317699,5.710676447,11.4316675,5.90885740467,5.523727581,7.228580927,7.575257723,8.112023874,5.661572365,BRCA
7.218086627,6.3257817405,9.740089602,9.486473611,11.50429776,9.432546201,6.243898751,5.072117861,11.4373387,6.06609324425,11.66997027,10.23091542,5.72042298,6.30676778167,7.98209816267,11.274247985,9.580847928,5.259471408,11.56134298,5.867892122,5.198898037,6.648325671,6.838009842,8.344163978,5.312711681,Control
6.433166097,6.78190965925,10.733176615,10.45834538,11.68808867,9.66718229,6.8833304115,5.371568663,10.60435889,6.688592839,10.97842288,8.698731684,5.340305225,6.54870182,7.82991936767,11.21839075,9.966174165,5.588723066,11.18055585,6.52309230333,4.972360944,7.634958261,7.652900753,6.998311524,5.599028548,BRCA
6.404439191,7.10041818325,11.377392445,12.10196099,10.80325148,9.9164802245,7.019536675,5.360374153,11.53538974,6.58571501825,10.65453335,9.245874202,5.955075184,6.18875895,8.18650002,11.07534033,10.23164154,6.436757861,10.92270353,6.42849447567,5.075972442,8.19601328,8.522033306,7.076257446,5.551217027,BRCA
6.273367441,6.9842760015,9.7799175295,8.889231008,11.57911804,9.167523377,6.6232326,4.93712219,10.50583912,6.38240255,11.77608148,9.3715867,6.175530214,5.68138791133,8.451561107,11.151396135,8.977681421,6.565220631,11.12137181,6.06731025667,4.682592971,7.292025067,6.760091594,7.937140034,5.438302209,BRCA
6.570003546,6.998917209,11.058362421,10.89735788,10.01445333,9.1611827995,7.0670465565,5.582112807,11.06222513,6.54827450925,10.90352059,9.271183522,5.524589705,5.85058104767,8.171538624,11.40345044,10.00443156,5.665912346,10.62223972,6.55808138633,5.243375136,7.787382059,7.907583411,6.281888889,4.937828406,Control
6.813466413,6.85070537275,10.495431606,10.22826589,11.43142332,9.3657406255,6.5497902615,5.555364666,11.03013967,6.3229155455,10.75902287,8.674157944,6.089376987,5.81333406733,7.91861634733,10.99057863,9.452231522,5.972584246,11.34154956,6.08494435933,5.749206573,6.878728789,7.65031782,7.267842705,6.020263967,BRCA
6.0283055925,6.30061577025,10.566511834,9.81654816,11.03103278,9.70078824,6.1985753455,4.837957442,11.34861214,6.3463999045,10.91869949,9.467881187,5.810257517,7.59626897067,7.74245236133,11.551814785,9.69476318,5.906897358,10.92822987,5.82679256767,5.250782787,7.4960371,6.965931792,7.533331922,5.897973236,BRCA
